q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,182.298089,206.360225,170.226789,-24.06213600000001,12.071300000000008,-36.13343600000002
0.02,177.34077,200.616467,165.639493,-23.275697000000008,11.701277000000005,-34.97697400000001
0.04,163.304075,184.389645,152.645855,-21.08556999999999,10.65822,-31.74378999999999
0.06,142.468743,160.412066,133.344442,-17.94332300000002,9.124301000000003,-27.067624000000023
0.08,117.964319,132.402687,110.617369,-14.438367999999983,7.346950000000007,-21.78531799999999
0.1,93.004226,104.127979,87.42879,-11.123752999999994,5.575435999999996,-16.69918899999999
0.12,70.198973,78.577381,66.194072,-8.378408000000007,4.00490099999999,-12.383308999999997
0.14,51.142472,57.492004,48.398162,-6.3495320000000035,2.7443099999999987,-9.093842000000002
0.16,36.348498,41.328658,34.534162,-4.980159999999998,1.8143359999999973,-6.794495999999995
0.18,25.483834,29.57632,24.313856,-4.092485999999997,1.1699780000000004,-5.262463999999998
0.2,17.754861,21.237346,17.019784,-3.4824850000000005,0.7350769999999969,-4.217561999999997
0.22,12.28458,15.2737,11.850117,-2.9891199999999998,0.43446300000000093,-3.4235830000000007
0.24,8.362694,10.885598,8.148868,-2.5229040000000005,0.21382599999999918,-2.7367299999999997
0.26,5.53071,7.590699,5.486213,-2.059989,0.04449699999999979,-2.1044859999999996
0.28,3.537195,5.156118,3.620354,-1.6189230000000001,-0.08315899999999976,-1.5357640000000004
0.3,2.236357,3.472322,2.407166,-1.2359650000000002,-0.1708090000000002,-1.065156
0.32,1.499227,2.445957,1.720504,-0.9467299999999998,-0.22127699999999995,-0.7254529999999999
0.34,1.174379,1.948953,1.416781,-0.7745739999999999,-0.242402,-0.5321719999999999
0.36,1.097244,1.820899,1.343084,-0.7236549999999999,-0.24583999999999984,-0.4778150000000001
0.38,1.122909,1.899163,1.366211,-0.776254,-0.24330200000000013,-0.5329519999999999
0.4,1.15393,2.049814,1.397035,-0.8958840000000001,-0.24310500000000013,-0.652779
0.42,1.147148,2.184088,1.395891,-1.03694,-0.24874299999999994,-0.788197
0.44,1.100174,2.258539,1.359825,-1.1583649999999999,-0.2596510000000001,-0.8987139999999998
0.46,1.029106,2.264844,1.302271,-1.235738,-0.2731649999999999,-0.9625730000000001
0.48,0.950115,2.216345,1.236577,-1.26623,-0.286462,-0.979768
0.5,0.871401,2.135866,1.169088,-1.264465,-0.2976869999999999,-0.9667780000000001
