q_inverse_angstroms,debye,propo{e=0.380}_Selenow,propo{e=0.380}_Selenow_relDiffDebye,propo{e=0.390}_Selenow,propo{e=0.390}_Selenow_relDiffDebye,propo{e=0.400}_Selenow,propo{e=0.400}_Selenow_relDiffDebye,propo{e=0.410}_Selenow,propo{e=0.410}_Selenow_relDiffDebye,propo{e=0.420}_Selenow,propo{e=0.420}_Selenow_relDiffDebye,propo{e=0.430}_Selenow,propo{e=0.430}_Selenow_relDiffDebye,propo{e=0.440}_Selenow,propo{e=0.440}_Selenow_relDiffDebye,propo{e=0.450}_Selenow,propo{e=0.450}_Selenow_relDiffDebye,strat{a=0.15}_Selenow,strat{a=0.15}_Selenow_relDiffDebye,strat{a=0.20}_Selenow,strat{a=0.20}_Selenow_relDiffDebye,strat{a=0.25}_Selenow,strat{a=0.25}_Selenow_relDiffDebye,strat{a=0.30}_Selenow,strat{a=0.30}_Selenow_relDiffDebye,strat{a=0.35}_Selenow,strat{a=0.35}_Selenow_relDiffDebye,strat{a=0.40}_Selenow,strat{a=0.40}_Selenow_relDiffDebye,strat{a=0.45}_Selenow,strat{a=0.45}_Selenow_relDiffDebye,strat{a=0.50}_Selenow,strat{a=0.50}_Selenow_relDiffDebye
0,178.36908,90.439084,49.29665836702191,88.188666,50.55832210380857,85.938619,51.8197778449045,83.953613,52.93264224943023,81.968942,54.04531884113547,79.98463,55.1577941647734,78.265204,56.12176505031029,76.546088,57.08556213890883,251.762368,41.14686693456064,340.249844,90.75606826026126,580.882014,225.66295346704712,2041.615541,1044.6017106776578,1813.572979,916.7530039399206,1762.075773,887.881853177692,7737.523009,4237.928417301922,4597.675275,2477.6189881116165
0.02,169.885546,86.150596,49.28903722038837,84.007548,50.55050298393249,81.86487,51.81175095378626,79.974604,52.92442124534833,78.084671,54.03689552258908,76.195097,55.14915848108702,74.557777,56.112936765085365,72.920768,57.076531984657485,243.116588,43.10610509501497,328.742906,93.50846127898367,563.376746,231.62135288425304,1984.085147,1067.8952057522304,1752.149538,931.3705781656079,1693.21284,896.6785755864126,7562.217831,4351.360347630751,4468.884914,2530.5268571818347
0.04,146.548434,74.353069,49.26382563733161,72.505394,50.52462041320756,70.658088,51.78516339519533,69.028444,52.89718073684773,67.399134,54.00897016750107,65.770183,55.12051462794887,64.358737,56.08364057987818,62.947601,57.046554997646716,218.967195,49.416263977273225,296.550802,102.35685493575455,514.027119,250.75579108542368,1821.238253,1142.7551788100309,1579.618226,977.8813412635991,1501.269025,924.4183332590236,7061.453421,4718.51168808805,4104.892931,2701.048649213134
0.06,113.928714,57.861799,49.21227760018427,56.427013,50.47164931572913,54.992597,51.73069626679012,53.727266,52.8413302374325,52.46227,53.95167016455571,51.197632,55.06169586009722,50.101925,56.02344374746475,49.006528,56.984919534859316,184.128587,61.617366276951046,249.942237,119.38476107085701,441.445454,287.47514871448476,1579.801371,1286.657775317292,1327.776443,1065.4449491986718,1225.604201,975.7640966613562,6304.807907,5433.993745422248,3566.859816,3030.7821274977264
0.08,79.094726,40.249605,49.11215066349682,39.255772,50.36866048439184,38.262309,51.6247025117705,37.386055,52.73255640331822,36.510135,53.839988016394415,35.634574,54.94696574332908,34.876067,55.90595130198693,34.117869,56.8645461898433,145.009275,83.33621258135469,197.259324,149.3963048813141,357.360234,351.8129742304184,1296.811623,1539.567754492253,1039.517788,1214.2694090627485,918.371042,1061.1027541836356,5390.555138,6715.315521795979,2938.902564,3615.6744989545828
0.1,48.324319,24.690981,48.905682457729,24.086686,50.156181197297364,23.482762,51.40591220747467,22.950219,52.5079308411982,22.418009,53.60926038088607,21.886159,54.70984495404891,21.425533,55.66304203893696,20.965218,56.61559555552144,107.84441,123.16798711638334,146.624197,203.41699590220816,273.68001400000003,466.34013611241994,1010.971215,1992.0547581850042,757.629274,1467.8012430966694,629.823239,1203.3256381740216,4424.990639,9056.860832327506,2307.830776,4675.712982111553
0.12,25.425472,13.112849,48.426330099201294,12.798434,49.66294431033571,12.484389,50.89810328791536,12.207622,51.986645518321154,11.931189,53.073874105464,11.655114,54.159694655816025,11.416161,55.09951201692539,11.177519,56.03810619523601,77.22428,203.72800945445576,104.045288,309.21674138438806,199.929865,686.3368868825719,754.680191,2868.205235285308,515.1932,1926.2876535782702,396.139441,1458.0416402889196,3502.807365,13676.764360559364,1744.887821,6762.754882190585
0.14,11.226387,5.93559,47.128225670467266,5.800871,48.32824665673828,5.666522,49.524971836442134,5.548309,50.577964219476854,5.430431,51.627972561430504,5.312912,52.67478308025548,5.211373,53.57925038572071,5.110145,54.48094743215248,55.363567,393.15569648543203,72.495949,545.763850827519,141.779173,1162.91007961867,548.860972,4789.025935058179,330.383382,2842.918162361586,233.505072,1979.966350705708,2693.394312,23891.639625464537,1294.455275,11430.470800623567
0.16,4.205786,2.390352,43.16515390940005,2.344395,44.25786285845261,2.298807,45.34179817993592,2.258914,46.29032480492351,2.219354,47.23093376600711,2.180154,48.16298309043779,2.146492,48.96335667102416,2.11314,49.7563594533816,42.209814,903.612975077667,52.077647,1138.2381557216654,100.877347,2298.5373245333926,401.475915,9445.799881401479,206.417068,4807.930836233703,139.298843,3212.076339595025,2035.317543,48293.27400395551,971.57571,23000.930717825395
0.18,1.751964,1.155063,34.070391857366936,1.140034,34.92822911886317,1.125374,35.7650043037414,1.11277,36.48442547906235,1.100499,37.184839414508524,1.0885879999999999,37.86470498252248,1.078577,38.43612083353312,1.068875,38.989899335831105,36.15805,1963.8580473114744,40.948052,2237.2656059142764,75.720905,4222.058272886886,309.325643,17555.93602379958,135.434783,7630.454678292477,98.429128,5518.216356043846,1538.37508,87708.60108997673,766.936569,43675.8178250238
