q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.15}_BacteriorhodopsinArEnv,strat{a=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.20}_BacteriorhodopsinArEnv,strat{a=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.25}_BacteriorhodopsinArEnv,strat{a=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.30}_BacteriorhodopsinArEnv,strat{a=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.35}_BacteriorhodopsinArEnv,strat{a=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.40}_BacteriorhodopsinArEnv,strat{a=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.45}_BacteriorhodopsinArEnv,strat{a=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.50}_BacteriorhodopsinArEnv,strat{a=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0,186.698145,94.694519,49.27934661589702,92.228323,50.60030028686144,90.070803,51.75591969593485,87.913688,52.91132217730391,85.757009,54.06649112662581,83.754798,55.13892331388725,81.906988,56.12865462589358,80.059574,57.11817383081124,280.999168,50.50988749781096,333.218472,78.47979796478428,781.959933,318.836476923753,1064.41182,470.12447552706,1076.869977,476.7973629304136,1875.657839,904.6472818463192,2037.161194,991.1523486213534,3099.553773,1560.1952702850906
0.02,178.347031,90.470617,49.272709227214435,88.115211,50.59339619732721,86.054634,51.748771192047485,83.994461,52.90391966211089,81.934724,54.05882366497035,80.022531,55.13099906888834,78.257814,56.12048400177741,76.493493,57.10974689564638,269.69074,51.21683747008944,319.112674,78.92794301689275,748.956911,319.9435823520942,1020.985614,472.47132642202496,1040.343886,483.32559850687966,1800.447325,909.5190903402257,1963.259684,1000.8087283493944,2978.530922,1570.0759778838146
0.04,155.393952,78.861624,49.250519093561635,76.810717,50.570330433452135,75.016575,51.724906899851554,73.222838,52.87922273834699,71.429537,54.0332579996421,69.764748,55.104592487614966,68.228405,56.09326867496105,66.692458,57.08169002613436,238.39779,53.41510202404787,280.304776,80.38332405626699,658.21623,323.5790528063795,900.924195,479.7678631662576,938.003172,503.62913738109955,1592.461838,924.7901012260759,1756.77305,1030.5285871100052,2642.480054,1600.5037969560103
0.06,123.333022,62.647734,49.204411775461075,61.022109,50.522489427040874,59.600089,51.67548152675607,58.178475,52.8281444364511,56.757295,53.98045545336593,55.438048,55.050117883270545,54.220667,56.03718605062642,53.003682,57.023933136090676,194.054792,57.34212042578507,225.948428,83.20189056909673,531.225143,330.7241762064339,731.156402,492.8310116328779,789.293746,539.9695176527824,1298.037968,952.4658740625038,1458.459924,1082.5380586230995,2162.933311,1653.734138615366
0.08,89.027458,45.302381,49.11414745774276,44.131716,50.4290957066302,43.107787,51.57922289548017,42.084262,52.72889629174855,41.061173,53.87807995146846,40.111581,54.944708182053226,39.23542,55.92885511793452,38.359655,56.912557247225905,145.470994,63.40014335801882,167.42061,88.05502679858613,394.499025,343.1206212806841,545.917193,513.2009216751983,620.007518,596.4228025021224,975.686214,995.9385294366149,1122.008937,1160.2953765118175,1631.856102,1732.980676590811
0.1,58.425347,29.836001,48.9331214412813,29.071011,50.24246753724886,28.402048,51.38745517420718,27.733489,52.5317513304628,27.065366,53.67530123526695,26.445386,54.736450260192726,25.873481,55.71531479308116,25.301973,56.69349982636817,100.558131,72.1138789299788,114.538139,96.04186347408428,270.68679,363.303692488125,375.952189,543.4744649441277,455.169034,679.0608997153239,677.545067,1059.676581809604,798.872993,1267.3397489620386,1133.879102,1840.7314808074652
0.12,35.002495,18.006829,48.55558439476958,17.552113,49.854680359214406,17.154639,50.99023941007634,16.75757,52.12464140056302,16.360936,53.257800622498486,15.993053,54.308819985546755,15.653853,55.277893761573296,15.31505,56.24583333273815,64.376023,83.9183835323739,73.083248,108.79439594234637,172.987883,394.21586375485515,240.806119,587.9684405354532,313.284154,795.0337797348445,436.707407,1147.6465091988441,526.232532,1403.4143480343328,726.08886,1974.3917255041388
0.14,19.43963,10.156343,47.7544428571943,9.907541,49.03431289587302,9.690242,50.15212738102526,9.473348,51.26785849319149,9.256889,52.381351908446824,9.0563110000000009,53.41315138199647,8.871547,54.36360157060602,8.68718,55.31200953927622,38.611339,98.62177932398919,44.403127,128.41549453358937,104.524655,437.68850024408897,146.6114,654.1882227182308,203.661332,947.660536748899,264.19996,1259.0791594284458,321.697995,1554.856573916273,431.374849,2119.0486598767566
0.16,10.378534,5.591959,46.11995297216351,5.462879,47.36367390616054,5.350337,48.448046708716284,5.238199,49.52852686130816,5.126496,50.60481567049836,5.023192,51.600177828583504,4.92822,52.51525889880016,4.833643,53.42653403650265,22.335112,115.20488346427346,26.691152,157.17651452507647,61.476612,492.3438898017774,88.892953,756.5077977294288,127.017634,1123.849476236239,154.095449,1384.7515940112544,185.030916,1682.8232388119552,244.139895,2252.354340217992
0.18,5.644664,3.207644,43.1738718194741,3.141103,44.35270195001863,3.083283,45.377032184732336,3.025867,46.39420521752933,2.968886,47.40367185717343,2.916395,48.33359434680256,2.868327,49.185159648120774,2.820655,50.02970947429289,13.344458,136.40836726508434,16.861822,198.7214473704724,37.2806,560.4573806341707,57.846666,924.8026454719006,78.287512,1286.929532032376,91.987704,1529.640028175282,104.383516,1749.242328684223,142.285287,2420.704279298113
