q_inverse_angstroms,debye,propo{e=0.380}_VATPaseLiRotor,propo{e=0.380}_VATPaseLiRotor_relDiffDebye,propo{e=0.390}_VATPaseLiRotor,propo{e=0.390}_VATPaseLiRotor_relDiffDebye,propo{e=0.400}_VATPaseLiRotor,propo{e=0.400}_VATPaseLiRotor_relDiffDebye,propo{e=0.410}_VATPaseLiRotor,propo{e=0.410}_VATPaseLiRotor_relDiffDebye,propo{e=0.420}_VATPaseLiRotor,propo{e=0.420}_VATPaseLiRotor_relDiffDebye,propo{e=0.430}_VATPaseLiRotor,propo{e=0.430}_VATPaseLiRotor_relDiffDebye,propo{e=0.440}_VATPaseLiRotor,propo{e=0.440}_VATPaseLiRotor_relDiffDebye,propo{e=0.450}_VATPaseLiRotor,propo{e=0.450}_VATPaseLiRotor_relDiffDebye,strat{a=0.15}_VATPaseLiRotor,strat{a=0.15}_VATPaseLiRotor_relDiffDebye,strat{a=0.20}_VATPaseLiRotor,strat{a=0.20}_VATPaseLiRotor_relDiffDebye,strat{a=0.25}_VATPaseLiRotor,strat{a=0.25}_VATPaseLiRotor_relDiffDebye,strat{a=0.30}_VATPaseLiRotor,strat{a=0.30}_VATPaseLiRotor_relDiffDebye,strat{a=0.35}_VATPaseLiRotor,strat{a=0.35}_VATPaseLiRotor_relDiffDebye,strat{a=0.40}_VATPaseLiRotor,strat{a=0.40}_VATPaseLiRotor_relDiffDebye,strat{a=0.45}_VATPaseLiRotor,strat{a=0.45}_VATPaseLiRotor_relDiffDebye,strat{a=0.50}_VATPaseLiRotor,strat{a=0.50}_VATPaseLiRotor_relDiffDebye
0,174.930111,38.399961,78.04839842581475,37.407684,78.61564039137893,36.493902,79.13801015080819,35.606387,79.64536419919153,34.771231,80.12278686543564,33.962325,80.58520353880071,33.205752,81.01770369310519,32.475411,81.43520814435429,241.43199,38.01625610355898,226.10926,29.256912207641594,742.406609,324.4018395437935,772.530879,341.6225854907278,758.77627,333.75966873993457,1004.4733,474.21406426707176,1421.400401,712.5533065030755,1544.218545,782.763142475797
0.02,148.179635,32.548147,78.03466920403737,31.708072,78.60159933583316,30.934479,79.12366365324088,30.183145,79.63070633829001,29.47616,80.10781980938204,28.79142,80.56992109610744,28.151002,81.00211139000308,27.53281,81.41930232180691,218.547415,47.48815854486348,197.74781,33.45140848808272,664.643386,348.5389547625759,684.130514,361.6899710948809,672.814292,354.0531443473998,889.468432,500.2636138225068,1250.72705,744.0613651126891,1368.088541,823.2635382048283
0.04,87.685683,19.314659,77.9728476312376,18.818781,78.53836526539914,18.362211,79.05905460073795,17.918844,79.56468674595374,17.50171,80.0404018065298,17.097763,80.50107792397534,16.720022,80.93186774858103,16.355449,81.34764029835976,162.113856,84.88064465438447,130.732695,49.09240656767195,474.519755,441.1599006419326,471.214445,437.39040271830925,465.368179,430.7231044776147,612.393996,598.3967907280827,842.920861,861.29816426246,942.976098,975.4048617035918
0.06,32.698267,7.285581,77.71875494196681,7.102575,78.27843597949702,6.934176,78.79344492477232,6.770746,79.29325734602388,6.617083,79.76319968272324,6.468373,80.21799442765575,6.329402,80.64300471948559,6.195366,81.05292246833754,99.100559,203.07587555022414,62.842648,92.18953713968997,266.667019,715.5386920046864,245.937986,652.1437940426628,244.88901,648.9357463501048,319.033578,875.6895617740231,419.793175,1183.8392169224137,490.878197,1401.236126673013
0.08,6.071169,1.45981,75.9550425955858,1.42833,76.47355888132911,1.399495,76.94850859859115,1.371641,77.40729997797787,1.345577,77.83660774391225,1.320481,78.24997129877293,1.297148,78.6342959650769,1.274763,79.00300584615583,51.892048,754.7290974769439,20.657331,240.2529397550949,118.023215,1843.9948879696808,93.888735,1446.468810207721,94.719315,1460.1495362754686,120.73542,1888.668409658832,145.911016,2303.343013511895,182.459153,2905.3380658650744
0.1,2.254545,0.621749,72.42241782710038,0.612067,72.85186146206884,0.603308,73.24036557265435,0.594957,73.61077290539775,0.58725,73.95261571625316,0.579935,74.27707142682893,0.573238,74.57411584155561,0.566914,74.85461589810804,27.007628,1097.9192253869408,5.693082,152.51578478140826,48.401801,2046.8545094464737,29.734934,1218.8884675178363,29.9779,1229.6651874324975,36.756319,1530.3209295001875,41.600421,1745.180335721842,49.179297,2081.340226076659
0.12,4.502549,1.107702,75.3983354761936,1.08538,75.89409909808866,1.06498,76.34717578864772,1.04532,76.78381734435315,1.026969,77.19138647908107,1.009343,77.58285362358077,0.993,77.945825797787,0.977362,78.29314017459889,18.314851,306.7662783903073,4.917238,9.210094104472825,33.307171,639.7403337531695,19.511123,333.3350508789577,18.479494,310.4229404277443,23.243173,416.2225441633172,33.198567,637.3282778266265,25.964107,476.65351337653397
0.14,3.983063,0.988702,75.17734467167605,0.969475,75.66006362440162,0.951925,76.10067930133167,0.935035,76.52472481605237,0.91929,76.92002360997051,0.90419,77.29912883627499,0.890208,77.65016521204913,0.876852,77.98548504003075,16.710254,319.53275657452565,7.018268,76.2027866493701,39.196177,884.0712285996982,25.575146,542.0974511324575,23.965611,501.6879722966972,31.618418,693.8216894887175,47.060885,1081.5249972194765,38.700917,871.6370793030387
0.16,1.714695,0.49142,71.34067574699874,0.485127,71.70767979144979,0.47949,72.03642630322011,0.474172,72.34656892333622,0.46932,72.62953469859072,0.464771,72.8948296927442,0.46066,73.13458078550413,0.456834,73.3577108465354,16.369717,854.6722303383401,8.065575,370.37957187721435,45.562494,2557.177748812471,29.304912,1609.0451654667447,28.181572,1543.5326399155535,37.670182,2096.902772796328,52.275658,2948.6855096679,48.898748,2751.746112282359
0.18,0.452906,0.218005,51.86528771974758,0.218824,51.68445549407603,0.219737,51.482868409780394,0.220782,51.252136204863696,0.221918,51.00131153042794,0.22317,50.72487447726459,0.224487,50.434085660159056,0.2259,50.12210039169276,15.385552,3297.0740065267405,8.127066,1694.4266580703281,46.59736,10188.527862293722,28.210022,6128.670408429122,28.069494,6097.642336378851,37.285793,8132.567685126714,48.123879,10525.577713697767,48.951039,10708.211637734983
