q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{a=0.15}_AntiterminatorHairpin,strat{a=0.15}_AntiterminatorHairpin_relDiffDebye,strat{a=0.20}_AntiterminatorHairpin,strat{a=0.20}_AntiterminatorHairpin_relDiffDebye,strat{a=0.25}_AntiterminatorHairpin,strat{a=0.25}_AntiterminatorHairpin_relDiffDebye,strat{a=0.30}_AntiterminatorHairpin,strat{a=0.30}_AntiterminatorHairpin_relDiffDebye,strat{a=0.35}_AntiterminatorHairpin,strat{a=0.35}_AntiterminatorHairpin_relDiffDebye,strat{a=0.40}_AntiterminatorHairpin,strat{a=0.40}_AntiterminatorHairpin_relDiffDebye,strat{a=0.45}_AntiterminatorHairpin,strat{a=0.45}_AntiterminatorHairpin_relDiffDebye,strat{a=0.50}_AntiterminatorHairpin,strat{a=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,190.075667,79.20311813745565,198.897352,87.52019251198051,347.981505,228.0765588483486,436.264053,311.30924259171064,447.542294,321.94235511055666,797.034232,651.4429484374357,1095.241023,932.5919647234845,1774.628422,1573.1176156164822
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,182.393466,80.85965674344214,189.610607,88.01610632771082,333.784519,230.9776104184288,413.761698,310.2822338705038,426.527898,322.9410785130971,759.914152,653.5237730786031,1044.248287,935.4668447484156,1683.927762,1569.7670354927777
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,161.588686,85.57883501597323,164.978765,89.47221967677874,295.358793,239.2090255419491,354.622565,307.2713511828189,370.755414,325.79935210306024,661.062552,659.2067322884612,908.133157,942.9584984399089,1444.346905,1558.7808380892866
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,133.272139,92.32103038202135,132.84642,91.70668804950122,243.125771,250.84751503195548,279.035431,302.66766936945027,297.961142,329.9787958175097,531.076088,666.3799892595184,728.417217,951.1570593268892,1135.143147,1538.0910616444019
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,103.816,98.57835981727027,101.491265,94.13162652654627,188.92435,261.37288618848635,207.891566,297.653215266662,227.043552,334.2869708257601,402.832725,670.5350024198725,550.335983,952.6779769261495,840.325252,1507.3669786467817
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,77.885295,100.39931763885551,75.995088,95.5358040192924,141.451087,263.95447066194436,153.280107,294.3906080141412,169.865681,337.0653865105024,297.545964,665.5874982793025,403.763509,938.8858601751446,611.280822,1472.8291151047022
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,57.411425,94.96877911108602,57.288635,94.55178516977469,104.36132,254.41027890914333,116.243353,294.76157601364184,128.842537,337.54831266537843,220.518903,648.8805806305279,296.635961,907.3735525048148,455.546575,1447.0328345967164
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,42.146023,83.91361554351536,43.73825,90.86165484810184,77.237557,237.04338754853222,91.30957,298.44976956482236,100.166923,337.10081415745697,166.275266,625.5793825557337,221.344082,865.8845011255354,351.942092,1435.7781824792464
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,30.933854,71.75579402311001,33.428078,85.60461556314499,57.85032,221.2056165420255,72.741472,303.8866053279305,78.841674,337.75710326883893,126.70994,603.5387945944475,166.175316,822.6646426475414,274.975235,1426.7606106926173
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,22.703497,61.62145130935568,25.380757,80.68030584319624,43.9589,212.9342240079947,57.782131,311.33891717065933,61.762765,339.676218874065,96.207824,584.8833966941331,123.182384,776.9096530735487,210.451646,1398.1612945777808
0.2,10.865414,6.683963,38.484046719250635,6.525905,39.93873588249836,6.382696,41.256762052508996,6.23998,42.57025088965777,6.11199,43.748208765906206,5.998608,44.79172169601637,5.871522,45.961359594765554,5.759003,46.99692989148871,16.763288,54.281171430743456,19.367859,78.2523795227683,33.960746,212.55823293985853,46.031882,323.65511337165805,47.881714,340.6800698068201,72.249073,564.945422236097,89.399458,722.7892466867806,156.33928,1338.870898062421
0.22,8.43004,5.27989,37.36815009181451,5.159139,38.80053949921946,5.049845,40.09702207818705,4.941044,41.38765652357522,4.843577,42.54384320833591,4.757327,43.566970026239495,4.660764,44.71243315571456,4.575376,45.72533463660908,12.639809,49.937710853092035,15.187961,80.16475603911725,26.767848,217.5293118419367,37.36562,343.2436856764618,36.942615,338.2258565795655,53.797979,538.1699137845135,64.087545,660.228243282357,115.235382,1266.9612718326366
0.24,6.607146,4.22626,36.03501421037162,4.133504,37.438888137177535,4.04966,38.70787780382028,3.966309,39.969405852390736,3.891747,41.0979112615341,3.825857,42.09516484121888,3.752199,43.209988094708365,3.687171,44.19419519411256,9.892362,49.72216445648394,12.354733,86.99046456669792,21.564674,226.3840998821579,30.935699,368.21576214601583,28.578737,332.5428407363785,40.045981,506.10104574652956,46.210185,599.3970619084246,87.824277,1229.2316682573685
0.26,5.206786,3.411359,34.48244271994278,3.340255,35.848045224059526,3.276094,37.08030251291296,3.212426,38.30309138881452,3.155579,39.39487814555851,3.105437,40.35789064501596,3.049494,41.432315443730545,3.000213,42.378791830507346,8.105108,55.66431960138172,10.34602,98.70261616283057,17.744775,240.80092786605783,25.702775,393.63993450086093,22.279634,327.8960955952482,30.178284,479.59524359172815,34.027573,553.5235556060878,71.530286,1273.7896276128884
0.28,4.100459,2.76037,32.68143883404272,2.706563,33.99365778318963,2.658127,35.17489139630466,2.610183,36.34412635268392,2.567488,37.38535124970156,2.529925,38.301419426459326,2.488135,39.320573623587016,2.451433,40.215644151057226,6.971841,70.02586783577158,8.91894,117.51077135510926,14.944141,264.4504432308676,21.247174,418.1657468102961,17.661576,330.7219264965215,23.483933,472.7147375452358,25.956983,533.02627827762694,62.551349,1425.4718800992769
0.3,3.24239,2.24773,30.67675387599888,2.207544,31.916148273341577,2.17149,33.02810581083707,2.135929,34.124858514860954,2.1043790000000002,35.09790617414931,2.076722,35.95088807947223,2.046076,36.89605507048813,2.01928,37.722482489768346,6.323028,95.0113342318475,8.074749,149.03694496960577,13.02056,301.5729138074075,17.78464,448.5040356033666,14.488217,346.83757968658927,19.306103,495.4281563908105,21.138521,551.9425793935956,57.829826,1683.5555253994737
0.32,2.609256,1.861777,28.64720824633535,1.831846,29.79431684740784,1.805115,30.818785124955156,1.778876,31.82439745276048,1.755716,32.71200679427392,1.735517,33.48613551142547,1.713261,34.33909896154306,1.693924,35.08019144154502,6.065852,132.4743911674439,7.766935,197.66856912468535,11.950201,357.99266150964104,15.541814,495.641592852522,12.484148,378.456234267546,16.98627,551.0005150893588,19.177275,634.9710032285067,55.549748,2028.9497082693306
0.34,2.157975,1.579856,26.789884034801148,1.557415,27.829794135705928,1.537493,28.75297443204856,1.518065,29.653262896928833,1.501033,30.44252134524264,1.486282,31.12607884706727,1.470155,31.873399830859945,1.456265,32.517058816714744,6.11636,183.4305309375688,7.733185,258.35378074352116,11.697843,442.0750008688701,14.326199,563.8723340168445,11.267741,422.14418610039496,15.999278,641.4023795456388,19.590163,807.80305610584,54.800275,2439.430484597829
0.36,1.838042,1.374815,25.2021988616147,1.357822,26.12671527636473,1.342853,26.941114512073167,1.328378,27.728637321671645,1.315803,28.41278926161643,1.305014,28.999772584086763,1.293344,29.63468734664387,1.283417,30.174772937723944,6.387647,247.52453970039863,7.635758,315.4289183816257,12.116214,559.1913568895596,13.693822,645.0222573804082,10.49282,470.86943606294096,16.0783,774.7515018699246,21.571864,1073.6328114373882,55.215112,2904.017971297718
0.38,1.615472,1.228237,23.970393792031057,1.215139,24.781178503867604,1.20371,25.488649756851245,1.192775,26.165541711648366,1.183387,26.746672180019214,1.17543,27.23922172591045,1.166947,27.764331415214876,1.159852,28.20352194281299,6.816574,321.955564689453,7.325383,353.4515609060386,12.914631,699.433911575069,13.35467,726.6729475967395,9.99112,518.4644487802946,17.063636,956.2631850010398,24.162654,1395.7024324779381,56.639062,3406.0379876593342
0.4,1.469467,1.128482,23.20467217024949,1.118034,23.91567826973999,1.109015,24.529438224880177,1.100489,25.109648600478952,1.09327,25.60091516175594,1.087241,26.011199979312238,1.080927,26.44087958423021,1.075759,26.7925717283886,7.372297,401.69871116534085,6.930932,371.6629907306527,13.725035,834.0145100230219,13.288441,804.3034651339567,9.736864,562.6119538580996,18.604986,1166.1043766209107,26.532822,1705.6085641936836,58.682591,3893.460962376154
0.42,1.374749,1.061163,22.810418483665014,1.052504,23.440278916369454,1.045111,23.978049811274644,1.038211,24.479959614445985,1.032456,24.898581486511354,1.027727,25.242571553061683,1.022876,25.5954359668565,1.01901,25.87665093773482,8.023978,483.6685824103164,6.694561,386.9660570766009,14.242528,936.0093369771499,13.507603,882.5504873980632,9.698209,605.4530681600787,20.101464,1362.1915709704099,28.151684,1947.7690109249031,60.447269,4296.967664642782
0.44,1.300056,1.008886,22.396727525583522,1.001616,22.95593420591113,0.995486,23.427452355898524,0.989849,23.86104906250193,0.98523,24.216341449906775,0.981512,24.50232913043746,0.977797,24.788086051677777,0.974941,25.007768896109102,8.698049,569.0518716116843,6.735198,418.0698369916372,14.345433,1003.4473130388228,13.830539,963.8417883537323,9.758051,650.5869747149353,20.993237,1514.7948242229563,28.811057,2116.139689367227,60.804841,4577.093986720572
0.46,1.223708,0.960019,21.54835957597728,0.954047,22.036384496955158,0.949097,22.440892761998782,0.944641,22.805031919379466,0.941084,23.095705838320903,0.93831,23.322393904428186,0.935658,23.539112271881855,0.933746,23.695358696682543,9.269053,657.4562722479545,6.958976,468.6794562101416,14.096924,1051.9842969074323,13.946119,1039.6606870266435,9.770309,698.4183318242586,21.085345,1623.069964403273,28.559198,2233.82457252874,59.070919,4727.2070624691505
