q_inverse_angstroms,debye,propo{e=0.380}_TeicoplaninUbiquitin,propo{e=0.380}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.390}_TeicoplaninUbiquitin,propo{e=0.390}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.400}_TeicoplaninUbiquitin,propo{e=0.400}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.410}_TeicoplaninUbiquitin,propo{e=0.410}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.420}_TeicoplaninUbiquitin,propo{e=0.420}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.430}_TeicoplaninUbiquitin,propo{e=0.430}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.440}_TeicoplaninUbiquitin,propo{e=0.440}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.450}_TeicoplaninUbiquitin,propo{e=0.450}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.15}_TeicoplaninUbiquitin,strat{a=0.15}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.20}_TeicoplaninUbiquitin,strat{a=0.20}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.25}_TeicoplaninUbiquitin,strat{a=0.25}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.30}_TeicoplaninUbiquitin,strat{a=0.30}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.35}_TeicoplaninUbiquitin,strat{a=0.35}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.40}_TeicoplaninUbiquitin,strat{a=0.40}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.45}_TeicoplaninUbiquitin,strat{a=0.45}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.50}_TeicoplaninUbiquitin,strat{a=0.50}_TeicoplaninUbiquitin_relDiffDebye
0,175.982653,166.667471,5.293238760299854,162.503034,7.659629384039338,158.339279,10.025632469582098,154.63878,12.12839597320993,150.938906,14.230804328197049,147.239704,16.3328308273657,144.003495,18.171767191167422,140.767879,20.01036658993884,20.558162,88.31807473660486,322.233556,83.1052950429154,991.242326,463.2613834955653,3526.002184,1903.6078124131925,510.283231,189.96223337990023,1300.84589,639.1898393530867,994.747383,465.2530894621756,1592.340309,804.8279940409808
0.02,170.769539,161.760272,5.275687369513847,157.7192,7.642076611801363,153.67881,10.008066485440363,150.087969,12.11080741981743,146.497753,14.213182363864096,142.908209,16.315163795107516,139.767951,18.154050295820028,136.628286,19.992589544907073,20.029542,88.27101008921738,317.003078,85.63209800548796,975.244316,471.087983085789,3387.387189,1883.6015303642646,496.546859,190.77015837116008,1257.02942,636.0969803871169,960.14533,462.24625048615957,1522.893777,791.7830345609821
0.04,156.103692,147.952524,5.221636910419765,144.258575,7.587980045981224,140.565307,9.95388693305217,137.283019,12.056520098192168,134.001356,14.158752888432652,130.720365,16.26055519558116,127.850091,18.09925225855644,124.98041,19.937569445827066,18.531139,88.12895533566241,302.327899,93.67120349722414,930.628079,496.16019779980604,3016.072006,1832.0952421804345,458.197336,193.52113978188297,1135.976835,627.7065778815788,864.47227,453.78079718960134,1334.594942,754.9413052959695
0.06,134.615868,127.714213,5.126925304229369,124.529048,7.493039379280312,121.344565,9.85864682757905,118.51453,11.960950992790844,115.685119,14.062791616809992,112.856381,16.16413229976722,110.381828,18.00236507036452,107.907868,19.840157328257924,16.301002,87.89072771123833,280.939225,108.69696059902833,866.543272,543.7155477094275,2527.686366,1777.70312932202,402.963821,199.34347784319152,965.579839,617.28530473094,729.487625,441.9031469603568,1079.850607,702.1718561440321
0.08,109.835578,104.360437,4.984851993950443,101.762378,7.350259494241475,99.165001,9.715046066402996,96.856837,11.816518141325755,94.549299,13.917420273419962,92.242433,16.0177105819027,90.224518,17.854924931518998,88.207196,19.69159938321625,13.663878,87.55969764186973,256.456332,133.4911298049526,795.297033,624.0796174441765,2063.144895,1778.3939890588094,341.203042,210.64892470452517,782.532443,612.4580734668688,583.654964,431.3897141780417,823.672725,649.9143173808399
0.1,85.246607,81.165784,4.787079678138973,79.150831,7.1507549854740855,77.13656,9.513630260967448,75.346713,11.613241099437545,73.557491,13.712118770897238,71.768941,15.810208141187369,70.204553,17.64534041806496,68.640758,19.479777066083102,10.950843,87.15392508232028,232.370574,172.58630246714688,728.99169,755.1562527292141,1735.310693,1935.6360846127282,283.059112,232.0473646534695,621.377518,628.9175955120419,453.517106,432.00604922610006,620.427382,627.8030221191091
0.12,63.487829,60.614453,4.52586904491568,59.116153,6.885848939644795,57.618535,9.24475461273057,56.287936,11.34058781565833,54.957962,13.435436577930545,53.628660000000004,15.529226869609914,52.466113,17.36036051886417,51.304159,19.190560130824444,8.429644,86.72242517538282,211.211715,232.6806386780055,676.512418,965.5781252182998,1591.095062,2406.1418653959645,235.984659,271.7006278478982,505.121726,695.6197809189539,356.474339,461.4845311532074,496.811083,682.5296451702578
0.14,45.941542,44.013104,4.197590929795085,42.932157,6.550465807177308,41.851891,8.90185836600782,40.892271,10.990643283153181,39.933277,13.078065599104189,38.974955,15.164025186616497,38.137016,16.98794959907962,37.299669,18.81058541744201,6.265779,86.36140902715019,194.160693,322.6255466131285,641.777272,1296.9432545385614,1603.925572,3391.231469766514,203.37538,342.68296436371253,440.473425,858.7693530182335,297.360218,547.2578086299324,447.497807,874.059179380614
0.16,32.77505,31.528275,3.8040369122243884,30.761192,6.144484905438738,29.994791,8.482852047517856,29.314162,10.559520122776322,28.634158,12.634281259677715,27.954827,14.706989005356204,27.361004,16.518803174976085,26.767775,18.328804990381403,4.520238,86.20829563951847,181.166588,452.7576250837146,623.664365,1802.8631992933651,1697.02839,5077.805647893749,184.599699,463.23239476369974,418.877654,1178.038184533662,269.607447,722.5996512591132,443.90668,1254.4042800850036
0.18,23.322894,22.543224,3.3429384878223214,22.002022,5.663413811339199,21.461502,7.980964969441623,20.981657,10.038364021205957,20.502436,12.093087590245027,20.023888,14.14492558256279,19.605751,15.937743403541601,19.188207,17.728018658404928,3.175515,86.38455845145117,171.421314,634.9916095318189,617.425604,2547.2941308227014,1784.182522,7549.9190966609885,176.18361,655.4105849814349,422.330755,1710.799101518019,260.008361,1014.8203177530197,450.774195,1832.7541213367433
0.2,16.593902,16.132347,2.781473579872899,15.752313,5.0716763302567465,15.37296,7.357775163430512,15.036374,9.386146790549924,14.700413,11.410751973827498,14.365125,13.431301450376163,14.07234,15.195714666749263,13.780148,16.956554281205225,2.173234,86.90341789411555,163.933185,887.9122161864041,616.916555,3617.7304952144473,1807.999108,10795.563370206717,173.549741,945.8645651878625,431.329663,2499.326324814983,254.839222,1435.7401893780016,442.356514,2565.7775488851266
0.22,11.691267,11.454958,2.0212437197781927,11.192512,4.266047469448771,10.930747,6.505026358563187,10.698684,8.489952372142383,10.467246,10.469532515167094,10.23648,12.443364778171603,10.035152,14.165402261363116,9.834418,15.882359029179646,1.446958,87.62359973474217,157.956676,1251.0655089820461,616.78425,5175.598016878753,1759.002995,14945.443705973013,172.628988,1376.5635580814294,431.837252,3593.6736796790283,244.887659,1994.6203606503896,411.248952,3417.573860899764
0.24,8.023579,7.953997,0.867218980457469,7.779563,3.041236336054026,7.605812,5.206741280917152,7.451982,7.123965502178015,7.298778,9.033387718872081,7.146246,10.93443462075964,7.013373,12.590466174758175,6.881093,14.239107011970592,0.940579,88.27731365267296,153.151992,1808.7740271517237,613.898413,7551.179268004964,1669.552535,20708.077480136984,170.849903,2029.347801024954,418.906908,5120.94825762917,227.691087,2737.7746015836574,367.087786,4475.11275205242
0.26,5.303166,5.355921,0.994783116349749,5.246803,1.062817946864197,5.138366,3.107577624385124,5.042594,4.913517698672827,4.947447,6.707672360246685,4.852973,8.48913648941028,4.7709,10.036759173670971,4.689421,11.57318100168842,0.611693,88.46551286533365,149.49399,2718.9573926216904,607.693681,11359.07333468347,1589.128334,29865.65323431324,167.344406,3055.5566240996413,396.185745,7370.740025863796,206.636645,3796.4770290049373,327.459303,6074.788852545818
0.28,3.416406,3.550581,3.9273728005395254,3.486848,2.0618743790989815,3.423796,0.21630918573495092,3.368367,1.406126789380411,3.313564,3.0102394153388055,3.259432,4.594711518478775,3.212659,5.963781822183894,3.16648,7.315465433557952,0.425922,87.53303910600789,147.053406,4204.330515752519,599.536243,17448.741074684916,1555.556891,45431.96812673903,162.528279,4657.288185303503,372.19898,10794.459850497862,187.870764,5399.076046582286,306.677293,8876.605620058039
0.3,2.276693,2.454317,7.801842409143448,2.418144,6.213002807141763,2.382652,4.65407501143107,2.351721,3.2954816481624927,2.321414,1.964296459821329,2.29178,0.662671690913105,2.266443,0.45021441186842714,2.241699,1.5370539637974796,0.349951,84.6289772050953,145.796022,6303.8507607305855,591.559832,25883.293838914604,1576.823931,69159.40085026834,157.397897,6813.444061188751,355.429669,15511.664330676114,176.690569,7660.84298585712,308.279727,13440.680583636
