q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,51.620944,11.612646235418229,442.547454,657.7466691487272,1149.957999,1869.0020483163494,1498.529519,2465.8395306083817,638.59087,993.4197006843199,619.40331,960.5660269196726,1971.277511,3275.296715475045,1367.323039,2241.1827795817926
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,48.623701,10.90094043660824,423.802958,676.5851677556099,1101.071446,1917.6257325764627,1431.763591,2523.592751098989,603.489219,1005.8459303528906,584.538618,971.1204632959698,1878.112029,3341.4907153734257,1297.869835,2278.2431068789774
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,40.895374,8.841504142663808,374.932942,735.7503477064637,971.016889,2064.4609254168936,1254.549658,2696.474236954418,512.770685,1042.999801501655,494.207149,1001.6204508799073,1633.45433,3541.077833753345,1116.508752,2388.7719193831463
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,31.347833,5.81684150342334,313.334272,841.3987691648562,799.913161,2303.303221181529,1022.399644,2971.753882244286,400.26233,1102.5702212525846,381.748454,1046.946111040757,1320.071846,3866.0966644388636,886.816937,2564.401719089152
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,22.697988,2.8198818347708543,256.169735,996.7758515713127,629.700003,2596.0240132378763,792.764455,3294.174999744184,297.927675,1175.5600479298864,279.307237,1095.83772341688,1020.985903,4271.291882724283,671.388175,2774.509501953986
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,16.196863,1.0793115863141645,212.360214,1196.9683426079264,486.0163,2868.294970221855,600.113389,3565.1313014223824,220.781617,1248.4012023023672,202.838675,1138.8165145262935,781.870599,4675.194919133471,503.531991,2975.270266102384
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,11.691389,0.47041508951448235,181.689983,1446.7391077641137,374.197099,3085.565200009841,451.119227,3740.408475712261,166.992333,1321.617019733376,151.330602,1188.2876449764772,605.760524,5056.880291031134,384.816211,3175.966418331972
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,8.492039,0.7725225019428675,159.52667,1793.055948310531,287.75891,3314.7501245707367,336.836381,3897.1379999309356,128.002262,1418.9650951549547,115.976316,1276.2567404368297,473.485905,5518.71760315341,301.088768,3472.9316184678682
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,6.077703,3.978029761273384,142.051176,2330.2275721192505,219.672113,3658.1753342069874,247.897111,4141.051789679702,97.54577,1568.8240567441892,89.177524,1425.6591584861374,367.269339,6183.285356481751,238.797655,3985.377268108082
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,4.230525,8.89640115029752,128.291632,3202.308111286033,168.02386,4225.040901869492,181.530275,4572.704604587805,73.81019,1799.9211821747135,67.680363,1642.1355409188582,281.159429,7137.222322896707,191.190205,4821.357339736231
0.2,2.492155,0.687971,72.39453404784211,0.676842,72.84109535723098,0.665878,73.28103589062478,0.65622,73.668571978869693,0.646716,74.04992867618587,0.637923,74.40275584785056,0.629822,74.72781588625107,0.622395,75.02583105785956,2.859905,14.75630528598743,118.954022,4673.138990151095,134.549992,5298.941558610922,139.154836,5483.715138103368,56.897973,2183.083235192033,51.136723,1951.9078066974166,217.703299,8635.544097377571,156.440048,6177.300087675125
0.22,1.528376,0.474193,68.97406135662952,0.468444,69.35021225143551,0.46286,69.71556737347355,0.458016,70.03250509037044,0.453326,70.3393667526839,0.449062,70.61835569257826,0.445209,70.87045334394155,0.441746,71.09703371421692,1.875784,22.730532277397707,114.338938,7381.073898046032,120.044347,7754.3726805445785,120.465427,7781.923492648407,46.230845,2924.834530246484,39.812091,2504.8623506257622,179.679062,11656.208027344055,134.042951,8670.286303893805
0.24,0.864355,0.324908,62.410352227961894,0.322915,62.6409287850478,0.321089,62.852184576938875,0.319606,63.02375759959739,0.318277,63.17751386872293,0.317177,63.3047763939585,0.316289,63.40751195978503,0.315594,63.48791873709298,1.188623,37.51560412099195,113.362353,13015.253917661146,121.404691,13945.697774641207,120.244934,13811.521770568805,40.016914,4529.685025250042,33.355287,3758.9800487068387,164.9009,18977.913588745367,122.655465,14090.403827131215
