q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0,175.138217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.584559,77.3981032363713,98.978268,43.48562541321292,186.469383,6.469842044811953,156.226033,10.798433559478338,192.015318,9.636446738520817,265.204445,51.42579931597684,399.176837,127.92103507597088,678.97332,287.67856132736574
0.02,161.059383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.255512,77.48935124133686,92.218597,42.74248709868707,169.993691,5.547213601333625,142.733835,11.37813125733879,177.491813,10.202715106638657,241.869709,50.17424287537473,367.472047,128.1593534975854,619.355939,284.55129248818747
0.04,125.470537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.934358,77.73632067901328,74.868421,40.32987919705803,129.987808,3.6002643393484544,109.284743,12.900075497405409,140.923431,12.315954302482982,184.12755,46.74963095120891,287.779315,129.36007279541653,472.295539,276.41947686890035
0.06,83.50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.421659,77.94019096901019,53.867639,35.49387548155688,86.730559,3.859243550811247,71.431884,14.460813775577108,97.989457,17.341695906453758,119.04579,42.55650879995746,194.893642,133.3837861114514,308.150827,269.00848052618807
0.08,48.75987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.108966,77.2169901191287,36.074332,26.016349100192436,55.705243,14.244035105097705,42.122567,13.612224560894038,62.216314,27.59737464435405,68.997907,41.50551878009519,119.292232,144.65248164115286,185.026479,279.4646683840625
0.1,26.52572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.187022,72.90545930515742,24.946007,5.955401022102315,39.345439,48.32939124743833,25.106721,5.349521144006645,38.340966,44.54260242511797,40.273979,51.82991828308524,71.811337,170.72342239909037,118.027744,344.95585416720076
0.12,14.549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.763751,60.38481314659688,19.982115,37.34028750568669,31.291907,115.07430539666143,16.898773,16.147982448971764,23.927935,64.46054245596041,26.736234,83.76243277447435,46.261533,217.96295050217722,88.320731,507.04257723731524
0.14,8.171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.270711,35.501602575084604,18.526088,126.70622361062027,25.26037,209.11453565949833,12.669813,55.04220098073286,14.964701,83.12505323153341,20.149781,146.57557262445408,31.953816,291.02313209937336,71.949104,780.4508356004665
0.16,4.31685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.713246,9.182528927342858,18.030026,317.66626127847854,19.253211,346.00138990235945,9.816535,127.40041928721175,9.274093,114.83472902695256,16.151354,274.1467505241091,22.666686,425.07467250425657,57.98425,1243.2074313446149
0.18,1.979464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.949297,99.5134541471833,17.24081,770.9837612606242,14.044118,609.4909531064975,7.764058,292.2303209353644,6.188238,212.6219016865172,13.618394,587.9839188790501,17.048238,761.2552691031512,46.684632,2258.448145558596
0.2,0.872902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.256584,273.0755571644927,16.094206,1743.7586349899534,10.520619,1105.2462933983427,6.51006,645.7950606139063,5.091454,483.27899351817274,12.16816,1293.9892450698935,14.938306,1611.338271650197,39.763948,4455.373684560236
0.22,0.549387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.863608,421.2369422647424,15.024967,2634.860307943217,8.792003,1500.329640126177,5.943178,981.7835150813542,5.064448,821.8361555697533,11.294244,1955.7901806922991,15.214007,2669.269567718203,35.778211,6412.387624752678
0.24,0.505098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.790567,452.4803107515769,14.404326,2751.7883658220776,8.430031,1568.9891862569243,5.859129,1059.9984557452217,5.374269,964.0052029507144,10.634845,2005.5013086569338,16.234221,3114.073506527446,32.1042,6256.033878574059
0.26,0.482895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.913899,503.42289731722207,14.337372,2869.045444661883,8.733959,1708.6662732063908,6.026089,1147.9087586328292,5.699408,1080.258234191698,10.035351,1978.1641971857237,16.90916,3401.62250592779,27.956631,5689.380921318299
0.28,0.449552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.069556,582.8033241983129,14.692941,3168.351825817703,9.057891,1914.8705822685695,6.233562,1286.6164537139196,5.919497,1216.7546802149695,9.45372,2002.9202405950812,16.980785,3677.2682581770296,24.679482,5389.7947289746235
0.3,0.414082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.131475,656.245139851527,15.197431,3570.150115194575,9.234087,2130.014103486749,6.403169,1446.352896286243,5.961461,1339.681270859395,9.051822,2085.9974594404002,16.656638,3922.545775957419,23.799028,5647.419110224545
0.32,0.360183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.068752,751.99801212161594,15.540396,4214.583420094786,9.556769,2553.3092899998055,6.582299,1727.4874161190282,5.850627,1524.3484562014312,9.132018,2435.3828470527487,16.206456,4399.506084407093,25.184061,6892.018224069432
0.34,0.284393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.954777,938.9766977386925,15.503723,5351.513574525393,10.23657,3499.445134022286,6.768644,2280.031857324196,5.722887,1912.316407225213,9.736413,3323.5768812875144,15.786224,5450.8482979538885,27.055582,9413.448643250713
0.36,0.212417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.901046,1265.7315563255295,15.08174,7000.062612691075,11.04082,5097.710164440699,6.829487,3115.1320280391874,5.707236,2586.8075530677866,10.450613,4819.857167740812,15.444712000000001,7170.9397082154455,27.733081,12955.961151885207
0.38,0.168878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.958526,1651.8717654164548,14.501685,8487.07765369083,11.583355,6759.007686021861,6.658189,3842.6029441371875,5.835186,3355.267115906157,10.78855,6288.3691185352745,15.189334,8894.26449863215,27.24393,16032.314451852815
0.4,0.154444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.075579,1891.387816943358,14.092069,9024.387480251742,11.814948,7549.988345290202,6.339289,4004.5874232731608,6.061982,3825.0356116132716,10.689689,6821.401284608014,15.034721,9634.739452487633,27.044916,17411.14708243765
0.42,0.153911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.151087,1947.3435946748446,14.070303,9041.84366289609,12.064915,7738.890657587826,6.083677,3852.7239768437603,6.317138,4004.4096913151106,10.511155,6729.372169630501,15.034349,9668.209549674812,28.273452,18270.000844643982
0.44,0.154043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.127885,1930.5271904598064,14.405054,9251.320085950027,12.634861,8102.164979908207,6.024584,3810.9755068389995,6.519675,4132.37342819862,10.598101,6779.962737677141,15.288399,9824.76061878826,30.595783,19761.845718403303
0.46,0.150789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.038115,1914.812088414937,14.855514,9751.855241430078,13.447802,8818.291122031447,6.118921,3957.935923707963,6.591823,4271.554291095505,10.966471,7172.726127237398,15.861458,10418.975522087154,32.767081,21630.418664491437
0.48,0.145682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.966379,1936.2014524786864,15.146097,10296.683873093449,14.096989,9576.54823519721,6.224396,4172.590985845884,6.49905,4361.120797353139,11.352195,7692.448620968959,16.626912,11313.154679370135,33.890468,23163.31873532763
