q_inverse_angstroms,debye,propo{e=0.380}_VATPaseLiRotor,propo{e=0.380}_VATPaseLiRotor_relDiffDebye,propo{e=0.390}_VATPaseLiRotor,propo{e=0.390}_VATPaseLiRotor_relDiffDebye,propo{e=0.400}_VATPaseLiRotor,propo{e=0.400}_VATPaseLiRotor_relDiffDebye,propo{e=0.410}_VATPaseLiRotor,propo{e=0.410}_VATPaseLiRotor_relDiffDebye,propo{e=0.420}_VATPaseLiRotor,propo{e=0.420}_VATPaseLiRotor_relDiffDebye,propo{e=0.430}_VATPaseLiRotor,propo{e=0.430}_VATPaseLiRotor_relDiffDebye,propo{e=0.440}_VATPaseLiRotor,propo{e=0.440}_VATPaseLiRotor_relDiffDebye,propo{e=0.450}_VATPaseLiRotor,propo{e=0.450}_VATPaseLiRotor_relDiffDebye,strat{a=0.15}_VATPaseLiRotor,strat{a=0.15}_VATPaseLiRotor_relDiffDebye,strat{a=0.20}_VATPaseLiRotor,strat{a=0.20}_VATPaseLiRotor_relDiffDebye,strat{a=0.25}_VATPaseLiRotor,strat{a=0.25}_VATPaseLiRotor_relDiffDebye,strat{a=0.30}_VATPaseLiRotor,strat{a=0.30}_VATPaseLiRotor_relDiffDebye,strat{a=0.35}_VATPaseLiRotor,strat{a=0.35}_VATPaseLiRotor_relDiffDebye,strat{a=0.40}_VATPaseLiRotor,strat{a=0.40}_VATPaseLiRotor_relDiffDebye,strat{a=0.45}_VATPaseLiRotor,strat{a=0.45}_VATPaseLiRotor_relDiffDebye,strat{a=0.50}_VATPaseLiRotor,strat{a=0.50}_VATPaseLiRotor_relDiffDebye
0,174.930111,38.399961,78.04839842581475,37.407684,78.61564039137893,36.493902,79.13801015080819,35.606387,79.64536419919153,34.771231,80.12278686543564,33.962325,80.58520353880071,33.205752,81.01770369310519,32.475411,81.43520814435429,114.024827,34.816924114339585,142.157811,18.73451049259324,570.357137,226.04857662269472,503.222041,187.67033766988231,834.443453,377.0153338552446,730.847722,317.79412236238727,1176.408779,572.5021623064082,1020.230214,483.22161243012073
0.02,148.179635,32.548147,78.03466920403737,31.708072,78.60159933583316,30.934479,79.12366365324088,30.183145,79.63070633829001,29.47616,80.10781980938204,28.79142,80.56992109610744,28.151002,81.00211139000308,27.53281,81.41930232180691,100.101249,32.446014595730375,123.875348,16.401907725039266,515.760331,248.06424715515058,443.801361,199.50226358703068,745.380217,403.02473548406306,641.991542,333.25220905018426,1039.063001,601.218491326423,888.580173,499.6641664018136
0.04,87.685683,19.314659,77.9728476312376,18.818781,78.53836526539914,18.362211,79.05905460073795,17.918844,79.56468674595374,17.50171,80.0404018065298,17.097763,80.50107792397534,16.720022,80.93186774858103,16.355449,81.34764029835976,66.995238,23.596149670180473,80.846609,7.799533248774486,380.70266,334.16741134353714,301.58522,243.9389529531292,528.252594,502.4388200294911,430.269954,390.6957889579306,709.571854,709.2220186047932,578.380989,559.6070980025326
0.06,32.698267,7.285581,77.71875494196681,7.102575,78.27843597949702,6.934176,78.79344492477232,6.770746,79.29325734602388,6.617083,79.76319968272324,6.468373,80.21799442765575,6.329402,80.64300471948559,6.195366,81.05292246833754,32.997616,0.9154888850837244,37.779279,15.53908652100737,229.015941,600.3916782501042,153.268377,368.7354745742335,292.172294,793.5406087423532,211.909681,548.0761839763557,364.295852,1014.1136378879039,266.621145,715.3983971077122
0.08,6.071169,1.45981,75.9550425955858,1.42833,76.47355888132911,1.399495,76.94850859859115,1.371641,77.40729997797787,1.345577,77.83660774391225,1.320481,78.24997129877293,1.297148,78.6342959650769,1.274763,79.00300584615583,11.354971,87.03104789209459,11.947632,96.7929405358342,114.706999,1789.372524467693,55.935662,821.3326461510131,124.436506,1949.630079478927,72.064043,1086.9879260485088,135.711573,2135.345005220576,77.026873,1168.732150266283
0.1,2.254545,0.621749,72.42241782710038,0.612067,72.85186146206884,0.603308,73.24036557265435,0.594957,73.61077290539775,0.58725,73.95261571625316,0.579935,74.27707142682893,0.573238,74.57411584155561,0.566914,74.85461589810804,3.305741,46.6256384325884,3.942157,74.85377315600267,54.886675,2334.490107760102,17.427826,673.0085671388241,45.786248,1930.842054605253,19.917429,783.4345289182518,42.77876,1797.4453825494725,14.680321,551.143401440202
0.12,4.502549,1.107702,75.3983354761936,1.08538,75.89409909808866,1.06498,76.34717578864772,1.04532,76.78381734435315,1.026969,77.19138647908107,1.009343,77.58285362358077,0.993,77.945825797787,0.977362,78.29314017459889,2.665089,40.809328227188644,4.639202,3.035014166419953,35.841283,696.0220532858165,13.55259,200.99816792665663,27.154123,503.0833423467461,16.367165,263.50887019774797,29.092592,546.1360442718113,15.940052,254.022843504868
0.14,3.983063,0.988702,75.17734467167605,0.969475,75.66006362440162,0.951925,76.10067930133167,0.935035,76.52472481605237,0.91929,76.92002360997051,0.90419,77.29912883627499,0.890208,77.65016521204913,0.876852,77.98548504003075,3.654405,8.251388441508455,6.304245,58.2763064505884,35.078286,780.6861955233949,19.565401,391.2149519101255,31.146749,681.9798230658164,23.437051,488.4177829976578,36.616599,819.3075530063171,26.333739,561.142919406497
0.16,1.714695,0.49142,71.34067574699874,0.485127,71.70767979144979,0.47949,72.03642630322011,0.474172,72.34656892333622,0.46932,72.62953469859072,0.464771,72.8948296927442,0.46066,73.13458078550413,0.456834,73.3577108465354,4.077323,137.78707000370326,6.612374,285.62974756443566,37.169605,2067.7094177098547,24.271675,1315.5097553792364,36.338251,2019.2253432826244,25.716497,1399.7709213591922,40.091258,2238.0984956508305,28.308613,1550.9415960272818
0.18,0.452906,0.218005,51.86528771974758,0.218824,51.68445549407603,0.219737,51.482868409780394,0.220782,51.252136204863696,0.221918,51.00131153042794,0.22317,50.72487447726459,0.224487,50.434085660159056,0.2259,50.12210039169276,3.982784,779.3842430879698,6.183447,1265.282641431114,36.979224,8064.878363280683,26.250527,5696.0210286461215,37.477717,8174.943807324257,23.204108,5023.382777000085,37.819598,8250.42989052916,24.788037,5373.108547910604
