q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,41.148961,29.543175867686994,196.692422,236.78428442002934,129.153471,121.141510531087,893.191665,1429.3569151685952,686.489038,1075.432775061483,1245.952342,2033.3672322258028,945.964262,1519.7161732270047,1483.929695,2440.841153810223
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,38.516092,29.42232893261093,187.487369,243.55567170657392,121.15849300000001,122.01328904226736,855.776718,1468.142679432113,650.391929,1091.7914109730204,1183.531415,2068.7270584407042,896.089524,1542.0126858094857,1410.750399,2485.087750304727
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,31.843823,29.018010520523735,163.196172,263.7750707254841,100.802278,124.69495061893925,756.563427,1586.4299621270509,555.567538,1138.3968199249987,1019.631348,2172.8257727308746,766.222936,1607.9616471328022,1218.632439,2616.412378138344
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,23.883964,28.241701206634257,131.820635,296.0491865362553,76.3048,129.25434981261967,626.932584,1783.5908346691895,434.064717,1204.127977170948,809.790769,2332.9800514693216,602.751312,1710.939287322206,972.69336,2822.4135809785544
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,17.023735,27.113866704240607,101.668116,335.2861375429498,54.97613,135.3771096216545,499.422846,2038.249927204783,318.281886,1262.705420909201,609.934036,2511.3971728011807,450.889942,1830.4591157186849,738.242713,3060.7433259705376
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,12.121139,25.971380122312855,77.75075,374.8547737102168,39.663625,142.2415433150407,393.498336,2303.250943516646,226.693001,1284.5043770194495,451.479639,2657.3658364982384,333.75938,1938.401364148414,551.36658,3267.415138468454
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,8.787182,25.194125608780105,60.985523,419.17388000167205,29.335734,149.7370866767342,312.530333,2560.5918522962343,161.788393,1277.3155267200932,337.924788,2776.7765644102524,250.792663,2035.0148940374222,414.989772,3432.8359828979287
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,6.370364,24.404769038911997,49.759007,490.4754620865298,21.897563,159.851922507093,250.521288,2872.8622457098595,117.404822,1293.2083998709375,258.104763,2962.853107160263,190.20485,2157.104863343617,314.903687,3636.86918820701
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,4.545004,22.243557940046337,42.011653,618.7401072336523,16.141621,176.1526762221181,200.942149,3337.740993433906,86.978352,1388.0354753831361,201.078662,3340.076473265152,141.862838,2327.005464331295,237.82031,3968.6567393989576
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,3.226665,16.943593001430145,36.43409,837.8366231581288,11.783748,203.32115972887905,161.325077,4052.6099717161896,67.111054,1627.4811655771512,162.286931,4077.3687047415287,102.159149,2529.641396913389,178.897082,4504.924543901684
0.2,2.492155,0.687971,72.39453404784211,0.676842,72.84109535723098,0.665878,73.28103589062478,0.65622,73.668571978869693,0.646716,74.04992867618587,0.637923,74.40275584785056,0.629822,74.72781588625107,0.622395,75.02583105785956,2.307963,7.390872558087275,32.576523,1207.1627968565358,8.695988,248.9344763869021,132.544218,5218.458041333705,56.65367,2173.280353750068,141.140167,5563.378361297752,71.886299,2784.5035320836787,138.838166,5471.008464561795
0.22,1.528376,0.474193,68.97406135662952,0.468444,69.35021225143551,0.46286,69.71556737347355,0.458016,70.03250509037044,0.453326,70.3393667526839,0.449062,70.61835569257826,0.445209,70.87045334394155,0.441746,71.09703371421692,1.630809,6.7020811632739585,30.390588,1888.4235292886042,6.554237,328.83668678388045,115.669129,7468.106866373197,54.393991,3458.9404047171643,136.033554,8800.52932001026,52.244918,3318.3288667186607,117.815877,7608.566282119061
0.24,0.864355,0.324908,62.410352227961894,0.322915,62.6409287850478,0.321089,62.852184576938875,0.319606,63.02375759959739,0.318277,63.17751386872293,0.317177,63.3047763939585,0.316289,63.40751195978503,0.315594,63.48791873709298,1.109714,28.38636902661523,29.732362,3339.8322448530985,4.996592,478.0717413562715,109.690834,12590.484118215316,57.741973,6580.35390551336,141.837964,16309.688611739391,42.513756,4818.552678008457,112.246003,12886.099808527746
0.26,0.438228,0.226909,48.2212455616711,0.227383,48.11308268755077,0.228022,47.96726818003414,0.228746,47.80205737652546,0.229623,47.60193324023111,0.230601,47.37876174046387,0.23166,47.137106711574795,0.232782,46.88107560447986,0.753091,71.84912876402237,30.117658,6772.600107706491,3.802537,767.7074490904279,111.520515,25348.057860291905,63.037303,14284.590441505336,151.141021,34389.12917476747,40.035242,9035.710634646803,115.805576,26325.87328970308
0.28,0.20569,0.17092,16.904078953765385,0.172802,15.989109825465505,0.174851,14.99295055666294,0.176835,14.028392240750653,0.178973,12.988963974913714,0.181137,11.936895327920666,0.183309,10.880937332879581,0.185469,9.830813359910552,0.565506,174.93120715640035,30.817855,14882.67052360348,2.883929,1302.0754533521317,117.571376,57059.50021877583,66.912285,32430.64563177597,157.508244,76475.54766882201,41.609355,20129.157956147603,122.630428,59519.05197141328
0.3,0.10192,0.143263,40.56416797488227,0.145842,43.09458398744113,0.148587,45.78787284144427,0.151194,48.34576138147567,0.153955,51.05474882260598,0.156705,53.752943485086355,0.159426,56.42268445839876,0.162099,59.04532967032967,0.490697,381.4531004709576,31.187402,30499.88422291994,2.21196,2070.2904238618526,125.29513,122834.78218210362,67.622475,66248.58222135007,158.053248,154975.79277864992,44.94909,44002.325353218206,129.719254,127175.5631868132
0.32,0.066976,0.131313,96.05978260869568,0.134193,100.35983038700434,0.137238,104.90623506927857,0.140114,109.20031055900621,0.143144,113.72431915910177,0.146148,118.20950788342095,0.149106,122.62601528905877,0.152001,126.94845914954614,0.455326,579.8345676063068,30.958501,46123.275501672244,1.772387,2546.301660296226,133.535702,199278.43705207834,65.392356,97535.50525561397,153.634965,229288.08677735305,49.140474,73270.27293358816,136.848669,204224.93579789775
0.34,0.070951,0.128861,81.61970937689391,0.131802,85.76482361066088,0.134909,90.14390212963876,0.13784,94.27492212935687,0.140925,98.62299333342729,0.143981,102.93019125875604,0.146988,107.16832743724542,0.149928,111.3120322476075,0.424857,498.80339952925254,30.280388,42577.88755620075,1.533174,2060.8913193612493,141.823032,199788.70065256304,61.653423,86795.77736747895,147.08444,207204.25223041253,54.022173,76040.11500894984,144.636322,203753.81742329214
0.36,0.099971,0.132865,32.90354202718789,0.135706,35.745366156185284,0.138712,38.752238149063224,0.141553,41.59406227806065,0.144548,44.58993108001321,0.147519,47.56179291994679,0.150446,50.48964199617888,0.153312,53.356473377279414,0.400969,301.08531474127494,29.511214,29419.774734673054,1.435015,1335.4312750697702,149.588979,149532.3723879925,57.942497,57859.30519850757,141.209733,141150.6957017535,59.335573,59252.785307739236,152.842315,152786.65212911743
0.38,0.137653,0.13938,1.2546039679483967,0.142056,3.1986226235534208,0.144898,5.263234364670586,0.147593,7.221055843316168,0.150441,9.290026370656648,0.153273,11.347373468068254,0.156072,13.380747241251548,0.158817,15.374891938424891,0.390234,183.4910971791389,28.958809,20937.54295220591,1.426813,936.5288079446143,156.048155,113263.42469833569,55.294809,40069.708615140975,137.854855,100046.64046551836,64.45934,46727.413859487264,160.276957,116335.49868146717
0.4,0.169735,0.144916,14.622205202227006,0.147454,13.126933160514916,0.150156,11.535039915161862,0.152726,10.020914955666184,0.15545,8.416060329336903,0.158165,6.816508086134267,0.160853,5.232862992311546,0.163496,3.6757298141220107,0.392341,131.14914425427872,28.746276,16835.97431289952,1.493373,779.8261996641825,160.602246,94519.40436562878,54.248368,31860.625681208945,137.889514,81138.11470822163,68.718611,40385.82260582673,165.779718,97569.73105134474
0.42,0.192445,0.148688,22.73740549247838,0.15113,21.468471511340912,0.153738,20.113279118709237,0.156223,18.82200109122087,0.158862,17.45070020005716,0.161497,16.081477824833073,0.16411,14.723687287276885,0.166683,13.386681909116893,0.404314,110.0932734027904,28.828778,14880.268648185196,1.619439,741.5074436852087,163.129792,84666.96822468759,54.998644,28478.889552859255,141.352528,73350.87063836421,71.716491,37165.96741926264,168.867445,87648.41902881343
0.44,0.20623,0.151147,26.70949910294331,0.153527,25.555447800998888,0.156073,24.32090384522136,0.158503,23.142607768025986,0.161086,21.890122678562765,0.163669,20.637637589099544,0.166233,19.394365514231684,0.168761,18.16854967754449,0.419446,103.38747999806041,29.082822,14002.129661058041,1.74319,745.2649953934928,163.834528,79342.62619405519,57.374312,27720.54599233865,147.440557,71393.26334674878,73.354692,35469.36042282888,169.519985,82099.4787373321
0.46,0.208133,0.151815,27.058659607078166,0.154179,25.922847410069522,0.156708,24.707758981036175,0.159123,23.54744322140171,0.161691,22.313616773889777,0.16426,21.079309864365584,0.166811,19.853651271062265,0.169326,18.645289310200692,0.426105,104.72726573873436,29.387008,14019.34099830397,1.787367,758.7619454867801,162.908384,78171.28999245675,60.754059,29090.017440771044,154.619258,74188.67983452887,73.666122,35293.773212320964,167.74368,80494.46603854265
0.48,0.196208,0.150007,23.546950175324145,0.152416,22.319171491478432,0.15499,21.007298377232328,0.157446,19.75556552230286,0.160055,18.42585419554758,0.162662,17.097162195221394,0.165249,15.778663459186163,0.167797,14.480041588518302,0.417488,112.77827611514313,29.658235,15015.711387914867,1.739822,786.7232732610292,160.422418,81661.40524341514,64.18093,32610.659096469055,161.073036,81993.00130473782,72.705773,36955.45798336459,163.601095,83281.45998124438
0.5,0.175527,0.146431,16.57636716858374,0.14893,15.15265457735846,0.151595,13.63436964113782,0.154131,12.189577671811175,0.156821,10.657049912549068,0.159503,9.129079856660221,0.162162,7.614213197969537,0.164776,6.1249836207534925,0.400278,128.04354885573161,29.847616,16904.572515909233,1.669645,851.2183310829673,156.525756,89074.74576560872,66.694312,37896.61134754197,165.301625,94074.47173369341,70.582112,40111.54124436696,157.592672,89682.5815971332
