q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.15}_BacteriorhodopsinArEnv,strat{a=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.20}_BacteriorhodopsinArEnv,strat{a=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.25}_BacteriorhodopsinArEnv,strat{a=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.30}_BacteriorhodopsinArEnv,strat{a=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.35}_BacteriorhodopsinArEnv,strat{a=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.40}_BacteriorhodopsinArEnv,strat{a=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.45}_BacteriorhodopsinArEnv,strat{a=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.50}_BacteriorhodopsinArEnv,strat{a=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0,186.698145,94.694519,49.27934661589702,92.228323,50.60030028686144,90.070803,51.75591969593485,87.913688,52.91132217730391,85.757009,54.06649112662581,83.754798,55.13892331388725,81.906988,56.12865462589358,80.059574,57.11817383081124,101.420395,45.67680626928565,144.670657,22.51092960779016,261.250353,39.93194897571157,339.01227,81.58309500075643,521.41881,179.28440853014368,878.369866,370.47594714987656,931.868019,399.1308397841874,1101.383969,489.92764443374614
0.02,178.347031,90.470617,49.272709227214435,88.115211,50.59339619732721,86.054634,51.748771192047485,83.994461,52.90391966211089,81.934724,54.05882366497035,80.022531,55.13099906888834,78.257814,56.12048400177741,76.493493,57.10974689564638,98.380179,44.83778145989994,139.446845,21.811513083164247,249.983526,40.16691200202824,324.850008,82.14489256061684,498.502051,179.51239120992156,840.496184,371.27007345583456,893.70354,401.1036825165876,1054.540608,491.2857657832275
0.04,155.393952,78.861624,49.250519093561635,76.810717,50.570330433452135,75.016575,51.724906899851554,73.222838,52.87922273834699,71.429537,54.0332579996421,69.764748,55.104592487614966,68.228405,56.09326867496105,66.692458,57.08169002613436,89.844735,42.182605021847955,124.856832,19.65142118272403,218.89997,40.867753977966906,285.913465,83.99265950839576,435.475332,180.23956299148628,736.609633,374.02722147127065,788.01805,407.10985843258555,925.141781,495.35250187858014
0.06,123.333022,62.647734,49.204411775461075,61.022109,50.522489427040874,59.600089,51.67548152675607,58.178475,52.8281444364511,56.757295,53.98045545336593,55.438048,55.050117883270545,54.220667,56.03718605062642,53.003682,57.023933136090676,77.38707,37.25356863468407,103.803395,15.834872675056975,175.189697,42.04605884059177,231.441111,87.65542856802779,347.31708,181.60915411608093,591.996726,379.99855707743865,638.077579,417.3615051774211,742.566045,502.08209687750946
0.08,89.027458,45.302381,49.11414745774276,44.131716,50.4290957066302,43.107787,51.57922289548017,42.084262,52.72889629174855,41.061173,53.87807995146846,40.111581,54.944708182053226,39.23542,55.92885511793452,38.359655,56.912557247225905,63.096483,29.126940814147474,80.126084,9.998459127070651,128.055283,43.837964013304756,172.861627,94.16664350901719,252.755636,183.90750637853776,437.799665,391.7580203177316,473.619797,431.99294649073335,544.243585,511.32104322241804
0.1,58.425347,29.836001,48.9331214412813,29.071011,50.24246753724886,28.402048,51.38745517420718,27.733489,52.5317513304628,27.065366,53.67530123526695,26.445386,54.736450260192726,25.873481,55.71531479308116,25.301973,56.69349982636817,49.007973,16.118644532825797,57.524234,1.5423323031354905,85.802606,46.858530425159465,119.964441,105.32944545455587,168.056934,187.64387826400073,300.428231,414.2087234843466,321.654425,450.53917779897824,363.827301,522.7216776307721
0.12,35.002495,18.006829,48.55558439476958,17.552113,49.854680359214406,17.154639,50.99023941007634,16.75757,52.12464140056302,16.360936,53.257800622498486,15.993053,54.308819985546755,15.653853,55.277893761573296,15.31505,56.24583333273815,36.642077,4.684186084449114,38.681408,10.51043075643606,53.641858,53.251526784019234,78.44969,124.12599444696728,102.797297,193.68562726742763,194.858803,456.6997524033643,199.809054,470.84231852615073,222.577522,535.8904472381182
0.14,19.43963,10.156343,47.7544428571943,9.907541,49.03431289587302,9.690242,50.15212738102526,9.473348,51.26785849319149,9.256889,52.381351908446824,9.0563110000000009,53.41315138199647,8.871547,54.36360157060602,8.68718,55.31200953927622,26.7896,37.80920727400675,24.854134,27.852916953666284,32.926718,69.37934518301017,49.59672,155.1320164015467,59.011575,203.56326226373648,123.878279,537.246074127954,114.252097,487.7277345299267,126.738962,551.9618017421113
0.16,10.378534,5.591959,46.11995297216351,5.462879,47.36367390616054,5.350337,48.448046708716284,5.238199,49.52852686130816,5.126496,50.60481567049836,5.023192,51.600177828583504,4.92822,52.51525889880016,4.833643,53.42653403650265,19.555214,88.4198095800428,15.965424,53.831205833116705,21.852936,110.55898646186446,31.599672,204.47144076417732,33.279316,220.65526788272797,81.958258,689.6901238652781,61.82138,495.6658233234096,70.595925,580.2109527222244
0.18,5.644664,3.207644,43.1738718194741,3.141103,44.35270195001863,3.083283,45.377032184732336,3.025867,46.39420521752933,2.968886,47.40367185717343,2.916395,48.33359434680256,2.868327,49.185159648120774,2.820655,50.02970947429289,14.573562,158.1829848508255,11.046738,95.70231283916988,17.031779,201.7323794649248,21.448323,279.97519427197085,20.035111,254.93894765038277,60.53056,972.3500991378762,34.305063,507.74322439741326,42.518405,653.2495291128047
