q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,350.073255,499.4088103697531,238.57301,308.49382827154625,1133.464424,1840.761118658657,681.594762,1067.0526085880938,622.719993,966.2449783477203,675.039004,1055.8275891165208,830.04561,1321.235825749488,1610.963925,2658.354018883385
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,45.872811,15.941727273511885,108.053958,98.0002723343135,535.825631,881.8577942485493,395.489384,624.7027983679218,499.748987,815.7502173571218,659.859445,1109.139880025209,2046.778696,3650.558949595082,2139.595193,3820.637788198264
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,41.915368,6.567869994617916,94.717743,111.13211931700965,124.805278,178.19922658090113,185.030387,312.4449813521894,886.896825,1876.9517341410576,1128.182568,2414.7936280359463,1040.021951,2218.277776644669,1377.628362,2970.8248157927555
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,127.046084,281.70426216515165,309.795702,830.7672942823267,97.633318,193.3349256945662,242.405201,628.2955560653115,540.519924,1523.9678727601224,623.913578,1774.5203665255026,1004.474836,2917.899600422487,894.613606,2587.8264614683885
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,85.219148,264.86083579655394,117.607541,403.52986051019286,71.385613,205.6333586323739,225.991017,867.5674221142558,158.812924,579.9483161452706,679.93781,2811.1142679609807,369.25788,1480.9561804263005,1599.403414,6747.75288304809
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,22.216222,35.68330942795973,95.582142,483.7581812413104,46.428442,183.55697301476738,88.415478,439.9885119843943,292.440524,1686.0506663629255,487.5696,2877.7815915085184,260.511141,1491.0452170370754,635.305618,3780.064249826779
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,11.874465,1.088123274667242,147.533477,1155.9624631607642,84.999704,623.6082262453277,237.439459,1921.338165691027,220.631926,1778.254501050385,233.037545,1883.8643742337708,642.288905,5367.848867851396,269.99492,2198.485005976599
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,10.354044,22.868386729748476,61.584847,630.8092179141204,30.774846,265.19602194818304,90.914346,978.8537332476238,289.59251,3336.5089150402055,168.891256,1904.182728746464,520.388017,6075.291134776221,313.208752,3616.7558944000893
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,42.549493,627.9415347346018,15.726866,169.0570008109245,20.715322,254.40006980110107,65.860073,1026.741571688126,47.384529,710.6598770268837,273.685789,4582.247407265473,524.446169,8872.284326573348,285.432875,4783.217882084042
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,125.689087,3135.3169495905695,9.244718,137.96491448446145,43.870233,1029.247668155848,84.81363,2083.156718254332,153.136113,3841.8208359116875,117.69639,2929.5798510543877,276.610277,7020.124260342845,225.842714,5713.334936116892
