q_inverse_angstroms,debye,propo{e=0.380}_XyloseIsomerase,propo{e=0.380}_XyloseIsomerase_relDiffDebye,propo{e=0.390}_XyloseIsomerase,propo{e=0.390}_XyloseIsomerase_relDiffDebye,propo{e=0.400}_XyloseIsomerase,propo{e=0.400}_XyloseIsomerase_relDiffDebye,propo{e=0.410}_XyloseIsomerase,propo{e=0.410}_XyloseIsomerase_relDiffDebye,propo{e=0.420}_XyloseIsomerase,propo{e=0.420}_XyloseIsomerase_relDiffDebye,propo{e=0.430}_XyloseIsomerase,propo{e=0.430}_XyloseIsomerase_relDiffDebye,propo{e=0.440}_XyloseIsomerase,propo{e=0.440}_XyloseIsomerase_relDiffDebye,propo{e=0.450}_XyloseIsomerase,propo{e=0.450}_XyloseIsomerase_relDiffDebye,strat{a=0.15}_XyloseIsomerase,strat{a=0.15}_XyloseIsomerase_relDiffDebye,strat{a=0.20}_XyloseIsomerase,strat{a=0.20}_XyloseIsomerase_relDiffDebye,strat{a=0.25}_XyloseIsomerase,strat{a=0.25}_XyloseIsomerase_relDiffDebye,strat{a=0.30}_XyloseIsomerase,strat{a=0.30}_XyloseIsomerase_relDiffDebye,strat{a=0.35}_XyloseIsomerase,strat{a=0.35}_XyloseIsomerase_relDiffDebye,strat{a=0.40}_XyloseIsomerase,strat{a=0.40}_XyloseIsomerase_relDiffDebye,strat{a=0.45}_XyloseIsomerase,strat{a=0.45}_XyloseIsomerase_relDiffDebye,strat{a=0.50}_XyloseIsomerase,strat{a=0.50}_XyloseIsomerase_relDiffDebye
0,180.1075,62.615668,65.23428063795234,61.013156,66.12403370209458,59.529573,66.94775453548574,58.04622,67.77134766736532,56.681757,68.5289302222284,55.37683,69.25345696320252,54.131426,69.94493510819927,52.94553,70.60337298557806,712.141073,295.3977890981775,419.561205,132.95043515678137,968.860801,437.93473397831855,835.025845,363.6263592576656,6146.845588,3312.8759701844738,3205.889873,1679.9868817234153,1737.989488,864.9734119900614,2581.121229,1333.1003589522925
0.02,159.882205,55.615403,65.21476358172569,54.19307,66.10437665655161,52.876318,66.92795298888954,51.559798,67.75138421439709,50.348819,68.50880371583568,49.190705,69.23315824922479,48.08544,69.92445782193208,47.033008,70.58271244132517,83.976671,47.47591140615055,1060.455716,563.2731366195505,607.227797,279.79698678786673,539.396012,237.37088627217773,1392.983235,771.2559568464795,4496.533439,2712.4039438910663,1977.257478,1136.696402829821,3830.129481,2295.5946072922875
0.04,111.592756,38.895753,65.14491227369633,37.903763,66.03384990330376,36.985478,66.85673933888684,36.067424,67.67942177178597,35.223035,68.43609185528136,34.415571,69.15967287338974,33.645018,69.85017737172832,32.911359,70.50762058426086,153.364626,37.43242079261847,136.233616,22.081056946026155,631.240864,465.66473185768433,963.662737,763.5531297389949,1396.40386,1151.3391639865943,2642.277298,2267.78568135731,2242.459341,1909.502606961334,2598.164735,2228.2557292518163
0.06,61.195467,21.433403,64.97550545696465,20.890873,65.86205805080301,20.388754,66.68257470769852,19.886867,67.50271225154634,19.425351,68.25687922276988,18.984114,68.97790811858663,18.56314,69.665825084724,18.162415,70.32065299869352,217.454722,255.34449308148916,108.065569,76.5908069628752,209.746943,242.74915003099818,579.733649,847.3473729680011,449.07997,633.8451555570284,1170.835366,1813.271396392808,1152.316976,1783.0103478089318,967.097292,1480.3413870507763
0.08,27.247811,9.656682,64.55978794039639,9.417271,65.43843099909934,9.195817,66.25117151612656,8.974596,67.06305691859063,8.771292,67.80918658016233,8.57704,68.52209522445675,8.391825,69.20183790176759,8.215633,69.84846599236907,176.901594,549.2323144783998,98.923483,263.0511199596915,98.17757,260.3136046414885,565.453088,1975.223906977335,528.43441,1839.364633731495,253.724461,831.1737408924336,2059.593016,7458.746704460039,574.506187,2008.4489576061724
0.1,11.574057,4.209001,63.63417771313896,4.109807,64.49121513744058,4.018184,65.28283902524413,3.926792,66.07246707010343,3.842933,66.797009898949,3.762931,67.48822819863423,3.686774,68.14622564931207,3.614446,68.77114049118646,216.046489,1766.6444186338463,82.518215,612.958429356275,80.109657,592.1484575374046,179.858111,1453.9763714659432,75.258778,550.2368011493292,542.361054,4586.0064193566695,733.703358,6239.206364717229,384.594383,3222.9003710626275
0.12,6.187235,2.33069,62.330669515542894,2.279841,63.15250673362173,2.232982,63.909856341322104,2.186355,64.66345629348167,2.143679,65.35319896528902,2.10307,66.00953414570483,2.064515,66.63267194473784,2.027998,67.2228709593219,136.882601,2112.3388072378048,59.102797,855.2376303793213,247.106079,3893.8046477950165,79.129952,1178.9226851735873,517.768518,8268.33444987947,415.984856,6623.275518062592,549.67271,8783.979839136546,925.984661,14866.049632832759
0.14,3.919418,1.537287,60.77767158287276,1.50686,61.553985821364286,1.47891,62.26710190135372,1.451191,62.97432424916147,1.42591,63.619343484160154,1.401941,64.23088836148632,1.379269,64.80934159102192,1.35788,65.35506036865677,48.339534,1133.334489967643,176.463594,4402.290748269258,59.511344,1418.3719623678821,95.68053,2341.192289263355,85.518664,2081.9225201292643,262.286221,6591.968577987855,353.503202,8919.277913200378,309.245844,7790.096029563572
0.16,2.193003,0.93327,57.44328667129046,0.918389,58.12185391447253,0.904834,58.73995612409102,0.89151,59.347524832387364,0.879473,59.896406890460256,0.868171,60.41177326250807,0.857591,60.894216742977555,0.847718,61.34442132546103,140.884345,6324.265949476585,110.214889,4925.7518571566015,65.123525,2869.6049207411024,8.684351,296.00269584674527,65.095415,2868.3231167490426,31.920336,1355.5536859730698,582.901492,26480.059033206977,1230.055625,55990.01104877649
0.18,0.971833,0.506067,47.92654705077929,0.502182,48.326307091856314,0.498808,48.67348608248537,0.495665,48.996895557158474,0.492995,49.271634118207544,0.490653,49.51262202456594,0.488625,49.721299852958275,0.486896,49.899211078446605,96.616222,9841.648616583301,98.487987,10034.25012322076,361.695935,37117.910381721966,171.948822,17593.247913993455,620.092762,63706.51428794865,60.843529,6160.6979800027375,443.303988,45515.24335971304,221.812901,22724.178742644057
