q_inverse_angstroms,debye,propo{e=0.380}_Plastocyanin,propo{e=0.380}_Plastocyanin_relDiffDebye,propo{e=0.390}_Plastocyanin,propo{e=0.390}_Plastocyanin_relDiffDebye,propo{e=0.400}_Plastocyanin,propo{e=0.400}_Plastocyanin_relDiffDebye,propo{e=0.410}_Plastocyanin,propo{e=0.410}_Plastocyanin_relDiffDebye,propo{e=0.420}_Plastocyanin,propo{e=0.420}_Plastocyanin_relDiffDebye,propo{e=0.430}_Plastocyanin,propo{e=0.430}_Plastocyanin_relDiffDebye,propo{e=0.440}_Plastocyanin,propo{e=0.440}_Plastocyanin_relDiffDebye,propo{e=0.450}_Plastocyanin,propo{e=0.450}_Plastocyanin_relDiffDebye,strat{a=0.15}_Plastocyanin,strat{a=0.15}_Plastocyanin_relDiffDebye,strat{a=0.20}_Plastocyanin,strat{a=0.20}_Plastocyanin_relDiffDebye,strat{a=0.25}_Plastocyanin,strat{a=0.25}_Plastocyanin_relDiffDebye,strat{a=0.30}_Plastocyanin,strat{a=0.30}_Plastocyanin_relDiffDebye,strat{a=0.35}_Plastocyanin,strat{a=0.35}_Plastocyanin_relDiffDebye,strat{a=0.40}_Plastocyanin,strat{a=0.40}_Plastocyanin_relDiffDebye,strat{a=0.45}_Plastocyanin,strat{a=0.45}_Plastocyanin_relDiffDebye,strat{a=0.50}_Plastocyanin,strat{a=0.50}_Plastocyanin_relDiffDebye
0,191.785812,175.483307,8.500370715639798,171.028257,10.823300630809957,166.978767,12.93476547681222,162.929847,15.045933116262008,158.881541,17.156780606899112,155.23863,19.05624906184405,152.000969,20.74441408627245,148.359179,22.643298034997493,96.018846,49.93433299435101,775.700047,304.46164338788526,849.688748,343.0404622423269,402.286234,109.75807845472949,6902.369961,3498.999263303169,5238.794502,2631.5860580969356,3981.383303,1975.9529922891272,4126.52863,2051.63394359954
0.02,187.232491,171.367867,8.47322166962999,167.017852,10.796544388228005,163.063848,12.908359479124806,159.110414,15.01987013568068,155.157594,17.13105285770087,151.60062,19.030816077750103,148.439347,20.719237239651964,144.883495,22.618401204735346,98.265471,47.5168703491746,138.910359,25.808625277543314,161.965148,13.495170023668601,198.675312,6.111557315124318,253.71008,35.50537016569415,290.362421,55.08121450993245,6340.131769,3286.234800988681,2308.092746,1132.7415683424301
0.04,174.158755,159.546935,8.38994284266675,155.498613,10.714443841769542,151.818877,12.827306901682908,148.139711,14.939842674001664,144.461158,17.052026468609057,141.151025,18.95266763936157,138.209166,20.641850017818513,134.900155,22.541846948779575,18.863249,89.16893440125936,5994.389926,3341.911333139697,149.277059,14.286790233428118,3999.415327,2196.4193370583066,2881.432786,1554.4863254218828,280.524889,61.07423884604592,333.262363,91.35550377585093,2761.153768,1485.423464930029
0.06,154.209853,141.495721,8.244694974192088,137.908104,10.571146189990856,134.647189,12.685741941534703,131.386844,14.799968066891298,128.127113,16.913796033512853,125.19392,18.81587488446669,122.587118,20.50629994440109,119.655047,22.407651215386355,195.542568,26.802901498129287,257.550195,67.0128010562334,304.948102,97.74877938571149,64.338865,58.2783695410176,4170.042536,2604.134953037015,452.60259,193.4978415419409,1987.71659,1188.9686043601894,3220.554051,1988.4230082237352
0.08,129.777666,119.361115,8.026458882378122,116.338418,10.355593850794023,113.591067,12.472561341949248,110.844286,14.589089620397406,108.098119,16.70514478199971,105.627133,18.60915960686179,103.431183,20.30124582453194,100.961319,22.204396093854857,15.055106,88.39930901515828,1062.052775,718.3632883334487,125.936959,2.959451435965884,4617.544692,3458.042638862067,1307.176401,907.2429573513826,5735.347303,4319.363885770606,5793.641814,4364.2826401269995,288.964105,122.66088912401922
0.1,103.565009,95.573251,7.716658432386178,93.157669,10.049089070228348,90.96224,12.168945015009855,88.767382,14.288249615273054,86.573138,16.40696135120309,84.598882,18.313257714292284,82.84447,20.007277747641584,80.871336,21.912490733235977,68.538031,33.8212474833078,1016.646275,881.6503516163456,1435.374533,1285.9647644118875,1503.676662,1351.9157353619312,7925.321857,7552.509214767701,2595.83921,2406.4828700975636,619.938214,498.5981365578793,5785.58766,5486.430895786433
0.12,78.128405,72.437007,7.284671944857964,70.611909,9.62069557160421,68.953284,11.743643045061528,67.29523,13.86585967037212,65.637789,15.98729168987899,64.146657,17.895857466948158,62.821688,19.591743873435018,61.331678,21.498873553095066,1614.238682,1966.1354625120018,72.064205,7.761837708065331,88.544994,13.332652829659075,105.722149,35.31845300054442,4310.179726,5416.7896055218325,725.811122,828.9977467222068,3635.456646,4553.181702608674,1919.042896,2356.267852901899
0.14,55.499095,51.792049,6.679471079663549,50.493853,9.018601114126268,49.314229,11.144084421556784,48.135176,13.268538883381787,46.956737,15.391887020860432,45.896706,17.30188393162086,44.954938,18.99879088118464,43.896029,20.90676613735773,51.252517,7.651616661496913,61.514345,10.838465023618857,1262.899395,2175.5315109192325,985.426367,1675.5719566237974,29.335383,47.142592144971005,1782.146435,3111.1270192784227,5041.327112,8983.620394170392,1861.549192,3254.197382858225
0.16,36.954091,34.805605,5.8139327523981,33.940937,8.1537765331584,33.155431,10.279403165403252,32.370495,12.403487343255176,31.586173,14.52591000005926,30.880847,16.4345647143641,30.254373,18.129841158858426,29.550169,20.035459673463482,304.803073,724.8155068947576,6.883377,81.37316650543508,897.231747,2327.963244989574,1684.649441,4458.763036547159,187.335755,406.94185658632495,8280.829534,22308.424371742767,844.192866,2184.4368327176553,1403.33592,3697.5116746884664
0.18,22.965168,21.923416,4.536226340691255,21.387528,6.869708072677713,20.900913,8.98863443977418,20.414868,11.105078787144079,19.929436,13.218853874702766,19.493112,15.118792076765992,19.10575,16.805529138737406,18.670548,18.700581680917807,1.873376,91.84253300476617,1179.153707,5034.531160407797,152.579132,564.3937113806439,52.601554,129.04928890570278,5074.823037,21997.913836293297,6233.098858,27041.533900383405,964.717554,4100.785964204573,1718.087301,7381.27468956465
