q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,179.352881,211.092317,86.106937,-31.739436000000012,93.245944,-124.98538
0.02,166.616099,195.857484,79.999065,-29.241385000000008,86.61703399999999,-115.858419
0.04,133.936424,156.868112,64.331986,-22.93168800000001,69.60443799999999,-92.536126
0.06,94.174005,109.657125,45.281688,-15.48312,48.89231699999999,-64.37543699999999
0.08,59.508036,68.748168,28.693282,-9.24013200000001,30.814753999999997,-40.05488600000001
0.1,35.557888,40.615254,17.255362,-5.057366000000002,18.302525999999997,-23.359892
0.12,21.269316,23.801536,10.447486,-2.532219999999999,10.82183,-13.354049999999999
0.14,12.827998,13.807818,6.42645,-0.9798200000000001,6.401547999999999,-7.381367999999999
0.16,7.312664,7.37707,3.787188,-0.06440599999999996,3.525476,-3.589882
0.18,3.641331,3.363404,2.017465,0.27792700000000004,1.623866,-1.345939
0.2,1.576085,1.403886,1.013707,0.172199,0.562378,-0.39017900000000005
0.22,0.746652,0.857394,0.605265,-0.11074200000000001,0.14138699999999993,-0.25212899999999994
0.24,0.564602,0.892005,0.511335,-0.327403,0.053267000000000064,-0.38067000000000006
0.26,0.568917,0.968366,0.509599,-0.39944899999999994,0.05931799999999998,-0.4587669999999999
0.28,0.5708,0.943205,0.508604,-0.372405,0.06219600000000003,-0.434601
0.3,0.535673,0.842182,0.491482,-0.30650900000000003,0.04419099999999998,-0.3507
0.32,0.461718,0.696219,0.456747,-0.23450100000000001,0.004971000000000003,-0.23947200000000002
0.34,0.363669,0.544009,0.410443,-0.18033999999999994,-0.04677399999999998,-0.13356599999999996
0.36,0.277944,0.444101,0.369418,-0.166157,-0.091474,-0.074683
0.38,0.232189,0.425502,0.347098,-0.19331299999999998,-0.11490900000000001,-0.07840399999999997
0.4,0.220387,0.457969,0.341078,-0.23758200000000002,-0.12069099999999999,-0.11689100000000002
0.42,0.21863,0.491231,0.340108,-0.272601,-0.12147800000000003,-0.15112299999999995
0.44,0.213138,0.50448,0.337483,-0.29134200000000005,-0.12434499999999998,-0.16699700000000006
0.46,0.204567,0.506349,0.333397,-0.30178200000000005,-0.12883,-0.17295200000000005
0.48,0.195013,0.504901,0.328867,-0.30988800000000005,-0.13385400000000003,-0.17603400000000002
0.5,0.182212,0.495759,0.322875,-0.313547,-0.140663,-0.17288399999999998
