q_inverse_angstroms,debye,propo{e=0.380}_NeuB,propo{e=0.380}_NeuB_relDiffDebye,propo{e=0.390}_NeuB,propo{e=0.390}_NeuB_relDiffDebye,propo{e=0.400}_NeuB,propo{e=0.400}_NeuB_relDiffDebye,propo{e=0.410}_NeuB,propo{e=0.410}_NeuB_relDiffDebye,propo{e=0.420}_NeuB,propo{e=0.420}_NeuB_relDiffDebye,propo{e=0.430}_NeuB,propo{e=0.430}_NeuB_relDiffDebye,propo{e=0.440}_NeuB,propo{e=0.440}_NeuB_relDiffDebye,propo{e=0.450}_NeuB,propo{e=0.450}_NeuB_relDiffDebye,strat{s=0.15}_NeuB,strat{s=0.15}_NeuB_relDiffDebye,strat{s=0.20}_NeuB,strat{s=0.20}_NeuB_relDiffDebye,strat{s=0.25}_NeuB,strat{s=0.25}_NeuB_relDiffDebye,strat{s=0.30}_NeuB,strat{s=0.30}_NeuB_relDiffDebye,strat{s=0.35}_NeuB,strat{s=0.35}_NeuB_relDiffDebye,strat{s=0.40}_NeuB,strat{s=0.40}_NeuB_relDiffDebye,strat{s=0.45}_NeuB,strat{s=0.45}_NeuB_relDiffDebye,strat{s=0.50}_NeuB,strat{s=0.50}_NeuB_relDiffDebye
0,180.685523,94.299888,47.80993715805334,91.861137,49.15965846361692,89.558233,50.434195549800634,87.391137,51.63357000106754,85.359812,52.75780229498519,83.328826,53.881846970108384,81.433569,54.930772732688716,79.673992,55.90460670166696,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564,144.19351700000001,20.196419388840564
0.02,160.601541,83.827686,47.80393421007088,81.661334,49.15283284859639,79.615694,50.426569070093784,77.690731,51.625164667629186,75.886404,52.748645170222865,74.082417,53.87191396874579,72.399025,54.920093201347306,70.83618,55.89321275566091,128.613415,19.91769555934709,127.89986,20.361997024673624,126.826738,21.03018613003221,127.830879,20.40494866733564,127.892052,20.366858746392722,130.027761,19.037040248573952,128.392931,20.054981913280642,128.001847,20.298493898013096
0.04,117.222525,61.215353,47.7785067332409,59.637183,49.12480941696146,58.147049,50.39601049371697,56.744914,51.59214152740695,55.430739,52.71323578808765,54.116904,53.83404000212417,52.890986,54.8798441255211,51.752939,55.850687399883256,94.476852,19.40384153984058,92.732541,20.891875516245708,90.076589,23.157610706645336,92.906213,20.743719690392275,92.868288,20.77607268739519,98.703783,15.797938152245058,94.251169,19.59636682455014,93.373098,20.345430197822477
0.06,79.471648,41.556379,47.70917673684079,40.489569,49.051554838777214,39.482387,50.31890240907047,38.534795,51.51126726351516,37.646753,52.62869973452672,36.759052,53.74570312169694,35.930859,54.7878269744702,35.162129,55.755127916813805,64.001122,19.466723528874105,62.383068,21.50273768073867,60.000156,24.50118059713573,63.488601,20.111634025759724,62.983176,20.747615552152638,69.919703,12.01931159147474,64.552584,18.772813167282003,64.048515,19.40708842479271
0.08,56.816321,29.788015,47.57137654161029,29.027319,48.910245350099316,28.309244,50.17409874180344,27.633752,51.36300359891307,27.000806,52.477025043560985,26.368199,53.59044982866807,25.778095,54.62906688379208,25.230446,55.59296069169983,45.547091,19.834494387624993,44.839099,21.080601118118867,44.215671,22.177870334124595,46.811449,17.609151426752884,45.945475,19.133315583738693,51.097499,10.06545636772223,46.783139,17.658978658614664,47.233256,16.86674679270417
0.1,40.818208,21.491626,47.347943349203376,20.946732,48.68287211432701,20.43247,49.94275593872225,19.948803,51.12768546821065,19.495691,52.23775869827504,19.042919,53.346998966735626,18.620661,54.38148338114207,18.228869,55.3413295360737,33.263423,18.508370088172406,33.051703,19.027060178633995,33.583048,17.72532493342187,34.89175,14.519152825131364,34.234308,16.12981148021001,37.188945,8.891284497349815,34.181539,16.25908957100713,35.109747,13.985084793531358
0.12,25.650574,13.610229,46.93986575115239,13.270343,48.26492771662731,12.949698,49.51497771550843,12.64826,50.69014829843573,12.365988,51.79059930588687,12.084055,52.889728705486284,11.821248,53.914294471538916,11.577517,54.86449153145656,21.925836,14.521070756545248,21.613063,15.740431383718736,22.101232,13.837280990281151,22.580346,11.969431951113455,22.441308,12.511478300641535,24.049521,6.2417823476386936,22.009216,14.196009804692872,22.629823,11.776543480079631
0.14,13.510842,7.290198,46.04186770891111,7.114706,47.340765290571824,6.9493220000000004,48.5648488821052,6.794012,49.71437013326038,6.648734,50.7896399054922,6.503797,51.86238577876938,6.368851,52.86118363311479,6.243849,53.78638133729934,12.429422,8.004090344628407,11.974146,11.373798909053935,12.255418,9.291974549032545,12.243273,9.381865319718784,12.462859,7.756607619273471,13.186016,2.4041876886725477,12.058221,10.751520889667725,12.199764,9.7038955825255009
0.16,6.415063,3.593268,43.98701930129135,3.513938,45.223640048429765,3.439375,46.38595131489745,3.369543,47.47451427990652,3.304402,48.48995247591489,3.2396,49.50010623434252,3.179447,50.43778993285023,3.123896,51.30373622207608,6.45355,0.599947342683929,6.073183,5.329331917706806,6.469431,0.8475053167833301,6.080129,5.221055506391748,6.452223,0.5792616533929609,6.482628,1.0532242629573567,6.081943,5.192778309425801,6.045084,5.767347881073028
0.18,3.047876,1.837998,39.695775024968206,1.804325,40.80057718883577,1.772883,41.8321808367532,1.743635,42.79179992886849,1.716542,43.6807140447971,1.689788,44.55850566099146,1.665146,45.36700311954948,1.64257,46.107715668222724,3.367621,10.49074831128301,3.183826,4.4604833005017195,3.608022,18.378241109546455,3.058746,0.3566418056377673,3.500284,14.843386017016444,3.190107,4.666561238055609,3.098388,1.657285270135658,3.095668,1.5680427943918922
0.2,1.685962,1.12649,33.184140567818254,1.111325,34.08362703311226,1.097362,34.91181889034273,1.084565,35.6708514189525,1.072894,36.36309715165585,1.061563,37.03517635628798,1.051317,37.642900611045796,1.042107,38.189176268504276,1.925987,14.23667911850919,1.943615,15.282254285683791,2.214098,31.325498439466603,1.735155,2.9178000453153774,2.128557,26.25177791670274,1.780592,5.612819268761691,1.753755,4.0210277574464905,1.838632,9.055364237153631
0.22,1.384055,0.968198,30.046277062688986,0.957151,30.844438985444945,0.947077,31.57230023373349,0.93794,32.23246186025845,0.9297,32.827813923579626,0.9218,33.39860048914242,0.914756,33.907539801525225,0.90852,34.358099930999856,1.417166,2.392318224348013,1.580543,14.196545657506384,1.781673,28.728482610878903,1.423886,2.8778480623963607,1.653387,19.459631300779225,1.35846,1.8492762209594296,1.349813,2.4740346301267,1.562617,12.901365913926824
0.24,1.384418,0.968447,30.046633314504724,0.957393,30.8450915836113,0.947313,31.573195378852343,0.93817,32.233617303444476,0.929925,32.82917442564312,0.922019,33.40024472377562,0.91497,33.90941175280876,0.908729,34.36021490619162,1.304977,5.738223571204641,1.55755,12.505760543419694,1.731651,25.081514398108094,1.478445,6.79180709872308,1.557927,12.532992203221871,1.339545,3.241289841651867,1.298698,6.191771560323545,1.611107,16.37431758327327
0.26,1.239503,0.891777,28.053663444138493,0.882717,28.78460157014546,0.874521,29.44583433844049,0.86715,30.04050817142032,0.860567,30.571608136486965,0.854324,31.07527775245401,0.848826,31.518842632893996,0.844025,31.906175297679795,1.19577,3.5282689916845724,1.496138,20.704669532869218,1.531967,23.595263585485476,1.406446,13.468543440395067,1.398404,12.819735006692195,1.289709,4.050494432042518,1.182386,4.608056616240548,1.476765,19.14170437667356
0.28,0.955571,0.74099,22.455788214585827,0.735852,22.993477198449934,0.73136,23.4635626238134,0.727476,23.870021170588053,0.724162,24.216829518685685,0.721187,24.528161695991184,0.718739,24.78434360188829,0.716772,24.9901891120597,1.017614,6.492767151786741,1.292726,35.28309251745816,1.18459,23.966717282127657,1.174796,22.941780359596514,1.094685,14.558206559219563,1.088431,13.903728765314142,0.948614,0.7280463722737496,1.152764,20.63614320652259
0.3,0.663253,0.585277,11.756599668603073,0.58419,11.92048886322414,0.583523,12.021053806013688,0.583239,12.063873062014048,0.5833,12.05467596829565,0.5837,11.994367157027558,0.584403,11.888374421223874,0.585361,11.743934818236776,0.843807,27.22249277425055,1.00962,52.2224550812435,0.866917,30.706834345264937,0.904034,36.30303971485995,0.772366,16.451188309740026,0.820339,23.68417481715123,0.693714,4.5926667500938665,0.814248,22.765822393566253
0.32,0.44778,0.469623,4.878065121264907,0.471544,5.307070436375007,0.473718,5.792576711778096,0.476109,6.326544285140022,0.478676,6.899816874357939,0.481584,7.549242931796865,0.484626,8.228594399035238,0.487757,8.92782169815534,0.714104,59.476528652463244,0.745666,66.52507928000358,0.6272,40.06878377774799,0.655131,46.30644512930457,0.522411,16.666889990620383,0.589391,31.62512841127339,0.495949,10.757291527089187,0.541393,20.90602528027156
0.34,0.344583,0.41315,19.898544037285664,0.41654,20.882341845070723,0.420102,21.91605505785254,0.423798,22.988655853596967,0.42759,24.089116410269824,0.431721,25.287956747721175,0.435906,26.502468200694768,0.440097,27.718720888726388,0.637797,85.09241605070477,0.561921,63.072757506899656,0.481069,39.60903468830443,0.480953,39.57537081051591,0.373674,8.442378178842263,0.453487,31.604577126555867,0.388656,12.79024211873483,0.368543,6.953331998386466
0.36,0.316451,0.397378,25.573311507942787,0.401178,26.774129328079226,0.405127,28.022031846952622,0.409188,29.30532689105107,0.413322,30.61169027748373,0.417795,32.02517925366014,0.422299,33.44846437521133,0.426787,34.866693421730396,0.605409,91.31208307131277,0.462285,46.0842278899419,0.425918,34.59208534654656,0.406236,28.37248104761875,0.316733,0.08911332244170644,0.403281,27.43868719011791,0.351333,11.022875579473608,0.300954,4.897124673330147
0.38,0.30789,0.393269,27.73035824482769,0.397176,28.999317938224685,0.401226,30.314722790607046,0.405382,31.66455552307643,0.409605,33.0361492740914,0.414167,34.5178472831206,0.418754,36.0076650751892,0.423319,37.49033745818312,0.591981,92.27029133781545,0.431085,40.012666861541454,0.413862,34.41878593003995,0.394923,28.267563090714226,0.31385,1.9357562765922962,0.390267,26.755334697456878,0.351013,14.005976160317005,0.296466,3.7104160576829353
