q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{s=0.15}_AntiterminatorHairpin,strat{s=0.15}_AntiterminatorHairpin_relDiffDebye,strat{s=0.20}_AntiterminatorHairpin,strat{s=0.20}_AntiterminatorHairpin_relDiffDebye,strat{s=0.25}_AntiterminatorHairpin,strat{s=0.25}_AntiterminatorHairpin_relDiffDebye,strat{s=0.30}_AntiterminatorHairpin,strat{s=0.30}_AntiterminatorHairpin_relDiffDebye,strat{s=0.35}_AntiterminatorHairpin,strat{s=0.35}_AntiterminatorHairpin_relDiffDebye,strat{s=0.40}_AntiterminatorHairpin,strat{s=0.40}_AntiterminatorHairpin_relDiffDebye,strat{s=0.45}_AntiterminatorHairpin,strat{s=0.45}_AntiterminatorHairpin_relDiffDebye,strat{s=0.50}_AntiterminatorHairpin,strat{s=0.50}_AntiterminatorHairpin_relDiffDebye
0.2,10.865414,6.683963,38.484046719250635,6.525905,39.93873588249836,6.382696,41.256762052508996,6.23998,42.57025088965777,6.11199,43.748208765906206,5.998608,44.79172169601637,5.871522,45.961359594765554,5.759003,46.99692989148871,0.412716,96.20156213099658,0.466081,95.71041655660795,0.415328,96.1775225499921,0.438118,95.96777444467371,0.399534,96.3228828648407,0.413159,96.19748497388134,0.393695,96.37662218853328,0.408257,96.2426006040819
0.22,8.43004,5.27989,37.36815009181451,5.159139,38.80053949921946,5.049845,40.09702207818705,4.941044,41.38765652357522,4.843577,42.54384320833591,4.757327,43.566970026239495,4.660764,44.71243315571456,4.575376,45.72533463660908,0.336754,96.00530958334717,0.368982,95.6230100924788,0.32158,96.18530872925871,0.349834,95.85015017722336,0.309488,96.3287481435438,0.321493,96.18634075283154,0.310627,96.31523693837751,0.316793,96.24209375044484
0.24,6.607146,4.22626,36.03501421037162,4.133504,37.438888137177535,4.04966,38.70787780382028,3.966309,39.969405852390736,3.891747,41.0979112615341,3.825857,42.09516484121888,3.752199,43.209988094708365,3.687171,44.19419519411256,0.276773,95.81100523584615,0.292031,95.58007345380291,0.249721,96.22044071676333,0.284041,95.70100312600933,0.242934,96.3231628300631,0.253073,96.1697077679228,0.249217,96.22806882124294,0.247462,96.25463097077014
0.26,5.206786,3.411359,34.48244271994278,3.340255,35.848045224059526,3.276094,37.08030251291296,3.212426,38.30309138881452,3.155579,39.39487814555851,3.105437,40.35789064501596,3.049494,41.432315443730545,3.000213,42.378791830507346,0.225414,95.67076503624308,0.231427,95.55528112735956,0.195573,96.24388250256492,0.231681,95.55040287809024,0.192638,96.30025124904307,0.200646,96.14645195711904,0.201065,96.13840476639524,0.194107,96.27203806724532
0.28,4.100459,2.76037,32.68143883404272,2.706563,33.99365778318963,2.658127,35.17489139630466,2.610183,36.34412635268392,2.567488,37.38535124970156,2.529925,38.301419426459326,2.488135,39.320573623587016,2.451433,40.215644151057226,0.181272,95.57922661828835,0.184359,95.50394236352564,0.154483,96.23254372254424,0.18752,95.42685343274985,0.15289,96.27139303185326,0.158746,96.12857975168147,0.161287,96.0666110793938,0.152441,96.28234302550031
0.3,3.24239,2.24773,30.67675387599888,2.207544,31.916148273341577,2.17149,33.02810581083707,2.135929,34.124858514860954,2.1043790000000002,35.09790617414931,2.076722,35.95088807947223,2.046076,36.89605507048813,2.01928,37.722482489768346,0.145493,95.51278532193844,0.148699,95.4139076422022,0.123198,96.20039538735315,0.150678,95.35287241818536,0.121201,96.26198575741968,0.125375,96.1332535567899,0.128778,96.02830011195445,0.120649,96.27901023627633
0.32,2.609256,1.861777,28.64720824633535,1.831846,29.79431684740784,1.805115,30.818785124955156,1.778876,31.82439745276048,1.755716,32.71200679427392,1.735517,33.48613551142547,1.713261,34.33909896154306,1.693924,35.08019144154502,0.118005,95.47744644450371,0.122059,95.32207648463776,0.099763,96.17657293879942,0.121376,95.34825252869017,0.096705,96.29377109796815,0.099982,96.16817974165816,0.103446,96.03542159144216,0.097292,96.2712742636215
0.34,2.157975,1.579856,26.789884034801148,1.557415,27.829794135705928,1.537493,28.75297443204856,1.518065,29.653262896928833,1.501033,30.44252134524264,1.486282,31.12607884706727,1.470155,31.873399830859945,1.456265,32.517058816714744,0.097256,95.49318226578158,0.101846,95.28048286008874,0.082815,96.16237444826747,0.098884,95.41774116938333,0.078447,96.36478643172418,0.081527,96.22206003313292,0.084399,96.08897230042054,0.080287,96.27952131048785
0.36,1.838042,1.374815,25.2021988616147,1.357822,26.12671527636473,1.342853,26.941114512073167,1.328378,27.728637321671645,1.315803,28.41278926161643,1.305014,28.999772584086763,1.293344,29.63468734664387,1.283417,30.174772937723944,0.081925,95.54281131769568,0.086196,95.31044448385838,0.071276,96.12217783924416,0.082137,95.53127730487117,0.065186,96.45350867934465,0.068432,96.27690770939945,0.070179,96.18186091503894,0.067751,96.31395800531217
0.38,1.615472,1.228237,23.970393792031057,1.215139,24.781178503867604,1.20371,25.488649756851245,1.192775,26.165541711648366,1.183387,26.746672180019214,1.17543,27.23922172591045,1.166947,27.764331415214876,1.159852,28.20352194281299,0.071449,95.57720591876553,0.074323,95.3993012568463,0.064173,96.02760060217695,0.070605,95.62945071161865,0.055889,96.54039191022808,0.059321,96.327946259669,0.059520000000000003,96.31562787841573,0.058792,96.3606921073222
0.4,1.469467,1.128482,23.20467217024949,1.118034,23.91567826973999,1.109015,24.529438224880177,1.100489,25.109648600478952,1.09327,25.60091516175594,1.087241,26.011199979312238,1.080927,26.44087958423021,1.075759,26.7925717283886,0.065051,95.57315679766882,0.065811,95.52143736470434,0.060274,95.8982406546047,0.063711,95.66434632421142,0.049788,96.61183272574341,0.053233,96.37739398026632,0.051522,96.49383075632184,0.053094,96.38685319234797
0.42,1.374749,1.061163,22.810418483665014,1.052504,23.440278916369454,1.045111,23.978049811274644,1.038211,24.479959614445985,1.032456,24.898581486511354,1.027727,25.242571553061683,1.022876,25.5954359668565,1.01901,25.87665093773482,0.061256,95.54420479665743,0.05983,95.64793282264617,0.058015,95.77995692304559,0.059867,95.64524142225235,0.046118,96.64535126048463,0.049386,96.4076351392145,0.04555,96.6866678935573,0.050095,96.35606208842486
0.44,1.300056,1.008886,22.396727525583522,1.001616,22.95593420591113,0.995486,23.427452355898524,0.989849,23.86104906250193,0.98523,24.216341449906775,0.981512,24.50232913043746,0.977797,24.788086051677777,0.974941,25.007768896109102,0.058652,95.48850203375855,0.055253,95.74995230974666,0.056087,95.68580122702407,0.056868,95.62572689176467,0.044109,96.60714615370415,0.047099,96.37715606096968,0.041279,96.8248290842856,0.048813,96.24531558640551
0.46,1.223708,0.960019,21.54835957597728,0.954047,22.036384496955158,0.949097,22.440892761998782,0.944641,22.805031919379466,0.941084,23.095705838320903,0.93831,23.322393904428186,0.935658,23.539112271881855,0.933746,23.695358696682543,0.056651,95.37054591454825,0.051327,95.80561702628405,0.05412,95.57737630218975,0.053331,95.64185246807246,0.043199,96.46982776936981,0.045885,96.25033096130777,0.038625,96.84360975003841,0.048256,96.05657558829394
0.48,1.142358,0.912905,20.085910021201762,0.908185,20.49909047776616,0.904373,20.832786219381315,0.901054,21.123325612461237,0.898522,21.34497241670299,0.896659,21.508056143520683,0.89503,21.650655923974796,0.894029,21.738281694530087,0.05519,95.16876495809544,0.047974,95.80044084253798,0.052627,95.39312544753922,0.049409,95.67482347915451,0.043064,96.23025356324375,0.045369,96.02847793773931,0.037343,96.73105979036345,0.047728,95.82197524768942
0.5,1.061438,0.869858,18.049099429264835,0.866281,18.38609508986866,0.863509,18.64725023976908,0.861231,18.861864753287534,0.859634,19.01232102110534,0.858602,19.109547613708962,0.85791,19.17474218936953,0.85774,19.190758197841053,0.054004,94.91218516766877,0.045412,95.72165307818261,0.052128,95.08892653174279,0.045983,95.66785813208118,0.043357,95.915258357059,0.045073,95.75359088331113,0.036739,96.53875214567407,0.046808,95.59013338508703
