q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{s=0.15}_AntiterminatorHairpin,strat{s=0.15}_AntiterminatorHairpin_relDiffDebye,strat{s=0.20}_AntiterminatorHairpin,strat{s=0.20}_AntiterminatorHairpin_relDiffDebye,strat{s=0.25}_AntiterminatorHairpin,strat{s=0.25}_AntiterminatorHairpin_relDiffDebye,strat{s=0.30}_AntiterminatorHairpin,strat{s=0.30}_AntiterminatorHairpin_relDiffDebye,strat{s=0.35}_AntiterminatorHairpin,strat{s=0.35}_AntiterminatorHairpin_relDiffDebye,strat{s=0.40}_AntiterminatorHairpin,strat{s=0.40}_AntiterminatorHairpin_relDiffDebye,strat{s=0.45}_AntiterminatorHairpin,strat{s=0.45}_AntiterminatorHairpin_relDiffDebye,strat{s=0.50}_AntiterminatorHairpin,strat{s=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,3.801971,96.23000107904896,3.82025,96.21187579343365,3.806831,96.22518194845699,3.799879,96.23207548670294,3.798371,96.23357080541336,3.792302,96.23958876910936,3.795577,96.23634130970842,3.790112,96.24176035264772
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,3.281019,96.23186685430889,3.341233,96.16271322574573,3.294317,96.2165945762235,3.273977,96.23995433981626,3.267298,96.24762493278757,3.24758,96.27027035159395,3.258609,96.25760393897525,3.240374,96.27854618524438
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,2.6115,96.23142260181889,2.709949,96.08935379987615,2.625724,96.21089637363137,2.600728,96.24696735224326,2.584488,96.27040280962274,2.553595,96.31498357223501,2.571669,96.28890152441012,2.541817,96.33198005111528
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,1.971568,96.2288015362929,2.085475,96.01092119769667,1.97653,96.21931026499163,1.96393,96.24341143758254,1.935159,96.29844436112325,1.903458,96.35908176368709,1.92232,96.32300269087679,1.889791,96.3852238847823
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,1.463578,96.23420528212367,1.571708,95.95598616237467,1.4585,96.24727100569793,1.469171,96.21981446055003,1.428924,96.32337022594851,1.407258,96.37911697013126,1.418123,96.35116126185352,1.394239,96.4126149329539
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,1.100065,96.26418731127407,1.195715,95.93936061132759,1.095338,96.2802401686776,1.12558,96.17753855801601,1.079161,96.33517714227963,1.072398,96.35814424078187,1.068916,96.36996908729742,1.061056,96.3966615897708
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,0.844002,96.31700814698559,0.931242,95.93631685803487,0.850451,96.28886649037803,0.886651,96.13089967859426,0.840571,96.33198008431239,0.846471,96.30623411222608,0.828528,96.38453241343703,0.836796,96.34845314272354
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,0.656348,96.35572173142472,0.737983,95.90245508559791,0.673677,96.25950494076467,0.704328,96.08931965306654,0.662273,96.32282401749659,0.675028,96.25200370675338,0.648727,96.39803624245364,0.667001,96.29657247463545
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,0.515918,96.32728755765598,0.587305,95.81909842077451,0.532347,96.21033293945062,0.555907,96.04261422224823,0.517142,96.31857415740743,0.531631,96.2154299938444,0.505539,96.40117348999229,0.525369,96.2600078634166
