q_inverse_angstroms,debye,propo{e=0.380}_CytosolAminopeptidase,propo{e=0.380}_CytosolAminopeptidase_relDiffDebye,propo{e=0.390}_CytosolAminopeptidase,propo{e=0.390}_CytosolAminopeptidase_relDiffDebye,propo{e=0.400}_CytosolAminopeptidase,propo{e=0.400}_CytosolAminopeptidase_relDiffDebye,propo{e=0.410}_CytosolAminopeptidase,propo{e=0.410}_CytosolAminopeptidase_relDiffDebye,propo{e=0.420}_CytosolAminopeptidase,propo{e=0.420}_CytosolAminopeptidase_relDiffDebye,propo{e=0.430}_CytosolAminopeptidase,propo{e=0.430}_CytosolAminopeptidase_relDiffDebye,propo{e=0.440}_CytosolAminopeptidase,propo{e=0.440}_CytosolAminopeptidase_relDiffDebye,propo{e=0.450}_CytosolAminopeptidase,propo{e=0.450}_CytosolAminopeptidase_relDiffDebye,strat{s=0.15}_CytosolAminopeptidase,strat{s=0.15}_CytosolAminopeptidase_relDiffDebye,strat{s=0.20}_CytosolAminopeptidase,strat{s=0.20}_CytosolAminopeptidase_relDiffDebye,strat{s=0.25}_CytosolAminopeptidase,strat{s=0.25}_CytosolAminopeptidase_relDiffDebye,strat{s=0.30}_CytosolAminopeptidase,strat{s=0.30}_CytosolAminopeptidase_relDiffDebye,strat{s=0.35}_CytosolAminopeptidase,strat{s=0.35}_CytosolAminopeptidase_relDiffDebye,strat{s=0.40}_CytosolAminopeptidase,strat{s=0.40}_CytosolAminopeptidase_relDiffDebye,strat{s=0.45}_CytosolAminopeptidase,strat{s=0.45}_CytosolAminopeptidase_relDiffDebye,strat{s=0.50}_CytosolAminopeptidase,strat{s=0.50}_CytosolAminopeptidase_relDiffDebye
0,182.131026,32.268992,82.28253982382991,31.453335,82.73038059973372,30.668574,83.16125776395724,29.93009,83.56672629736353,29.222488,83.9552389058633,28.545761,84.32679943284347,27.899902,84.68141172169096,27.284902,85.0190807139032,144.11995,20.87018166800422,144.165926,20.844938302823802,144.08318,20.890370430351606,144.083174,20.89037372468323,144.06741,20.89902903198931,144.055599,20.905513923805596,144.11995,20.87018166800422,144.050086,20.90854086551953
0.02,142.755749,25.312533,82.2686419445006,24.673706,82.71613845828374,24.059104,83.14666542781404,23.480768,83.5517881665137,22.926642,83.93995186841828,22.396718,84.31116213750524,21.890989,84.66542387725484,21.409447,85.0027426916446,113.222573,20.68790658651513,113.374147,20.581729426532597,113.312551,20.624877251003046,112.901282,20.912970026867367,112.907567,20.9085674020736,112.940742,20.885328408034905,113.040767,20.81526117732744,113.130607,20.752328510426583
0.04,66.155065,11.777274,82.1974719547173,11.482509,82.64303874540822,11.198985,83.07161363986265,10.932253,83.47480574616621,10.676746,83.86103014183418,10.432458,84.23029589646688,10.199382,84.5826135912647,9.977509,84.91799683062816,52.798494,20.18979347990966,53.095348,19.741068956700435,53.044763,19.817533245564782,52.204705,21.08736496593269,52.232866,21.044796796738076,52.315814,20.919412595241184,52.416464,20.76727004954193,52.715683,20.31497059219879
0.06,15.557293,2.835684,81.77263872320204,2.768211,82.20634528127742,2.703403,82.62292160981991,2.64252,83.01426861344066,2.584286,83.38858823318427,2.528693,83.74593189187861,2.475735,84.0863381566446,2.425403,84.40986487816356,12.527697,19.47379920144205,12.75427,18.017421154181513,12.686445,18.453390316682977,12.179139,21.714278955856912,12.225585,21.415730872973846,12.250777,21.253800388023805,12.2746,21.100669634492323,12.507213,19.605467352192953
0.08,1.427639,0.341249,76.09696849133431,0.337184,76.3817043384217,0.33339,76.64745779570326,0.329933,76.8896058457355,0.326732,77.11382219174455,0.32378,77.32059715376226,0.32107,77.510421051820515,0.318593,77.68392429738891,1.238606,13.240952369611644,1.257906,11.889069995986388,1.213373,15.008415993118712,1.205691,15.546507205252869,1.279212,10.396675910366701,1.198393,16.05770086135221,1.209877,15.25329582618575,1.231457,13.741709213603723
0.1,1.148745,0.294903,74.32824517190498,0.292016,74.57956291431083,0.289356,74.81111996134912,0.286966,75.0191730975978,0.284788,75.2087713113006,0.282813,75.38069806615046,0.281037,75.53530156823317,0.279449,75.67353938428458,1.136006,1.1089493316619297,1.085505,5.505138216053168,1.062571,7.501577808826151,1.163477,1.282443013897792,1.197487,4.243065258173056,1.099867,4.254904265089291,1.166751,1.5674496951020627,1.10467,3.8367958075987154
0.12,1.604938,0.376398,76.5475052618855,0.371439,76.85648916032893,0.366786,77.14640690169962,0.36252,77.41221156206657,0.358543,77.66000929630927,0.354849,77.89017395064482,0.351431,78.10314167899321,0.34828,78.2994732506801,1.605253,0.019626926398406994,1.628907,1.4934533296613408,1.539383,4.084581460467634,1.585733,1.1966194332740527,1.550699,3.3795074949935713,1.520485,5.262072428966096,1.593061,0.7400285867740632,1.584547,1.2705163688566192
0.14,1.180563,0.301306,74.47777035194224,0.298257,74.73603695863753,0.29544,74.97465192454787,0.292903,75.18954939295912,0.290583,75.3860658008086,0.288473,75.56479408553378,0.286567,75.7262424792239,0.284857,75.87108862466468,1.310438,11.001107098901114,1.385109,17.326140155163248,1.233727,4.503275132288576,1.25344,6.1730716615716466,1.219567,3.303847401621094,1.241792,5.186423765610135,1.267281,7.34547838615983,1.313078,11.224729218178101
0.16,0.443448,0.169463,61.785147300247154,0.169765,61.717044614024644,0.170173,61.62503833594921,0.170671,61.512736555357115,0.17126,61.37991376666486,0.171933,61.228148508957084,0.172683,61.059019321318395,0.173502,60.87433024841695,0.609192,37.37619743464847,0.678955,53.108143457632,0.572146,29.02211758763148,0.565491,27.52137792931752,0.551965,24.471189406649714,0.578189,30.38484782883223,0.568558,28.213003553967997,0.613535,38.35556818386824
0.18,0.118785,0.110043,7.359515090289177,0.111855,5.834069958328077,0.113717,4.266531969524774,0.115583,2.695626552174093,0.117483,1.0960979921707266,0.11941,0.526160710527424,0.121357,2.1652565559624573,0.123315,3.8136128299027594,0.185488,56.15439659889715,0.216029,81.86555541524602,0.18536,56.04663888538115,0.177936,49.79669150145221,0.162215,36.561855453129596,0.165475,39.30630971924065,0.156161,31.465252346676763,0.174032,46.5100812392137
