q_inverse_angstroms,debye,propo{e=0.380}_Elf2Nucleosome,propo{e=0.380}_Elf2Nucleosome_relDiffDebye,propo{e=0.390}_Elf2Nucleosome,propo{e=0.390}_Elf2Nucleosome_relDiffDebye,propo{e=0.400}_Elf2Nucleosome,propo{e=0.400}_Elf2Nucleosome_relDiffDebye,propo{e=0.410}_Elf2Nucleosome,propo{e=0.410}_Elf2Nucleosome_relDiffDebye,propo{e=0.420}_Elf2Nucleosome,propo{e=0.420}_Elf2Nucleosome_relDiffDebye,propo{e=0.430}_Elf2Nucleosome,propo{e=0.430}_Elf2Nucleosome_relDiffDebye,propo{e=0.440}_Elf2Nucleosome,propo{e=0.440}_Elf2Nucleosome_relDiffDebye,propo{e=0.450}_Elf2Nucleosome,propo{e=0.450}_Elf2Nucleosome_relDiffDebye,strat{s=0.15}_Elf2Nucleosome,strat{s=0.15}_Elf2Nucleosome_relDiffDebye,strat{s=0.20}_Elf2Nucleosome,strat{s=0.20}_Elf2Nucleosome_relDiffDebye,strat{s=0.25}_Elf2Nucleosome,strat{s=0.25}_Elf2Nucleosome_relDiffDebye,strat{s=0.30}_Elf2Nucleosome,strat{s=0.30}_Elf2Nucleosome_relDiffDebye,strat{s=0.35}_Elf2Nucleosome,strat{s=0.35}_Elf2Nucleosome_relDiffDebye,strat{s=0.40}_Elf2Nucleosome,strat{s=0.40}_Elf2Nucleosome_relDiffDebye,strat{s=0.45}_Elf2Nucleosome,strat{s=0.45}_Elf2Nucleosome_relDiffDebye,strat{s=0.50}_Elf2Nucleosome,strat{s=0.50}_Elf2Nucleosome_relDiffDebye
0.22,0.481985,0.25946,46.1684492255983,0.259849,46.08774131975061,0.260412,45.97093270537465,0.2611,45.82818967395251,0.261938,45.654325342074955,0.262885,45.457846198533154,0.263963,45.23418778592695,0.265164,44.98500990694731,0.555508,15.254209155886594,0.511059,6.0321379296036275,0.488739,1.4012884218388502,0.484558,0.5338340404784364,0.465782,3.361722875193216,0.481762,0.046267000010368216,0.503247,4.411340601885951,0.466938,3.121881386350193
0.24,0.33861,0.221377,34.62183633088215,0.222741,34.21901302383274,0.224254,33.77218629101326,0.225812,33.31206993296122,0.227494,32.81533327426834,0.229233,32.30176309028086,0.231075,31.757774430761053,0.233014,31.18513924573994,0.391318,15.565990372404823,0.358529,5.882578777945118,0.338513,0.02864652550131825,0.324072,4.293434925135109,0.320208,5.434570745104996,0.327575,3.2589114320309553,0.316249,6.603762440565848,0.286283,15.453471545435754
0.26,0.204912,0.186083,9.188822518934963,0.188352,8.08151791988757,0.190744,6.914187553681588,0.19311,5.759545561021319,0.195573,4.5575661747481915,0.198045,3.3511946591707718,0.200596,2.1062700085890596,0.20322,0.8257203092059024,0.255538,24.70621535097992,0.232118,13.276918872491597,0.208462,1.7324510033575375,0.197395,3.6684039978137073,0.193311,5.661454673225579,0.195955,4.371144686499581,0.182206,11.080854220348249,0.166232,18.876395721090038
0.28,0.16639,0.17591,5.721497686159024,0.17844,7.242021756115137,0.181085,8.83166055652382,0.183683,10.393052467095378,0.186372,12.009135164372859,0.189056,13.622212873369788,0.191811,15.277961415950475,0.194632,16.973375803834358,0.221785,33.292265160165876,0.205434,23.465352485125305,0.165158,0.7404291123264685,0.165464,0.5565238295570708,0.165055,0.802331870905705,0.147502,11.351643728589467,0.147069,11.61187571368472,0.155922,6.291243464150492
0.3,0.176767,0.179193,1.3724281115819037,0.181638,2.7556048357442204,0.184202,4.206101817646958,0.186725,5.633404425034081,0.189341,7.113318662420022,0.191957,8.59323289980595,0.194646,10.11444443815871,0.197404,11.674690411671856,0.222197,25.700498396193854,0.213714,20.901525737269953,0.18211,3.0226230008994817,0.181078,2.4388036228481456,0.186225,5.350546199234016,0.166276,5.934931293736953,0.16058,9.157252202051291,0.18093,2.3550775880113366
0.32,0.135648,0.168564,24.265746638358106,0.171282,26.269462137296536,0.174111,28.355007077140836,0.176877,30.394108280254788,0.179728,32.4958716678462,0.182565,34.58731422505309,0.185468,36.7274121255013,0.188431,38.91174215616891,0.174533,28.666106393017227,0.172357,27.061954470393978,0.161687,19.196007313045534,0.152183,12.189637886293953,0.15783,16.352618542108992,0.152091,12.121815286624214,0.133205,1.8009849020995523,0.150327,10.821390658174096
0.34,0.091403,0.156316,71.01845672461518,0.159347,74.33454044177981,0.162482,77.76440598229817,0.165527,81.09580648337584,0.16865,84.51254335196874,0.171741,87.89427042876056,0.17489,91.33945275319189,0.178091,94.84152598930014,0.138968,52.038773344419774,0.13766,50.607748104548,0.127184,39.14641751364834,0.113801,24.5046661488135,0.117503,28.554861437808388,0.112281,22.841701038259146,0.093618,2.4233340262354726,0.109336,19.619706136560076
0.36,0.083031,0.153729,85.14651154388122,0.156827,88.87764810733341,0.160026,92.73042598547532,0.163131,96.46999313509413,0.166311,100.29988799364094,0.169455,104.08642555190231,0.172656,107.94161216894898,0.175907,111.85701725861428,0.147034,77.08325806024257,0.138614,66.94246727126013,0.120021,44.54962604328505,0.104681,26.074598643880005,0.108051,30.13332369837772,0.095213,14.67162866881046,0.085534,3.0145367392901514,0.09764,17.59463332972024
0.38,0.07894,0.152591,93.29997466430203,0.155719,97.26247783126426,0.158946,101.35039270331899,0.162077,105.31669622498102,0.165282,109.37674182923742,0.16845,113.3899163921966,0.171674,117.47403090955156,0.174947,121.6202178870028,0.153136,93.99037243476059,0.134214,70.0202685583988,0.120185,52.248543197365095,0.102673,30.06460602989613,0.105087,33.12262477831265,0.091831,16.330124144920195,0.090287,14.374208259437559,0.0902,14.263997973144168
0.4,0.064909,0.14859,128.92048868415785,0.15182,133.89668612981254,0.155146,139.02078294227306,0.158369,143.98619605909815,0.161663,149.06099308262338,0.164914,154.06954351476685,0.168218,159.15974672233438,0.171569,164.32235899490058,0.133374,105.47843904543284,0.113706,75.17755627108723,0.106615,64.25303116671033,0.093218,43.61336640527508,0.093421,43.92611194133327,0.082852,27.64331602705326,0.084392,30.01586836956355,0.072349,11.462200927452283
0.42,0.053525,0.145291,171.44511910322277,0.148605,177.63661840261557,0.152014,184.0056048575432,0.155312,190.16721158337225,0.158679,196.45773003269497,0.161999,202.66043904717418,0.165369,208.95656235404013,0.168784,215.33675852405418,0.11389,112.77907519850537,0.098323,83.69546940681923,0.090907,69.84026156001867,0.083336,55.69546940681922,0.079109,47.79822512844464,0.071825,34.18963101354506,0.070338,31.411489957963557,0.058865,9.976646426903311
0.44,0.053103,0.145209,173.44782780633864,0.148525,179.69229610379827,0.151936,186.1156620153287,0.155236,192.33000018831333,0.158605,198.67427452309664,0.161927,204.93004161723442,0.165298,211.27808221757718,0.168715,217.71274692578575,0.108744,104.77939099485904,0.094823,78.5642995687626,0.084413,58.960887332165804,0.078868,48.51891606877201,0.071136,33.95853341619119,0.06702,26.207558894977684,0.062465,17.62988908347928,0.058801,10.730090578686708
0.46,0.060131,0.146999,144.464585654654,0.150269,149.9027124112355,0.153636,155.50215363123846,0.156895,160.92198699506082,0.160224,166.4582328582595,0.163508,171.9196421147162,0.166844,177.46752922785254,0.170226,183.09191598343617,0.110309,83.44780562438677,0.094125,56.533235768571956,0.081272,35.158237847366586,0.07826,30.14917430277228,0.071568,19.020139362392126,0.067452,12.17508439906205,0.061394,2.100414095890639,0.063578,5.732484076433119
0.48,0.071779,0.149582,108.39242675434319,0.152786,112.85612783683251,0.156088,117.4563591022444,0.159288,121.91448752420628,0.16256,126.47292383566227,0.165791,130.97424037671186,0.169075,135.54939466975023,0.172406,140.19002772398613,0.111895,55.888212429819305,0.092483,28.844090890093206,0.080622,12.31975926106522,0.079189,10.323353627105421,0.073415,2.279218155727997,0.069205,3.586007049415558,0.064888,9.600300923668476,0.069294,3.4620153526797552
0.5,0.083469,0.1521,82.22334040182584,0.15524,85.98521606824089,0.158479,89.86569864260984,0.161621,93.62997040817547,0.164837,97.48289784231272,0.168016,101.29149744216414,0.171249,105.16479171908135,0.174532,109.09798847476307,0.109944,31.718362505840492,0.095001,13.815907702260722,0.083251,0.26117480741352594,0.083042,0.5115671686494349,0.07463,10.589560196000908,0.071743,14.048329319867255,0.071072,14.85222058488781,0.075499,9.548455115072667
