q_inverse_angstroms,debye,propo{e=0.380}_CollagenLikePeptide,propo{e=0.380}_CollagenLikePeptide_relDiffDebye,propo{e=0.390}_CollagenLikePeptide,propo{e=0.390}_CollagenLikePeptide_relDiffDebye,propo{e=0.400}_CollagenLikePeptide,propo{e=0.400}_CollagenLikePeptide_relDiffDebye,propo{e=0.410}_CollagenLikePeptide,propo{e=0.410}_CollagenLikePeptide_relDiffDebye,propo{e=0.420}_CollagenLikePeptide,propo{e=0.420}_CollagenLikePeptide_relDiffDebye,propo{e=0.430}_CollagenLikePeptide,propo{e=0.430}_CollagenLikePeptide_relDiffDebye,propo{e=0.440}_CollagenLikePeptide,propo{e=0.440}_CollagenLikePeptide_relDiffDebye,propo{e=0.450}_CollagenLikePeptide,propo{e=0.450}_CollagenLikePeptide_relDiffDebye,strat{s=0.15}_CollagenLikePeptide,strat{s=0.15}_CollagenLikePeptide_relDiffDebye,strat{s=0.20}_CollagenLikePeptide,strat{s=0.20}_CollagenLikePeptide_relDiffDebye,strat{s=0.25}_CollagenLikePeptide,strat{s=0.25}_CollagenLikePeptide_relDiffDebye,strat{s=0.30}_CollagenLikePeptide,strat{s=0.30}_CollagenLikePeptide_relDiffDebye,strat{s=0.35}_CollagenLikePeptide,strat{s=0.35}_CollagenLikePeptide_relDiffDebye,strat{s=0.40}_CollagenLikePeptide,strat{s=0.40}_CollagenLikePeptide_relDiffDebye,strat{s=0.45}_CollagenLikePeptide,strat{s=0.45}_CollagenLikePeptide_relDiffDebye,strat{s=0.50}_CollagenLikePeptide,strat{s=0.50}_CollagenLikePeptide_relDiffDebye
0.2,22.265274,25.336075,13.791885067302559,24.757888,11.195074446422709,24.108241,8.277315608152849,23.603601,6.010826545408781,23.027611,3.4238833081506144,22.524317,1.1634395336881924,22.093476,0.7715961636043758,21.591522,3.0260215975783646,19.53196,12.276130084902615,19.454654,12.623334435498077,18.226751,18.13821379426995,18.993379,14.695058322659763,18.264451,17.968891826797194,18.362927,17.526606679082423,18.380417,17.448053861811896,18.649932,16.237581446336577
0.22,18.50702,21.12793,14.161707287288817,20.650236,11.580556999452094,20.113643,8.681154502453658,19.696935,6.429533225770541,19.221438,3.8602541089813402,18.806075,1.615900344842115,18.450604,0.3048356785695495,18.036581,2.541948946940128,16.60895,10.255946122066115,16.629673,10.143972395339716,15.507231,16.2089250457394,16.28001,12.033325732613893,15.478753,16.362801790888003,15.464192,16.44148004378879,15.554957,15.951044522564956,15.721849,15.04926779135701
0.24,15.283752,17.515436,14.601676342301298,17.124011,12.040623271039728,16.68447,9.16475221529374,16.343247,6.9321656095963995,15.954018,4.385480737975857,15.61414,2.161694327413851,15.323371,0.2592229970755877,14.984833,1.955795932831151,14.115546,7.6434503778915,14.05435,8.043849442205032,13.127448,14.108472840962092,13.838973,9.453038756451953,13.015451,14.841257565550652,12.954317,15.241250970311478,13.191806,13.68738513946052,13.212817,13.549912351365034
0.26,12.608179,14.516703,15.137189914578464,14.196889,12.60063011478502,13.837911,9.753446552432356,13.559348,7.544063262426716,13.241731,5.024928659404343,12.964513,2.8262130478953416,12.727453,0.9460049702657359,12.451575,1.2420826195440258,12.017941,4.6813897550153705,11.856816,5.959330050755145,11.079073,12.127889364514896,11.736538,6.913298105935841,10.984832,12.875348612991608,10.865647,13.820647692263893,11.359454,9.904086862979977,11.182647,11.30640673803886
0.28,10.387947,12.025312,15.762161666785545,11.764994,13.256199709143676,11.47295,10.4448261047154,11.246445,8.26436638538875,10.988324,5.779553938810045,10.763165,3.6120515439672563,10.570726,1.7595295778848317,10.346908,0.3950636251802171,10.215069,1.6642171932529184,10.00051,3.7296782511501094,9.313818,10.340147095475178,9.937671,4.334600474954296,9.283581,10.6312248223831,9.106913,12.331926606864666,9.832041,5.351452024158385,9.485159,8.69072589607938
0.3,8.493114,9.894229,16.49707045024945,9.684803,14.031237541377642,9.450011,11.266739148915223,9.268037,9.124132797463915,9.060807,6.684156129306638,8.880178,4.55738613658077,8.725908,2.740973452140171,8.54662,0.6299927211621144,8.624574,1.547842169550539,8.358778,1.58170489646084,7.812302,8.01604688221541,8.428295,0.763194748121831,7.805722,8.093521410403769,7.587192,10.66654704034351,8.409026,0.9900726635719183,7.963838,6.231824981979522
0.32,6.87959,8.076666,17.400397407403627,7.910644,14.987143129169024,7.724682,12.284045996927132,7.580687,10.190970682845924,7.416862,7.80965144725194,7.274212,5.736126716853766,7.152495,3.966878840163436,7.011185,1.9128320146985491,7.255802,5.468523560270303,6.927319,0.6937768093738066,6.582229,4.322365140945905,7.211948,4.831072781953565,6.58585,4.269731190376178,6.308009,8.308358492293873,7.092933,3.1011005016287316,6.623596,3.721064772755357
0.34,5.537728,6.563492,18.523192182786868,6.433605,16.17769959087914,6.288296,13.55371733678504,6.175919,11.524419400880648,6.048229,9.218600119037982,5.937198,7.213608180105631,5.842583,5.505055502906604,5.732892,3.5242612132628977,6.120437,10.522528372646677,5.755768,3.937354814104256,5.575816,0.6877910941093393,6.198657,11.935021005004206,5.639051,1.8296853872201708,5.25534,5.099347602482463,5.941404,7.289559906156458,5.5079,0.5386324499867128
0.36,4.425354,5.306582,19.913164009026175,5.206711,17.656372800910408,5.09517,15.135873875852665,5.009057,13.189973050743529,4.911383,10.982827588482195,4.826615,9.067319812155159,4.754512,7.43800382975013,4.671085,5.552798713955995,5.168633,16.795921862974133,4.811148,8.717811049692312,4.709876,6.4293613573061235,5.269195,19.06832764113335,4.85731,9.76093663919317,4.35709,1.542565860267884,4.961058,12.105336657813158,4.578618,3.4633161550465816
0.38,3.49775,4.255574,21.666042455864492,4.180802,19.528325352012008,4.097496,17.146622828961466,4.033345,15.312558073046953,3.96077,13.237652776785083,3.897963,11.44201272246444,3.844684,9.918776356229007,3.783218,8.16147523407906,4.346001,24.251332999785586,4.023519,15.031634622257176,3.943935,12.756343363590888,4.407352,26.005346294046188,4.128188,18.024101207919372,3.579726,2.343678078764922,4.144164,18.48085197627046,3.779286,8.04906011007076
0.4,2.735442,3.389929,23.926188162644284,3.335829,21.948445625971964,3.27578,19.753224524592376,3.229716,18.069255352517068,3.177814,16.1718654608652,3.133095,14.537065673481656,3.09532,13.156118828328298,3.051942,11.570342196983157,3.640419,33.0833920075805,3.376541,23.43676085985373,3.283015,20.017715601354364,3.662217,33.880265054057084,3.440379,25.770497053127066,2.954893,8.022506052038402,3.476429,27.088382791519617,3.101319,13.375425251202557
0.42,2.120761,2.69051,26.865309197971875,2.653112,25.10188559672685,2.611853,23.15640470566934,2.580404,21.673493618564294,2.545204,20.01371205902033,2.5151,18.594221602528528,2.489852,17.403705556637455,2.461089,16.047447119218052,3.052461,43.9323431541791,2.877342,35.67497704833313,2.736001,29.010341099256355,3.045582,43.60797845678981,2.836199,33.73496589196049,2.488032,17.3178873055474,2.913952,37.40124417602927,2.543797,19.94736794952379
0.44,1.627627,2.127545,30.714531031987065,2.103591,29.242817918356007,2.077457,27.637167483704804,2.057771,26.427676611410345,2.036015,25.09100672328488,2.017675,23.964212930849644,2.00251,23.032488401826715,1.98551,21.988023054422186,2.570084,57.90374575993149,2.492024,53.10780664120218,2.301773,41.41894918184572,2.546471,56.45298339238659,2.337327,43.60335629723519,2.118373,30.15101125749328,2.419481,48.650827247274734,2.081638,27.89404452002823
0.46,1.237607,1.680185,35.760786744095675,1.666914,34.68847542071111,1.652799,33.54796797367824,1.642461,32.71264626008095,1.631388,31.817935742121705,1.622396,31.09137230154646,1.615243,30.513402073517693,1.607591,29.895112099398286,2.182426,76.34240918158997,2.163424,74.80702678637081,1.968148,59.02851228217037,2.17282,75.56623386907155,1.941744,56.895040186424296,1.787666,44.44536916808002,1.998418,61.47436140875093,1.69879,37.26409110484994
0.48,0.938244,1.335138,42.301789300011514,1.330108,41.765681421890264,1.325262,41.24918464706409,1.322134,40.91579589104753,1.319301,40.61384884955301,1.317518,40.42381299534023,1.316546,40.32021521054225,1.316104,40.27310592980077,1.883211,100.71655134485273,1.864233,98.69383657129703,1.712999,82.5750018118954,1.907491,103.30436432313984,1.639328,74.72299316595684,1.496049,59.45201887781857,1.665444,77.50649084886234,1.401276,49.35091511376572
0.5,0.710416,1.071551,50.83429990315531,1.072815,51.01222382378775,1.075051,51.32696898718496,1.077431,51.66198396432512,1.080892,52.14916330713271,1.084618,52.67364473773113,1.088366,53.20122294542914,1.093432,53.91432625391318,1.656684,133.19913965901668,1.601841,125.47929663746311,1.524285,114.56231278574805,1.685723,137.2867446679129,1.407427,98.11307740816648,1.273051,79.19796288371882,1.4105239999999999,98.54901916623497,1.182717,66.48231458750928
