q_inverse_angstroms,debye,propo{e=0.380}_CollagenLikePeptide,propo{e=0.380}_CollagenLikePeptide_relDiffDebye,propo{e=0.390}_CollagenLikePeptide,propo{e=0.390}_CollagenLikePeptide_relDiffDebye,propo{e=0.400}_CollagenLikePeptide,propo{e=0.400}_CollagenLikePeptide_relDiffDebye,propo{e=0.410}_CollagenLikePeptide,propo{e=0.410}_CollagenLikePeptide_relDiffDebye,propo{e=0.420}_CollagenLikePeptide,propo{e=0.420}_CollagenLikePeptide_relDiffDebye,propo{e=0.430}_CollagenLikePeptide,propo{e=0.430}_CollagenLikePeptide_relDiffDebye,propo{e=0.440}_CollagenLikePeptide,propo{e=0.440}_CollagenLikePeptide_relDiffDebye,propo{e=0.450}_CollagenLikePeptide,propo{e=0.450}_CollagenLikePeptide_relDiffDebye,strat{s=0.15}_CollagenLikePeptide,strat{s=0.15}_CollagenLikePeptide_relDiffDebye,strat{s=0.20}_CollagenLikePeptide,strat{s=0.20}_CollagenLikePeptide_relDiffDebye,strat{s=0.25}_CollagenLikePeptide,strat{s=0.25}_CollagenLikePeptide_relDiffDebye,strat{s=0.30}_CollagenLikePeptide,strat{s=0.30}_CollagenLikePeptide_relDiffDebye,strat{s=0.35}_CollagenLikePeptide,strat{s=0.35}_CollagenLikePeptide_relDiffDebye,strat{s=0.40}_CollagenLikePeptide,strat{s=0.40}_CollagenLikePeptide_relDiffDebye,strat{s=0.45}_CollagenLikePeptide,strat{s=0.45}_CollagenLikePeptide_relDiffDebye,strat{s=0.50}_CollagenLikePeptide,strat{s=0.50}_CollagenLikePeptide_relDiffDebye
0,183.629759,206.301854,12.346634403631702,201.402096,9.678353387154417,195.890682,6.676980390743742,191.604667,4.342927880224467,186.707107,1.675843837490415,182.422438,0.6574756763689961,178.750419,2.6571619036977623,174.467091,4.989751143767496,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913,144.19351700000001,21.475953687876913
0.02,170.366398,191.384032,12.33672499197875,186.840521,9.669819397132521,181.729884,6.670027736338004,177.755585,4.337232627293084,173.214271,1.6716166059929216,169.241317,0.6603890281227842,165.836484,2.65892456093366,161.864871,4.990143068001009,134.44001,21.0877194222302,132.626027,22.152473400300458,133.265335,21.777218650828086,133.604707,21.578017397538694,133.141042,21.85017493883976,132.817846,22.03988136205122,133.027503,21.916818949239044,133.205417,21.81238873172631
0.04,138.038853,155.046982,12.321262188407221,151.371221,9.658416967576516,147.236803,6.663305149311855,144.021786,4.3342384190920535,140.348222,1.6729847791476533,137.134551,0.6551068632829058,134.38053,2.6502125455939542,131.168199,4.97733344683761,110.488736,19.9582337879901,105.07596,23.879431249693152,106.944382,22.525883346770485,108.00322,21.75882539389109,106.603706,22.772680529299958,105.582819,23.512245498012064,106.306105,22.988272729272815,106.72634,22.683840324288987
0.06,102.48947,115.140086,12.343332441859637,112.417326,9.686708302813944,109.355034,6.698799398611395,106.973892,4.375495355766802,104.253329,1.721014851574505,101.873532,0.6009768613302419,99.834262,2.5907129776356554,97.455806,4.911396263440529,83.69293,18.33997190150363,76.361525,25.49329701870836,78.688491,23.222853040414783,80.234869,21.71403657370849,78.296079,23.605733349972432,76.815435,25.050412496034962,77.982845,23.911358893747817,78.330563,23.57208696659276
0.08,75.456752,84.849716,12.448142480344247,82.850308,9.798402136365484,80.601787,6.818521687760967,78.853578,4.501685945877984,76.856367,1.8548572035011677,75.109504,0.46019473512455633,73.612748,2.443789258249544,71.867225,4.757065345192688,62.671484,16.943835589424783,56.545593,25.06224890252366,57.917759,23.24376882800362,59.347351,21.349184232048568,57.653617,23.593826301985537,56.417867,25.231519374170773,57.489209,23.811710050811612,57.627004,23.629095511558724
0.1,58.677757,66.078185,12.611981742928593,64.527052,9.968504760671063,62.782841,6.9959797543045115,61.426873,4.68510751015926,59.877937,2.0453747064667165,58.523315,0.2632036531321452,57.362765,2.2410399906731207,56.009484,4.547332986842015,49.035173,16.433116214718297,45.692939,22.129029233343047,45.380833,22.660927547043077,46.235796,21.203879691583982,45.203837,22.962568252225456,44.832671,23.595117993347976,45.174684,23.012251473756915,45.412366,22.607188274084848
0.12,47.891991,54.006605,12.767508454597355,52.743748,10.130622884314832,51.323848,7.165826536633235,50.220123,4.861213642172454,48.959463,2.2289154777465865,47.857083,0.07288901394806158,46.912741,2.044705136606245,45.811701,4.343711665693744,40.02692,16.42251832879531,38.777444,19.031463945610437,37.259207,22.201591076052768,37.548692,21.59713719147737,37.005011,22.73236040656567,37.545293,21.604234411553275,37.034986,22.669771653469144,37.674809,21.33380088541317
0.14,39.419235,44.513915,12.924350256924056,43.477749,10.295770580022676,42.312877,7.340685327860877,41.407506,5.0439106694992875,40.373538,2.420906950629567,39.469512,0.12754433210081637,38.695188,1.8367860259084143,37.792503,4.126746751934676,33.082879,16.07427439928756,32.528231,17.48132352137225,30.777174,21.923461984992866,30.876061,21.67260222071788,30.431574,22.800191327913897,31.382404,20.388094796867566,30.525883,22.560945183233517,31.418479,20.296578561202416
0.16,32.325352,36.575175,13.147027757037261,35.728591,10.528080251067333,34.776998,7.584282454217347,34.037511,5.296644565541002,33.193125,2.6844966761692173,32.454984,0.4010227019337666,31.822846,1.5545259955715374,31.086045,3.833854616648888,27.433036,15.134610135103868,26.935076,16.67507286540918,25.464186,21.225340407739413,25.753162,20.331379531458783,25.202062,22.03623335640707,25.988581,19.60309975897556,25.380999,21.482683313085044,26.139387,19.136574290049502
0.18,26.711325,30.304103,13.45039229615155,29.607276,10.841659857756964,28.82416,7.909884665025042,28.21571,5.6320118900878295,27.521081,3.031508171159612,26.913977,0.7586744573696756,26.394157,1.1873914903135612,25.788393,3.455208605338745,23.016524,13.832338904940128,22.676739,15.104402346195847,21.404887,19.86587337019036,21.998064,17.64517858998009,21.342982,20.097629001930827,21.731755,18.64216769478863,21.534702,19.379881005528553,21.996124,17.65244142699773
