q_inverse_angstroms,debye,propo{e=0.380}_C60BuckyBallHe,propo{e=0.380}_C60BuckyBallHe_relDiffDebye,propo{e=0.390}_C60BuckyBallHe,propo{e=0.390}_C60BuckyBallHe_relDiffDebye,propo{e=0.400}_C60BuckyBallHe,propo{e=0.400}_C60BuckyBallHe_relDiffDebye,propo{e=0.410}_C60BuckyBallHe,propo{e=0.410}_C60BuckyBallHe_relDiffDebye,propo{e=0.420}_C60BuckyBallHe,propo{e=0.420}_C60BuckyBallHe_relDiffDebye,propo{e=0.430}_C60BuckyBallHe,propo{e=0.430}_C60BuckyBallHe_relDiffDebye,propo{e=0.440}_C60BuckyBallHe,propo{e=0.440}_C60BuckyBallHe_relDiffDebye,propo{e=0.450}_C60BuckyBallHe,propo{e=0.450}_C60BuckyBallHe_relDiffDebye,strat{s=0.15}_C60BuckyBallHe,strat{s=0.15}_C60BuckyBallHe_relDiffDebye,strat{s=0.20}_C60BuckyBallHe,strat{s=0.20}_C60BuckyBallHe_relDiffDebye,strat{s=0.25}_C60BuckyBallHe,strat{s=0.25}_C60BuckyBallHe_relDiffDebye,strat{s=0.30}_C60BuckyBallHe,strat{s=0.30}_C60BuckyBallHe_relDiffDebye,strat{s=0.35}_C60BuckyBallHe,strat{s=0.35}_C60BuckyBallHe_relDiffDebye,strat{s=0.40}_C60BuckyBallHe,strat{s=0.40}_C60BuckyBallHe_relDiffDebye,strat{s=0.45}_C60BuckyBallHe,strat{s=0.45}_C60BuckyBallHe_relDiffDebye,strat{s=0.50}_C60BuckyBallHe,strat{s=0.50}_C60BuckyBallHe_relDiffDebye
0.2,0.092597,0.066439,28.249295333542122,0.067739,26.845362160761155,0.069066,25.412270375930103,0.070388,23.98457833407129,0.071726,22.53960711470134,0.073075,21.082756460792464,0.074431,19.618346166722468,0.075789,18.151775975463572,0.006859,92.59263259068868,0.005714,93.8291737313304,0.006242,93.25896087346243,0.005307,94.26871280927027,0.005501,94.05920278194758,0.005927,93.5991446807132,0.005147,94.44150458438179,0.005268,94.31083080445372
0.22,0.059274,0.063284000000000007,6.7651921584505965,0.064664,9.093363025947294,0.066069,11.463710901913153,0.067463,13.81550089415257,0.06887,16.189222930795964,0.070286,18.578128690488242,0.071706,20.97378277153559,0.073124,23.36606269190538,0.004563,92.30185241421196,0.003301,94.43094780173432,0.004431,92.52454701892904,0.003195,94.60977831764349,0.004073,93.12852178020718,0.003592,93.94000742315349,0.003282,94.46300232817086,0.003354,94.34153254377972
0.24,0.059591,0.063242,6.126764108674143,0.064624,8.445906261012574,0.066029,10.803644845698186,0.067425,13.146280478595763,0.068833,15.509053380544055,0.07025,17.88692923428036,0.071671,20.271517511033547,0.073089,22.65107147052408,0.004056,93.1936030608649,0.003313,94.4404356362538,0.004029,93.23891191622896,0.003096,94.80458458492053,0.003977,93.32617341544864,0.003067,94.85324965179306,0.00329,94.47903206860097,0.003193,94.64180832676075
0.26,0.051829,0.062462,20.515541492214776,0.063863,23.218661367188258,0.065288,25.96808736421694,0.066701,28.69436030021802,0.068127,31.445715718999,0.06956,34.21057709004611,0.070997,36.98315614810242,0.07243,39.7480175191495,0.003289,93.65413185668255,0.003284,93.66377896544405,0.003276,93.67921433946246,0.00284,94.52044222346562,0.003362,93.5132840687646,0.00248,95.21503405429392,0.002964,94.28119392618032,0.002755,94.6844430724112
0.28,0.036848,0.061078,65.75662179765523,0.062515,69.65642640034739,0.063973,73.61322188449849,0.065419,77.53745115067305,0.066875,81.48881893182806,0.068337,85.45646982197134,0.069802,89.43226226660879,0.071262,93.39448545375599,0.002547,93.08782023447677,0.002863,92.23024316109422,0.002464,93.31306990881458,0.00234,93.6495874945723,0.002578,93.00369083803736,0.001958,94.68627876682586,0.002345,93.63601823708207,0.00213,94.21949630916197
0.3,0.025332,0.060048,137.04405495026052,0.061511,142.81935891362704,0.062995,148.67756197694612,0.064464,154.47655139744194,0.065943,160.31501657982,0.067427,166.1732196431391,0.068912,172.03537028264645,0.070392,177.87778304121267,0.002278,91.00742144323387,0.002351,90.71924838149377,0.002019,92.02984367598295,0.001915,92.44039159955787,0.002069,91.83246486657191,0.001732,93.16279804200221,0.001844,92.72066950892153,0.001695,93.30885836096637
0.32,0.019039,0.059454,212.2748043489679,0.060933,220.04306948894373,0.062431,227.9111297862283,0.063914,235.7004044330059,0.065406,243.53695047008773,0.066903,251.3997583906718,0.0684,259.26256631125585,0.069891,267.09385997163713,0.002154,88.68638058721572,0.0018600000000000001,90.23057933715006,0.001742,90.85035978780398,0.001524,91.9953779085036,0.001675,91.20226902673461,0.001547,91.87457324439309,0.00142,92.54162508535111,0.001349,92.91454383108356
0.34,0.015225,0.05903,287.7175697865353,0.060519,297.4975369458128,0.062028,307.4088669950739,0.06352,317.20853858784886,0.065022,327.0738916256157,0.066528,336.9655172413793,0.068033,346.8505747126436,0.069533,356.70279146141206,0.001857,87.80295566502464,0.001481,90.27257799671592,0.00141,90.73891625615764,0.001187,92.20361247947454,0.001279,91.59934318555007,0.001259,91.73070607553366,0.001045,93.13628899835797,0.001004,93.40558292282431
0.36,0.012835,0.058747,357.70938839111807,0.060243,369.36501753019087,0.061759,381.1764705882353,0.063258,392.85547331515386,0.064766,404.6045968056097,0.066277,416.37709388391124,0.067789,428.15738215816134,0.069294,439.88313206077135,0.001635,87.2613946240748,0.001377,89.27152317880794,0.001194,90.69731203739774,0.001117,91.29723412543825,0.001079,91.59329957148422,0.001065,91.70237631476431,9.16e-4,92.86326451110244,8.36e-4,93.4865601869887
0.38,0.011514,0.058623,409.14538822303285,0.060123,422.1730067743616,0.061642,435.3656418273407,0.063143,448.40194545770373,0.064654,461.525099878409,0.066168,474.6743095362168,0.067682,487.82351919402475,0.069189,500.91193329859306,0.001746,84.83585200625326,0.001536,86.6597186034393,0.001283,88.85704359909676,0.001341,88.35330901511203,0.001189,89.67344102831336,0.001104,90.41167274622198,0.001083,90.59405940594058,9.41e-4,91.82734062879972
0.4,0.010301,0.058525,468.14872342491026,0.060028,482.73953985049997,0.061549,497.50509659256386,0.063053,512.1056208135133,0.064565,526.7838073973401,0.066082,541.5105329579653,0.067598,556.2275507232308,0.069107,570.8766139209787,0.002003,80.55528589457334,0.001722,83.28317639064169,0.001522,85.22473546257643,0.001601,84.45781962916222,0.001416,86.25376177070187,0.001245,87.9137947772061,0.00131,87.2827880788273,0.001159,88.74866517813804
0.42,0.009144,0.058357,538.1999125109362,0.059864,554.6806649168855,0.061389,571.3582677165355,0.062897,587.8499562554681,0.064413,604.4291338582677,0.065933,621.052055993001,0.067452,637.6640419947507,0.068965,654.2104111986002,0.002147,76.52012248468941,0.001786,80.46806649168855,0.001687,81.55074365704287,0.001714,81.25546806649169,0.001558,82.96150481189851,0.001359,85.13779527559055,0.001416,84.51443569553805,0.001337,85.37839020122485
0.44,0.009079,0.058193,540.9626610860228,0.059704,557.6054631567354,0.061233,574.4465249476815,0.062745,591.1003414472958,0.064265,607.8422733781254,0.065788,624.6172485956603,0.06731,641.3812093842934,0.068826,658.0790835995152,0.002262,75.08536182398943,0.001842,79.71142196277124,0.001834,79.79953739398613,0.001792,80.2621434078643,0.001677,81.52880273157838,0.001532,83.12589492234828,0.001521,83.24705364026876,0.00154,83.03777949113339
0.46,0.010079,0.058115,476.594900287727,0.059628,491.60631014981647,0.061159,506.79630915765455,0.062673,521.8176406389523,0.064194,536.9084234547079,0.065719,552.0388927472964,0.067243,567.1594404206767,0.06876,582.2105367595992,0.002525,74.94791149915666,0.002045,79.71028871911896,0.002125,78.91655918245858,0.001993,80.2262129179482,0.001927,80.88103978569302,0.001845,81.69461256076993,0.001802,82.12124218672487,0.001852,81.62516122631214
0.48,0.010763,0.058075,439.58004273901327,0.059588,453.6374616742544,0.061121,467.88070240639223,0.062635,481.94741243147814,0.064158,496.09774226516777,0.065684,510.2759453683918,0.067208,524.4355662919261,0.068726,538.5394406763913,0.002849,73.52968503205427,0.002331,78.34246957168077,0.002473,77.02313481371365,0.002255,79.0485923998885,0.002257,79.03001022019882,0.002154,79.98699247421723,0.002177,79.77329740778593,0.002163,79.90337266561369
0.5,0.011075,0.058004,423.7381489841987,0.059520000000000003,437.4266365688488,0.061054,451.27765237020316,0.06257,464.9661399548533,0.064094,478.7268623024831,0.065621,492.51467268623026,0.067148,506.3024830699774,0.068667,520.018058690745,0.003064,72.33408577878104,0.002551,76.96613995485328,0.002689,75.72009029345372,0.002437,77.99548532731377,0.002491,77.50790067720091,0.002309,79.15124153498871,0.00243,78.058690744921,0.002327,78.98871331828443
