q_inverse_angstroms,debye,propo{e=0.380}_C60BuckyBallHe,propo{e=0.380}_C60BuckyBallHe_relDiffDebye,propo{e=0.390}_C60BuckyBallHe,propo{e=0.390}_C60BuckyBallHe_relDiffDebye,propo{e=0.400}_C60BuckyBallHe,propo{e=0.400}_C60BuckyBallHe_relDiffDebye,propo{e=0.410}_C60BuckyBallHe,propo{e=0.410}_C60BuckyBallHe_relDiffDebye,propo{e=0.420}_C60BuckyBallHe,propo{e=0.420}_C60BuckyBallHe_relDiffDebye,propo{e=0.430}_C60BuckyBallHe,propo{e=0.430}_C60BuckyBallHe_relDiffDebye,propo{e=0.440}_C60BuckyBallHe,propo{e=0.440}_C60BuckyBallHe_relDiffDebye,propo{e=0.450}_C60BuckyBallHe,propo{e=0.450}_C60BuckyBallHe_relDiffDebye,strat{s=0.15}_C60BuckyBallHe,strat{s=0.15}_C60BuckyBallHe_relDiffDebye,strat{s=0.20}_C60BuckyBallHe,strat{s=0.20}_C60BuckyBallHe_relDiffDebye,strat{s=0.25}_C60BuckyBallHe,strat{s=0.25}_C60BuckyBallHe_relDiffDebye,strat{s=0.30}_C60BuckyBallHe,strat{s=0.30}_C60BuckyBallHe_relDiffDebye,strat{s=0.35}_C60BuckyBallHe,strat{s=0.35}_C60BuckyBallHe_relDiffDebye,strat{s=0.40}_C60BuckyBallHe,strat{s=0.40}_C60BuckyBallHe_relDiffDebye,strat{s=0.45}_C60BuckyBallHe,strat{s=0.45}_C60BuckyBallHe_relDiffDebye,strat{s=0.50}_C60BuckyBallHe,strat{s=0.50}_C60BuckyBallHe_relDiffDebye
0,74.170762,7.100677,90.4265821079201,6.922409,90.666930184700007,6.751074,90.89793091245308,6.590094,91.11497061335302,6.436036,91.32267779586786,6.288896,91.5210578529583,6.14867,91.71011617758491,6.015352,91.88986085918867,4.098855,94.47375908043118,4.090209,94.48541596485148,4.092807,94.48191323691674,4.076162,94.50435469437404,4.081871,94.49665759130261,4.095886,94.47776200546517,4.101019,94.47084148872571,4.076596,94.50376955814477
0.02,64.892891,6.219249,90.41613202284363,6.063482,90.6561691017896,5.913783,90.88685538759553,5.77314,91.1035863697304,5.638554,91.31098350973453,5.510021,91.50905297161133,5.387535,91.69780400136588,5.271093,91.87724122200073,3.581611,94.4807344151149,3.578747,94.48514784154092,3.57964,94.48377172778449,3.571737,94.4959502574789,3.564631,94.5069006094982,3.582282,94.47970040354652,3.584464,94.47633793969821,3.564342,94.507345958743
0.04,42.998364,4.139531,90.37281744021703,4.036854,90.61161024638054,3.938203,90.84103990561128,3.845546,91.05652949958748,3.756903,91.26268385466945,3.672272,91.45950762219698,3.591647,91.64701475618932,3.515022,91.82521921066578,2.362644,94.50527001445916,2.371139,94.48551344883727,2.369649,94.48897869695692,2.378238,94.4690035183664,2.348979,94.53705029335535,2.371653,94.48431805451946,2.368177,94.49240208301877,2.35712,94.51811701487061
0.06,20.783338,2.030028,90.23242560939921,1.981202,90.46735418535752,1.934331,90.69287618764609,1.890346,90.90451206634853,1.848306,91.10678948684759,1.808205,91.29973731842304,1.770039,91.48337480726147,1.733802,91.65773082264263,1.130685,94.55965639398252,1.144709,94.49217926398542,1.143925,94.49595151654657,1.160214,94.41757623342313,1.125662,94.5838247927258,1.145791,94.48697317052728,1.139476,94.51735808752186,1.135623,94.53589697670317
0.08,6.736308,0.696741,89.65693076979258,0.681951,89.87648723900392,0.667806,90.08646873034904,0.654585,90.28273350921603,0.641998,90.46958660441298,0.630042,90.64707255072065,0.618712,90.81526557277368,0.608002,90.97425474013362,0.359417,94.66448089962633,0.36861,94.52801148641066,0.37052,94.49965767598513,0.381747,94.33299368140531,0.361873,94.6280217591001,0.372342,94.47261021912894,0.36746,94.54508315237366,0.366661,94.55694424898624
0.1,1.293377,0.180381,86.0534863384767,0.178773,86.17781203778944,0.177303,86.29146799425071,0.175995,86.39259860040809,0.174816,86.48375531650863,0.17376,86.56540204441552,0.172823,86.63784805203743,0.171999,86.70155724123747,0.068478,94.70548803635754,0.068639,94.69304000303082,0.071248,94.49132000955638,0.0737,94.30173878149989,0.07106,94.50585560126707,0.072836,94.36854064978735,0.07072,94.5321433735098,0.070684,94.53492678468845
0.12,0.390208,0.094676,75.73704280793834,0.095255,75.58866040675743,0.095889,75.42618295883221,0.096559,75.25447966212892,0.097273,75.07150032803018,0.098026,74.87852632442184,0.098814,74.67658274561259,0.099631,74.46720723306544,0.025508,93.46297359357062,0.020726,94.68847383959323,0.021042,94.60749138920781,0.019267,95.06237698868296,0.023618,93.9473306544202,0.022646,94.19642857142857,0.021947,94.37556380186977,0.022079,94.34173568968345
0.14,0.518265,0.106693,79.41342749365671,0.106965,79.36094469045759,0.107304,79.29553413794102,0.107697,79.21970420537757,0.108145,79.13326194128486,0.108645,79.03678620010999,0.109191,78.93143469074701,0.109778,78.81817217060771,0.033866,93.46550509874292,0.029758,94.25814978823574,0.027525,94.68901044832276,0.026178,94.9489160950479,0.029069,94.39109335957473,0.029347,94.3374528474815,0.028701,94.46209950507945,0.028737,94.45515325171485
0.16,0.4423,0.099435,77.51865249830432,0.099893,77.41510287135428,0.10041,77.29821388198056,0.10097,77.17160298439974,0.101579,77.03391363328058,0.102232,76.8862762830658,0.102924,76.72982138819805,0.10365,76.56567940312004,0.028112,93.64413294144246,0.026308,94.05200090436355,0.023695,94.64277639611123,0.023551,94.6753334840606,0.023648,94.65340266787248,0.025229,94.29595297309518,0.024331,94.49898259100159,0.024229,94.52204386163238
0.18,0.227933,0.079179,65.26216037168817,0.080154,64.83440309213672,0.081168,64.3895355214032,0.082196,63.93852579486078,0.083252,63.47523175670043,0.084333,63.00096958316699,0.085433,62.51837162674997,0.086546,62.03007023993893,0.014928,93.45070700600616,0.014037000000000001,93.84161135070393,0.012927,94.32859656127019,0.012714,94.42204507464913,0.012128,94.67913816779492,0.013544,94.05790298026174,0.012574,94.48346663273857,0.012555,94.49180241562213
