q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,186.836133,216.260132,186.459904,-29.42399900000001,0.37622899999999504,-29.800228000000004
0.02,182.772539,211.260561,182.44437,-28.488022,0.3281690000000026,-28.816191000000003
0.04,171.06382,196.893726,170.870723,-25.829905999999994,0.19309699999999452,-26.02300299999999
0.06,153.069864,174.935173,153.073673,-21.865308999999996,-0.003809000000018159,-21.861499999999978
0.08,130.789167,147.972844,131.016306,-17.183677000000017,-0.22713899999999398,-16.956538000000023
0.1,106.520472,118.943294,106.959672,-12.422821999999996,-0.4391999999999996,-11.983621999999997
0.12,82.49886,90.64182,83.106833,-8.142960000000002,-0.6079730000000012,-7.534987000000001
0.14,60.58076,65.311793,61.293849,-4.7310329999999965,-0.7130890000000036,-4.017943999999993
0.16,42.035025,44.390453,42.783556,-2.3554280000000034,-0.7485309999999998,-1.6068970000000036
0.18,27.467648,28.443249,28.189418,-0.975601000000001,-0.7217699999999994,-0.2538310000000017
0.2,16.874663,17.270618,17.524651,-0.39595499999999717,-0.6499879999999969,0.25403299999999973
0.22,9.790211,10.133296,10.344989,-0.3430850000000003,-0.5547780000000007,0.21169300000000035
0.24,5.481305,6.024088,5.938179,-0.542783,-0.456874,-0.08590900000000001
0.26,3.139653,3.917372,3.511839,-0.7777189999999998,-0.37218600000000013,-0.4055329999999997
0.28,2.0321,2.948073,2.34196,-0.9159730000000001,-0.30986,-0.6061130000000001
0.3,1.589693,2.500532,1.862021,-0.9108390000000002,-0.2723279999999999,-0.6385110000000003
0.32,1.43465,2.214805,1.69151,-0.7801550000000002,-0.2568600000000001,-0.5232950000000001
0.34,1.359396,1.936274,1.617174,-0.576878,-0.25777799999999984,-0.31910000000000016
0.36,1.279128,1.640723,1.547715,-0.3615949999999999,-0.2685869999999999,-0.09300799999999998
0.38,1.179037,1.362663,1.462557,-0.18362600000000007,-0.2835200000000002,0.09989400000000015
0.4,1.071379,1.143863,1.369685,-0.07248399999999999,-0.29830599999999996,0.22582199999999997
0.42,0.969318,1.006975,1.279625,-0.03765699999999994,-0.310307,0.27265000000000006
0.44,0.877024,0.950021,1.195277,-0.07299699999999998,-0.3182529999999999,0.24525599999999992
0.46,0.790812,0.95313,1.112696,-0.16231800000000007,-0.32188399999999995,0.15956599999999987
0.48,0.704862,0.989124,1.026479,-0.284262,-0.32161699999999993,0.037354999999999916
0.5,0.616332,1.032403,0.934656,-0.41607099999999997,-0.31832400000000005,-0.09774699999999992
