q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,174.979838,199.602762,54.678773,-24.622924000000012,120.301065,-144.923989
0.02,150.234398,171.118599,46.97838,-20.88420099999999,103.256018,-124.14021899999999
0.04,96.543608,109.351641,30.26841,-12.808032999999995,66.275198,-79.083231
0.06,49.380526,55.202195,15.585281,-5.821669,33.795245,-39.616914
0.08,22.782066,24.838923,7.29952,-2.056857000000001,15.482546,-17.539403
0.1,10.530964,11.072016,3.479547,-0.5410519999999988,7.051417000000001,-7.5924689999999995
0.12,4.826013,4.894967,1.697635,-0.06895400000000063,3.1283779999999997,-3.1973320000000003
0.14,2.25492,2.292324,0.891966,-0.03740399999999999,1.3629539999999998,-1.4003579999999998
0.16,1.308624,1.433963,0.594368,-0.1253390000000001,0.714256,-0.8395950000000001
0.18,1.05874,1.270732,0.515363,-0.21199199999999996,0.543377,-0.755369
0.2,0.940672,1.188982,0.477494,-0.24831000000000003,0.463178,-0.711488
0.22,0.779459,1.005579,0.426153,-0.22612,0.353306,-0.579426
0.24,0.644375,0.859845,0.383368,-0.21546999999999994,0.26100700000000004,-0.476477
0.26,0.519287,0.739461,0.344119,-0.22017399999999998,0.17516800000000005,-0.395342
0.28,0.373081,0.562074,0.298581,-0.18899299999999997,0.07450000000000001,-0.263493
0.3,0.276544,0.428637,0.268538,-0.15209299999999998,0.008006000000000013,-0.160099
0.32,0.257561,0.401905,0.262614,-0.14434400000000003,-0.00505300000000003,-0.139291
0.34,0.250452,0.389734,0.260448,-0.13928200000000002,-0.009996000000000005,-0.129286
0.36,0.214077,0.345713,0.249103,-0.131636,-0.035026,-0.09661
0.38,0.177942,0.316594,0.237768,-0.138652,-0.05982600000000002,-0.07882599999999998
0.4,0.162375,0.310121,0.232877,-0.147746,-0.07050200000000001,-0.07724399999999998
0.42,0.154677,0.302038,0.230399,-0.14736099999999996,-0.07572199999999998,-0.07163899999999998
0.44,0.153249,0.304762,0.22987,-0.15151299999999998,-0.076621,-0.07489199999999999
0.46,0.151613,0.313784,0.229385,-0.162171,-0.07777200000000001,-0.084399
0.48,0.134278,0.296749,0.224068,-0.16247099999999998,-0.08978999999999998,-0.072681
0.5,0.111047,0.26161,0.216909,-0.150563,-0.10586199999999998,-0.04470100000000002
