q_inverse_angstroms,debye,propo{e=0.380}_C60BuckyBallHe,propo{e=0.380}_C60BuckyBallHe_relDiffDebye,propo{e=0.390}_C60BuckyBallHe,propo{e=0.390}_C60BuckyBallHe_relDiffDebye,propo{e=0.400}_C60BuckyBallHe,propo{e=0.400}_C60BuckyBallHe_relDiffDebye,propo{e=0.410}_C60BuckyBallHe,propo{e=0.410}_C60BuckyBallHe_relDiffDebye,propo{e=0.420}_C60BuckyBallHe,propo{e=0.420}_C60BuckyBallHe_relDiffDebye,propo{e=0.430}_C60BuckyBallHe,propo{e=0.430}_C60BuckyBallHe_relDiffDebye,propo{e=0.440}_C60BuckyBallHe,propo{e=0.440}_C60BuckyBallHe_relDiffDebye,propo{e=0.450}_C60BuckyBallHe,propo{e=0.450}_C60BuckyBallHe_relDiffDebye,strat{s=0.15}_C60BuckyBallHe,strat{s=0.15}_C60BuckyBallHe_relDiffDebye,strat{s=0.20}_C60BuckyBallHe,strat{s=0.20}_C60BuckyBallHe_relDiffDebye,strat{s=0.25}_C60BuckyBallHe,strat{s=0.25}_C60BuckyBallHe_relDiffDebye,strat{s=0.30}_C60BuckyBallHe,strat{s=0.30}_C60BuckyBallHe_relDiffDebye,strat{s=0.35}_C60BuckyBallHe,strat{s=0.35}_C60BuckyBallHe_relDiffDebye,strat{s=0.40}_C60BuckyBallHe,strat{s=0.40}_C60BuckyBallHe_relDiffDebye,strat{s=0.45}_C60BuckyBallHe,strat{s=0.45}_C60BuckyBallHe_relDiffDebye,strat{s=0.50}_C60BuckyBallHe,strat{s=0.50}_C60BuckyBallHe_relDiffDebye
0.2,0.092597,0.066439,28.249295333542122,0.067739,26.845362160761155,0.069066,25.412270375930103,0.070388,23.98457833407129,0.071726,22.53960711470134,0.073075,21.082756460792464,0.074431,19.618346166722468,0.075789,18.151775975463572,0.39976,331.7202501160945,0.428051,362.27307580159186,0.209613,126.37126472779896,0.24836,168.21603291683314,0.216791,134.12313573873885,0.202062,118.21657289113037,0.207833,124.44895622968346,0.160468,73.29719105370584
0.22,0.059274,0.063284000000000007,6.7651921584505965,0.064664,9.093363025947294,0.066069,11.463710901913153,0.067463,13.81550089415257,0.06887,16.189222930795964,0.070286,18.578128690488242,0.071706,20.97378277153559,0.073124,23.36606269190538,0.410758,592.9817457907345,0.425541,617.9218544387084,0.188599,218.18166481087832,0.273406,361.25788710058373,0.187305,215.99858285251545,0.164954,178.29065020076257,0.177623,199.66427101258563,0.171884,189.98211694840913
0.24,0.059591,0.063242,6.126764108674143,0.064624,8.445906261012574,0.066029,10.803644845698186,0.067425,13.146280478595763,0.068833,15.509053380544055,0.07025,17.88692923428036,0.071671,20.271517511033547,0.073089,22.65107147052408,0.440892,639.8634021916062,0.465904,681.8361833162726,0.203235,241.0498229598429,0.274784,361.116611568861,0.174551,192.91503750566363,0.176193,195.6704871541004,0.176608,196.36690104210365,0.191407,221.20118809887396
0.26,0.051829,0.062462,20.515541492214776,0.063863,23.218661367188258,0.065288,25.96808736421694,0.066701,28.69436030021802,0.068127,31.445715718999,0.06956,34.21057709004611,0.070997,36.98315614810242,0.07243,39.7480175191495,0.430171,729.9812846090026,0.478053,822.3658569526713,0.220458,325.35646066873755,0.23538799999999999,354.16272743058903,0.166606,221.45324046383303,0.189599,265.8164348144861,0.179759,246.83092477184587,0.189361,265.3572324374385
0.28,0.036848,0.061078,65.75662179765523,0.062515,69.65642640034739,0.063973,73.61322188449849,0.065419,77.53745115067305,0.066875,81.48881893182806,0.068337,85.45646982197134,0.069802,89.43226226660879,0.071262,93.39448545375599,0.381922,936.4795918367347,0.468788,1172.2210160660009,0.224289,508.68703864524537,0.192948,423.6322188449849,0.172871,369.14622231871476,0.191223,418.95082501085545,0.175606,376.5686061658707,0.168715,357.86745549283546
0.3,0.025332,0.060048,137.04405495026052,0.061511,142.81935891362704,0.062995,148.67756197694612,0.064464,154.47655139744194,0.065943,160.31501657982,0.067427,166.1732196431391,0.068912,172.03537028264645,0.070392,177.87778304121267,0.336108,1226.8119374703933,0.471749,1762.2651192168007,0.213205,741.6429812095374,0.179142,607.1766935101848,0.184932,630.0331596399811,0.187667,640.8297805147639,0.167725,562.1072161692721,0.146366,477.79093636507184
0.32,0.019039,0.059454,212.2748043489679,0.060933,220.04306948894373,0.062431,227.9111297862283,0.063914,235.7004044330059,0.065406,243.53695047008773,0.066903,251.3997583906718,0.0684,259.26256631125585,0.069891,267.09385997163713,0.329767,1632.0605073795894,0.483502,2439.5346394243393,0.197791,938.8728399600818,0.187938,887.1211723304795,0.185432,873.9587163191345,0.183973,866.2954987131677,0.159509,737.8013551131888,0.140942,640.2804769158045
0.34,0.015225,0.05903,287.7175697865353,0.060519,297.4975369458128,0.062028,307.4088669950739,0.06352,317.20853858784886,0.065022,327.0738916256157,0.066528,336.9655172413793,0.068033,346.8505747126436,0.069533,356.70279146141206,0.368031,2317.2807881773397,0.480606,3056.6896551724135,0.193364,1170.0426929392447,0.201305,1222.200328407225,0.177551,1066.1806239737275,0.178217,1070.5550082101804,0.153069,905.3793103448277,0.157046,931.5008210180624
0.36,0.012835,0.058747,357.70938839111807,0.060243,369.36501753019087,0.061759,381.1764705882353,0.063258,392.85547331515386,0.064766,404.6045968056097,0.066277,416.37709388391124,0.067789,428.15738215816134,0.069294,439.88313206077135,0.421881,3186.9575379820803,0.470572,3566.318659914297,0.208237,1522.4152707440594,0.215126,1576.0888196338137,0.182562,1322.3763147643165,0.171529,1236.4160498636543,0.153236,1093.8917023763147,0.177712,1284.5890144137127
0.38,0.011514,0.058623,409.14538822303285,0.060123,422.1730067743616,0.061642,435.3656418273407,0.063143,448.40194545770373,0.064654,461.525099878409,0.066168,474.6743095362168,0.067682,487.82351919402475,0.069189,500.91193329859306,0.457696,3875.125933645996,0.479184,4061.7509119332985,0.236662,1955.4281743963872,0.230017,1897.7158242140003,0.209107,1716.1108216084767,0.173475,1406.6440854611776,0.161711,1304.472815702623,0.186497,1519.7411846447803
0.4,0.010301,0.058525,468.14872342491026,0.060028,482.73953985049997,0.061549,497.50509659256386,0.063053,512.1056208135133,0.064565,526.7838073973401,0.066082,541.5105329579653,0.067598,556.2275507232308,0.069107,570.8766139209787,0.462927,4394.000582467722,0.50328,4785.739248616639,0.264285,2465.624696631395,0.240301,2232.792932724978,0.243829,2267.0420347539075,0.191407,1758.1399864090865,0.176889,1617.202213377342,0.186533,1710.8241918260364
0.42,0.009144,0.058357,538.1999125109362,0.059864,554.6806649168855,0.061389,571.3582677165355,0.062897,587.8499562554681,0.064413,604.4291338582677,0.065933,621.052055993001,0.067452,637.6640419947507,0.068965,654.2104111986002,0.453216,4856.4304461942265,0.526618,5659.16447944007,0.282412,2988.4951881014877,0.246722,2598.1846019247596,0.275486,2912.751531058618,0.225815,2369.542869641295,0.205306,2145.2537182852143,0.189337,1970.6146106736658
0.44,0.009079,0.058193,540.9626610860228,0.059704,557.6054631567354,0.061233,574.4465249476815,0.062745,591.1003414472958,0.064265,607.8422733781254,0.065788,624.6172485956603,0.06731,641.3812093842934,0.068826,658.0790835995152,0.469252,5068.542791056284,0.563335,6104.813305430114,0.294699,3145.941182949664,0.263413,2801.343760326027,0.310192,3316.587729926204,0.279136,2974.5236259499943,0.258763,2750.1266659323715,0.202554,2131.016631787642
0.46,0.010079,0.058115,476.594900287727,0.059628,491.60631014981647,0.061159,506.79630915765455,0.062673,521.8176406389523,0.064194,536.9084234547079,0.065719,552.0388927472964,0.067243,567.1594404206767,0.06876,582.2105367595992,0.539296,5250.689552534975,0.628075,6131.520984224627,0.307406,2949.9652743327715,0.2972,2848.705228693323,0.355358,3425.726758607005,0.347892,3351.6519495981747,0.331472,3188.738962198631,0.230359,2185.5342791943644
0.48,0.010763,0.058075,439.58004273901327,0.059588,453.6374616742544,0.061121,467.88070240639223,0.062635,481.94741243147814,0.064158,496.09774226516777,0.065684,510.2759453683918,0.067208,524.4355662919261,0.068726,538.5394406763913,0.627636,5731.422465855245,0.686731,6280.4794202359935,0.318436,2858.617485831088,0.331907,2983.7777571309116,0.402729,3641.791322122085,0.407256,3683.85208584967,0.3938,3558.831180897519,0.266539,2376.4377961534888
0.5,0.011075,0.058004,423.7381489841987,0.059520000000000003,437.4266365688488,0.061054,451.27765237020316,0.06257,464.9661399548533,0.064094,478.7268623024831,0.065621,492.51467268623026,0.067148,506.3024830699774,0.068667,520.018058690745,0.662979,5886.266365688489,0.697079,6194.167042889391,0.322742,2814.1489841986454,0.346859,3031.909706546275,0.436595,3842.1670428893904,0.43309,3810.5191873589165,0.41947,3687.5395033860045,0.292143,2537.860045146727
