q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,174.979838,200.269472,55.374158,-25.289634000000007,119.60568,-144.895314
0.02,150.234398,171.944067,47.575148,-21.70966899999999,102.65925,-124.36891899999999
0.04,96.543608,110.370553,30.651176,-13.826944999999995,65.89243200000001,-79.71937700000001
0.06,49.380526,56.164425,15.780002,-6.783898999999998,33.60052400000001,-40.384423
0.08,22.782066,25.642274,7.388127,-2.860208,15.393939,-18.254147
0.1,10.530964,11.739307,3.519232,-1.2083429999999993,7.011732,-8.220075
0.12,4.826013,5.394061,1.7145,-0.5680480000000001,3.1115129999999995,-3.6795609999999996
0.14,2.25492,2.591543,0.898512,-0.33662300000000034,1.3564079999999998,-1.6930310000000002
0.16,1.308624,1.531673,0.597103,-0.22304900000000005,0.711521,-0.93457
0.18,1.05874,1.196293,0.517087,-0.13755300000000004,0.541653,-0.6792060000000001
0.2,0.940672,1.037688,0.478732,-0.09701599999999999,0.46193999999999996,-0.558956
0.22,0.779459,0.865927,0.426734,-0.08646799999999999,0.352725,-0.439193
0.24,0.644375,0.742978,0.383401,-0.098603,0.26097400000000004,-0.35957700000000004
0.26,0.519287,0.638314,0.34365,-0.119027,0.17563700000000004,-0.29466400000000004
0.28,0.373081,0.495851,0.297529,-0.12276999999999999,0.07555200000000001,-0.198322
0.3,0.276544,0.404423,0.267101,-0.12787899999999996,0.009443000000000035,-0.137322
0.32,0.257561,0.398177,0.261101,-0.14061600000000002,-0.003540000000000043,-0.13707599999999998
0.34,0.250452,0.388852,0.258907,-0.13839999999999997,-0.00845499999999999,-0.12994499999999998
0.36,0.214077,0.343772,0.247416,-0.12969500000000003,-0.03333900000000001,-0.09635600000000002
0.38,0.177942,0.307159,0.235936,-0.12921700000000003,-0.05799400000000002,-0.07122300000000001
0.4,0.162375,0.293002,0.230983,-0.130627,-0.068608,-0.06201899999999999
0.42,0.154677,0.288952,0.228473,-0.13427499999999998,-0.073796,-0.06047899999999998
0.44,0.153249,0.292393,0.227937,-0.13914400000000002,-0.074688,-0.06445600000000001
0.46,0.151613,0.284763,0.227447,-0.13315,-0.07583400000000001,-0.05731599999999998
0.48,0.134278,0.253786,0.222061,-0.119508,-0.087783,-0.031725
0.5,0.111047,0.224884,0.21481,-0.113837,-0.103763,-0.010074
