q_inverse_angstroms,debye,propo{e=0.380}_NeonMOF,propo{e=0.380}_NeonMOF_relDiffDebye,propo{e=0.390}_NeonMOF,propo{e=0.390}_NeonMOF_relDiffDebye,propo{e=0.400}_NeonMOF,propo{e=0.400}_NeonMOF_relDiffDebye,propo{e=0.410}_NeonMOF,propo{e=0.410}_NeonMOF_relDiffDebye,propo{e=0.420}_NeonMOF,propo{e=0.420}_NeonMOF_relDiffDebye,propo{e=0.430}_NeonMOF,propo{e=0.430}_NeonMOF_relDiffDebye,propo{e=0.440}_NeonMOF,propo{e=0.440}_NeonMOF_relDiffDebye,propo{e=0.450}_NeonMOF,propo{e=0.450}_NeonMOF_relDiffDebye,strat{s=0.15}_NeonMOF,strat{s=0.15}_NeonMOF_relDiffDebye,strat{s=0.20}_NeonMOF,strat{s=0.20}_NeonMOF_relDiffDebye,strat{s=0.25}_NeonMOF,strat{s=0.25}_NeonMOF_relDiffDebye,strat{s=0.30}_NeonMOF,strat{s=0.30}_NeonMOF_relDiffDebye,strat{s=0.35}_NeonMOF,strat{s=0.35}_NeonMOF_relDiffDebye,strat{s=0.40}_NeonMOF,strat{s=0.40}_NeonMOF_relDiffDebye,strat{s=0.45}_NeonMOF,strat{s=0.45}_NeonMOF_relDiffDebye,strat{s=0.50}_NeonMOF,strat{s=0.50}_NeonMOF_relDiffDebye
0,305.202254,134.292959,55.99870012755541,130.768324,57.153552345652074,127.538125,58.211932143856316,124.455442,59.22197809194423,121.520228,60.18370558953997,118.732428,61.0971326574803,116.091986,61.96227764425356,113.598838,62.77916151956073,898.777841,194.48597748560536,903.666393,196.08771926042198,883.947836,189.6269029520339,926.585029,203.59704650149803,908.00623,197.5096736998541,892.174163,192.32227197116313,889.899012,191.57681515681077,892.276963,192.35595455333697
0.02,266.270263,117.243144,55.96836737266452,114.169663,57.12263858769688,111.35302,58.18045216712765,108.665096,59.18992426127584,106.105842,60.151073272496824,103.675205,61.06391910537903,101.373127,61.92848354230228,99.199546,62.74478986787947,780.325083,193.05754018803069,784.984072,194.80726204863515,767.191146,188.12498149671336,807.823497,203.3847970473518,796.070535,198.97087494144998,777.804145,192.11078106758018,778.816297,192.49090312424408,778.139623,192.23677260573407
0.04,179.8151,79.37054,55.85991387820044,77.299201,57.01184105228093,75.401188,58.06737698891806,73.590138,59.0745504687871,71.866002,60.03338874210231,70.228727,60.94392128358519,68.678255,61.806180348591425,67.214524,62.6202004169839,519.486165,188.90018969485877,523.698349,191.2426981938669,510.784527,184.06097541307707,544.693987,202.91893561775402,544.919418,203.04430384322555,524.611441,191.75049314545885,530.41473800000006,194.97786225962116,525.539376,192.26654268746057
0.06,99.666043,44.241872,55.60988410064599,43.100067,56.75551501527958,42.054128,57.80495870594562,41.056421,58.80600878275061,40.106897,59.758714409881804,39.205504,60.663127761578735,38.352183,61.519308035536234,37.546873,62.32731643615068,282.760166,183.70762748150844,285.695317,186.6526134683605,278.276323,179.20876019929878,301.88522,202.8967649493218,307.841432,208.87293478682602,290.758559,191.73282117762014,296.683304,197.6774185767564,292.103018,193.08178513719062
0.08,50.640425,22.740012,55.095139900583376,22.167164,56.226346836544124,21.64277,57.26187132118263,21.142901,58.2489661174842,20.667508,59.18772798609017,20.21654,60.07825763705578,19.789938,60.92067157809201,19.387639,61.71509421573772,143.411584,183.19585390525458,143.680661,183.7272021314987,140.401626,177.25206887580427,154.204922,204.50953363839267,159.654601,215.27105272122026,147.775442,191.81319469573964,150.711958,197.61195329620557,148.824243,193.88426933620718
0.1,27.020406,12.375512,54.1993854570505,12.076918,55.30445397452578,11.803923,56.314782982905584,11.544025,57.27664121701207,11.297178,58.19019891855067,11.063327,59.05565963738665,10.842415,59.87323432519851,10.634379,60.64315613910465,79.157332,192.95389565945084,77.004212,184.98539955321172,76.29721,182.3688511564186,83.110258,207.5833057430743,86.239642,219.16486376999666,78.749756,191.44549493445805,79.350854,193.67010251437375,79.225282000000007,193.20537226568692
0.12,16.439632,7.733955,52.95542503627818,7.558181,54.02463388474875,7.39777,55.0003917362627,7.24534,55.92760227236231,7.100842,56.80656355324742,6.964223,57.63759797056284,6.835426,58.421052247398244,6.714387,59.157315686871826,50.797425,208.9936867199947,47.638061,189.77571395758739,48.422243,194.54578423653282,50.871271,209.44288168980916,51.833141,215.29380341360437,47.975259,191.82684259599,47.585081,189.45344397003535,48.269399,193.61605539588723
0.14,10.874854,5.294635,51.313047513097644,5.183408,52.33583825585152,5.082164,53.26683006502891,4.986212,54.14915915192976,4.895503,54.98327609731588,4.809984,55.7696682640521,4.729596,56.50887818815774,4.654278,57.201466796703656,35.278452,224.40391383645246,31.902094,193.35652690141868,33.428023,207.38824631576668,33.681676,209.7207190091932,33.420418,207.31831434242704,31.943261,193.7350791100276,31.180072,186.71715500732242,32.212459,196.21049625126005
0.16,6.950784,3.572445,48.603711466217334,3.506788,49.548309946043496,3.447318,50.40389688415004,3.39124,51.21068357181004,3.338506,51.969360578605226,3.289064,52.6806760215826,3.242854,53.34549311271937,3.199815,53.96468945085906,23.435465,237.162901336022,20.432289,193.95660978675215,22.185911,219.1857350192439,21.62542,211.1220259470011,21.114428,203.77045236911408,20.692412,197.69896460600705,19.807181,184.963264575622,20.806458,199.33972915861006
0.18,4.100368,2.318652,43.45258767017984,2.286172,44.24471169416988,2.257113,44.95340418225876,2.230065,45.61305229189184,2.204978,46.22487542581543,2.1818,46.79014176288567,2.160473,47.310265810288236,2.140934,47.78678401548348,14.312169,249.0459636793576,12.362611,201.50003609432133,13.806353,236.71009528900822,12.895956,214.50728324872307,12.531357,205.61542281083067,12.444897,203.50683158194585,11.64816,184.07596586452732,12.486412,204.5193016821905
0.2,2.372201,1.557928,34.3256326087039,1.545577,34.84628832042479,1.534971,35.29338365509499,1.525536,35.69111555049509,1.517223,36.04154959887463,1.509981,36.346835702370925,1.503751,36.6094610026722,1.49847,36.8320812612422,8.712205,267.26251274660115,7.917755,233.77251759020416,8.625687,263.61535131297893,7.591777,220.03093329781075,7.36625,210.5238552719605,7.321671,208.64463002924288,6.773101,185.51969247125348,7.367681,210.58417899663647
0.22,1.46119,1.157661,20.77272633949041,1.155902,20.8931076725135,1.155004,20.95456443036156,1.154836,20.966061908444487,1.15535,20.93088510050027,1.156493,20.852661187114613,1.158206,20.73542797309042,1.160428,20.583360137969738,5.764472,294.50530047427094,5.736606,292.59822473463413,5.77241,295.0485563136895,4.874054,233.56743476207748,4.627164,216.6709325960347,4.600846,214.86979790444772,4.347466,197.52913721008215,4.616741,215.9576098933061
0.24,0.913501,0.916928,0.3751501093047471,0.921538,0.8798019925539173,0.92648,1.4207975689134398,0.931886,2.0125867404633366,0.937708,2.6499149973563223,0.943894,3.327089953924517,0.950385,4.0376529418139695,0.957118,4.77470741685012,3.898981,326.81737622618914,4.23668,363.78493291195076,3.937681,331.0538247905585,3.345938,266.27633686224755,2.999412,228.34249770936208,3.005228,228.97916915252415,2.943475,222.21913276504347,3.011675,229.68491550638691
0.26,0.497531,0.732366,47.20007396524035,0.74186,49.10829676944752,0.751278,51.001244143581005,0.760957,52.94665056046759,0.770849,54.93486838006074,0.780901,56.955244999809054,0.791055,58.996122854656285,0.801248,61.04483941704134,2.42183,386.7696686236636,2.85366,473.56426031744763,2.484697,399.4054641821314,2.213713,344.9397122993341,1.822443,266.2973764448849,1.852365,272.3114740589029,1.800641,261.9153379387415,1.842649,270.3586309194804
