q_inverse_angstroms,debye,propo{e=0.380}_NeonMOF,propo{e=0.380}_NeonMOF_relDiffDebye,propo{e=0.390}_NeonMOF,propo{e=0.390}_NeonMOF_relDiffDebye,propo{e=0.400}_NeonMOF,propo{e=0.400}_NeonMOF_relDiffDebye,propo{e=0.410}_NeonMOF,propo{e=0.410}_NeonMOF_relDiffDebye,propo{e=0.420}_NeonMOF,propo{e=0.420}_NeonMOF_relDiffDebye,propo{e=0.430}_NeonMOF,propo{e=0.430}_NeonMOF_relDiffDebye,propo{e=0.440}_NeonMOF,propo{e=0.440}_NeonMOF_relDiffDebye,propo{e=0.450}_NeonMOF,propo{e=0.450}_NeonMOF_relDiffDebye,strat{s=0.15}_NeonMOF,strat{s=0.15}_NeonMOF_relDiffDebye,strat{s=0.20}_NeonMOF,strat{s=0.20}_NeonMOF_relDiffDebye,strat{s=0.25}_NeonMOF,strat{s=0.25}_NeonMOF_relDiffDebye,strat{s=0.30}_NeonMOF,strat{s=0.30}_NeonMOF_relDiffDebye,strat{s=0.35}_NeonMOF,strat{s=0.35}_NeonMOF_relDiffDebye,strat{s=0.40}_NeonMOF,strat{s=0.40}_NeonMOF_relDiffDebye,strat{s=0.45}_NeonMOF,strat{s=0.45}_NeonMOF_relDiffDebye,strat{s=0.50}_NeonMOF,strat{s=0.50}_NeonMOF_relDiffDebye
0.28,0.218487,0.60722,177.92042547153838,0.620025,183.78118606599023,0.632479,189.48129637003578,0.645056,195.23770292969377,0.657707,201.0279787813463,0.670381,206.82878157510518,0.683018,212.61264972286682,0.695557,218.35166394339254,1.491441,582.6223070480165,1.786418,717.6312549488072,1.502429,587.6514392160633,1.399264,540.4335269375295,1.089841,398.81274400765267,1.076291,392.6110020275807,0.999458,357.44506538146436,1.019974,366.83509774036895
0.3,0.111514,0.559176,401.4401779148806,0.573253,414.06370500564947,0.586872,426.27652133364415,0.600561,438.55211004896245,0.614272,450.8474272288682,0.627952,463.1149452086733,0.641543,475.3026525817385,0.654982,487.35405419947267,1.211987,986.8473913589324,1.26538,1034.7274781641765,1.07091,860.3368186954106,1.004027,800.3595961045249,0.824539,639.4040210197824,0.731727,556.1750094158581,0.695595,523.7736965762145,0.62154,457.36499452983475
0.32,0.12063,0.564263,367.76340877062086,0.578206,379.32189339302,0.591701,390.5089944458261,0.605273,401.7599270496559,0.618871,413.03241316422105,0.632445,424.2850037304153,0.645935,435.4679598773108,0.659278,446.5290557904336,1.292874,971.7682168614774,1.259138,943.8017077012353,1.038172,760.6250518113239,0.996412,726.0067976456934,0.80481,567.1723451877642,0.75864,528.8982840089529,0.800441,563.5505264030506,0.595058,393.2918842742269
0.34,0.135896,0.572011,320.9182021545888,0.585749,331.0274033084123,0.599056,340.8194501677754,0.612448,350.6740448578325,0.625876,360.5551303938306,0.639287,370.4237063636899,0.652623,380.237093071172,0.665822,389.9496673927121,1.437682,957.92812150468,1.372301,909.8170659916408,1.117567,722.369311826691,1.078951,693.9534644139637,0.817056,501.2362394772474,0.814815,499.5871843174192,0.931645,585.5573379643257,0.613194,351.2229940542768
0.36,0.143594,0.574336,299.97214368288365,0.588012,309.49621850495146,0.601263,318.7243199576584,0.614601,328.0130089000933,0.627978,337.32885775171667,0.64134,346.63426048442136,0.65463,355.8895218463167,0.667785,365.0507681379445,1.689277,1076.4258952323912,1.413616,884.4533894173852,1.222971,751.6867000013929,1.186464,726.26293577726085,0.906569,531.3418387954928,0.846359,489.4111174561611,0.93,547.6593729543017,0.603823,320.50712425310246
0.38,0.172896,0.585759,238.7926846196558,0.599133,246.52797057190452,0.612107,254.0319035720896,0.62518,261.59309642791044,0.638305,269.18436516749955,0.651428,276.77447714232835,0.664491,284.3298861743476,0.677432,291.81473255598746,2.006986,1060.8053396261337,1.558847,801.609638163983,1.391254,704.6767999259671,1.436127,730.6305524708496,1.075937,522.3030029613178,1.00994,484.1315010179531,0.985634,470.07333888580416,0.772647,346.88541088284285
0.4,0.182032,0.59022,224.2396941197152,0.603475,231.5213808561132,0.616341,238.58936890217106,0.629311,245.7144897600422,0.642338,252.8709237936187,0.655367,260.02845653511474,0.668342,267.1563241627846,0.681199,274.21936802320477,2.062931,1033.2793135272918,1.686688,826.5887316515779,1.451749,697.5240617034368,1.57498,765.2214995165685,1.145447,529.2558451261318,1.118234,514.3062758196361,1.034796,468.46928012657116,0.96176,428.34666432275645
0.42,0.205749,0.600949,192.07869783085215,0.61392,198.382981205255,0.626526,204.50986396045673,0.639248,210.6931260905278,0.652038,216.90943819897063,0.664843,223.13304074381892,0.677605,229.33574403763814,0.690261,235.48692824752493,2.023278,883.3719726462826,1.803398,776.5038955231861,1.537444,647.2425139368843,1.651924,702.8831245838377,1.339284,550.9309887289853,1.26424,514.4574214212463,1.177146,472.12720353440363,1.144847,456.4289498369373
0.44,0.398535,0.681545,71.01258358738882,0.692384,73.73229452871142,0.703034,76.4045817807721,0.71389,79.12855834493836,0.724903,81.89192919066079,0.736019,84.68114469243605,0.747182,87.48215338677909,0.758327,90.27864553928765,2.673895,570.9310349153776,2.585402,548.7264606621753,2.295028,475.8661096265071,2.407593,504.110805826339,2.339843,487.11104419938033,2.09917,426.7216179256527,2.050268,414.4511774373644,1.917794,381.21093504961925
0.46,0.812915,0.854516,5.117509210680083,0.860778,5.887823450176216,0.867233,6.6818794092863305,0.874084,7.524648948537044,0.881283,8.4102273915477,0.888776,9.331971977390003,0.896505,10.28274788877065,0.904409,11.255051266122528,4.392882,440.3863872606607,4.39915,441.1574395847043,4.025726,395.22102556847875,4.197433,416.34340613717296,4.300985,429.0817613157587,3.929842,383.42594244170664,3.868052,375.8249017424946,3.648224,348.782960088078
0.48,1.241263,1.033553,16.733762305007083,1.035077,16.610984134707955,1.03719,16.440754296228917,1.039896,16.2227505371545,1.043146,15.960920449574353,1.046889,15.659372751785886,1.051065,15.322941230021364,1.055613,14.956540233616897,6.363112,412.63205299763223,6.355833,412.0456341645566,5.927893,377.5694594940798,6.144699,395.03602379189584,6.212824,400.5243852430952,5.857758,371.9191662041001,5.722312,361.00721603721365,5.555151,347.54020703106437
0.5,1.36875,1.086262,20.638392694063917,1.086391,20.628968036529667,1.087226,20.56796347031963,1.088711,20.459470319634697,1.090799,20.306922374429213,1.093438,20.11411872146119,1.096568,19.885442922374423,1.100128,19.62535159817351,7.076043,416.9711780821918,7.001895,411.5539726027398,6.607998,382.77610958904114,6.79997,396.8014611872146,6.742736,392.6199817351599,6.417543,368.8615890410959,6.278651,358.7142283105023,6.227118,354.94926027397264
