q_inverse_angstroms,debye,propo{e=0.380}_Aerolysin,propo{e=0.380}_Aerolysin_relDiffDebye,propo{e=0.390}_Aerolysin,propo{e=0.390}_Aerolysin_relDiffDebye,propo{e=0.400}_Aerolysin,propo{e=0.400}_Aerolysin_relDiffDebye,propo{e=0.410}_Aerolysin,propo{e=0.410}_Aerolysin_relDiffDebye,propo{e=0.420}_Aerolysin,propo{e=0.420}_Aerolysin_relDiffDebye,propo{e=0.430}_Aerolysin,propo{e=0.430}_Aerolysin_relDiffDebye,propo{e=0.440}_Aerolysin,propo{e=0.440}_Aerolysin_relDiffDebye,propo{e=0.450}_Aerolysin,propo{e=0.450}_Aerolysin_relDiffDebye,strat{s=0.15}_Aerolysin,strat{s=0.15}_Aerolysin_relDiffDebye,strat{s=0.20}_Aerolysin,strat{s=0.20}_Aerolysin_relDiffDebye,strat{s=0.25}_Aerolysin,strat{s=0.25}_Aerolysin_relDiffDebye,strat{s=0.30}_Aerolysin,strat{s=0.30}_Aerolysin_relDiffDebye,strat{s=0.35}_Aerolysin,strat{s=0.35}_Aerolysin_relDiffDebye,strat{s=0.40}_Aerolysin,strat{s=0.40}_Aerolysin_relDiffDebye,strat{s=0.45}_Aerolysin,strat{s=0.45}_Aerolysin_relDiffDebye,strat{s=0.50}_Aerolysin,strat{s=0.50}_Aerolysin_relDiffDebye
0.2,0.148132,0.114288,22.847190343747474,0.116051,21.657035616882247,0.117831,20.455404639105666,0.119612,19.253098587746074,0.121467,18.00083709124295,0.123306,16.759376772068162,0.125208,15.47538681716307,0.127122,14.18329597926174,0.225433,52.183863041071454,0.189883,28.18499716469094,0.195786,32.169956525261235,0.183173,23.65525342262306,0.181531,22.54678259930331,0.172492,16.444792482380574,0.177043,19.517052358707094,0.169085,14.144816785029565
0.22,0.138609,0.112341,18.951150358201858,0.114155,17.64243303104416,0.115982,16.32433680352647,0.117808,15.006962029882628,0.119707,13.636921123447983,0.121585,12.282030748364111,0.123527,10.880967325354062,0.125479,9.47268936360554,0.183157,32.139327172117234,0.152796,10.235266108261351,0.146048,5.366895367544677,0.153404,10.673910063560086,0.148631,7.230410723690382,0.151207,9.088875902719158,0.155922,12.49053091790576,0.139177,0.40978580034484424
0.24,0.102465,0.106167,3.612941004245349,0.108141,5.539452495974236,0.110118,7.468891816717897,0.112085,9.388571707412291,0.114122,11.376567608451667,0.116129,13.335285219343184,0.118196,15.35255941053042,0.120267,17.37373737373737,0.131124,27.96955057824622,0.111398,8.718098863026395,0.109114,6.489045039769679,0.11129,8.61269701849412,0.107424,4.839701361440497,0.105983,3.4333674913384993,0.110562,7.902210510906156,0.099182,3.2040208851802996
0.26,0.069439,0.100383,44.562853727732254,0.102507,47.62165353763735,0.104625,50.671812670113326,0.106724,53.69460965739714,0.10889,56.81389420930601,0.111018,59.87845447083052,0.113203,63.02510116793157,0.115385,66.16742752631806,0.111153,60.0728697129855,0.080038,15.263756678523594,0.075942,9.36505422025086,0.076719,10.484021947320663,0.069248,0.2750615648266777,0.064229,7.502988234277576,0.065559,5.587638070824745,0.065247,6.036953297138497
0.28,0.104764,0.106433,1.5931045015463365,0.108401,3.471612385934101,0.110371,5.352029323049904,0.112332,7.223855522889548,0.114363,9.162498568210465,0.116365,11.073460348974839,0.118427,13.04169371158032,0.120492,15.012790653277849,0.139509,33.16501851781146,0.110402,5.3816196403344705,0.11086,5.818792715054794,0.110976,5.929517773280907,0.093149,11.086823718071095,0.096011,8.354969264251077,0.09408,10.198159673170172,0.096773,7.627620174869229
0.3,0.093248,0.104554,12.12465682910089,0.10657,14.286633493479753,0.108586,16.448610157858617,0.11059,18.59771791352093,0.112663,20.820821894303364,0.114704,23.009608785175022,0.116804,25.261667810569673,0.118906,27.515871654083735,0.119909,28.59149794097461,0.102061,9.451141043239534,0.103277,10.755190459849,0.097021,4.04619938229238,0.084278,9.619509265614267,0.085117,8.719758064516128,0.086141,7.621611187371313,0.084137,9.770718943033625
0.32,0.079006,0.102092,29.22056552666885,0.104172,31.85327696630635,0.106248,34.480925499329146,0.108308,37.088322405893216,0.110436,39.78178872490696,0.112528,42.42968888438852,0.114678,45.151001189783045,0.116828,47.87231349517757,0.101277,28.188998303926283,0.088277,11.734551806191917,0.084634,7.1235096068652926,0.081605,3.2896235728931855,0.074148,6.14890008353796,0.072669,8.020909804318672,0.075935,3.887046553426327,0.070341,10.967521454066787
0.34,0.060022,0.098866,64.71627070074307,0.101029,68.3199493519043,0.103184,71.91029955682916,0.105318,75.46566259038352,0.107518,79.13098530538804,0.109677,82.72799973343106,0.111893,86.41997934090836,0.114104,90.10362866948786,0.084051,40.03365432674686,0.074627,24.332744660291226,0.06917,15.241078271300518,0.070511,17.47525907167373,0.06088,1.4294758588517504,0.061106,1.806004465029492,0.059315,1.1779014361400808,0.057179,4.736596581253537
0.36,0.045426,0.096402,112.21767269845462,0.098629,117.12015145511378,0.100844,121.99621362215471,0.103034,126.81724122749085,0.10529,131.78356007572754,0.1075,136.6486153304275,0.109766,141.6369480033461,0.112025,146.60987099898733,0.074248,63.44824549817284,0.067743,49.12825254259674,0.057702,27.024171179500733,0.057253,26.035750451283402,0.05051,11.191828468278073,0.049546,9.069695768942893,0.047548,4.671333597499227,0.045721,0.6494078281160496
0.38,0.046445,0.096623,108.03746366670255,0.098844,112.81946388201098,0.101054,117.57778017009366,0.103239,122.28226935084507,0.105489,127.12670901065776,0.107695,131.87641296156744,0.109956,136.74453654860588,0.112211,141.59974162988482,0.078077,68.10636236408654,0.068661,47.83292065884379,0.058298,25.52050812789321,0.058365,25.66476477554096,0.052704,13.476154591452257,0.048524,4.476262245666913,0.054061,16.39788997739261,0.049597,6.786521692324259
0.4,0.041846,0.095836,129.02069492902547,0.098078,134.37843521483535,0.100307,139.7051092099603,0.10251,144.96965062371555,0.104778,150.38952349089516,0.107,155.69946948334365,0.109277,161.14084978253592,0.111547,166.56550207905173,0.072279,72.72618649333268,0.061333,46.56836973665344,0.054054,29.17363666778186,0.053457,27.746977010944885,0.04921,17.5978588156574,0.042431,1.3979830808201552,0.049085,17.29914448214882,0.046161,10.311618792716148
0.42,0.034439,0.094574,174.6130840036006,0.096848,181.21606318418074,0.099108,187.7783907778972,0.10134,194.25941519788614,0.103636,200.92627544353786,0.105885,207.45666250471854,0.108187,214.14094485902612,0.110482,220.80490141990188,0.066102,91.93937106187752,0.056434,63.866546647695934,0.048938,42.10052556694447,0.045961,33.45625598884986,0.043966,27.66340486076832,0.038451,11.649583321234653,0.041399,20.209646040825813,0.03933,14.201922239321698
0.44,0.030372,0.093881,209.10377979718166,0.096174,216.6534966416436,0.09845,224.14724087975765,0.100698,231.5487949427104,0.103009,239.15777689977614,0.105273,246.61201106282107,0.107589,254.2374555511656,0.109897,261.836559989464,0.06013,97.97840115896221,0.055655,83.24443566442777,0.048837,60.79612801264322,0.042628,40.35295667061767,0.042917,41.30449097853285,0.038583,27.034768866060844,0.038583,27.034768866060844,0.037701,24.130778348478856
0.46,0.029473,0.093723,217.99613205306554,0.096019,225.7863128965494,0.098299,233.52220676551417,0.100551,241.1630984290707,0.102866,249.0177450547959,0.105132,256.7061378210566,0.107452,264.577749126319,0.109763,272.4188240084145,0.057298,94.40844162453772,0.056022,90.07905540664338,0.049212,66.97316187697214,0.041557,41.00023750551352,0.042037,42.628846741085056,0.037596,27.560818376140872,0.038151,29.443897804770465,0.03768,27.84582499236589
0.48,0.025393,0.093049,266.43563186705006,0.095363,275.5483794746584,0.09766,284.5941794982869,0.099926,293.5178986334817,0.102257,302.69759382506993,0.104537,311.67644626471866,0.106871,320.8679557358327,0.109195,330.02008427519394,0.060639,138.80203205607847,0.053337,110.04607569015086,0.045643,79.7463867995117,0.039677,56.25172291576418,0.038439,51.37636356476195,0.034653,36.466742803134736,0.035757,40.81439766864883,0.03417,34.5646437994723
0.5,0.021147,0.092308,336.5063602402232,0.094641,347.5386579656689,0.096956,358.485837234596,0.099239,369.28169480304535,0.101586,380.38019577245,0.103882,391.2375277817185,0.106231,402.345486357403,0.108569,413.40142809854825,0.060277,185.0380668652764,0.047438,124.32496335177568,0.041833,97.82002175249445,0.035779,69.19184754338676,0.0342,61.72506738544475,0.031324,48.12502955501962,0.030537,44.40346148389844,0.028249,33.583959899749374
