q_inverse_angstroms,debye,propo{e=0.380}_Aerolysin,propo{e=0.380}_Aerolysin_relDiffDebye,propo{e=0.390}_Aerolysin,propo{e=0.390}_Aerolysin_relDiffDebye,propo{e=0.400}_Aerolysin,propo{e=0.400}_Aerolysin_relDiffDebye,propo{e=0.410}_Aerolysin,propo{e=0.410}_Aerolysin_relDiffDebye,propo{e=0.420}_Aerolysin,propo{e=0.420}_Aerolysin_relDiffDebye,propo{e=0.430}_Aerolysin,propo{e=0.430}_Aerolysin_relDiffDebye,propo{e=0.440}_Aerolysin,propo{e=0.440}_Aerolysin_relDiffDebye,propo{e=0.450}_Aerolysin,propo{e=0.450}_Aerolysin_relDiffDebye,strat{s=0.15}_Aerolysin,strat{s=0.15}_Aerolysin_relDiffDebye,strat{s=0.20}_Aerolysin,strat{s=0.20}_Aerolysin_relDiffDebye,strat{s=0.25}_Aerolysin,strat{s=0.25}_Aerolysin_relDiffDebye,strat{s=0.30}_Aerolysin,strat{s=0.30}_Aerolysin_relDiffDebye,strat{s=0.35}_Aerolysin,strat{s=0.35}_Aerolysin_relDiffDebye,strat{s=0.40}_Aerolysin,strat{s=0.40}_Aerolysin_relDiffDebye,strat{s=0.45}_Aerolysin,strat{s=0.45}_Aerolysin_relDiffDebye,strat{s=0.50}_Aerolysin,strat{s=0.50}_Aerolysin_relDiffDebye
0,173.808175,29.633227,82.95061380168107,28.870407,83.38949994728384,28.152577,83.80250123447875,27.479725,84.18962456742901,26.82194,84.56807914817584,26.209112,84.92066785696358,25.611341,85.2645935670172,25.043565,85.59126174588738,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543
0.02,118.260646,20.199298,82.9196789606578,19.68083,83.35809023062498,19.19298,83.77061123105992,18.735733,84.15725464581007,18.288762,84.53520877942778,17.872375,84.88730139356755,17.466253,85.23071402806308,17.080543,85.55686648287039,98.612534,16.614243761191698,98.284381,16.891726601933158,98.50117,16.708412027446553,98.339552,16.845074565210812,98.078746,17.065609467413193,98.060459,17.081072768704477,97.977248,17.15143514436746,98.442074,16.758383004266687
0.04,36.068804,6.228712,82.73102706704664,6.072104,83.16521945113567,5.924826,83.57354460658026,5.786867,83.95603303064887,5.652087,84.32970774412148,5.526606,84.67760117579724,5.404295,85.01670584918757,5.288206,85.33856015852369,30.599862,15.162526597776846,30.171868,16.34913095538183,30.369425,15.801408330589503,30.143195,16.428626244441045,29.897305,17.11035109453588,29.860513,17.212356140225772,29.676228,17.72328242433545,30.282712,16.04181829816148
0.06,7.009834,1.282361,81.70625723804586,1.25387,82.11270052899968,1.227174,82.49353693682333,1.20226,82.84895191526647,1.178013,83.19485168978323,1.155529,83.51560108270752,1.133702,83.82697792843598,1.113073,84.12126449784688,5.994039,14.49099935890065,6.061713,13.525584200710025,5.974785,14.765670627863656,5.894967,15.904328119610241,5.928415,15.427169887332559,5.910189,15.687176044397056,5.802909,17.217597449525908,5.949023,15.133182897055756
0.08,4.100143,0.788297,80.77391447078797,0.772603,81.15668160842195,0.757951,81.51403499829152,0.744328,81.8462917025089,0.731122,82.16837802974189,0.718926,82.4658310697944,0.707136,82.75338201618821,0.696042,83.02395794488143,3.483351,15.043182640215235,3.667028,10.563412056603877,3.634495,11.356872187140796,3.596939,12.272840239962367,3.632554,11.404211999435148,3.564397,13.066519875038507,3.57547,12.796456123603491,3.607646,12.01170300645612
0.1,3.197846,0.633245,80.19776437014166,0.621567,80.56294768415991,0.610695,80.90292653242214,0.600616,81.21810743856959,0.590875,81.52271873004516,0.581907,81.80315750039244,0.573267,82.07333936656111,0.565165,82.3266974081929,2.721463,14.896996290628135,2.717829,15.010635283875462,2.799335,12.461857137585739,2.801855,12.383054093286542,2.782274,12.995372510120875,2.716187,15.061982346867236,2.72223,14.873011395795796,2.769906,13.382132848173425
0.12,1.752563,0.386471,77.94823923590764,0.381185,78.2498546414594,0.376328,78.52699161171381,0.371889,78.78027779885801,0.367662,79.02146741657789,0.363833,79.23994743698229,0.360206,79.44690148085975,0.356867,79.63742244929284,1.46226,16.564482988628665,1.437189,17.99501644163434,1.484948,15.26992182306714,1.517261,13.426164993783395,1.480368,15.53125337006431,1.47646,15.754241074357953,1.464388,16.443060820067526,1.49124,14.910904772039588
0.14,0.616479,0.193603,68.5953617235948,0.193312,68.64256527797377,0.193158,68.66754585314342,0.193126,68.67273662200984,0.19321,68.6591108537355,0.193396,68.62893950969944,0.193687,68.58173595532045,0.19407,68.51960894045052,0.533369,13.481400015247885,0.550381,10.721857516638845,0.536458,12.980328608111552,0.554468,10.058899005481134,0.559916,9.175170605973607,0.543419,11.851174168138739,0.533615,13.441495979587309,0.542673,11.972183967337093
0.16,0.5869,0.188817,67.82807974101209,0.18865,67.85653433293577,0.188613,67.86283864372125,0.18869,67.84971886181633,0.188881,67.817174987221,0.189167,67.768444368717,0.189555,67.7023342988584,0.190031,67.62123019253706,0.546273,6.922303629238366,0.574996,2.028284205145685,0.546326,6.913273130005111,0.543795,7.344522065087741,0.561358,4.352019083319127,0.545523,7.050093712727892,0.540444,7.9154881581189205,0.527194,10.173112966433791
0.18,0.418606,0.160655,61.621429219839186,0.161218,61.486935208764315,0.161867,61.331896819443564,0.162588,61.159658485544874,0.163408,60.96377022785149,0.16428,60.7554597879629,0.165241,60.52588830547101,0.16626,60.2824613120691,0.458125,9.440619580225803,0.454037,8.464044949188509,0.452512,8.099740567502629,0.42294,1.0353411083453188,0.433728,3.6124661376091183,0.420907,0.5496815621371881,0.425409,1.6251558744977388,0.410405,1.9591214650530473
