q_inverse_angstroms,debye,propo{e=0.380}_CoiledCoil,propo{e=0.380}_CoiledCoil_relDiffDebye,propo{e=0.390}_CoiledCoil,propo{e=0.390}_CoiledCoil_relDiffDebye,propo{e=0.400}_CoiledCoil,propo{e=0.400}_CoiledCoil_relDiffDebye,propo{e=0.410}_CoiledCoil,propo{e=0.410}_CoiledCoil_relDiffDebye,propo{e=0.420}_CoiledCoil,propo{e=0.420}_CoiledCoil_relDiffDebye,propo{e=0.430}_CoiledCoil,propo{e=0.430}_CoiledCoil_relDiffDebye,propo{e=0.440}_CoiledCoil,propo{e=0.440}_CoiledCoil_relDiffDebye,propo{e=0.450}_CoiledCoil,propo{e=0.450}_CoiledCoil_relDiffDebye,strat{s=0.15}_CoiledCoil,strat{s=0.15}_CoiledCoil_relDiffDebye,strat{s=0.20}_CoiledCoil,strat{s=0.20}_CoiledCoil_relDiffDebye,strat{s=0.25}_CoiledCoil,strat{s=0.25}_CoiledCoil_relDiffDebye,strat{s=0.30}_CoiledCoil,strat{s=0.30}_CoiledCoil_relDiffDebye,strat{s=0.35}_CoiledCoil,strat{s=0.35}_CoiledCoil_relDiffDebye,strat{s=0.40}_CoiledCoil,strat{s=0.40}_CoiledCoil_relDiffDebye,strat{s=0.45}_CoiledCoil,strat{s=0.45}_CoiledCoil_relDiffDebye,strat{s=0.50}_CoiledCoil,strat{s=0.50}_CoiledCoil_relDiffDebye
0,174.946011,116.652313,33.32096437454638,113.571492,35.08197680483266,110.931195,36.591183550907026,108.071332,38.2258953020655,105.651847,39.608884823329866,103.232756,40.99164913225715,100.814087,42.374172223909696,98.61569,43.63078675740712,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814,144.19351700000001,17.57827676333814
0.02,163.339331,108.937851,33.30580556865389,106.061968,35.06648560964168,103.597333,36.575390406123304,100.927769,38.20975733027828,98.669307,39.592438394399935,96.411239,40.97487824288933,94.153593,42.357059733518795,92.101581,43.61334747967101,135.408272,17.10002044761649,134.561185,17.618626098082892,134.861627,17.43468877070397,134.324641,17.763443637466576,134.436825,17.69476207784884,134.506457,17.6521318065151,134.60995,17.588771071922654,134.853797,17.439482472228324
0.04,132.951382,88.738332,33.25505108325989,86.399059,35.01454614439435,84.394375,36.522378533831265,82.223091,38.15551988771354,80.386251,39.53710763232232,78.549805,40.91839902799957,76.71378,42.2993737665698,75.045061,43.554508519512794,112.064471,15.710187202115733,109.374332,17.733587756161874,110.36229,16.99049055390789,108.592069,18.321970507986148,108.978056,18.03164859166338,109.24213,17.83302410500704,109.526472,17.619154947934273,110.348524,17.00084471479958
0.06,94.559132,63.213032,33.149733227246635,61.551851,34.906497449659334,60.128388,36.41186554039012,58.586761,38.042196707135595,57.282706,39.42128614293964,55.979046,40.799957850712936,54.675808,42.17818327689387,53.491439,43.430700061840675,81.681075,13.619051621582143,77.66255,17.86879981089506,79.22489,16.21656383224838,76.389675,19.214915170752633,77.051653,18.514847407863265,77.581889,17.954101989853292,77.861968,17.65790743510632,79.250835,16.189125974633534
0.08,59.525127,39.912963,32.94770626864854,38.870759,34.69857023572583,37.977848,36.19862751405805,37.010985,37.82292140258684,36.193271,39.19665051701611,35.37595,40.569719406058546,34.559051,41.94207935079248,33.816808,43.18901999150711,52.687298,11.4872984647307,48.948982,17.767530340590447,50.520467,15.127493974099377,47.535391,20.142310658152816,48.298187,18.860841741673227,49.068492,17.566757984405474,49.021759,17.64526768670312,50.669862,14.876515929147024
0.1,34.694518,23.391276,32.5793314090716,22.787978,34.31821707394811,22.271272,35.80751864026473,21.711965,37.41960905754622,21.239105,38.78253330972923,20.766639,40.14432193581706,20.294596,41.504891349117464,19.865858,42.74064277244031,30.907346,10.915764847922087,28.9295,16.61650984746351,29.849075,13.966019069640922,27.765079,19.972720185938314,28.35598,18.269566390863258,29.231663,15.745585512962021,28.667594,17.371401441576452,30.189143,12.985841163725059
0.12,20.845949,14.171567,32.01764525088304,13.813195,33.73678981945125,13.506426,35.208389889085886,13.17455,36.80043062563379,12.894132,38.14562244203898,12.614108,39.48892420297105,12.334506,40.830201589766915,12.080715,42.047661154692456,17.974113,13.77647043077771,18.125235,13.051523823645548,18.058487,13.371720328011937,17.412265,16.47170872383886,17.602827,15.557564685589508,18.396326,11.751074513326317,17.425651,16.40749480870361,18.56005,10.965674913624706
0.14,14.675487,10.062217,31.43520893037485,9.813012,33.13331271391539,9.599815,34.58605496362745,9.369308,36.15674900601255,9.174664,37.48306955673771,8.980413,38.80671217248191,8.786585,40.127472430727515,8.610771,41.32548378121967,12.070485,17.750702242453695,13.572948,7.512793272209639,12.70686,13.414389587207564,13.271264,9.568493365841965,12.999473,11.420500048822914,13.568049,7.54617546933877,12.527504,14.636536422948007,13.207524,10.00282307496849
0.16,12.049386,8.315581,30.98751255873121,8.112776,32.67062736640688,7.93935,34.109920621681475,7.75193,35.6653525748117,7.593743,36.97817465553847,7.43595,38.28772686010723,7.278579,39.593776811532145,7.1359069999999996,40.777837144564884,9.982257,17.15547165639809,11.663976,3.198586218418102,10.550711,12.4377706880666,11.591056,3.803762282991018,10.988755,8.802365531322515,11.302431,6.199112552291044,10.513681,12.745089251850676,10.815582,10.239559094546403
0.18,10.217704,7.099989,30.5128725592364,6.929476,32.18167212516627,6.78373,33.608078683821724,6.626295,35.148884720089754,6.493481,36.44872664152338,6.361061,37.74471251075583,6.229063,39.03656829362056,6.109458,40.20713459697012,9.001108,11.906745390158093,10.097484,1.1765852680797935,9.290048,9.07890852974405,10.067514,1.4698996956654868,9.379482,8.203623827818852,9.5081,6.94484788363412,9.0802,11.132677165046081,9.143414,10.514005886253894
0.2,8.21981,5.77239,29.774654158672774,5.637146,31.41999632594914,5.52163,32.825332945652036,5.396944,34.342229321602325,5.291841,35.620884181021225,5.187132,36.894745742298184,5.082844,38.16348553068746,4.988431,39.312088722245406,7.781308,5.334697517339215,8.204287,0.1888486473531621,7.964591,3.1049257829560575,8.113798,1.2897135091930536,7.56359,7.983396209888076,7.6043519999999996,7.487496669631064,7.422219,9.703277812990818,7.393436,10.053444057709367
0.22,6.16091,4.400382,28.575778578164602,4.301586,30.179372852387065,4.217311,31.547271425812106,4.12647,33.02174516426956,4.050005,34.2628767503502,3.973933,35.49762940864255,3.898284,36.72551619809411,3.829904,37.8354171705154,6.160885,4.0578421044848466e-4,6.229597,1.1148840025255964,6.487869,5.306991986573404,6.072153,1.4406475666744067,5.755405,6.581901050331861,5.771124,6.326760170169665,5.637221,8.500189095442071,5.635138,8.533999035856715
0.24,4.385986,3.213952,26.722246719437777,3.146674,28.256177744297407,3.089414,29.561699467348955,3.02784,30.96557991749176,2.976139,32.1443570499313,2.924832,33.31415102556187,2.873946,34.47434624734324,2.82808,35.520086019426415,4.514643,2.933365496378704,4.547243,3.6766419227056355,5.065388,15.490291122680274,4.382136,0.08777957795578711,4.241967,3.2836174123674846,4.255878,2.9664481373173532,4.040675,7.873052946361427,4.126725,5.911122379323589
0.26,3.072485,2.333471,24.052647938069676,2.289583,25.481068255825495,2.252372,26.69217262248636,2.212518,27.989298564516986,2.179195,29.07386040940802,2.146265,30.14563130495348,2.113758,31.203634842806398,2.084599,32.15267120913528,3.200503,4.1665947921633455,3.315718,7.91649104877648,3.872492,26.037783748334004,3.215937,4.668924339744537,3.104102,1.0290367568922298,3.132084,1.9397653690742174,2.822589,8.133351342642849,2.988766,2.7247976800537637
0.28,2.196425,1.745159,20.54547730971921,1.7169,21.832068019622795,1.693085,22.91632994525195,1.667743,24.07011393514461,1.6467,25.02817077751346,1.62605,25.96833490786164,1.605823,26.889240470309712,1.587827,27.70857188385672,2.3351,6.313668802713505,2.502369,13.929180372651,2.970682,35.25078252159759,2.503127,13.963690997871542,2.284395,4.0051447238125535,2.353525,7.152531955336504,2.0029690000000002,8.807767167101076,2.194968,0.06633506721150341
0.3,1.635833,1.368607,16.335775106627644,1.350351,17.45178144712816,1.335111,18.383416889132334,1.319058,19.36475178089695,1.305874,20.17070202153888,1.293084,20.952566673982012,1.280716,21.70863407205993,1.269866,22.371904711544524,1.83447,12.142865439198252,1.999989,22.261196589138372,2.326407,42.21543397156067,2.073723,26.76862491464594,1.709186,4.4841374394574505,1.840848,12.532758539533065,1.497797,8.438269676672377,1.662864,1.6524302908670876
0.32,1.263157,1.118333,11.465241454546035,1.106726,12.384129605425136,1.097184,13.139538473839762,1.087305,13.921626527818798,1.079345,14.551793640853836,1.071779,15.150769065128092,1.064635,15.716336132404765,1.058534,16.199332307860384,1.547721,22.52799929066615,1.691051,33.87496566143401,1.859351,47.19872509909693,1.76579,39.79180735253019,1.325771,4.956945177836163,1.508868,19.452134611928685,1.189158,5.858258316266319,1.311243,3.8068110298244675
0.34,0.991748,0.935667,5.654763105143639,0.928913,6.335782880328468,0.92353,6.878561892738881,0.918157,7.420332584487185,0.91401,7.838483163061581,0.910257,8.216905907549094,0.906926,8.552777520095827,0.904291,8.81847001456015,1.357883,36.91814856193307,1.473105,48.536220894824105,1.49658,50.90325364911248,1.480061,49.23760874738342,1.085259,9.428907343397718,1.274647,28.5252906988469,0.978299,1.356090458463232,1.074083,8.30200817143064
0.36,0.783121,0.79447,1.4492013367027643,0.791467,1.0657356909085667,0.789299,0.7888946918803119,0.787409,0.5475526770448078,0.786209,0.3943196517524228,0.785403,0.2913981364310249,0.78502,0.24249126252521577,0.785064,0.24810980678592812,1.212838,54.87236327464085,1.282779,63.803422459619895,1.206183,54.022558455206806,1.194831,52.57297403594081,0.934134,19.283482373732806,1.077926,37.64488501776865,0.814602,4.019940724358062,0.901228,15.081577431840046
0.38,0.62898,0.689356,9.59903335559159,0.689145,9.565486978918253,0.689371,9.601418169099173,0.690074,9.713186428821263,0.691068,9.871220070590486,0.692456,10.091894813825556,0.694266,10.379662310407337,0.696305,10.703837959871533,1.106745,75.95869503004867,1.108377,76.21816273967376,0.990735,57.51454736239627,0.942819,49.89649909377086,0.827252,31.522782918375785,0.896762,42.574008712518676,0.691309,9.909536074278986,0.760025,20.83452574008712
0.4,0.527531,0.619548,17.4429559589863,0.621192,17.754596412343542,0.623008,18.098841584665173,0.625432,18.5583406472795,0.627883,19.02295789252196,0.630729,19.562452253990763,0.633996,20.181752351994486,0.637359,20.819250432676004,1.046475,98.37222836193514,0.970282,83.92890654767209,0.855277,62.128291986632064,0.764142,44.85252999349802,0.740239,40.32142186904657,0.7391,40.105510387067305,0.61698,16.956159922355273,0.635937,20.549692814261153
0.42,0.470429,0.579761,23.240914144323582,0.582461,23.814858352695097,0.585183,24.39347914350519,0.588589,25.1174991337694,0.591871,25.81516020483432,0.595546,26.59636204400665,0.599644,27.467481809157167,0.603762,28.34285301288824,1.027339,118.3834329941394,0.883127,87.72800996537204,0.784943,66.85684768583569,0.669076,42.22677598532404,0.667202,41.8284161903284,0.619801,31.752294182544034,0.588513,25.101343667163373,0.529046,12.460328763745439
0.44,0.442574,0.559912,26.512628396607106,0.56314,27.241997948365686,0.566313,27.958940199830973,0.570209,28.83924496242435,0.573905,29.67435954213306,0.577995,30.598498782124572,0.582507,31.61798930800272,0.587002,32.63363866833569,1.027573,132.1810589867457,0.834838,88.6324094953612,0.749579,69.36806048254076,0.633815,43.211078825236,0.609877,37.80226583576983,0.5443,22.985082720629766,0.584466,32.060627149358076,0.446703,0.9329513256540134
0.46,0.427442,0.548806,28.393091928261622,0.552329,29.217297317530793,0.555755,30.018809569485455,0.559925,30.99438052414129,0.563853,31.913335610445408,0.568174,32.92423299535375,0.572919,34.03432512481225,0.577624,35.13505925950188,1.019408,138.49036828388415,0.796928,86.44120137936842,0.722642,69.06200139434122,0.621633,45.43095905409389,0.569529,33.241235068149585,0.506515,18.499118008993047,0.577241,35.04545645958984,0.394759,7.646183575783372
0.48,0.412383,0.537869,30.429479391730514,0.541683,31.354347778642676,0.545358,32.24550963546024,0.549798,33.322178654309226,0.553954,34.32997965483542,0.558504,35.43332290613338,0.563476,36.638998212826415,0.568389,37.83036643120595,0.986643,139.25404296491368,0.748089,81.40636253191815,0.693057,68.06148653072509,0.605454,46.81837030139459,0.544715,32.089586622144935,0.494003,19.792280477129275,0.550176,33.413841016724746,0.371291,9.964523270842886
0.5,0.39212,0.523596,33.52953177598692,0.527789,34.5988472916454,0.531789,35.61894318065896,0.536581,36.84101805569722,0.541035,37.97689482811384,0.545883,39.21325104559828,0.551153,40.55722737937366,0.556337,41.87927165153523,0.935078,138.4673059267571,0.686343,75.0339181883097,0.662745,69.01586249107416,0.576725,47.078700397837395,0.531275,35.48786085892075,0.492457,25.58834030398856,0.506122,29.073242884831156,0.366024,6.6551055799245145
