q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{s=0.15}_AntiterminatorHairpin,strat{s=0.15}_AntiterminatorHairpin_relDiffDebye,strat{s=0.20}_AntiterminatorHairpin,strat{s=0.20}_AntiterminatorHairpin_relDiffDebye,strat{s=0.25}_AntiterminatorHairpin,strat{s=0.25}_AntiterminatorHairpin_relDiffDebye,strat{s=0.30}_AntiterminatorHairpin,strat{s=0.30}_AntiterminatorHairpin_relDiffDebye,strat{s=0.35}_AntiterminatorHairpin,strat{s=0.35}_AntiterminatorHairpin_relDiffDebye,strat{s=0.40}_AntiterminatorHairpin,strat{s=0.40}_AntiterminatorHairpin_relDiffDebye,strat{s=0.45}_AntiterminatorHairpin,strat{s=0.45}_AntiterminatorHairpin_relDiffDebye,strat{s=0.50}_AntiterminatorHairpin,strat{s=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,3.783491,96.24832567438627,3.796129,96.23579395166587,3.805478,96.22652357061563,3.796013,96.23590897618205,3.7929,96.2389957978966,3.796508,96.23541813880693,3.802789,96.2291899578917,3.810717,96.22132862716475
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,3.218306,96.30389049512466,3.26037,96.25558149336626,3.290766,96.2206727729058,3.260483,96.25545171690186,3.249908,96.26759672673437,3.260582,96.255338018937465,3.282153,96.2305644958077,3.308957,96.19978105906529
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,2.505919,96.38378337925614,2.57477,96.28442656422948,2.622609,96.21539153679252,2.576451,96.28200076349948,2.558423,96.30801643010275,2.571984,96.28844695734888,2.609535,96.23425823443903,2.654819,96.16891025094324
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,1.85147,96.45852396691376,1.927473,96.3131460764037,1.977505,96.21744529330304,1.9321,96.30429559024671,1.910703,96.34522358944731,1.918663,96.32999776930258,1.965025,96.2413169309169,2.0182890000000002,96.13943400576753
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,1.367825,96.48057830878899,1.427326,96.32748188925525,1.464146,96.23274381481562,1.434927,96.30792447198704,1.415806,96.35712291634772,1.412427,96.36581710302701,1.457274,96.25042551083814,1.505542,96.12623166572538
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,1.055471,96.41562820889472,1.08433,96.31762325611106,1.101677,96.25871297107216,1.093232,96.28739212926398,1.080736,96.32982845380693,1.067056,96.37628563368426,1.102282,96.2566583955001,1.138205,96.13466415041721
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,0.851495,96.28431076243598,0.850398,96.28909776775441,0.851699,96.28342056272317,0.858296,96.25463307495141,0.853886,96.2738770981549,0.835556,96.35386416058574,0.858156,96.25524399632295,0.882726,96.14802729561778
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,0.694497,96.14390487258176,0.674609,96.25433014424468,0.666743,96.29800498268497,0.680071,96.22400317150618,0.682393,96.21111059906042,0.664359,96.31124180125116,0.676016,96.24651797825364,0.694717,96.14268335408988
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,0.557405,96.03195027325124,0.531761,96.21450455100754,0.519082,96.30476370276514,0.534892,96.19221561622142,0.540966,96.14897607936712,0.524377,96.26706970414092,0.529056,96.23376088080516,0.545669,96.1154964050461
