q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0,175.138217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.28719100000001,36.45750601651951,118.065005,32.5875259995367,256.246782,46.31117433381202,306.680161,75.10750437752829,686.680779,292.07934782161226,472.381181,169.71907621966943,340.544135,94.44307520842237,675.064223,285.4465544775987
0.02,161.059383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.215265,21.013440738190333,306.411518,90.2475424235296,171.018167,6.1832994852588055,317.898823,97.37988379106109,423.589654,163.00215865101134,484.214708,200.6435880857683,667.812028,314.63714535650496,930.791714,477.9183408395399
0.04,125.470537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.602166,34.963085397490566,79.828767,36.37648414623426,70.30593,43.96618386992318,183.895649,46.56480588745707,565.543001,350.73769071379684,389.965569,210.80250258273784,552.093421,340.0183773820942,782.272329,523.4709340568137
0.06,83.50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.998105,72.45992858869815,72.523131,13.154053053014566,122.397259,46.569869709161274,94.497143,13.15967408549549,188.553138,125.79107649717469,300.497928,259.8441869914172,180.120356,115.69287847277481,499.951322,498.6882445338333
0.08,48.75987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.743968,6.185213373210382,23.913779,50.95602387783232,126.402221,159.23412224027666,82.536226,69.27080814612509,194.078559,298.0292789952065,131.38323,169.4495083764579,312.978842,541.8779254333533,484.248316,893.1288085878818
0.1,26.52572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.295403,38.56753746929395,52.72224,98.75894037937518,47.248707,78.1241263196626,70.779955,166.8351886395544,50.302348,89.63612674792617,147.882971,457.50784898581446,215.895801,713.9111812987545,230.243725,768.0017922227936
0.12,14.549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.406282,42.222272930874496,5.970792,58.9617870822656,23.594937,62.17179368943502,55.49396,281.41890491717606,117.77734,709.5025845489836,36.117755,148.24313421076565,94.630731,550.4122212495173,111.318402,665.1092657285583
0.14,8.171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.016803,38.60870882571482,34.461085,321.7049191321228,23.367198,185.9475359796217,23.613293,188.9590335013573,57.474221,603.3197509302669,42.710838,422.65825306589153,87.413158,969.6865384671863,87.645318,972.527511524933
0.16,4.31685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02648,62.768685499843656,27.36603,533.935161054936,17.193784,298.29468246522356,10.794048,150.04454637061747,72.686459,1583.784680959496,86.700793,1908.4272791503065,68.40129,1484.5185725702772,130.671879,2927.019215400118
0.18,1.979464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.881704,247.65492072601472,15.546792,685.4041296027611,10.360886,423.41876386739045,11.063125,458.8949836925552,47.565328,2302.939785719771,34.623352,1649.1276426345717,65.627525,3215.418972004543,148.688334,7411.545246592007
