q_inverse_angstroms,debye,propo{e=0.380}_Selenow,propo{e=0.380}_Selenow_relDiffDebye,propo{e=0.390}_Selenow,propo{e=0.390}_Selenow_relDiffDebye,propo{e=0.400}_Selenow,propo{e=0.400}_Selenow_relDiffDebye,propo{e=0.410}_Selenow,propo{e=0.410}_Selenow_relDiffDebye,propo{e=0.420}_Selenow,propo{e=0.420}_Selenow_relDiffDebye,propo{e=0.430}_Selenow,propo{e=0.430}_Selenow_relDiffDebye,propo{e=0.440}_Selenow,propo{e=0.440}_Selenow_relDiffDebye,propo{e=0.450}_Selenow,propo{e=0.450}_Selenow_relDiffDebye,strat{a=0.15}_Selenow,strat{a=0.15}_Selenow_relDiffDebye,strat{a=0.20}_Selenow,strat{a=0.20}_Selenow_relDiffDebye,strat{a=0.25}_Selenow,strat{a=0.25}_Selenow_relDiffDebye,strat{a=0.30}_Selenow,strat{a=0.30}_Selenow_relDiffDebye,strat{a=0.35}_Selenow,strat{a=0.35}_Selenow_relDiffDebye,strat{a=0.40}_Selenow,strat{a=0.40}_Selenow_relDiffDebye,strat{a=0.45}_Selenow,strat{a=0.45}_Selenow_relDiffDebye,strat{a=0.50}_Selenow,strat{a=0.50}_Selenow_relDiffDebye
0,178.36908,90.439084,49.29665836702191,88.188666,50.55832210380857,85.938619,51.8197778449045,83.953613,52.93264224943023,81.968942,54.04531884113547,79.98463,55.1577941647734,78.265204,56.12176505031029,76.546088,57.08556213890883,159.945636,10.328832777519507,581.555313,226.04042864379858,583.665741,227.22360904703888,1336.365546,649.2136787384899,258.163376,44.73549787889248,499.015421,179.76565276896648,599.061711,235.85513307575505,2045.04737,1046.525715107125
0.02,169.885546,86.150596,49.28903722038837,84.007548,50.55050298393249,81.86487,51.81175095378626,79.974604,52.92442124534833,78.084671,54.03689552258908,76.195097,55.14915848108702,74.557777,56.112936765085365,72.920768,57.076531984657485,18.430337,89.15132132547639,88.539357999999993,47.88293643297942,161.140155,5.147813457891239,967.708093,469.6235587929299,529.589111,211.7328833849114,965.122919,468.1018436965791,1392.145506,719.4608304110816,1039.243895,511.73179206193333
0.04,146.548434,74.353069,49.26382563733161,72.505394,50.52462041320756,70.658088,51.78516339519533,69.028444,52.89718073684773,67.399134,54.00897016750107,65.770183,55.12051462794887,64.358737,56.08364057987818,62.947601,57.046554997646716,34.26304,76.61998899285408,192.266246,31.19638385218092,77.508349,47.110762712073736,441.652461,201.36962159554707,1133.442096,673.4249115210607,463.023701,215.95267746088646,513.591015,250.45820755750964,1049.924645,616.4352537537181
0.06,113.928714,57.861799,49.21227760018427,56.427013,50.47164931572913,54.992597,51.73069626679012,53.727266,52.8413302374325,52.46227,53.95167016455571,51.197632,55.06169586009722,50.101925,56.02344374746475,49.006528,56.984919534859316,268.230705,135.43731477562363,19.686698,82.72016131069469,348.821231,206.1749920217655,653.034378,473.1956019445633,292.624592,156.84885023805325,413.58757,263.0231181227939,527.569573,363.06989210814754,1097.958403,863.7240379980063
0.08,79.094726,40.249605,49.11215066349682,39.255772,50.36866048439184,38.262309,51.6247025117705,37.386055,52.73255640331822,36.510135,53.839988016394415,35.634574,54.94696574332908,34.876067,55.90595130198693,34.117869,56.8645461898433,40.484482,48.81519407501329,42.024615,46.86799344876674,18.935724,76.05943536614565,375.663973,374.954515930683,224.660349,184.03960714144205,265.822616,236.08134125150139,670.937588,748.270955512255,608.397276,669.2008137179716
0.1,48.324319,24.690981,48.905682457729,24.086686,50.156181197297364,23.482762,51.40591220747467,22.950219,52.5079308411982,22.418009,53.60926038088607,21.886159,54.70984495404891,21.425533,55.66304203893696,20.965218,56.61559555552144,9.138077,81.09010703285855,395.508952,718.4470266409755,100.747108,108.48117487180728,360.132051,645.2397849621015,337.452948,598.3087500933018,179.386213,271.21312149272086,976.674673,1921.0831589784013,463.106343,858.3297862924875
0.12,25.425472,13.112849,48.426330099201294,12.798434,49.66294431033571,12.484389,50.89810328791536,12.207622,51.986645518321154,11.931189,53.073874105464,11.655114,54.159694655816025,11.416161,55.09951201692539,11.177519,56.03810619523601,399.259514,1470.3130860264857,232.714291,815.2801214467129,19.145408,24.69989151037196,381.147545,1399.0775589141472,100.74013,296.2173445590312,686.245374,2599.046743360359,126.37846,397.0545286238934,280.65838,1003.8472756769276
0.14,11.226387,5.93559,47.128225670467266,5.800871,48.32824665673828,5.666522,49.524971836442134,5.548309,50.577964219476854,5.430431,51.627972561430504,5.312912,52.67478308025548,5.211373,53.57925038572071,5.110145,54.48094743215248,45.391656,304.33004848309605,7.058009,37.13018266696133,430.31353,3733.054481374996,78.381861,598.1931141336923,76.841147,584.4690727301669,511.632446,4457.409663500822,183.394054,1533.5981825675528,182.7431,1527.7997542753515
0.16,4.205786,2.390352,43.16515390940005,2.344395,44.25786285845261,2.298807,45.34179817993592,2.258914,46.29032480492351,2.219354,47.23093376600711,2.180154,48.16298309043779,2.146492,48.96335667102416,2.11314,49.7563594533816,108.013516,2468.2123626832176,88.445032,2002.9370491033067,107.056173,2445.4498398159108,49.700858,1081.7257939419646,4.462922,6.113863139969557,4.680197,11.279960511542907,67.586548,1506.9897041837125,181.239899,4209.299117929444
0.18,1.751964,1.155063,34.070391857366936,1.140034,34.92822911886317,1.125374,35.7650043037414,1.11277,36.48442547906235,1.100499,37.184839414508524,1.0885879999999999,37.86470498252248,1.078577,38.43612083353312,1.068875,38.989899335831105,113.414558,6373.566694292805,13.455635,668.0314778157542,44.038134,2413.643773502195,249.716243,14153.503097095603,364.545656,20707.828014730894,65.838831,3658.0013630417066,70.12141,3902.4458265124167,65.278712,3626.030443547926
0.2,1.387581,0.974371,29.77916244168809,0.963865,30.536307429980663,0.953729,31.26678730827245,0.945116,31.88750782837182,0.936838,32.484085613740746,0.928918,33.054863103487286,0.922366,33.527051754095794,0.916124,33.97689936659553,34.483691,2385.1659831029688,3.88725,180.1458077041989,168.254075,12025.711940420053,37.247465,2584.3452742578634,185.738592,13285.78374884061,62.194558,4382.2290014060445,315.840477,22661.948815961015,262.454585,18814.5415655014
0.22,1.488168,1.024456,31.159922804414553,1.012696,31.950156165164138,1.001306,32.71552674160444,0.991587,33.36861160836679,0.982202,33.99925277253643,0.973176,34.605770316254606,0.965666,35.11041764101902,0.958465,35.594301181049445,1.340227,9.94114911757274,36.55478,2356.361109767177,43.403047,2816.5421511549775,46.593123,3030.904776880029,176.736602,11776.118959687348,147.430862,9806.869520107944,339.834155,22735.738639723477,207.36431,13834.20030534187
0.24,1.384872,0.966417,30.21614994021109,0.956111,30.96033424027636,0.946174,31.67787347855976,0.937737,32.287099457567194,0.929634,32.872207684175876,0.92189,33.43139293739783,0.915491,33.89345730146901,0.909401,34.33320913412937,107.957786,7695.506443916838,333.605781,23989.28630227198,41.332539,2884.574675493475,97.098729,6911.386539694644,44.942028,3145.2116874339285,348.407891,25058.129487779377,393.836554,28338.480523831804,350.28593,25193.740504537604
0.26,1.0515,0.788476,25.01417023300049,0.782624,25.570708511650032,0.777143,26.09196386115074,0.772637,26.520494531621498,0.768465,26.917261055634818,0.764652,27.279885877318122,0.761659,27.564526866381367,0.758977,27.819591060389925,2.3599,124.43176414645743,41.673651,3863.257346647646,5.436491,417.022444127437,341.944457,32419.682073228723,81.722351,7671.978221588206,52.521768,4894.9375178316695,76.531527,7178.319258202566,158.146659,14940.100713266758
0.28,0.690317,0.595792,13.692984527398277,0.594765,13.84175675812706,0.594107,13.937075285702063,0.593858,13.973145670757054,0.593943,13.960832487103747,0.594387,13.896514210138236,0.595083,13.795690965165269,0.596089,13.649960815103784,213.383589,30810.956705397664,96.722155,13911.266563042778,59.596127,8533.15360913899,179.316431,25875.95467010084,115.442796,16623.15704234432,104.859353,15090.029073599522,62.614038,8970.331166695882,211.738951,30572.712826136398
0.3,0.451258,0.467049,3.499328543759889,0.469245,3.985968115800724,0.47181,4.554379091340213,0.474405,5.129438148464964,0.477334,5.778512513905568,0.480622,6.507142255649762,0.483783,7.20762845201637,0.487254,7.97681149143063,91.89108,20263.313226579918,80.014888,17631.516781973947,47.578351,10443.491971333471,109.660642,24201.096490256128,17.828311,3850.8022018446213,218.790952,48384.66996706984,200.039257,44229.24335967451,337.730754,74742.05354808114
0.32,0.351503,0.412523,17.359738039220137,0.416084,18.372816163731176,0.420015,19.491156547739283,0.423815,20.57222840203355,0.427948,21.748036289875188,0.432441,23.026261511281557,0.436646,24.22255286583613,0.441161,25.50703692429368,40.228344,11344.665906123133,2.506577,613.1025908740465,41.358989,11666.3260342017,97.600075,27666.498436713202,43.150644,12176.038611334754,295.391839,83936.7902976646,213.890038,60750.131577824366,224.192348,63681.06246603869
0.34,0.328205,0.4003,21.96645389314604,0.404167,23.144680915890973,0.408404,24.435642357672783,0.412474,25.675720967078497,0.416877,27.017260553617394,0.42164,28.468487683002998,0.426079,29.820996023826556,0.430828,31.2679575265459,40.757232,12318.223975868741,7.266709,2114.0762633110403,42.412983,12822.710805746408,100.674761,30574.35322435673,45.962676,13904.258314163406,6.954448,2018.9342027086732,109.862018,33373.5966849987,76.950624,23345.902408555627
0.36,0.317748,0.396809,24.881667233153333,0.400763,26.12604957387616,0.405088,27.487191107418468,0.409234,28.791998690786414,0.413715,30.20223573397788,0.418554,31.725140677518038,0.42306,33.14324559084558,0.427876,34.65891209386055,2.169491,582.7709379760062,52.858176,16535.250575928094,201.437013,63295.210355375966,169.000528,53086.96828933621,81.414935,25522.48542870451,82.06783,25727.96115160442,21.181423,6566.107418457394,48.515767,15168.630172337827
0.38,0.294551,0.387382,31.516104172112808,0.391573,32.938947754378695,0.396133,34.487066755841944,0.400488,35.96558830219554,0.405177,37.55750277541071,0.410225,39.271297670013,0.414911,40.862193643885085,0.419907,42.5583345498742,39.745181,13393.480246205243,6.921442,2249.8280433609116,62.80598,21222.616456912387,42.237723,14239.697709394977,227.698329,77203.53283472132,43.102039,14533.132802129341,112.13233,37968.90148055855,231.675292,78553.71090235647
0.4,0.263723,0.373378,41.57961194131722,0.377919,43.301494370987754,0.38283,45.16367552318153,0.387494,46.932197798447625,0.392492,48.8273681097212,0.397849,50.85866610041598,0.402804,52.73753142501793,0.408069,54.73394432795018,39.664661,14940.273696264643,11.418243,4229.634882054277,4.294897,1528.5636823485247,90.173053,34092.33551870713,171.031223,64752.60026618839,62.083781,23441.28422625255,181.355257,68667.32670263875,157.465703,59608.748573313664
0.42,0.236911,0.360315,52.088759069861666,0.365184,54.143961234387596,0.370422,56.354918091604,0.375374,58.44515450949933,0.380661,60.67679423918687,0.386307,63.05996766718304,0.391512,65.25699524293933,0.397026,67.58445154509498,39.010489,16366.305490247392,46.88205,19688.886965991445,110.48765,46536.77499145248,38.689964,16231.01206782294,44.689668,18763.48375550312,16.444438,6841.188041078718,165.718895,69849.85247624636,236.483405,99719.51239072901
0.44,0.218114,0.350538,60.71320502122744,0.355651,63.0573920060152,0.361134,65.57121505267888,0.366303,67.94107668466948,0.371806,70.46406924819132,0.377667,73.15119616347413,0.383059,75.6232979084332,0.388761,78.2375271646937,2.314645,961.2088174074108,4.886554,2140.3669640646635,2.089732,858.0916401514805,38.512797,17557.18706731342,63.905005,29198.901033404552,114.611167,52446.451396975885,206.907592,94762.13264623086,100.728935,46081.78337933375
0.46,0.204974,0.343434,67.5500307356055,0.348725,70.13133373013164,0.354386,72.89314742357567,0.359712,75.49152575448593,0.365371,78.25236371442233,0.37139,81.18883370573829,0.376918,83.88576112092265,0.382756,86.733927229795,114.241218,55634.492179495945,6.198862,2924.218681393738,18.301988,8828.931474235758,413.786716,201772.78191380372,155.238953,75635.92406841845,212.42914,103537.11495116453,261.820146,127633.34471689095,168.130051,81925.06220301113
0.48,0.195531,0.33846,73.09787194869354,0.343875,75.86725378584468,0.349661,78.8263753573602,0.355096,81.60598575161995,0.360866,84.55692447744859,0.366994,87.690954375521,0.372617,90.56671320660149,0.378551,93.6015261007206,40.028736,20371.810608036576,41.23022,20986.28299348952,37.987454,19327.842132449583,85.259547,43504.107277106945,90.146742,46003.55493502309,61.992466,31604.673939170767,55.614649,28342.880668538488,743.989761,380397.08792979125
