q_inverse_angstroms,debye,propo{e=0.380}_Plastocyanin,propo{e=0.380}_Plastocyanin_relDiffDebye,propo{e=0.390}_Plastocyanin,propo{e=0.390}_Plastocyanin_relDiffDebye,propo{e=0.400}_Plastocyanin,propo{e=0.400}_Plastocyanin_relDiffDebye,propo{e=0.410}_Plastocyanin,propo{e=0.410}_Plastocyanin_relDiffDebye,propo{e=0.420}_Plastocyanin,propo{e=0.420}_Plastocyanin_relDiffDebye,propo{e=0.430}_Plastocyanin,propo{e=0.430}_Plastocyanin_relDiffDebye,propo{e=0.440}_Plastocyanin,propo{e=0.440}_Plastocyanin_relDiffDebye,propo{e=0.450}_Plastocyanin,propo{e=0.450}_Plastocyanin_relDiffDebye,strat{a=0.15}_Plastocyanin,strat{a=0.15}_Plastocyanin_relDiffDebye,strat{a=0.20}_Plastocyanin,strat{a=0.20}_Plastocyanin_relDiffDebye,strat{a=0.25}_Plastocyanin,strat{a=0.25}_Plastocyanin_relDiffDebye,strat{a=0.30}_Plastocyanin,strat{a=0.30}_Plastocyanin_relDiffDebye,strat{a=0.35}_Plastocyanin,strat{a=0.35}_Plastocyanin_relDiffDebye,strat{a=0.40}_Plastocyanin,strat{a=0.40}_Plastocyanin_relDiffDebye,strat{a=0.45}_Plastocyanin,strat{a=0.45}_Plastocyanin_relDiffDebye,strat{a=0.50}_Plastocyanin,strat{a=0.50}_Plastocyanin_relDiffDebye
0,191.785812,175.483307,8.500370715639798,171.028257,10.823300630809957,166.978767,12.93476547681222,162.929847,15.045933116262008,158.881541,17.156780606899112,155.23863,19.05624906184405,152.000969,20.74441408627245,148.359179,22.643298034997493,4190.007449,2084.732752285138,99.723823,48.00250239574552,31.373863,83.64119708709214,1615.821326,742.5134837398712,344.920385,79.8466640483291,81.995123,57.246512583527284,108.032856,43.67004791783033,265.834424,38.61005734876781
0.02,187.232491,171.367867,8.47322166962999,167.017852,10.796544388228005,163.063848,12.908359479124806,159.110414,15.01987013568068,155.157594,17.13105285770087,151.60062,19.030816077750103,148.439347,20.719237239651964,144.883495,22.618401204735346,10.793449,94.23526924074305,1868.230418,897.8131509236824,723.281691,286.3013770403771,517.626173,176.4617242634453,167.541468,10.516883525306513,606.977146,224.18366211877188,242.46475,29.49929187237059,3026.328245,1516.3477977761881
0.04,174.158755,159.546935,8.38994284266675,155.498613,10.714443841769542,151.818877,12.827306901682908,148.139711,14.939842674001664,144.461158,17.052026468609057,141.151025,18.95266763936157,138.209166,20.641850017818513,134.900155,22.541846948779575,980.498891,462.9914447884057,1021.063549,486.2832155638687,5174.304204,2871.027327337061,138.657222,20.384581297678672,1639.310978,841.2739416976194,73.639079,57.717268362420256,219.17916,25.85021063109918,1004.881541,476.9916884166976
0.06,154.209853,141.495721,8.244694974192088,137.908104,10.571146189990856,134.647189,12.685741941534703,131.386844,14.799968066891298,128.127113,16.913796033512853,125.19392,18.81587488446669,122.587118,20.50629994440109,119.655047,22.407651215386355,1733.501376,1024.1184284119638,16.666403,89.19238772635364,245.256623,59.040825361528604,126.310609,18.091738924101048,294.84838,91.19944300835304,181.330671,17.58695535492144,11783.249442,7541.048358952783,940.416713,509.829200083603
0.08,129.777666,119.361115,8.026458882378122,116.338418,10.355593850794023,113.591067,12.472561341949248,110.844286,14.589089620397406,108.098119,16.70514478199971,105.627133,18.60915960686179,103.431183,20.30124582453194,100.961319,22.204396093854857,65.971612,49.165666147825476,976.304668,652.2902037705009,93.882807,27.658733668395612,258.488546,99.17798953172726,8054.517876,6106.39754455131,2027.949746,1462.6338556589542,2115.445468,1530.0535625290102,363.466889,180.06890569291016
0.1,103.565009,95.573251,7.716658432386178,93.157669,10.049089070228348,90.96224,12.168945015009855,88.767382,14.288249615273054,86.573138,16.40696135120309,84.598882,18.313257714292284,82.84447,20.007277747641584,80.871336,21.912490733235977,56.901696,45.05702596907031,945.794698,813.2376920857506,84.147307,18.749288188639085,95.07102,8.20160117979616,112.339393,8.47234416790327,132.055473,27.50973931745615,1565.750141,1411.852464571311,2557.5629,2369.524142077755
0.12,78.128405,72.437007,7.284671944857964,70.611909,9.62069557160421,68.953284,11.743643045061528,67.29523,13.86585967037212,65.637789,15.98729168987899,64.146657,17.895857466948158,62.821688,19.591743873435018,61.331678,21.498873553095066,53.43851,31.601688272018354,64.931978,16.890690396149775,12.311698,84.24171336916453,18.017154,76.93904796853333,26.201201,66.46392435632086,104.641589,33.935396479679824,1099.37546,1307.1392600424902,473.459076,506.0012053234671
0.14,55.499095,51.792049,6.679471079663549,50.493853,9.018601114126268,49.314229,11.144084421556784,48.135176,13.268538883381787,46.956737,15.391887020860432,45.896706,17.30188393162086,44.954938,18.99879088118464,43.896029,20.90676613735773,1183.949266,2033.276706584135,880.831518,1487.1096961130627,57.391146,3.409156491650904,67.491954,21.609107319677932,85.339639,53.76762269727102,23.439914,57.76523202765739,2198.895824,3862.0390638802314,2117.144981,3714.7378457252316
0.16,36.954091,34.805605,5.8139327523981,33.940937,8.1537765331584,33.155431,10.279403165403252,32.370495,12.403487343255176,31.586173,14.52591000005926,30.880847,16.4345647143641,30.254373,18.129841158858426,29.550169,20.035459673463482,43.20132,16.90537862235606,3.114853,91.57101983647763,1477.446403,3898.0591134010033,3319.020041,8881.46849559904,182.455089,393.7344798983149,861.439068,2231.1060959394185,331.902062,798.1470062407975,91.663764,148.0476762369828
0.18,22.965168,21.923416,4.536226340691255,21.387528,6.869708072677713,20.900913,8.98863443977418,20.414868,11.105078787144079,19.929436,13.218853874702766,19.493112,15.118792076765992,19.10575,16.805529138737406,18.670548,18.700581680917807,100.229431,336.4410963594954,1.747246,92.39175607162987,111.00153,383.34734585873707,146.027772,535.8663346159715,58.632217,155.30933194131217,9.713376,57.703875712992826,61.903956,169.55585955217052,1668.555931,7165.594273031227
