q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{a=0.15}_AntiterminatorHairpin,strat{a=0.15}_AntiterminatorHairpin_relDiffDebye,strat{a=0.20}_AntiterminatorHairpin,strat{a=0.20}_AntiterminatorHairpin_relDiffDebye,strat{a=0.25}_AntiterminatorHairpin,strat{a=0.25}_AntiterminatorHairpin_relDiffDebye,strat{a=0.30}_AntiterminatorHairpin,strat{a=0.30}_AntiterminatorHairpin_relDiffDebye,strat{a=0.35}_AntiterminatorHairpin,strat{a=0.35}_AntiterminatorHairpin_relDiffDebye,strat{a=0.40}_AntiterminatorHairpin,strat{a=0.40}_AntiterminatorHairpin_relDiffDebye,strat{a=0.45}_AntiterminatorHairpin,strat{a=0.45}_AntiterminatorHairpin_relDiffDebye,strat{a=0.50}_AntiterminatorHairpin,strat{a=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,144.77191,36.49078864321488,241.798066,127.96693585616248,232.739801,119.42681413234718,272.760183,157.15798381148397,332.410267,213.39601374280153,672.387194,533.9258657474252,979.417682,823.3938533192622,677.003126,538.2777610771437
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,83.318316,17.382336315700893,132.106641,30.995710914277712,294.242548,191.76816142413676,483.133159,379.07032644532813,629.698335,524.4029855763421,713.268718,607.270596542724,608.325719,503.2100992397812,764.853247,658.4213335335553
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,83.073792,4.592716722015569,157.262531,80.6104004994717,258.930635,197.37258704638631,341.694993,292.42449642626053,387.111716,344.5839808135718,434.097497,398.54547227774304,1147.623075,1218.0041163027272,776.705658,792.0187095398184
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,55.992178,19.199365695679674,120.410635,73.76097934582923,167.923896,142.32594259242282,279.855334,303.8508468209153,372.934247,438.1702371249797,367.667015,430.5692524547992,444.832061,541.9238181393499,656.563192,847.4666689063113
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,54.479294,4.207529152759239,67.185156,28.511193674842367,110.891249,112.1118357912895,151.018472,188.86684587992556,216.176156,313.4999083964162,439.389042,740.4596139520081,281.378504,438.21840383136725,483.52903,824.8902067257038
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,45.337848,16.65454695156704,50.309936,29.447758333001,104.874999,169.84398321885607,169.707121,336.6574107070492,144.585735,272.01993822213024,184.619611,375.02733432737125,341.028909,777.4693690089168,319.825613,722.9131649129488
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,29.72173,0.9347775494048232,35.125125,19.284667422456153,76.752229,160.65000794152888,133.333305,352.7989279258625,152.604972,418.24536801031275,183.734794,523.9620156860223,265.015165,799.9895607184984,342.012336,1061.4713898993195
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,25.137925,9.69496870468,32.921672,43.661092940079186,55.124277,140.547135071137,71.190791,210.65696913354682,100.139193,336.97980808865134,151.363143,560.5069923005581,189.71026,727.8432302450067,158.129851,590.0350389588923
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,7.737286,57.03982761042666,34.13265,89.51665068513304,43.341733,140.64876512809005,63.214329,250.98850828717008,77.968642,332.9097181235033,116.149351,544.9026366476646,130.206529,622.9531042393909,140.94122,682.5559386064805
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,27.482459,95.64188323630776,29.696252,111.40141303731124,42.104013,199.72967102856353,56.383012,301.37888135175024,80.214661,471.03141102482897,90.809669,546.4550591788659,104.020419,640.4996280787615,155.870253,1009.6077624436646
0.2,10.865414,6.683963,38.484046719250635,6.525905,39.93873588249836,6.382696,41.256762052508996,6.23998,42.57025088965777,6.11199,43.748208765906206,5.998608,44.79172169601637,5.871522,45.961359594765554,5.759003,46.99692989148871,13.91903,28.104000455021776,13.655709,25.68052169940327,20.231696,86.20271625176915,23.826417,119.28678465450098,51.581547,374.73153807116785,66.084085,508.20586311759496,83.440704,667.9477652669286,87.209292,702.6320212004807
0.22,8.43004,5.27989,37.36815009181451,5.159139,38.80053949921946,5.049845,40.09702207818705,4.941044,41.38765652357522,4.843577,42.54384320833591,4.757327,43.566970026239495,4.660764,44.71243315571456,4.575376,45.72533463660908,10.393483,23.291028275073426,13.552493,60.76427869855896,19.269839,128.5853803777918,21.572181,155.89654378864157,31.27918,271.04426550763696,46.775186,454.86315604670915,50.556569,499.71920655180764,65.478693,676.7305137342173
0.24,6.607146,4.22626,36.03501421037162,4.133504,37.438888137177535,4.04966,38.70787780382028,3.966309,39.969405852390736,3.891747,41.0979112615341,3.825857,42.09516484121888,3.752199,43.209988094708365,3.687171,44.19419519411256,9.226097,39.63815844238948,9.789558,48.16621276417986,19.799535,199.66849529282385,18.140753,174.56261750534952,19.831466,200.1517750629394,28.692063,334.2580442448222,57.90276,776.3656804314601,46.156751,598.5883314823072
0.26,5.206786,3.411359,34.48244271994278,3.340255,35.848045224059526,3.276094,37.08030251291296,3.212426,38.30309138881452,3.155579,39.39487814555851,3.105437,40.35789064501596,3.049494,41.432315443730545,3.000213,42.378791830507346,5.659639,8.697361481727887,11.252717,116.11637198071901,14.243156,173.54986358187182,19.948341,283.1219681392705,23.615667,353.55555231192517,35.772927,587.0443110202724,38.408625,637.6647513456478,37.909582,628.0802783137236
0.28,4.100459,2.76037,32.68143883404272,2.706563,33.99365778318963,2.658127,35.17489139630466,2.610183,36.34412635268392,2.567488,37.38535124970156,2.529925,38.301419426459326,2.488135,39.320573623587016,2.451433,40.215644151057226,6.122496,49.31245502027944,6.056184,47.69527021243232,10.795377,163.27240438204603,10.594979,158.3851954134891,27.806675,578.1356672509102,24.062088,486.8145005229902,18.230658,344.60042156256156,36.826177,798.0988957577677
0.3,3.24239,2.24773,30.67675387599888,2.207544,31.916148273341577,2.17149,33.02810581083707,2.135929,34.124858514860954,2.1043790000000002,35.09790617414931,2.076722,35.95088807947223,2.046076,36.89605507048813,2.01928,37.722482489768346,3.26171,0.5958567599826056,9.075085,179.8887548999349,9.92485,206.09673728330026,14.165015,336.86956226733986,17.529702,440.64137873605586,17.485253,439.27050724928216,20.518811,532.8298261467621,29.383797,806.2388238305696
0.32,2.609256,1.861777,28.64720824633535,1.831846,29.79431684740784,1.805115,30.818785124955156,1.778876,31.82439745276048,1.755716,32.71200679427392,1.735517,33.48613551142547,1.713261,34.33909896154306,1.693924,35.08019144154502,8.103959,210.5850479983566,9.98194,282.55885969027185,5.690189,118.07706871230728,12.376039,374.31294591255136,23.765803,810.8268027361056,13.789486,428.4834450893282,19.616322,651.7975238918681,34.648201,1227.895806314137
0.34,2.157975,1.579856,26.789884034801148,1.557415,27.829794135705928,1.537493,28.75297443204856,1.518065,29.653262896928833,1.501033,30.44252134524264,1.486282,31.12607884706727,1.470155,31.873399830859945,1.456265,32.517058816714744,5.668698,162.68599033816426,6.851518,217.49756137119292,13.816125,540.235637576895,5.616862,160.2839235857691,15.349937,611.312086562634,19.561009,806.452067331642,15.111342,600.2556563444896,22.304282,933.5746243584844
0.36,1.838042,1.374815,25.2021988616147,1.357822,26.12671527636473,1.342853,26.941114512073167,1.328378,27.728637321671645,1.315803,28.41278926161643,1.305014,28.999772584086763,1.293344,29.63468734664387,1.283417,30.174772937723944,3.321723,80.72073434665802,5.571955,203.14622843221213,20.242885,1001.3287509208169,12.132882,560.0981914450268,10.963162,496.4587316285483,18.062693,882.7138335250228,22.832005,1142.1916909406857,24.45785,1230.6469601891579
0.38,1.615472,1.228237,23.970393792031057,1.215139,24.781178503867604,1.20371,25.488649756851245,1.192775,26.165541711648366,1.183387,26.746672180019214,1.17543,27.23922172591045,1.166947,27.764331415214876,1.159852,28.20352194281299,1.237124,23.420275931740083,5.518353,241.59384997078254,7.315616,352.8469698020145,10.364585,541.5824601107291,17.8568,1005.3611576059504,16.97683,950.8897709152494,21.150596,1209.2517852367605,22.906802,1317.9634187407767
0.4,1.469467,1.128482,23.20467217024949,1.118034,23.91567826973999,1.109015,24.529438224880177,1.100489,25.109648600478952,1.09327,25.60091516175594,1.087241,26.011199979312238,1.080927,26.44087958423021,1.075759,26.7925717283886,3.679992,150.43039414971548,4.40018,199.44054544947247,12.54645,753.8095785750887,10.227359,595.9910634263988,11.215057,663.2057746107943,17.107467,1064.195385129438,17.459062,1088.1220878046256,31.029601,2011.6228537285967
0.42,1.374749,1.061163,22.810418483665014,1.052504,23.440278916369454,1.045111,23.978049811274644,1.038211,24.479959614445985,1.032456,24.898581486511354,1.027727,25.242571553061683,1.022876,25.5954359668565,1.01901,25.87665093773482,7.002844,409.3907324173358,7.636328,455.47070774374083,12.697067,823.591652003384,8.897267,547.1921056134611,14.245537,936.2282132956634,29.680435,2058.9712012883806,18.058856,1213.611139197046,28.053353,1940.6163597864047
0.44,1.300056,1.008886,22.396727525583522,1.001616,22.95593420591113,0.995486,23.427452355898524,0.989849,23.86104906250193,0.98523,24.216341449906775,0.981512,24.50232913043746,0.977797,24.788086051677777,0.974941,25.007768896109102,5.207603,300.5675909345443,10.755417,727.3041315143347,16.477531,1167.4477868645656,14.324387,1001.8284596971206,15.576995,1098.178770760644,25.673857,1874.8270074519864,37.060344,2750.672894090716,18.068595,1289.8320533884691
0.46,1.223708,0.960019,21.54835957597728,0.954047,22.036384496955158,0.949097,22.440892761998782,0.944641,22.805031919379466,0.941084,23.095705838320903,0.93831,23.322393904428186,0.935658,23.539112271881855,0.933746,23.695358696682543,9.053209,639.8177506398586,12.352473,909.4297822683188,7.720894,530.9425124294359,7.434207,507.5147829384134,15.374519,1156.387880115191,21.382377,1647.3430753088155,21.030696,1618.6041114383495,21.231205,1634.9894746132247
0.48,1.142358,0.912905,20.085910021201762,0.908185,20.49909047776616,0.904373,20.832786219381315,0.901054,21.123325612461237,0.898522,21.34497241670299,0.896659,21.508056143520683,0.89503,21.650655923974796,0.894029,21.738281694530087,2.257249,97.59558737278505,12.770815,1017.9345704236325,9.212448,706.4414132872532,10.807428,846.0631430777391,9.443325,726.6519777512829,22.077002,1832.581730070608,25.943649,2171.0611734675117,26.688605,2236.2733048658997
0.5,1.061438,0.869858,18.049099429264835,0.866281,18.38609508986866,0.863509,18.64725023976908,0.861231,18.861864753287534,0.859634,19.01232102110534,0.858602,19.109547613708962,0.85791,19.17474218936953,0.85774,19.190758197841053,7.692021,624.6792558774041,2.7151,155.79449765318367,4.12353,288.4852436034888,15.816377,1390.0895765932628,14.092511,1227.6810327122262,19.883801,1773.2889721302608,30.769199,2798.8220696828266,25.791892,2329.9009456981944
