q_inverse_angstroms,debye,propo{e=0.380}_TeicoplaninUbiquitin,propo{e=0.380}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.390}_TeicoplaninUbiquitin,propo{e=0.390}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.400}_TeicoplaninUbiquitin,propo{e=0.400}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.410}_TeicoplaninUbiquitin,propo{e=0.410}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.420}_TeicoplaninUbiquitin,propo{e=0.420}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.430}_TeicoplaninUbiquitin,propo{e=0.430}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.440}_TeicoplaninUbiquitin,propo{e=0.440}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.450}_TeicoplaninUbiquitin,propo{e=0.450}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.15}_TeicoplaninUbiquitin,strat{a=0.15}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.20}_TeicoplaninUbiquitin,strat{a=0.20}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.25}_TeicoplaninUbiquitin,strat{a=0.25}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.30}_TeicoplaninUbiquitin,strat{a=0.30}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.35}_TeicoplaninUbiquitin,strat{a=0.35}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.40}_TeicoplaninUbiquitin,strat{a=0.40}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.45}_TeicoplaninUbiquitin,strat{a=0.45}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.50}_TeicoplaninUbiquitin,strat{a=0.50}_TeicoplaninUbiquitin_relDiffDebye
0,175.982653,166.667471,5.293238760299854,162.503034,7.659629384039338,158.339279,10.025632469582098,154.63878,12.12839597320993,150.938906,14.230804328197049,147.239704,16.3328308273657,144.003495,18.171767191167422,140.767879,20.01036658993884,11.690838,93.35682364102101,296.757032,68.62857045347532,135.065553,23.250643914318083,648.482553,268.4923155465783,192.963222,9.649001597901814,221.421235,25.81992101232841,1264.560681,618.5712111068128,1816.773969,932.3596888836539
0.02,170.769539,161.760272,5.275687369513847,157.7192,7.642076611801363,153.67881,10.008066485440363,150.087969,12.11080741981743,146.497753,14.213182363864096,142.908209,16.315163795107516,139.767951,18.154050295820028,136.628286,19.992589544907073,11.482029,93.27630146029732,514.823349,201.47258815285554,30.89934,81.90582455106353,1871.826734,996.1127757099582,1006.009136,489.103385703934,748.789736,338.4796845999566,1151.063689,574.0450877483485,864.599576,406.2961351672911
0.04,156.103692,147.952524,5.221636910419765,144.258575,7.587980045981224,140.565307,9.95388693305217,137.283019,12.056520098192168,134.001356,14.158752888432652,130.720365,16.26055519558116,127.850091,18.09925225855644,124.98041,19.937569445827066,82.825066,46.94227603534194,17.810199,88.59078938376422,483.196205,209.53541124446951,541.990021,247.1987203223867,176.801603,13.259078459207746,1416.845086,807.630734319852,1435.208132,819.3940986354121,734.943649,370.80478339999803
0.06,134.615868,127.714213,5.126925304229369,124.529048,7.493039379280312,121.344565,9.85864682757905,118.51453,11.960950992790844,115.685119,14.062791616809992,112.856381,16.16413229976722,110.381828,18.00236507036452,107.907868,19.840157328257924,8.824511,93.44467251067312,806.310303,498.97121712278374,104.564393,22.323872695305138,35.485005,73.63980522712225,337.905935,151.01493606979525,1913.299268,1321.3029239613861,396.98213,194.8999519135441,1087.919439,708.1658241062636
0.08,109.835578,104.360437,4.984851993950443,101.762378,7.350259494241475,99.165001,9.715046066402996,96.856837,11.816518141325755,94.549299,13.917420273419962,92.242433,16.0177105819027,90.224518,17.854924931518998,88.207196,19.69159938321625,7.372131,93.288030040685,12.313091,88.78952410119788,85.816182,21.868502389999716,28.252277,74.27766347257717,296.647004,170.08279958248136,515.76825,369.58213303161205,691.668331,529.7306788880375,78.21108,28.792581216261276
0.1,85.246607,81.165784,4.787079678138973,79.150831,7.1507549854740855,77.13656,9.513630260967448,75.346713,11.613241099437545,73.557491,13.712118770897238,71.768941,15.810208141187369,70.204553,17.64534041806496,68.640758,19.479777066083102,5.837682,93.15200662473288,10.206584,88.0269909158965,87.131913,2.211590661901652,753.311413,783.6849224978538,30.748936,63.929431232377375,132.376918,55.287022743321614,142.388144,67.03086376212019,352.209235,313.1651069701812
0.12,63.487829,60.614453,4.52586904491568,59.116153,6.885848939644795,57.618535,9.24475461273057,56.287936,11.34058781565833,54.957962,13.435436577930545,53.628660000000004,15.529226869609914,52.466113,17.36036051886417,51.304159,19.190560130824444,4.350558,93.14741412877734,63.308232,0.28288414146276936,216.015586,240.24724014424876,16.462644,74.06960631777154,353.267728,456.4337819773299,279.915992,340.89709225999843,162.936298,156.6417856247691,176.744838,178.39168669635873
0.14,45.941542,44.013104,4.197590929795085,42.932157,6.550465807177308,41.851891,8.90185836600782,40.892271,10.990643283153181,39.933277,13.078065599104189,38.974955,15.164025186616497,38.137016,16.98794959907962,37.299669,18.81058541744201,51.894046,12.956691788882498,6.285479,86.31852844643308,9.008749,80.39084321549328,189.486763,312.45190028667304,106.258448,131.29055615939055,451.37036,882.488485040402,187.81751,308.8184719616072,730.14233,1489.2856404340978
0.16,32.77505,31.528275,3.8040369122243884,30.761192,6.144484905438738,29.994791,8.482852047517856,29.314162,10.559520122776322,28.634158,12.634281259677715,27.954827,14.706989005356204,27.361004,16.518803174976085,26.767775,18.328804990381403,2.327254,92.89931212919583,221.583352,576.0732691483308,228.469648,597.0840563172292,9.336036,71.51480775773035,67.681189,106.50216857029969,196.080462,498.26136649677125,1379.840333,4110.032732215512,352.149764,974.4446278495379
0.18,23.322894,22.543224,3.3429384878223214,22.002022,5.663413811339199,21.461502,7.980964969441623,20.981657,10.038364021205957,20.502436,12.093087590245027,20.023888,14.14492558256279,19.605751,15.937743403541601,19.188207,17.728018658404928,1.568799,93.27356630785185,168.710931,623.3704830969947,179.396755,669.187370143688,98.041233,320.36478406153196,60.146399,157.88565947261947,191.602994,721.5232380681402,163.461421,600.8625130311873,261.29807,1020.3501160705013
