q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,60.395564,3.4115935787505,196.366716,236.22659815522087,259.49743,344.3214201276481,371.766572,536.5529370638758,964.479359,1551.4184301350642,568.32434,873.1066617573372,975.750318,1570.7169970190619,862.802627,1377.3236425443806
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,46.350604,15.066209653699863,80.31097,47.16345634865945,441.508717,709.0295609900135,388.815945,612.4742528906111,254.285622,365.95815034096483,827.70479,1416.7031070941036,1735.753675,3080.6303694612047,1020.392711,1769.7883761550731
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,27.474572,38.757360237270724,162.463196,262.1412186995918,113.474476,152.94211884110402,477.423794,964.2092415524243,366.905709,717.8571139588918,1039.903374,2218.0134606620527,322.345473,618.5293980952853,401.35611,794.649338351853
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,110.265034,231.28634996404423,299.501768,799.8396311971208,799.77546,2302.8895047020474,389.814608,1071.1805090177972,725.922511,2081.001631268927,371.465215,1016.0505806034479,862.991288,2492.818625098227,456.009444,1270.0599253603207
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,23.511056,0.6612216144144505,40.849602,74.89519993413428,137.495422,488.6786686616473,78.880189,237.72095076953997,797.142998,3312.9214774554034,626.894471,2584.012290821055,201.683483,763.4961261727244,338.698615,1350.1184610767903
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,64.311074,292.77332361849903,35.871694,119.0827115747712,190.706818,1064.722435557027,390.018583,2281.998707063847,88.632928,441.3165656757515,286.614447,1650.4684954455608,205.044661,1152.289348972751,365.147394,2130.10045753572
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,12.976791,10.472299031374664,129.909345,1005.9270360299413,86.894854,639.7417663099948,114.552041,875.1892689037137,238.70049,1932.0734078414039,230.832281,1865.090812722984,76.268967,549.2828719548652,402.33895,3325.1386799994934
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,9.494314,12.666224355011924,50.799855,502.8268983553815,22.972019,172.60217500091073,236.452858,2705.9163356943723,381.609738,4428.4502237407905,62.551317,642.2780323911207,81.829838,871.0505558424,411.574431,4784.032398952929
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,60.642026,937.4706339240195,85.293843,1359.2167050458668,84.850107,1351.6252194115493,165.112242,2724.758895363359,194.59785,3229.2020091767918,42.049056,619.3800019845411,82.965393,1319.381319309243,109.675257,1776.3366910856466
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,5.347349,37.644160427994706,10.334622,166.01973585989683,14.385131,270.28241080612463,161.787173,4064.504616325535,101.968405,2524.731525173827,265.213306,6726.758986313189,186.816999,4708.78823900077,420.135883,10714.564540524512
