q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.15}_BacteriorhodopsinArEnv,strat{a=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.20}_BacteriorhodopsinArEnv,strat{a=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.25}_BacteriorhodopsinArEnv,strat{a=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.30}_BacteriorhodopsinArEnv,strat{a=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.35}_BacteriorhodopsinArEnv,strat{a=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.40}_BacteriorhodopsinArEnv,strat{a=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.45}_BacteriorhodopsinArEnv,strat{a=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.50}_BacteriorhodopsinArEnv,strat{a=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0,186.698145,94.694519,49.27934661589702,92.228323,50.60030028686144,90.070803,51.75591969593485,87.913688,52.91132217730391,85.757009,54.06649112662581,83.754798,55.13892331388725,81.906988,56.12865462589358,80.059574,57.11817383081124,47.751419,74.42319579554473,101.610593,45.574931663086424,280.218086,50.09152126283848,218.080558,16.809172367513337,473.2602,153.4895030692458,573.950063,207.42140635623346,1057.530662,466.4387624204835,975.899956,422.71540030566445
0.02,178.347031,90.470617,49.272709227214435,88.115211,50.59339619732721,86.054634,51.748771192047485,83.994461,52.90391966211089,81.934724,54.05882366497035,80.022531,55.13099906888834,78.257814,56.12048400177741,76.493493,57.10974689564638,171.966752,3.5774517603267384,242.605154,36.02982490916825,189.119033,6.039911031656039,314.442593,76.30940713557492,338.734177,89.92980993330919,501.165227,181.00564623360626,683.146952,283.04363586518025,1179.39803,561.2938961680837
0.04,155.393952,78.861624,49.250519093561635,76.810717,50.570330433452135,75.016575,51.724906899851554,73.222838,52.87922273834699,71.429537,54.0332579996421,69.764748,55.104592487614966,68.228405,56.09326867496105,66.692458,57.08169002613436,80.398885,48.26125214963321,125.485718,19.246716886381783,121.20942,21.998624502451687,280.464232,80.48593808850421,399.702088,157.21856150489046,523.361727,236.79671587218527,536.79003,245.43817381000773,893.702471,475.1204982546553
0.06,123.333022,62.647734,49.204411775461075,61.022109,50.522489427040874,59.600089,51.67548152675607,58.178475,52.8281444364511,56.757295,53.98045545336593,55.438048,55.050117883270545,54.220667,56.03718605062642,53.003682,57.023933136090676,80.952252,34.36287322952323,85.599273,30.595008853346677,204.117663,65.50122561660736,283.790916,130.1013235530708,410.552404,232.88116786759673,392.081881,217.90503033323878,415.229137,236.6731231153973,692.261397,461.29444148380634
0.08,89.027458,45.302381,49.11414745774276,44.131716,50.4290957066302,43.107787,51.57922289548017,42.084262,52.72889629174855,41.061173,53.87807995146846,40.111581,54.944708182053226,39.23542,55.92885511793452,38.359655,56.912557247225905,44.034556,50.53823057600948,59.50799,33.15771186008703,165.490078,85.88655872888117,202.092934,127.00067882427916,290.438149,226.23435008107276,469.33349,427.1783565919629,461.996708,418.93732380857153,587.819955,560.2681556964145
0.1,58.425347,29.836001,48.9331214412813,29.071011,50.24246753724886,28.402048,51.38745517420718,27.733489,52.5317513304628,27.065366,53.67530123526695,26.445386,54.736450260192726,25.873481,55.71531479308116,25.301973,56.69349982636817,29.528023,49.46025224291778,46.005173,21.25819466677708,115.687961,98.0098825942788,74.995363,28.361005712126957,192.067352,228.73977111338334,358.58252,513.7447844340574,403.205419,590.1207090819674,324.681004,455.7194277339936
0.12,35.002495,18.006829,48.55558439476958,17.552113,49.854680359214406,17.154639,50.99023941007634,16.75757,52.12464140056302,16.360936,53.257800622498486,15.993053,54.308819985546755,15.653853,55.277893761573296,15.31505,56.24583333273815,19.271587,44.942247688343365,66.751028,90.70362841277458,62.253884,77.8555614392631,43.365464,23.892493949359892,136.983409,291.35327067399044,110.417256,215.4553868231393,175.847765,402.3863727428573,205.91763,488.2941487456822
0.14,19.43963,10.156343,47.7544428571943,9.907541,49.03431289587302,9.690242,50.15212738102526,9.473348,51.26785849319149,9.256889,52.381351908446824,9.0563110000000009,53.41315138199647,8.871547,54.36360157060602,8.68718,55.31200953927622,8.444879,56.55843758343138,15.614341,19.677787077223186,28.840572,48.359675569956835,54.188445,178.75245053532396,35.507972,82.65765346356902,109.021412,460.820406561236,79.717344,310.0764469282594,92.189121,374.2328994944863
0.16,10.378534,5.591959,46.11995297216351,5.462879,47.36367390616054,5.350337,48.448046708716284,5.238199,49.52852686130816,5.126496,50.60481567049836,5.023192,51.600177828583504,4.92822,52.51525889880016,4.833643,53.42653403650265,5.26537,49.26672688069433,5.986612,42.31736389744448,23.356871,125.04980953957468,26.315288,153.5549625794934,36.180724,248.6111236904942,56.449571,443.9069814677102,54.705431,427.1017178341372,44.028581,324.2273619761712
0.18,5.644664,3.207644,43.1738718194741,3.141103,44.35270195001863,3.083283,45.377032184732336,3.025867,46.39420521752933,2.968886,47.40367185717343,2.916395,48.33359434680256,2.868327,49.185159648120774,2.820655,50.02970947429289,14.542744,157.6370178986739,10.513128,86.24896007982052,11.858757,110.08791665898983,15.064742,166.88465425045672,8.231354,45.82540253946028,21.69137,284.2809775745731,50.231861,789.899930270429,43.032249,662.3527104536249
