q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.15}_BacteriorhodopsinArEnv,strat{a=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.20}_BacteriorhodopsinArEnv,strat{a=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.25}_BacteriorhodopsinArEnv,strat{a=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.30}_BacteriorhodopsinArEnv,strat{a=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.35}_BacteriorhodopsinArEnv,strat{a=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.40}_BacteriorhodopsinArEnv,strat{a=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.45}_BacteriorhodopsinArEnv,strat{a=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.50}_BacteriorhodopsinArEnv,strat{a=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0,186.698145,94.694519,49.27934661589702,92.228323,50.60030028686144,90.070803,51.75591969593485,87.913688,52.91132217730391,85.757009,54.06649112662581,83.754798,55.13892331388725,81.906988,56.12865462589358,80.059574,57.11817383081124,98.578864,47.19879835978018,133.233725,28.636824431222934,154.093376,17.463895530402834,146.202724,21.69031781220966,255.637401,36.92551739065216,293.214647,57.052790749474234,369.163978,97.73307228092703,467.242112,150.26607093498438
0.02,178.347031,90.470617,49.272709227214435,88.115211,50.59339619732721,86.054634,51.748771192047485,83.994461,52.90391966211089,81.934724,54.05882366497035,80.022531,55.13099906888834,78.257814,56.12048400177741,76.493493,57.10974689564638,94.598532,46.95816831399901,127.595561,28.456582492814242,147.500891,17.295572472972648,139.742444,21.645769365232653,245.347391,37.56740979893296,280.937758,57.52309215621313,354.052599,98.51891955521256,447.028975,150.65120091626312
0.04,155.393952,78.861624,49.250519093561635,76.810717,50.570330433452135,75.016575,51.724906899851554,73.222838,52.87922273834699,71.429537,54.0332579996421,69.764748,55.104592487614966,68.228405,56.09326867496105,66.692458,57.08169002613436,83.559768,46.22714273976377,112.034986,27.90260846187888,129.341111,16.765672450366665,121.975847,21.505409039342798,216.741528,39.47874110312863,247.06381,58.99190851391691,312.343734,101.00121657244418,391.230121,151.76663310551493
0.06,123.333022,62.647734,49.204411775461075,61.022109,50.522489427040874,59.600089,51.67548152675607,58.178475,52.8281444364511,56.757295,53.98045545336593,55.438048,55.050117883270545,54.220667,56.03718605062642,53.003682,57.023933136090676,67.870899,44.969402436275345,90.127557,26.92341796343886,103.861994,15.787359852416497,97.131548,21.24449200636631,175.855328,42.5857610137859,199.350869,61.63624775204162,253.537516,105.57147784800085,312.642008,153.4941599014739
0.08,89.027458,45.302381,49.11414745774276,44.131716,50.4290957066302,43.107787,51.57922289548017,42.084262,52.72889629174855,41.061173,53.87807995146846,40.111581,54.944708182053226,39.23542,55.92885511793452,38.359655,56.912557247225905,50.675939,43.07830399919988,66.436981,25.37472989512965,76.41682,14.164886073687507,70.510349,20.799323507585708,130.553252,46.64380510561134,147.562762,65.74971959774477,189.567911,112.93195971067715,227.615553,155.66893418432775
0.1,58.425347,29.836001,48.9331214412813,29.071011,50.24246753724886,28.402048,51.38745517420718,27.733489,52.5317513304628,27.065366,53.67530123526695,26.445386,54.736450260192726,25.873481,55.71531479308116,25.301973,56.69349982636817,34.924446,40.22381073748693,45.084382,22.83420755720972,51.725607,11.467180503010116,46.742373,19.996413542909725,88.215401,50.9882363214719,100.303615,71.67825293361115,130.946177,124.12562992565539,150.895275,158.2702247365343
0.12,35.002495,18.006829,48.55558439476958,17.552113,49.854680359214406,17.154639,50.99023941007634,16.75757,52.12464140056302,16.360936,53.257800622498486,15.993053,54.308819985546755,15.653853,55.277893761573296,15.31505,56.24583333273815,22.630949,35.34475470962856,28.699747,18.006567817522733,32.656913,6.701185158372282,28.590543,18.318557005722027,53.942258,54.109751319155954,62.839133,79.52758224806543,84.151671,140.41620747321008,91.779025,162.20709409429242
0.14,19.43963,10.156343,47.7544428571943,9.907541,49.03431289587302,9.690242,50.15212738102526,9.473348,51.26785849319149,9.256889,52.381351908446824,9.0563110000000009,53.41315138199647,8.871547,54.36360157060602,8.68718,55.31200953927622,14.55403,25.132165581340804,18.080928,6.9893408465078855,19.92115,2.477001877093338,16.682542,14.182821380859611,29.827333,53.43570325155365,36.60643,88.30826512644532,51.073717,162.72988220454815,52.851585,171.8754677943973
0.16,10.378534,5.591959,46.11995297216351,5.462879,47.36367390616054,5.350337,48.448046708716284,5.238199,49.52852686130816,5.126496,50.60481567049836,5.023192,51.600177828583504,4.92822,52.51525889880016,4.833643,53.42653403650265,10.324081,0.524669476440512,12.521032,20.643551391747618,12.583878,21.249089707660062,10.052695,3.139547454389996,15.315043,47.56460787236424,20.200101,94.63347135539566,30.180845,190.80065643182365,31.250891,201.11084089525554
0.18,5.644664,3.207644,43.1738718194741,3.141103,44.35270195001863,3.083283,45.377032184732336,3.025867,46.39420521752933,2.968886,47.40367185717343,2.916395,48.33359434680256,2.868327,49.185159648120774,2.820655,50.02970947429289,8.871969,57.174439435190486,10.498994,85.99856430781354,8.965529,58.831934017684674,7.035782,24.6448327128063,8.227549,45.75799374418035,10.988288,94.66682162126925,18.381446,225.64287263156854,21.372973000000002,278.64030525111866
