q_inverse_angstroms,debye,propo{e=0.380}_TeicoplaninUbiquitin,propo{e=0.380}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.390}_TeicoplaninUbiquitin,propo{e=0.390}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.400}_TeicoplaninUbiquitin,propo{e=0.400}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.410}_TeicoplaninUbiquitin,propo{e=0.410}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.420}_TeicoplaninUbiquitin,propo{e=0.420}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.430}_TeicoplaninUbiquitin,propo{e=0.430}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.440}_TeicoplaninUbiquitin,propo{e=0.440}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.450}_TeicoplaninUbiquitin,propo{e=0.450}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.15}_TeicoplaninUbiquitin,strat{a=0.15}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.20}_TeicoplaninUbiquitin,strat{a=0.20}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.25}_TeicoplaninUbiquitin,strat{a=0.25}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.30}_TeicoplaninUbiquitin,strat{a=0.30}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.35}_TeicoplaninUbiquitin,strat{a=0.35}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.40}_TeicoplaninUbiquitin,strat{a=0.40}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.45}_TeicoplaninUbiquitin,strat{a=0.45}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.50}_TeicoplaninUbiquitin,strat{a=0.50}_TeicoplaninUbiquitin_relDiffDebye
0,175.982653,166.667471,5.293238760299854,162.503034,7.659629384039338,158.339279,10.025632469582098,154.63878,12.12839597320993,150.938906,14.230804328197049,147.239704,16.3328308273657,144.003495,18.171767191167422,140.767879,20.01036658993884,8.236061,95.31995860978411,272.009505,54.566089533836035,115.986461,34.09210565770934,32.353337,81.61561014766609,642.224427,264.93621163899604,691.979057,293.20867437996856,1100.805328,525.5192254659327,90.144335,48.776579132489836
0.02,170.769539,161.760272,5.275687369513847,157.7192,7.642076611801363,153.67881,10.008066485440363,150.087969,12.11080741981743,146.497753,14.213182363864096,142.908209,16.315163795107516,139.767951,18.154050295820028,136.628286,19.992589544907073,7.986754,95.32308042361115,266.542627,56.083238592100415,113.594573,33.48077551465429,31.401909,81.61152792009354,614.459701,259.8180943733765,661.63968,287.4459601369539,1057.001833,518.9639201403478,87.610676,48.696543591418845
0.04,156.103692,147.952524,5.221636910419765,144.258575,7.587980045981224,140.565307,9.95388693305217,137.283019,12.056520098192168,134.001356,14.158752888432652,130.720365,16.26055519558116,127.850091,18.09925225855644,124.98041,19.937569445827066,7.286052,95.33255626010433,251.570857,61.15625055171661,106.892084,31.524948173551202,28.715901,81.60459843576281,539.664689,245.70911301700664,579.84819,271.45065729771466,937.5987,500.62557649181036,80.455583,48.4601664642243
0.06,134.615868,127.714213,5.126925304229369,124.529048,7.493039379280312,121.344565,9.85864682757905,118.51453,11.960950992790844,115.685119,14.062791616809992,112.856381,16.16413229976722,110.381828,18.00236507036452,107.907868,19.840157328257924,6.26142,95.34867613081099,230.873552,71.50545134842497,97.146499,27.834288451046497,24.75374,81.61157345878422,439.981158,226.8419723000263,470.647511,249.62260986943977,774.164533,475.0915880139777,69.891568,48.08073592037456
0.08,109.835578,104.360437,4.984851993950443,101.762378,7.350259494241475,99.165001,9.715046066402996,96.856837,11.816518141325755,94.549299,13.917420273419962,92.242433,16.0177105819027,90.224518,17.854924931518998,88.207196,19.69159938321625,5.083467,95.37174830545345,209.269821,90.53008579788236,86.026697,21.67683862873649,20.141206,81.6624026870419,342.615394,211.93480312909173,363.603953,231.0438745084949,606.360381,452.06190201867014,57.567524,47.58754399234827
0.1,85.246607,81.165784,4.787079678138973,79.150831,7.1507549854740855,77.13656,9.513630260967448,75.346713,11.613241099437545,73.557491,13.712118770897238,71.768941,15.810208141187369,70.204553,17.64534041806496,68.640758,19.479777066083102,3.919939,95.40164806794012,191.040134,124.10291825456467,75.127898,11.869925802442785,15.514577,81.80035834153493,269.798539,216.49182119354032,282.939567,231.90713033305835,468.261657,449.3023986280182,45.149864,47.03617470663671
0.12,63.487829,60.614453,4.52586904491568,59.116153,6.885848939644795,57.618535,9.24475461273057,56.287936,11.34058781565833,54.957962,13.435436577930545,53.628660000000004,15.529226869609914,52.466113,17.36036051886417,51.304159,19.190560130824444,2.897075,95.43680254053103,178.698043,181.46818975334628,65.594156,3.317686292281313,11.380908,82.07387434842039,231.548229,264.7127845559186,239.7022,277.5561454463973,378.005804,495.3988503843784,33.954573,46.517980635312
0.14,45.941542,44.013104,4.197590929795085,42.932157,6.550465807177308,41.851891,8.90185836600782,40.892271,10.990643283153181,39.933277,13.078065599104189,38.974955,15.164025186616497,38.137016,16.98794959907962,37.299669,18.81058541744201,2.080078,95.4723374326443,172.541172,275.56678441485485,57.957978,26.15592659036129,8.035648,82.50897194526034,224.036071,387.6546612214279,229.989004,400.6122868056975,334.576756,628.2662736919018,24.737736,46.15388399457728
0.16,32.77505,31.528275,3.8040369122243884,30.761192,6.144484905438738,29.994791,8.482852047517856,29.314162,10.559520122776322,28.634158,12.634281259677715,27.954827,14.706989005356204,27.361004,16.518803174976085,26.767775,18.328804990381403,1.475614,95.49775210106468,171.052089,421.897263314625,52.210964,59.30094385820921,5.553028,83.05714865423546,233.704908,613.0573652824328,239.355857,630.2989835255781,322.246917,883.2080103615402,17.682521,46.0488359285493
0.18,23.322894,22.543224,3.3429384878223214,22.002022,5.663413811339199,21.461502,7.980964969441623,20.981657,10.038364021205957,20.502436,12.093087590245027,20.023888,14.14492558256279,19.605751,15.937743403541601,19.188207,17.728018658404928,1.050594,95.49543894509831,171.865403,636.8956999933198,48.022639,105.90343119511667,3.837423,83.54654015063481,244.725595,949.2934324531082,250.803316,975.3524669794409,319.919406,1271.6968657491645,12.545974,46.20747322352021
