q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0.2,0.872902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.984593,241.91616011877622,1.558955,78.59450430861656,1.916994,119.61159442869875,2.880036,229.93806864917255,10.310421,1081.1659269883676,3.470472,297.57865144082615,13.557176,1453.1154700069426,36.803827,4116.261046486317
0.22,0.549387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.663486,384.81052518534295,1.543679,180.98207638695493,1.672126,204.36213452447913,3.146301,472.6930196746556,9.54695,1637.7458876893704,3.254877,492.4561374768606,12.511578,2177.3705966832126,35.565483,6373.666650284772
0.24,0.505098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.459578,386.95065116076483,1.578806,212.57419352284109,1.555218,207.90420868821494,3.307767,554.8762814344938,8.979679,1677.8092568174889,3.162059,526.0288102506839,11.912613,2258.4755829561786,33.305585,6493.885740984918
0.26,0.482895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.358663,388.4422079334017,1.61233,233.8883194069104,1.492248,209.02121579225295,3.371457,598.1760009940049,8.415986,1642.8190393356733,3.042203,529.9926485053687,11.140319,2206.9857836589736,29.776153,6066.17546257468
0.28,0.449552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.328262,417.90716090685845,1.620291,260.4234882727693,1.442864,220.95597394739653,3.346125,644.3243495746876,7.994498,1678.3255329750507,2.892767,543.4777289390327,10.291054,2189.179894650674,26.61289,5819.8691141403
0.3,0.414082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.339069,464.8806275085611,1.606928,288.0699957979337,1.407626,239.9389492902372,3.221464,677.97730884221,7.866614,1799.7720258306326,2.790491,573.8981650977342,9.755187,2255.858742954294,25.652322,6094.986017262281
0.32,0.360183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.395446,565.0635926737243,1.587193,340.6629407828799,1.39974,288.61911861470423,3.030146,741.2795717732374,8.066736,2139.6215257244235,2.789505,674.4688116873923,9.765973,2611.391986851129,27.087395,7420.453491697278
0.34,0.284393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.506603,781.3870242938469,1.570749,452.31633689999404,1.418968,398.9461765936573,2.850305,902.2416163548328,8.550864,2906.7069161336603,2.874461,910.7354963026517,10.275941,3513.2890050036394,29.324577,10211.286494393322
0.36,0.212417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.653822,1149.3453913763965,1.558269,633.5895902870296,1.44945,582.3606396851475,2.756958,1197.89894405815,9.246958,4253.20995965483,2.982395,1304.028396973877,11.077479,5114.968199343744,30.542794,14278.695678782773
0.38,0.168878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.809731,1563.7637821385856,1.547653,816.4325726263929,1.475938,773.967005767477,2.783323,1548.1264581532232,10.053778,5853.278698231859,3.053477,1708.096377266429,11.939158,6969.69409869847,30.217026,17792.813747202123
0.4,0.154444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.964584,1819.5203439434358,1.539958,897.0979772603661,1.496269,868.8100541296523,2.905018,1780.95231928725,10.820352,6906.003470513585,3.063833,1883.7824713164644,12.657801,8095.722074020357,29.112522,18749.888632773043
0.42,0.153911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.112373,1922.1900968741675,1.538365,899.5159540253784,1.516122,885.0640954837537,3.052168,1883.0733345894707,11.362905,7282.776409743294,3.023113,1864.1955415792247,13.093037,8406.888396540859,28.105992,18161.197705167273
0.44,0.154043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.232423,1998.390059918334,1.542808,901.5437248041131,1.535287,896.6613218387074,3.154353,1947.709405815259,11.539621,7391.168699648799,2.954274,1817.8242438799555,13.234997,8491.754899605954,27.375025,17671.028219393284
0.46,0.150789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.305236,2091.960952058837,1.547404,926.2048292647341,1.544252,924.114491110094,3.181479,2009.8879891769293,11.334612,7416.8692676521505,2.880828,1810.502755506038,13.211832,8661.800927123331,26.715218,17616.95415448076
0.48,0.145682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.331351,2186.727941681196,1.5440719999999999,959.8920937384164,1.535101,953.7341607061956,3.140403,2055.656155187326,10.874722,7364.698452794442,2.826996,1840.5252536346288,13.151576,8927.591603629822,26.241647,17912.964539201825
0.5,0.140295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.318915,2265.668769378809,1.529242,990.0188887700915,1.512443,978.0448340995757,3.049248,2073.4545065754305,10.358943,7283.686517694857,2.817746,1908.4436366228304,13.025471,9184.344417121067,26.436381,18743.42350048113
