q_inverse_angstroms,debye,propo{e=0.380}_VATPaseLiRotor,propo{e=0.380}_VATPaseLiRotor_relDiffDebye,propo{e=0.390}_VATPaseLiRotor,propo{e=0.390}_VATPaseLiRotor_relDiffDebye,propo{e=0.400}_VATPaseLiRotor,propo{e=0.400}_VATPaseLiRotor_relDiffDebye,propo{e=0.410}_VATPaseLiRotor,propo{e=0.410}_VATPaseLiRotor_relDiffDebye,propo{e=0.420}_VATPaseLiRotor,propo{e=0.420}_VATPaseLiRotor_relDiffDebye,propo{e=0.430}_VATPaseLiRotor,propo{e=0.430}_VATPaseLiRotor_relDiffDebye,propo{e=0.440}_VATPaseLiRotor,propo{e=0.440}_VATPaseLiRotor_relDiffDebye,propo{e=0.450}_VATPaseLiRotor,propo{e=0.450}_VATPaseLiRotor_relDiffDebye,strat{a=0.15}_VATPaseLiRotor,strat{a=0.15}_VATPaseLiRotor_relDiffDebye,strat{a=0.20}_VATPaseLiRotor,strat{a=0.20}_VATPaseLiRotor_relDiffDebye,strat{a=0.25}_VATPaseLiRotor,strat{a=0.25}_VATPaseLiRotor_relDiffDebye,strat{a=0.30}_VATPaseLiRotor,strat{a=0.30}_VATPaseLiRotor_relDiffDebye,strat{a=0.35}_VATPaseLiRotor,strat{a=0.35}_VATPaseLiRotor_relDiffDebye,strat{a=0.40}_VATPaseLiRotor,strat{a=0.40}_VATPaseLiRotor_relDiffDebye,strat{a=0.45}_VATPaseLiRotor,strat{a=0.45}_VATPaseLiRotor_relDiffDebye,strat{a=0.50}_VATPaseLiRotor,strat{a=0.50}_VATPaseLiRotor_relDiffDebye
0,174.930111,38.399961,78.04839842581475,37.407684,78.61564039137893,36.493902,79.13801015080819,35.606387,79.64536419919153,34.771231,80.12278686543564,33.962325,80.58520353880071,33.205752,81.01770369310519,32.475411,81.43520814435429,28.323218,83.80883780494486,89.411448,48.88733135257658,77.795392,55.52772958567436,139.674175,20.154298078505203,252.353548,44.25963978265581,292.497986,67.2084836212103,273.960669,56.61149897744019,287.101043,64.12328406971626
0.02,148.179635,32.548147,78.03466920403737,31.708072,78.60159933583316,30.934479,79.12366365324088,30.183145,79.63070633829001,29.47616,80.10781980938204,28.79142,80.56992109610744,28.151002,81.00211139000308,27.53281,81.41930232180691,24.67518,83.34779269769426,78.33678,47.133909460635394,67.16322,54.674459820339,119.2291,19.53745870679192,221.107348,49.21574614487343,254.227929,71.56738778577771,239.067292,61.33613232344649,247.787962,67.22133375480375
0.04,87.685683,19.314659,77.9728476312376,18.818781,78.53836526539914,18.362211,79.05905460073795,17.918844,79.56468674595374,17.50171,80.0404018065298,17.097763,80.50107792397534,16.720022,80.93186774858103,16.355449,81.34764029835976,16.117854,81.61860243478971,52.073897,40.6129995018685,42.433921,51.606785112228636,72.483726,17.3368747096376,147.006441,67.65158914255136,164.448065,87.54266303656438,156.766479,78.78229790375244,156.377606,78.33881273411532
0.06,32.698267,7.285581,77.71875494196681,7.102575,78.27843597949702,6.934176,78.79344492477232,6.770746,79.29325734602388,6.617083,79.76319968272324,6.468373,80.21799442765575,6.329402,80.64300471948559,6.195366,81.05292246833754,7.627588,76.67280654353945,25.340229,22.50283784152842,18.385613,43.77190387490567,29.039892,11.18828407633959,71.356775,118.22800272564902,75.258234,130.15970234752808,73.910925,126.03927296819737,67.506177,106.45184957355688
0.08,6.071169,1.45981,75.9550425955858,1.42833,76.47355888132911,1.399495,76.94850859859115,1.371641,77.40729997797787,1.345577,77.83660774391225,1.320481,78.24997129877293,1.297148,78.6342959650769,1.274763,79.00300584615583,2.654729,56.273182314641545,8.76835,44.42605699166008,4.872401,19.745258285513057,7.303717,20.301658543848795,23.713393,290.59023064586074,22.462098,269.9797847827988,23.436089,286.0226753694387,17.450126,187.4261283123563
0.1,2.254545,0.621749,72.42241782710038,0.612067,72.85186146206884,0.603308,73.24036557265435,0.594957,73.61077290539775,0.58725,73.95261571625316,0.579935,74.27707142682893,0.573238,74.57411584155561,0.566914,74.85461589810804,1.270624,43.64166605678751,3.142709,39.39437891015705,1.513679,32.86099856068519,4.146023,83.8962185274634,6.302676,179.55423378109552,6.249655,177.20249540372893,6.776295,200.56153237127674,4.603353,104.18102100423813
0.12,4.502549,1.107702,75.3983354761936,1.08538,75.89409909808866,1.06498,76.34717578864772,1.04532,76.78381734435315,1.026969,77.19138647908107,1.009343,77.58285362358077,0.993,77.945825797787,0.977362,78.29314017459889,1.585797,64.78001683046648,3.112262,30.87777612192561,2.459549,45.3742979809881,6.370447,41.4853453010728,4.870756,8.177745539248988,6.902755,53.30771525196061,6.853935,52.22344054445603,7.422785,64.85739522212862
0.14,3.983063,0.988702,75.17734467167605,0.969475,75.66006362440162,0.951925,76.10067930133167,0.935035,76.52472481605237,0.91929,76.92002360997051,0.90419,77.29912883627499,0.890208,77.65016521204913,0.876852,77.98548504003075,1.985186,50.15931206712021,3.844168,3.4871404243417747,3.257812,18.208373806791407,5.97693,50.058635778545316,6.603427,65.78766140530541,8.88391,123.04216629262457,8.997603,125.8965775836335,9.935473,149.44302914616213
0.16,1.714695,0.49142,71.34067574699874,0.485127,71.70767979144979,0.47949,72.03642630322011,0.474172,72.34656892333622,0.46932,72.62953469859072,0.464771,72.8948296927442,0.46066,73.13458078550413,0.456834,73.3577108465354,1.960477,14.333861123989976,3.833702,123.57923712380334,2.955046,72.33653798488943,3.501308,104.19421529776432,7.004659,308.5075771492889,8.581495,400.46772166478587,8.688302,406.6966428431878,9.075836,429.29739691315365
0.18,0.452906,0.218005,51.86528771974758,0.218824,51.68445549407603,0.219737,51.482868409780394,0.220782,51.252136204863696,0.221918,51.00131153042794,0.22317,50.72487447726459,0.224487,50.434085660159056,0.2259,50.12210039169276,1.668485,268.3954286319899,3.566085,687.3786171965044,2.269936,401.1936251672533,1.925873,325.225764286629,6.450125,1324.164175347644,7.69429,1598.8712889650392,7.083874,1464.0936529875958,7.308785,1513.7531849876134
