q_inverse_angstroms,debye,propo{e=0.380}_Selenow,propo{e=0.380}_Selenow_relDiffDebye,propo{e=0.390}_Selenow,propo{e=0.390}_Selenow_relDiffDebye,propo{e=0.400}_Selenow,propo{e=0.400}_Selenow_relDiffDebye,propo{e=0.410}_Selenow,propo{e=0.410}_Selenow_relDiffDebye,propo{e=0.420}_Selenow,propo{e=0.420}_Selenow_relDiffDebye,propo{e=0.430}_Selenow,propo{e=0.430}_Selenow_relDiffDebye,propo{e=0.440}_Selenow,propo{e=0.440}_Selenow_relDiffDebye,propo{e=0.450}_Selenow,propo{e=0.450}_Selenow_relDiffDebye,strat{a=0.15}_Selenow,strat{a=0.15}_Selenow_relDiffDebye,strat{a=0.20}_Selenow,strat{a=0.20}_Selenow_relDiffDebye,strat{a=0.25}_Selenow,strat{a=0.25}_Selenow_relDiffDebye,strat{a=0.30}_Selenow,strat{a=0.30}_Selenow_relDiffDebye,strat{a=0.35}_Selenow,strat{a=0.35}_Selenow_relDiffDebye,strat{a=0.40}_Selenow,strat{a=0.40}_Selenow_relDiffDebye,strat{a=0.45}_Selenow,strat{a=0.45}_Selenow_relDiffDebye,strat{a=0.50}_Selenow,strat{a=0.50}_Selenow_relDiffDebye
0,178.36908,90.439084,49.29665836702191,88.188666,50.55832210380857,85.938619,51.8197778449045,83.953613,52.93264224943023,81.968942,54.04531884113547,79.98463,55.1577941647734,78.265204,56.12176505031029,76.546088,57.08556213890883,35.352044,80.18039673692323,333.838945,87.16189207232556,197.562541,10.7605314777651,494.779048,177.39059258476863,323.951016,81.61837017940553,190.092821,6.572742876736254,397.346944,122.76671719111856,1315.262224,637.38241179469
0.02,169.885546,86.150596,49.28903722038837,84.007548,50.55050298393249,81.86487,51.81175095378626,79.974604,52.92442124534833,78.084671,54.03689552258908,76.195097,55.14915848108702,74.557777,56.112936765085365,72.920768,57.076531984657485,33.75905,80.12835653481667,326.646274,92.27431743957781,191.774987,12.88481658115871,481.738074,183.5662511276857,312.155355,83.7445046678662,180.811026,6.431082724365493,382.805397,125.33135161481013,1267.436568,646.0532092588971
0.04,146.548434,74.353069,49.26382563733161,72.505394,50.52462041320756,70.658088,51.78516339519533,69.028444,52.89718073684773,67.399134,54.00897016750107,65.770183,55.12051462794887,64.358737,56.08364057987818,62.947601,57.046554997646716,29.359521,79.96599472362837,306.13688,108.8980903064444,175.558825,19.7957700455537,444.880606,203.57240528411245,279.2677,90.56341468650564,155.289331,5.96451068184053,342.337505,133.60024781977543,1133.391638,673.3904805833681
0.06,113.928714,57.861799,49.21227760018427,56.427013,50.47164931572913,54.992597,51.73069626679012,53.727266,52.8413302374325,52.46227,53.95167016455571,51.197632,55.06169586009722,50.101925,56.02344374746475,49.006528,56.984919534859316,23.163651,79.66829415804693,275.263446,141.6102458595293,151.996266,33.41348345246835,390.41065,242.67976552425577,232.001592,103.63750616898915,119.677257,5.045736757811554,284.395561,149.62588535845316,938.650074,723.8924508530835
0.08,79.094726,40.249605,49.11215066349682,39.255772,50.36866048439184,38.262309,51.6247025117705,37.386055,52.73255640331822,36.510135,53.839988016394415,35.634574,54.94696574332908,34.876067,55.90595130198693,34.117869,56.8645461898433,16.481282,79.16260307924956,238.184695,201.13852976745883,125.179378,58.26513894238664,326.896211,313.2971027676359,179.245554,126.62137295981026,81.839002,3.4696068104465008,220.089411,178.26053914138348,717.551436,807.2051605564699
0.1,48.324319,24.690981,48.905682457729,24.086686,50.156181197297364,23.482762,51.40591220747467,22.950219,52.5079308411982,22.418009,53.60926038088607,21.886159,54.70984495404891,21.425533,55.66304203893696,20.965218,56.61559555552144,10.522389,78.2254789767446,199.37403,312.5749397523843,99.083028,105.03760849687296,263.234918,444.72556147144047,129.563115,168.11162098321552,48.840265,1.0676736075680644,159.976857,231.0483423470489,504.151067,943.2657457625011
0.12,25.425472,13.112849,48.426330099201294,12.798434,49.66294431033571,12.484389,50.89810328791536,12.207622,51.986645518321154,11.931189,53.073874105464,11.655114,54.159694655816025,11.416161,55.09951201692539,11.177519,56.03810619523601,6.081368,76.0815925069159,162.773419,540.1982193290255,76.651445,201.4750129319133,206.788666,713.3129878572166,89.139798,250.59250030835219,25.028512,1.5612689510739466,111.472621,338.4289149086397,324.422933,1175.9760487435592
0.14,11.226387,5.93559,47.128225670467266,5.800871,48.32824665673828,5.666522,49.524971836442134,5.548309,50.577964219476854,5.430431,51.627972561430504,5.312912,52.67478308025548,5.211373,53.57925038572071,5.110145,54.48094743215248,3.407384,69.6484363134818,131.204183,1068.7124539711663,59.376245,428.89896811859404,162.183379,1344.6622853817528,60.804552,441.6217345794332,11.355783,1.1526059096305858,77.683649,591.9737311745978,192.064712,1610.8328084538684
0.16,4.205786,2.390352,43.16515390940005,2.344395,44.25786285845261,2.298807,45.34179817993592,2.258914,46.29032480492351,2.219354,47.23093376600711,2.180154,48.16298309043779,2.146492,48.96335667102416,2.11314,49.7563594533816,2.274792,45.912797274992116,106.135187,2423.5517689202447,47.404721,1027.1310760937433,130.980094,3014.2833705756784,44.245577,952.0168406095792,5.993518,42.50648986895672,57.800057,1274.298573441445,108.560416,2481.215877365135
0.18,1.751964,1.155063,34.070391857366936,1.140034,34.92822911886317,1.125374,35.7650043037414,1.11277,36.48442547906235,1.100499,37.184839414508524,1.0885879999999999,37.86470498252248,1.078577,38.43612083353312,1.068875,38.989899335831105,2.186395,24.796799477614837,87.785893,4910.71329091237,40.001099,2183.2146665114124,112.115218,6299.401928350126,37.064998,2015.6255493834346,5.746053,227.9778009137174,48.545863,2670.939528437799,66.509192,3696.264763431212
0.2,1.387581,0.974371,29.77916244168809,0.963865,30.536307429980663,0.953729,31.26678730827245,0.945116,31.88750782837182,0.936838,32.484085613740746,0.928918,33.054863103487286,0.922366,33.527051754095794,0.916124,33.97689936659553,2.604269,87.68410636928583,75.454389,5337.836710073142,36.087796,2500.770405475428,102.804189,7308.87840061229,36.083266,2500.443938047581,7.531567,442.78395279266584,45.899189,3207.8565503563395,54.284927,3812.1987833503053
0.22,1.488168,1.024456,31.159922804414553,1.012696,31.950156165164138,1.001306,32.71552674160444,0.991587,33.36861160836679,0.982202,33.99925277253643,0.973176,34.605770316254606,0.965666,35.11041764101902,0.958465,35.594301181049445,3.117657,109.49630686857937,67.931007,4464.7404728498395,34.641045,2227.764405631622,99.556147,6589.845971691368,38.372314,2478.4934227855997,9.331717,527.0607216389548,46.399939,3017.923446815145,60.127185,3940.349275081846
0.24,1.384872,0.966417,30.21614994021109,0.956111,30.96033424027636,0.946174,31.67787347855976,0.937737,32.287099457567194,0.929634,32.872207684175876,0.92189,33.43139293739783,0.915491,33.89345730146901,0.909401,34.33320913412937,3.507214,153.25185287882198,63.87977,4512.68406033193,34.852305,2416.6444985529347,99.03038,7050.868816757071,41.7688,2916.076576030131,10.386352,649.9864247381707,47.736074,3346.966506651878,74.557561,5283.714957050182
0.26,1.0515,0.788476,25.01417023300049,0.782624,25.570708511650032,0.777143,26.09196386115074,0.772637,26.520494531621498,0.768465,26.917261055634818,0.764652,27.279885877318122,0.761659,27.564526866381367,0.758977,27.819591060389925,3.718695,253.65620542082735,62.117486,5807.51174512601,36.105369,3333.701283880171,98.60366,9277.428435568236,44.91811,4171.812648597242,10.801419,927.2390870185448,48.698416,4531.328197812648,91.037393,8557.859533999048
0.28,0.690317,0.595792,13.692984527398277,0.594765,13.84175675812706,0.594107,13.937075285702063,0.593858,13.973145670757054,0.593943,13.960832487103747,0.594387,13.896514210138236,0.595083,13.795690965165269,0.596089,13.649960815103784,3.791074,449.1787106503245,61.76801,8847.774717991879,37.889146,5388.658978411368,96.638137,13899.095632875913,47.07653,6719.552466475547,10.954275,1486.8470572215376,48.822307,6972.447440813424,105.513518,15184.792059300295
0.3,0.451258,0.467049,3.499328543759889,0.469245,3.985968115800724,0.47181,4.554379091340213,0.474405,5.129438148464964,0.477334,5.778512513905568,0.480622,6.507142255649762,0.483783,7.20762845201637,0.487254,7.97681149143063,3.785852,738.9550988569732,62.302061,13706.306148589056,39.749901,8708.686161796579,92.505417,20399.451976474655,47.902765,10515.382995980128,11.056092,2350.060054336987,48.032603,10544.15544987568,115.682702,25535.60136329993
0.32,0.351503,0.412523,17.359738039220137,0.416084,18.372816163731176,0.420015,19.491156547739283,0.423815,20.57222840203355,0.427948,21.748036289875188,0.432441,23.026261511281557,0.436646,24.22255286583613,0.441161,25.50703692429368,3.744896,965.3951744366335,63.489474,17962.285101407382,41.31721,11654.44021814892,86.438014,24490.974756972202,47.353674,13371.769515480662,11.03666,3039.8480240566937,46.451383,13115.07440903776,120.5202,34187.10423524123
0.34,0.328205,0.4003,21.96645389314604,0.404167,23.144680915890973,0.408404,24.435642357672783,0.412474,25.675720967078497,0.416877,27.017260553617394,0.42164,28.468487683002998,0.426079,29.820996023826556,0.430828,31.2679575265459,3.680398,1021.3717036608216,65.296743,19795.109154339512,42.369194,12809.368839597204,79.27138,24053.008028518758,45.664657,13813.455614631099,10.694191,3158.3875931201533,44.35057,13413.069575417801,120.156088,36510.07236330951
0.36,0.317748,0.396809,24.881667233153333,0.400763,26.12604957387616,0.405088,27.487191107418468,0.409234,28.791998690786414,0.413715,30.20223573397788,0.418554,31.725140677518038,0.42306,33.14324559084558,0.427876,34.65891209386055,3.585465,1028.3989198987879,67.76382,21226.277427395296,42.874863,13393.354167453452,72.131846,22600.959880156606,43.325594,13535.205886425723,9.924174,3023.284489595529,42.13967,13161.978045495172,115.848821,36359.33916185153
0.38,0.294551,0.387382,31.516104172112808,0.391573,32.938947754378695,0.396133,34.487066755841944,0.400488,35.96558830219554,0.405177,37.55750277541071,0.410225,39.271297670013,0.414911,40.862193643885085,0.419907,42.5583345498742,3.451008,1071.616460307383,70.892163,23967.873814721388,42.971466,14488.803297221872,66.125401,22349.55915953434,40.98125,13813.125401034116,8.850059,2904.593092537455,40.296761,13580.741535421708,109.751612,37160.64824088188
0.4,0.263723,0.373378,41.57961194131722,0.377919,43.301494370987754,0.38283,45.16367552318153,0.387494,46.932197798447625,0.392492,48.8273681097212,0.397849,50.85866610041598,0.402804,52.73753142501793,0.408069,54.73394432795018,3.279353,1143.4838827102678,74.569671,28175.75562237651,42.879823,16159.417267360073,62.081845,23440.550122666587,39.255363,14785.073732666475,7.784159,2851.642063832127,39.231848,14776.157180071516,104.351454,39468.582944983944
0.42,0.236911,0.360315,52.088759069861666,0.365184,54.143961234387596,0.370422,56.354918091604,0.375374,58.44515450949933,0.380661,60.67679423918687,0.386307,63.05996766718304,0.391512,65.25699524293933,0.397026,67.58445154509498,3.090664,1204.5675380206067,78.546727,33054.52933802145,42.798358,17965.162867068226,60.398329,25394.100738251916,38.562777,16177.326506578418,7.066922,2882.9438059017943,39.144423,16422.83895640135,101.716661,42834.54546221998
0.44,0.218114,0.350538,60.71320502122744,0.355651,63.0573920060152,0.361134,65.57121505267888,0.366303,67.94107668466948,0.371806,70.46406924819132,0.377667,73.15119616347413,0.383059,75.6232979084332,0.388761,78.2375271646937,2.921331,1239.359692637795,82.463004,37707.295267612346,42.825774,19534.58283283054,61.002962,27868.38442282476,38.992524,17777.13030800407,6.89687,3062.048286675775,39.954626,18218.230833417387,102.846753,47052.751772009135
0.46,0.204974,0.343434,67.5500307356055,0.348725,70.13133373013164,0.354386,72.89314742357567,0.359712,75.49152575448593,0.365371,78.25236371442233,0.37139,81.18883370573829,0.376918,83.88576112092265,0.382756,86.733927229795,2.814676,1273.1868432093827,85.911334,41813.28363597334,42.942586,20850.260032979793,63.429761,30845.271595421862,40.311858,19566.815303404335,7.249322,3436.7031916243036,41.34842,20072.51944149014,107.397984,52295.905822201836
0.48,0.195531,0.33846,73.09787194869354,0.343875,75.86725378584468,0.349661,78.8263753573602,0.355096,81.60598575161995,0.360866,84.55692447744859,0.366994,87.690954375521,0.372617,90.56671320660149,0.378551,93.6015261007206,2.805972,1335.052242355432,88.516914,45170.015496264015,43.04896,21916.437291273505,66.971434,34151.05686566324,42.082735,21422.282911661063,7.915151,3948.0287013312463,42.914951,21847.901355795246,113.891049,58147.0549426945
0.5,0.190444,0.33608,76.47182373821175,0.341555,79.34668458969566,0.3474,82.41582827497847,0.352888,85.29751528008232,0.35871,88.3545819243452,0.364891,91.60015542626705,0.37056,94.57688349331038,0.376538,97.71586398101279,2.906656,1426.252336644893,90.009319,47162.87990170339,43.030368,22494.76171472979,70.863872,37109.8212597929,43.833173,22916.30558064313,8.619954,4426.2407846926135,44.308693,23165.995778286528,120.298101,63067.17827812901
