q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,175.455128,199.57491,67.359505,-24.119781999999987,108.095623,-132.21540499999998
0.02,155.715814,177.953675,59.802239,-22.23786100000001,95.913575,-118.151436
0.04,110.323038,127.886885,42.426617,-17.56384700000001,67.896421,-85.46026800000001
0.06,65.571009,78.033566,25.303326,-12.46255699999999,40.267683000000005,-52.730239999999995
0.08,36.016787,44.935212,14.002946,-8.918425,22.013841,-30.932266
0.1,20.232491,27.156704,7.972261,-6.924213000000002,12.26023,-19.184443
0.12,12.023409,17.27771,4.836124,-5.254301,7.187284999999999,-12.441586
0.14,7.590894,11.046092,3.141267,-3.455198,4.4496269999999996,-7.904825
0.16,5.095966,7.186809,2.185729,-2.0908430000000005,2.910237,-5.00108
0.18,3.402934,4.898458,1.535506,-1.4955239999999996,1.867428,-3.362952
0.2,2.049687,3.361226,1.014056,-1.3115389999999998,1.035631,-2.3471699999999998
0.22,1.080507,2.203599,0.639482,-1.123092,0.4410250000000001,-1.564117
0.24,0.586863,1.48477,0.447953,-0.8979069999999999,0.13891000000000003,-1.0368169999999999
0.26,0.44614,1.205218,0.392747,-0.7590779999999999,0.05339299999999997,-0.8124709999999999
0.28,0.427474,1.131924,0.385154,-0.7044499999999999,0.042320000000000024,-0.7467699999999999
0.3,0.403836,1.085747,0.376142,-0.681911,0.027693999999999996,-0.709605
0.32,0.352069,1.059283,0.356394,-0.707214,-0.004324999999999968,-0.702889
0.34,0.277245,1.082482,0.32764,-0.805237,-0.05039499999999997,-0.754842
0.36,0.214571,1.174526,0.303496,-0.9599549999999999,-0.08892499999999998,-0.87103
0.38,0.191423,1.299809,0.294589,-1.1083859999999999,-0.10316599999999998,-1.00522
0.4,0.18979,1.346214,0.294019,-1.1564240000000001,-0.10422899999999999,-1.052195
0.42,0.189667,1.285218,0.294046,-1.095551,-0.10437899999999997,-0.9911719999999999
0.44,0.186964,1.215689,0.292996,-1.0287250000000001,-0.10603199999999999,-0.922693
0.46,0.176092,1.184142,0.288721,-1.0080500000000001,-0.112629,-0.895421
0.48,0.160713,1.165322,0.282729,-1.0046089999999999,-0.12201600000000001,-0.882593
0.5,0.149848,1.170755,0.278526,-1.020907,-0.128678,-0.8922289999999999
