q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,170.09432,195.537542,98.735115,-25.44322199999999,71.35920500000002,-96.80242700000001
0.02,163.226285,187.8388,94.76245,-24.612515000000002,68.46383499999999,-93.07634999999999
0.04,144.167415,166.470569,83.738193,-22.303154000000006,60.42922200000001,-82.73237600000002
0.06,117.02905,136.027555,68.040392,-18.99850500000001,48.988658,-67.98716300000001
0.08,87.141471,102.459118,50.752434,-15.317647000000008,36.389036999999995,-51.706684
0.1,59.447649,71.271686,34.734063,-11.824037000000004,24.713586,-36.537623
0.12,37.261788,46.148024,21.903068,-8.886235999999997,15.358720000000002,-24.244956
0.14,21.789073,28.424742,12.956986,-6.635669,8.832086999999998,-15.467755999999998
0.16,12.428035,17.443898,7.547534,-5.015863000000001,4.880501,-9.896364000000002
0.18,7.55505,11.433615,4.734324,-3.878565,2.8207259999999996,-6.699291
0.2,5.367213,8.439978,3.472854,-3.0727650000000004,1.8943589999999997,-4.967124
0.22,4.454491,6.946442,2.946204,-2.4919510000000002,1.5082870000000002,-4.000238
0.24,3.988791,6.065038,2.675035,-2.0762470000000004,1.3137560000000001,-3.3900030000000005
0.26,3.619285,5.408889,2.457205,-1.7896040000000002,1.16208,-2.951684
0.28,3.255083,4.852568,2.241663,-1.5974849999999998,1.01342,-2.610905
0.3,2.887475,4.347351,2.024923,-1.459876,0.862552,-2.322428
0.32,2.511348,3.8504,1.804973,-1.3390520000000001,0.706375,-2.045427
0.34,2.122264,3.334105,1.579344,-1.2118410000000002,0.5429199999999998,-1.754761
0.36,1.734447,2.810471,1.355683,-1.076024,0.3787640000000001,-1.4547880000000002
0.38,1.38208,2.328912,1.152951,-0.9468319999999999,0.22912899999999992,-1.1759609999999998
0.4,1.100568,1.946843,0.99099,-0.8462750000000001,0.10957799999999995,-0.9558530000000001
0.42,0.90559,1.696772,0.878605,-0.7911819999999999,0.026985000000000037,-0.818167
0.44,0.786334,1.571393,0.809619,-0.7850590000000001,-0.023285,-0.7617740000000001
0.46,0.715008,1.531162,0.768191,-0.8161539999999999,-0.05318299999999998,-0.762971
0.48,0.662818,1.524405,0.737883,-0.861587,-0.07506499999999994,-0.786522
0.5,0.611276,1.506951,0.708114,-0.8956749999999999,-0.09683799999999998,-0.7988369999999999
