q_inverse_angstroms,debye,propo{e=0.380}_Plastocyanin,propo{e=0.380}_Plastocyanin_relDiffDebye,propo{e=0.390}_Plastocyanin,propo{e=0.390}_Plastocyanin_relDiffDebye,propo{e=0.400}_Plastocyanin,propo{e=0.400}_Plastocyanin_relDiffDebye,propo{e=0.410}_Plastocyanin,propo{e=0.410}_Plastocyanin_relDiffDebye,propo{e=0.420}_Plastocyanin,propo{e=0.420}_Plastocyanin_relDiffDebye,propo{e=0.430}_Plastocyanin,propo{e=0.430}_Plastocyanin_relDiffDebye,propo{e=0.440}_Plastocyanin,propo{e=0.440}_Plastocyanin_relDiffDebye,propo{e=0.450}_Plastocyanin,propo{e=0.450}_Plastocyanin_relDiffDebye,strat{a=0.15}_Plastocyanin,strat{a=0.15}_Plastocyanin_relDiffDebye,strat{a=0.20}_Plastocyanin,strat{a=0.20}_Plastocyanin_relDiffDebye,strat{a=0.25}_Plastocyanin,strat{a=0.25}_Plastocyanin_relDiffDebye,strat{a=0.30}_Plastocyanin,strat{a=0.30}_Plastocyanin_relDiffDebye,strat{a=0.35}_Plastocyanin,strat{a=0.35}_Plastocyanin_relDiffDebye,strat{a=0.40}_Plastocyanin,strat{a=0.40}_Plastocyanin_relDiffDebye,strat{a=0.45}_Plastocyanin,strat{a=0.45}_Plastocyanin_relDiffDebye,strat{a=0.50}_Plastocyanin,strat{a=0.50}_Plastocyanin_relDiffDebye
0,191.785812,175.483307,8.500370715639798,171.028257,10.823300630809957,166.978767,12.93476547681222,162.929847,15.045933116262008,158.881541,17.156780606899112,155.23863,19.05624906184405,152.000969,20.74441408627245,148.359179,22.643298034997493,73.14783,61.859623901688835,1050.105383,447.54070285449484,1939.927067,911.5070800962066,9234.09081,4714.793499948787,1659.364243,765.2174139972356,2833.278807,1377.3140815025463,103.484789,46.041478292460965,6086.908755,3073.8055550219747
0.02,187.232491,171.367867,8.47322166962999,167.017852,10.796544388228005,163.063848,12.908359479124806,159.110414,15.01987013568068,155.157594,17.13105285770087,151.60062,19.030816077750103,148.439347,20.719237239651964,144.883495,22.618401204735346,72.2689,61.40151764578082,1044.597798,457.9148108433808,1928.71432,930.1173208233394,9201.868687,4814.675138835812,1648.412667,780.4095155685345,2813.303075,1402.5720482456218,101.020751,46.04528815460774,6055.434283,3134.17920183522
0.04,174.158755,159.546935,8.38994284266675,155.498613,10.714443841769542,151.818877,12.827306901682908,148.139711,14.939842674001664,144.461158,17.052026468609057,141.151025,18.95266763936157,138.209166,20.641850017818513,134.900155,22.541846948779575,69.721663,59.96660460738824,1028.669796,490.65063711554427,1896.048963,988.6900075738367,9108.320347,5129.8951878704,1616.739241,828.3135039636682,2755.256178,1482.0371350266025,93.942784,46.05910911570309,5964.323984,3324.6478071113906
0.06,154.209853,141.495721,8.244694974192088,137.908104,10.571146189990856,134.647189,12.685741941534703,131.386844,14.799968066891298,128.127113,16.913796033512853,125.19392,18.81587488446669,122.587118,20.50629994440109,119.655047,22.407651215386355,65.761235,57.356009541102416,1004.013548,551.0696485781618,1844.708405,1096.2325163490038,8962.316454,5711.766420657958,1567.694742,916.5982986832881,2664.491071,1627.834518459725,83.13385,46.090442093865434,5822.989324,3676.0163898217315
0.08,129.777666,119.361115,8.026458882378122,116.338418,10.355593850794023,113.591067,12.472561341949248,110.844286,14.589089620397406,108.098119,16.70514478199971,105.627133,18.60915960686179,103.431183,20.30124582453194,100.961319,22.204396093854857,60.770317,53.173516774450235,973.159772,649.8669085326284,1778.877131,1270.7112986605875,8777.12334,6663.200179605635,1506.260043,1060.646580745257,2549.0258,1864.148284189361,69.88155,46.152868861118215,5645.461795,4250.10273262273
0.1,103.565009,95.573251,7.716658432386178,93.157669,10.049089070228348,90.96224,12.168945015009855,88.767382,14.288249615273054,86.573138,16.40696135120309,84.598882,18.313257714292284,82.84447,20.007277747641584,80.871336,21.912490733235977,55.204145,46.696142323513925,939.100536,806.7739626228391,1703.56623,1544.924522721762,8568.431834,8173.481474809702,1438.270656,1288.7611944300606,2418.372194,2235.1247852447927,55.647891,46.26767135220352,5448.255643,5160.710828500001
0.12,78.128405,72.437007,7.284671944857964,70.611909,9.62069557160421,68.953284,11.743643045061528,67.29523,13.86585967037212,65.637789,15.98729168987899,64.146657,17.895857466948158,62.821688,19.591743873435018,61.331678,21.498873553095066,49.528619,36.606130638402256,904.862735,1058.1738229521004,1623.95417,1978.5707451726423,8352.140699,10590.274169810582,1369.558934,1652.959034553438,2282.220982,2821.115543060171,41.825437,46.465773875711406,5247.982228,6617.124492686111
0.14,55.499095,51.792049,6.679471079663549,50.493853,9.018601114126268,49.314229,11.144084421556784,48.135176,13.268538883381787,46.956737,15.391887020860432,45.896706,17.30188393162086,44.954938,18.99879088118464,43.896029,20.90676613735773,44.162497,20.426635785682624,873.107361,1473.1920691679748,1544.762253,2683.4007977967935,8142.293941,14571.039124151486,1305.175129,2251.7052467251947,2149.21914,3772.5300655803485,29.53189,46.78851970469068,5059.153395,9015.740346757006
0.16,36.954091,34.805605,5.8139327523981,33.940937,8.1537765331584,33.155431,10.279403165403252,32.370495,12.403487343255176,31.586173,14.52591000005926,30.880847,16.4345647143641,30.254373,18.129841158858426,29.550169,20.035459673463482,39.43275,6.707400812537916,845.820474,2188.8412381730623,1469.764437,3877.2712498867854,7949.518935,21411.877900067957,1248.82,3279.382271911383,2026.041001,5382.589196957923,19.481634,47.2815229036482,4892.544034,13139.519364716616
0.18,22.965168,21.923416,4.536226340691255,21.387528,6.869708072677713,20.900913,8.98863443977418,20.414868,11.105078787144079,19.929436,13.218853874702766,19.493112,15.118792076765992,19.10575,16.805529138737406,18.670548,18.700581680917807,35.548739,54.794160443328785,824.140195,3488.6530200867683,1401.49879,6002.715164112888,7780.192516,33778.23035302856,1202.566605,5136.480765130915,1916.881356,8246.907612432882,11.950758,47.961373502688936,4754.343786,20602.412392541613
