q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,509.311815,772.0631604274076,246.505891,322.0768103905739,303.774722,420.13469219298815,1704.904201,2819.202150749289,1470.813209,2418.3826050430757,1142.141742,1855.61875426861,725.257075,1141.812890099236,1635.504353,2700.3730778756085
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,490.306172,798.4470109201809,234.719748,330.1052445134998,288.302824,428.291963786756,1642.842933,2910.378834401442,1411.359957,2486.204716792928,1086.9773,1891.7993325262255,688.05838,1160.812182575548,1555.341255,2750.038978329632
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,438.678945,877.8444082815605,203.856625,354.4099121224088,247.769838,452.2953708870803,1476.723456,3191.71434026272,1253.922503,2695.0762669427145,942.182998,2000.1882736183215,590.781339,1216.8907134538745,1345.826726,2899.9368639289946
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,367.804503,1005.0521355592141,164.555931,394.400915397397,196.167124,489.3753272039444,1255.699043,3672.691464538191,1048.724788,3050.846596876178,757.234871,2175.0782127277434,467.194197,1303.6640141834318,1080.188802,3145.3788159772716
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,292.661564,1153.0134993436764,127.402325,445.46565968864417,147.581534,531.8617717625802,1032.992842,4322.698895135371,847.437552,3528.254691165249,582.304172,2393.1015138022767,350.665551,1401.354202965267,830.834764,3457.17081801701
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,224.154839,1269.0028115406615,98.134329,499.3454029768068,109.868516,571.0107529902584,844.1379,5055.486107654493,680.406431,4055.5128641650563,445.254266,2619.345005995938,259.12776,1482.596358708249,635.748947,3782.771836467091
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,167.218426,1323.5417647265642,77.105872,556.4075007957591,83.708331,612.614680597791,700.619663,5864.422553942413,552.360751,4602.284413586277,347.464826,2857.991552823542,193.646896,1548.5291164363755,494.609715,4110.645940071239
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,122.543322,1354.1854640219894,61.978081,635.4756098270083,65.904825,682.0731228741539,597.876408,6994.823019366818,453.835069,5285.526927393208,275.956167,3174.6904540308165,146.82342,1642.3102267620543,388.270291,4507.489041987844
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,89.438216,1430.119106682771,50.604699,765.7509092962064,53.185318,809.9004307822856,527.408895,8922.970977797091,375.397616,6322.344837969062,218.665106,3640.94734464978,111.469153,1807.02686658067,300.435967,5039.892475509736
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,67.458498,1636.4245948681412,42.107947,983.8853069364834,43.902552,1030.0795797480919,483.650099,12349.460810912384,314.230536,7988.493627133512,171.812968,4322.574949007802,83.966398,2061.34842832829,226.489481,5729.983129587626
