q_inverse_angstroms,debye,propo{e=0.380}_XyloseIsomerase,propo{e=0.380}_XyloseIsomerase_relDiffDebye,propo{e=0.390}_XyloseIsomerase,propo{e=0.390}_XyloseIsomerase_relDiffDebye,propo{e=0.400}_XyloseIsomerase,propo{e=0.400}_XyloseIsomerase_relDiffDebye,propo{e=0.410}_XyloseIsomerase,propo{e=0.410}_XyloseIsomerase_relDiffDebye,propo{e=0.420}_XyloseIsomerase,propo{e=0.420}_XyloseIsomerase_relDiffDebye,propo{e=0.430}_XyloseIsomerase,propo{e=0.430}_XyloseIsomerase_relDiffDebye,propo{e=0.440}_XyloseIsomerase,propo{e=0.440}_XyloseIsomerase_relDiffDebye,propo{e=0.450}_XyloseIsomerase,propo{e=0.450}_XyloseIsomerase_relDiffDebye,strat{a=0.15}_XyloseIsomerase,strat{a=0.15}_XyloseIsomerase_relDiffDebye,strat{a=0.20}_XyloseIsomerase,strat{a=0.20}_XyloseIsomerase_relDiffDebye,strat{a=0.25}_XyloseIsomerase,strat{a=0.25}_XyloseIsomerase_relDiffDebye,strat{a=0.30}_XyloseIsomerase,strat{a=0.30}_XyloseIsomerase_relDiffDebye,strat{a=0.35}_XyloseIsomerase,strat{a=0.35}_XyloseIsomerase_relDiffDebye,strat{a=0.40}_XyloseIsomerase,strat{a=0.40}_XyloseIsomerase_relDiffDebye,strat{a=0.45}_XyloseIsomerase,strat{a=0.45}_XyloseIsomerase_relDiffDebye,strat{a=0.50}_XyloseIsomerase,strat{a=0.50}_XyloseIsomerase_relDiffDebye
0,180.1075,62.615668,65.23428063795234,61.013156,66.12403370209458,59.529573,66.94775453548574,58.04622,67.77134766736532,56.681757,68.5289302222284,55.37683,69.25345696320252,54.131426,69.94493510819927,52.94553,70.60337298557806,86.382717,52.03824549227545,35.203355,80.45425370959009,259.753052,44.22111905389839,243.583567,35.24343350499008,865.256176,380.41096345238265,1156.416136,542.0699504462614,986.827271,447.9101486612163,430.769745,139.17368516025152
0.02,159.882205,55.615403,65.21476358172569,54.19307,66.10437665655161,52.876318,66.92795298888954,51.559798,67.75138421439709,50.348819,68.50880371583568,49.190705,69.23315824922479,48.08544,69.92445782193208,47.033008,70.58271244132517,77.325718,51.63581963358587,30.578193,80.87454885926797,240.401421,50.36158714473571,214.992239,34.46914808311533,804.088698,402.9256995798876,1064.065144,565.5306911735423,915.30206,472.4852618838976,384.785947,140.66840146469085
0.04,111.592756,38.895753,65.14491227369633,37.903763,66.03384990330376,36.985478,66.85673933888684,36.067424,67.67942177178597,35.223035,68.43609185528136,34.415571,69.15967287338974,33.645018,69.85017737172832,32.911359,70.50762058426086,55.47913,50.28429085486516,19.918398,82.1508145206128,191.814207,71.88768686741639,148.282799,32.87851677397413,647.973755,480.65933509160755,831.948857,645.5222783457378,737.415825,560.8097617017363,275.116083,146.535790369762
0.06,61.195467,21.433403,64.97550545696465,20.890873,65.86205805080301,20.388754,66.68257470769852,19.886867,67.50271225154634,19.425351,68.25687922276988,18.984114,68.97790811858663,18.56314,69.665825084724,18.162415,70.32065299869352,32.322701,47.18121687019726,9.715089,84.12449569181325,135.28408,121.06879256269092,82.596190000000007,34.971091894764044,461.079511,653.453701072336,562.024582,818.4088455440663,534.963841,774.1886731577683,161.45817,163.84008148838865
0.08,27.247811,9.656682,64.55978794039639,9.417271,65.43843099909934,9.195817,66.25117151612656,8.974596,67.06305691859063,8.771292,67.80918658016233,8.57704,68.52209522445675,8.391825,69.20183790176759,8.215633,69.84846599236907,16.710676,38.67149181268176,4.029338,85.21225062813302,89.466767,228.3447870362871,44.066441,61.72470148152451,305.565082,1021.4298352260298,345.535867,1168.123398976894,377.83843,1286.6744378108026,86.908576,218.95617596584182
0.1,11.574057,4.209001,63.63417771313896,4.109807,64.49121513744058,4.018184,65.28283902524413,3.926792,66.07246707010343,3.842933,66.797009898949,3.762931,67.48822819863423,3.686774,68.14622564931207,3.614446,68.77114049118646,10.191944,11.941473936062353,2.404552,79.22464007218905,61.274686,429.4140680316332,32.289335,178.98026595168835,212.064393,1732.239058439059,218.493261,1787.7845598997826,289.16952,2398.428338481485,54.983924,375.06180417117355
0.12,6.187235,2.33069,62.330669515542894,2.279841,63.15250673362173,2.232982,63.909856341322104,2.186355,64.66345629348167,2.143679,65.35319896528902,2.10307,66.00953414570483,2.064515,66.63267194473784,2.027998,67.2228709593219,9.143796,47.78485058349973,2.301903,62.795933886461405,47.326198,664.900605844129,32.200533,420.4349438804248,176.240792,2748.4580268892328,166.174203,2585.7587112821802,252.40061,3979.3764904678746,44.814328,624.3029883300053
0.14,3.919418,1.537287,60.77767158287276,1.50686,61.553985821364286,1.47891,62.26710190135372,1.451191,62.97432424916147,1.42591,63.619343484160154,1.401941,64.23088836148632,1.379269,64.80934159102192,1.35788,65.35506036865677,9.501296,142.41599135381836,2.070783,47.16605883832752,40.90374,943.6177003830671,31.028939,691.6721053993222,174.753518,4358.659882666253,155.104588,3857.3372373143156,239.228256,6003.667840480398,37.769698,863.6557774649194
0.16,2.193003,0.93327,57.44328667129046,0.918389,58.12185391447253,0.904834,58.73995612409102,0.89151,59.347524832387364,0.879473,59.896406890460256,0.868171,60.41177326250807,0.857591,60.894216742977555,0.847718,61.34442132546103,9.326689,325.2930342548551,1.580513,27.929282358482865,37.246765,1598.4365730461839,25.088911,1044.0436241993284,183.584563,8271.377649734177,158.551698,7129.889699193298,230.098513,10392.393900053943,28.64628,1206.2581309738289
0.18,0.971833,0.506067,47.92654705077929,0.502182,48.326307091856314,0.498808,48.67348608248537,0.495665,48.996895557158474,0.492995,49.271634118207544,0.490653,49.51262202456594,0.488625,49.721299852958275,0.486896,49.899211078446605,8.500638,774.7015176475794,1.242081,27.80806990501455,34.708377,3471.4342896361827,17.454612,1696.0505560111667,187.874959,19232.020933637777,162.789723,16650.791854156014,218.413318,22374.367303847474,20.296301,1988.4556297223905
