q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,68.945112,146.061787,77.681259,-77.11667500000001,-8.736147000000003,-68.38052800000001
0.02,68.68988,145.573025,77.387084,-76.883145,-8.697204,-68.185941
0.04,67.929686,144.116456,76.510994,-76.18677,-8.581307999999993,-67.605462
0.06,66.680846,141.72094,75.072067,-75.04009400000001,-8.391221000000002,-66.64887300000001
0.08,64.969928,138.433596,73.101368,-73.463668,-8.131439999999998,-65.332228
0.1,62.832854,134.318384,70.640885,-71.48553000000001,-7.808031,-63.67749900000001
0.12,60.31369,129.454187,67.742107,-69.14049699999998,-7.428417000000003,-61.712079999999986
0.14,57.463197,123.932476,64.464315,-66.469279,-7.001117999999998,-59.468160999999995
0.16,54.337185,117.854648,60.872645,-63.517463,-6.5354600000000005,-56.982003
0.18,50.994769,111.32913,57.036034,-60.33436100000001,-6.041265000000003,-54.293096000000006
0.2,47.496572,104.468368,53.025111,-56.971796,-5.528539000000002,-51.443256999999996
0.22,43.902974,97.38579,48.910131,-53.482816,-5.007156999999999,-48.475659
0.24,40.272458,90.192872,44.759031,-49.920413999999994,-4.486573,-45.433840999999994
0.26,36.660114,82.996386,40.635684,-46.336272,-3.9755699999999976,-42.360702
0.28,33.116364,75.895933,36.598399,-42.779569,-3.4820350000000033,-39.297534
0.3,29.685933,68.981827,32.698719,-39.295894,-3.0127859999999984,-36.283108
0.32,26.407087,62.333383,28.980541,-35.926295999999994,-2.573453999999998,-33.352841999999995
0.34,23.311163,56.017662,25.479571,-32.706499,-2.1684079999999994,-30.538091
0.36,20.422368,50.088672,22.223108,-29.666304000000004,-1.8007400000000011,-27.865564000000003
0.38,17.757841,44.587043,19.230133,-26.829202000000002,-1.4722919999999995,-25.356910000000003
0.4,15.327952,39.540139,16.511679,-24.212187000000004,-1.183727000000001,-23.028460000000003
0.42,13.136794,34.962592,14.071434,-21.825798,-0.9346399999999999,-20.891158
0.44,11.182837,30.857185,11.906522,-19.674348000000002,-0.7236850000000015,-18.950663
0.46,9.45969,27.216045,10.008431,-17.756355,-0.5487409999999997,-17.207614
0.48,7.95694,24.022063,8.364008,-16.065123,-0.40706799999999976,-15.658055
0.5,6.661011,21.250477,6.956492,-14.589466,-0.29548099999999966,-14.293985
