q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,186.836133,211.842306,177.242843,-25.006173000000018,9.593289999999996,-34.599463000000014
0.02,182.772539,206.791714,173.426977,-24.01917500000002,9.345562000000001,-33.36473700000002
0.04,171.06382,192.298664,162.428816,-21.23484400000001,8.63500399999998,-29.86984799999999
0.06,153.069864,170.210099,145.516702,-17.14023500000002,7.553161999999986,-24.693397000000004
0.08,130.789167,143.205665,124.55611,-12.416498000000018,6.233056999999988,-18.649555000000007
0.1,106.520472,114.303087,101.695662,-7.782615000000007,4.824809999999999,-12.607425000000006
0.12,82.49886,86.341476,79.028876,-3.8426160000000067,3.4699839999999966,-7.312600000000003
0.14,60.58076,61.556708,58.300515,-0.9759480000000025,2.2802450000000007,-3.2561930000000032
0.16,42.035025,41.330183,40.710623,0.7048419999999993,1.3244019999999992,-0.6195599999999999
0.18,27.467648,26.141041,26.842161,1.3266069999999992,0.6254869999999997,0.7011199999999995
0.2,16.874663,15.698726,16.707686,1.1759370000000011,0.16697700000000282,1.0089599999999983
0.22,9.790211,9.192825,9.885024,0.5973860000000002,-0.09481300000000026,0.6921990000000005
0.24,5.481305,5.580192,5.697337,-0.09888700000000039,-0.21603200000000022,0.11714499999999983
0.26,3.139653,3.836654,3.391644,-0.6970009999999998,-0.25199099999999985,-0.4450099999999999
0.28,2.0321,3.126045,2.279936,-1.0939450000000002,-0.2478360000000004,-0.8461089999999998
0.3,1.589693,2.872088,1.823861,-1.2823950000000002,-0.23416799999999993,-1.0482270000000002
0.32,1.43465,2.747616,1.661828,-1.3129659999999999,-0.2271780000000001,-1.0857879999999998
0.34,1.359396,2.613028,1.591188,-1.2536319999999999,-0.231792,-1.0218399999999999
0.36,1.279128,2.439244,1.525184,-1.160116,-0.24605600000000005,-0.9140599999999999
0.38,1.179037,2.242333,1.44426,-1.063296,-0.2652230000000002,-0.7980729999999998
0.4,1.071379,2.043201,1.356006,-0.9718219999999997,-0.28462699999999996,-0.6871949999999998
0.42,0.969318,1.852391,1.270423,-0.8830729999999999,-0.30110500000000007,-0.5819679999999998
0.44,0.877024,1.671554,1.19027,-0.79453,-0.3132459999999999,-0.48128400000000005
0.46,0.790812,1.500896,1.111795,-0.710084,-0.32098300000000013,-0.3891009999999999
0.48,0.704862,1.344605,1.029865,-0.6397430000000001,-0.32500300000000004,-0.31474
0.5,0.616332,1.211114,0.942608,-0.594782,-0.326276,-0.268506
