q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{s=0.15}_RhccCarborane,strat{s=0.15}_RhccCarborane_relDiffDebye,strat{s=0.20}_RhccCarborane,strat{s=0.20}_RhccCarborane_relDiffDebye,strat{s=0.25}_RhccCarborane,strat{s=0.25}_RhccCarborane_relDiffDebye,strat{s=0.30}_RhccCarborane,strat{s=0.30}_RhccCarborane_relDiffDebye,strat{s=0.35}_RhccCarborane,strat{s=0.35}_RhccCarborane_relDiffDebye,strat{s=0.40}_RhccCarborane,strat{s=0.40}_RhccCarborane_relDiffDebye,strat{s=0.45}_RhccCarborane,strat{s=0.45}_RhccCarborane_relDiffDebye,strat{s=0.50}_RhccCarborane,strat{s=0.50}_RhccCarborane_relDiffDebye
0.2,2.492155,0.687971,72.39453404784211,0.676842,72.84109535723098,0.665878,73.28103589062478,0.65622,73.668571978869693,0.646716,74.04992867618587,0.637923,74.40275584785056,0.629822,74.72781588625107,0.622395,75.02583105785956,0.208228,91.64466094604869,0.198644,92.02922771657461,0.205031,91.77294349669263,0.207316,91.68125578063965,0.196388,92.11975178108904,0.215001,91.37288812292975,0.206016,91.73341947029779,0.214398,91.3970840497481
0.22,1.528376,0.474193,68.97406135662952,0.468444,69.35021225143551,0.46286,69.71556737347355,0.458016,70.03250509037044,0.453326,70.3393667526839,0.449062,70.61835569257826,0.445209,70.87045334394155,0.441746,71.09703371421692,0.141796,90.72244002784655,0.131569,91.39158165268232,0.134788,91.18096594031836,0.136131,91.09309489287976,0.127298,91.67102859505776,0.14212,90.70124105586584,0.137194,91.02354394468377,0.142685,90.66427371275132
0.24,0.864355,0.324908,62.410352227961894,0.322915,62.6409287850478,0.321089,62.852184576938875,0.319606,63.02375759959739,0.318277,63.17751386872293,0.317177,63.3047763939585,0.316289,63.40751195978503,0.315594,63.48791873709298,0.092474,89.30138658305906,0.083785,90.30664483921537,0.084833,90.18539836062727,0.085544,90.10314049204321,0.079267,90.82934673831933,0.09033,89.54943281406366,0.087867,89.8343851773866,0.090958,89.47677748147463
0.26,0.438228,0.226909,48.2212455616711,0.227383,48.11308268755077,0.228022,47.96726818003414,0.228746,47.80205737652546,0.229623,47.60193324023111,0.230601,47.37876174046387,0.23166,47.137106711574795,0.232782,46.88107560447986,0.056989,86.99558220834817,0.051975,88.13973548016102,0.051341,88.28440902908987,0.052128,88.10482214737534,0.046965,89.28297598510365,0.055005,87.44831457597414,0.053654,87.75660158638883,0.055795,87.26804311910695
0.28,0.20569,0.17092,16.904078953765385,0.172802,15.989109825465505,0.174851,14.99295055666294,0.176835,14.028392240750653,0.178973,12.988963974913714,0.181137,11.936895327920666,0.183309,10.880937332879581,0.185469,9.830813359910552,0.034026,83.45763041470174,0.032749,84.07846759686907,0.030715,85.06733433808158,0.031992,84.44649715591424,0.026876,86.93373523263162,0.032419,84.23890320385046,0.032002,84.4416354708542,0.033656,83.63751276192329
0.3,0.10192,0.143263,40.56416797488227,0.145842,43.09458398744113,0.148587,45.78787284144427,0.151194,48.34576138147567,0.153955,51.05474882260598,0.156705,53.752943485086355,0.159426,56.42268445839876,0.162099,59.04532967032967,0.020171,80.20898744113029,0.021129,79.26903453689168,0.018329,82.01628728414443,0.019621,80.74862637362638,0.015121,85.16385400313972,0.018406,81.94073783359498,0.019023,81.33536106750392,0.01958,80.78885400313972
0.32,0.066976,0.131313,96.05978260869568,0.134193,100.35983038700434,0.137238,104.90623506927857,0.140114,109.20031055900621,0.143144,113.72431915910177,0.146148,118.20950788342095,0.149106,122.62601528905877,0.152001,126.94845914954614,0.011992,82.09507883420926,0.013883,79.27167940754897,0.011136,83.3731485905399,0.011549,82.75650979455327,0.008551,87.23274008600094,0.010107,84.9095198279981,0.01119,83.29252269469661,0.010329,84.57805781175347
0.34,0.070951,0.128861,81.61970937689391,0.131802,85.76482361066088,0.134909,90.14390212963876,0.13784,94.27492212935687,0.140925,98.62299333342729,0.143981,102.93019125875604,0.146988,107.16832743724542,0.149928,111.3120322476075,0.008173,88.4807825118744,0.010568,85.10521345717467,0.008355,88.22426745218532,0.007657,89.20804498879508,0.005709,91.95360178151117,0.00661,90.68371129370973,0.007202,89.84933263801778,0.00545,92.31864244337642
0.36,0.099971,0.132865,32.90354202718789,0.135706,35.745366156185284,0.138712,38.752238149063224,0.141553,41.59406227806065,0.144548,44.58993108001321,0.147519,47.56179291994679,0.150446,50.48964199617888,0.153312,53.356473377279414,0.007827,92.17072951155835,0.010531,89.46594512408599,0.00888,91.11742405297537,0.007839,92.15872603054886,0.005528,94.47039641496033,0.006892,93.10600074021467,0.006432,93.56613417891188,0.004473,95.52570245371157
0.38,0.137653,0.13938,1.2546039679483967,0.142056,3.1986226235534208,0.144898,5.263234364670586,0.147593,7.221055843316168,0.150441,9.290026370656648,0.153273,11.347373468068254,0.156072,13.380747241251548,0.158817,15.374891938424891,0.008839,93.57878142866483,0.011371,91.73937364241971,0.010161,92.61839553079119,0.009649,92.99034528851533,0.006354,95.38404538949388,0.008582,93.76548277189744,0.007074,94.86099104269431,0.005244,96.19042084080986
0.4,0.169735,0.144916,14.622205202227006,0.147454,13.126933160514916,0.150156,11.535039915161862,0.152726,10.020914955666184,0.15545,8.416060329336903,0.158165,6.816508086134267,0.160853,5.232862992311546,0.163496,3.6757298141220107,0.009316,94.51144431024834,0.011174,93.41679677143784,0.010351,93.90167025068489,0.010304,93.92936047367955,0.006948,95.906560226235,0.009509,94.39773764986597,0.007177,95.7716440333461,0.005734,96.6217927946505
0.42,0.192445,0.148688,22.73740549247838,0.15113,21.468471511340912,0.153738,20.113279118709237,0.156223,18.82200109122087,0.158862,17.45070020005716,0.161497,16.081477824833073,0.16411,14.723687287276885,0.166683,13.386681909116893,0.009414,95.10821273610641,0.010371,94.61092779755256,0.009879,94.8665852581257,0.009388,95.12172308971394,0.007408,96.1505884798254,0.009374,95.12899789550261,0.006522,96.61097976045104,0.00582,96.97575930785419
0.44,0.20623,0.151147,26.70949910294331,0.153527,25.555447800998888,0.156073,24.32090384522136,0.158503,23.142607768025986,0.161086,21.890122678562765,0.163669,20.637637589099544,0.166233,19.394365514231684,0.168761,18.16854967754449,0.010359,94.97696746351161,0.01026,95.02497211850847,0.009908,95.19565533627502,0.008298,95.97633709935509,0.008237,96.00591572516123,0.009031,95.62090869417639,0.006152,97.01692285312515,0.006285,96.95243175095766
0.46,0.208133,0.151815,27.058659607078166,0.154179,25.922847410069522,0.156708,24.707758981036175,0.159123,23.54744322140171,0.161691,22.313616773889777,0.16426,21.079309864365584,0.166811,19.853651271062265,0.169326,18.645289310200692,0.012255,94.1119380396189,0.010809,94.80668610936276,0.010313,95.04499526744918,0.007908,96.20050640696094,0.009113,95.62154968217438,0.008839,95.75319627353664,0.006429,96.91110972310975,0.007056,96.60986004141581
0.48,0.196208,0.150007,23.546950175324145,0.152416,22.319171491478432,0.15499,21.007298377232328,0.157446,19.75556552230286,0.160055,18.42585419554758,0.162662,17.097162195221394,0.165249,15.778663459186163,0.167797,14.480041588518302,0.013851,92.94065481529805,0.01095,94.4191878007013,0.010113,94.84577591127781,0.007867,95.99047949115224,0.009245,95.28816358150533,0.008464,95.6862105520672,0.006562,96.65558998613716,0.007327,96.26569762700808
0.5,0.175527,0.146431,16.57636716858374,0.14893,15.15265457735846,0.151595,13.63436964113782,0.154131,12.189577671811175,0.156821,10.657049912549068,0.159503,9.129079856660221,0.162162,7.614213197969537,0.164776,6.1249836207534925,0.014178,91.92261019672188,0.010309,94.12682949061967,0.009139,94.79339360896044,0.00768,95.6246047616606,0.008505,95.15459160129211,0.007783,95.56592433072973,0.005905,96.63584519760494,0.006816,96.11683672597378
