q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,68.945112,92.0219,-23.076788000000008,151327.981233+63.759362i,13.059091-0.000504i
0.02,68.68988,91.672429,-22.98254899999999,151327.981233+63.759362i,13.059091-0.000504i
0.04,67.929686,90.63166,-22.701973999999993,151327.981233+63.759362i,13.059091-0.000504i
0.06,66.680846,88.922257,-22.241411,151327.981233+63.759362i,13.059091-0.000504i
0.08,64.969928,86.581126,-21.611198,151327.981233+63.759362i,13.059091-0.000504i
0.1,62.832854,83.658147,-20.825293000000002,151327.981233+63.759362i,13.059091-0.000504i
0.12,60.31369,80.214487,-19.900797000000004,151327.981233+63.759362i,13.059091-0.000504i
0.14,57.463197,76.320567,-18.857369999999996,151327.981233+63.759362i,13.059091-0.000504i
0.16,54.337185,72.053772,-17.716586999999997,151327.981233+63.759362i,13.059091-0.000504i
0.18,50.994769,67.495994,-16.501224999999998,151327.981233+63.759362i,13.059091-0.000504i
0.2,47.496572,62.731138,-15.234566000000001,151327.981233+63.759362i,13.059091-0.000504i
0.22,43.902974,57.842664,-13.939689999999999,151327.981233+63.759362i,13.059091-0.000504i
0.24,40.272458,52.911282,-12.638824,151327.981233+63.759362i,13.059091-0.000504i
0.26,36.660114,48.012871,-11.352756999999997,151327.981233+63.759362i,13.059091-0.000504i
0.28,33.116364,43.216698,-10.100334000000004,151327.981233+63.759362i,13.059091-0.000504i
0.3,29.685933,38.583996,-8.898063,151327.981233+63.759362i,13.059091-0.000504i
0.32,26.407087,34.166912,-7.759825000000003,151327.981233+63.759362i,13.059091-0.000504i
0.34,23.311163,30.007865,-6.696701999999998,151327.981233+63.759362i,13.059091-0.000504i
0.36,20.422368,26.139284,-5.716916000000001,151327.981233+63.759362i,13.059091-0.000504i
0.38,17.757841,22.58372,-4.8258790000000005,151327.981233+63.759362i,13.059091-0.000504i
0.4,15.327952,19.354279,-4.026326999999998,151327.981233+63.759362i,13.059091-0.000504i
0.42,13.136794,16.45534,-3.3185459999999996,151327.981233+63.759362i,13.059091-0.000504i
0.44,11.182837,13.88349,-2.700653000000001,151327.981233+63.759362i,13.059091-0.000504i
0.46,9.45969,11.628615,-2.1689249999999998,151327.981233+63.759362i,13.059091-0.000504i
0.48,7.95694,9.67509,-1.7181500000000005,151327.981233+63.759362i,13.059091-0.000504i
0.5,6.661011,8.003004,-1.3419930000000004,151327.981233+63.759362i,13.059091-0.000504i
