q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,170.09432,120.165879,49.92844100000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.02,163.226285,115.323878,47.902407,20150559.534891+9974.624478i,3.550149-0.001163i
0.04,144.167415,101.887188,42.28022700000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.06,117.02905,82.754245,34.274805,20150559.534891+9974.624478i,3.550149-0.001163i
0.08,87.141471,61.683171,25.458299999999994,20150559.534891+9974.624478i,3.550149-0.001163i
0.1,59.447649,42.159508,17.288140999999996,20150559.534891+9974.624478i,3.550149-0.001163i
0.12,37.261788,26.520713,10.741075000000002,20150559.534891+9974.624478i,3.550149-0.001163i
0.14,21.789073,15.616964,6.172108999999999,20150559.534891+9974.624478i,3.550149-0.001163i
0.16,12.428035,9.023763,3.404271999999999,20150559.534891+9974.624478i,3.550149-0.001163i
0.18,7.55505,5.594941,1.9601089999999992,20150559.534891+9974.624478i,3.550149-0.001163i
0.2,5.367213,4.057424,1.3097889999999994,20150559.534891+9974.624478i,3.550149-0.001163i
0.22,4.454491,3.415526,1.0389650000000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.24,3.988791,3.085018,0.9037730000000002,20150559.534891+9974.624478i,3.550149-0.001163i
0.26,3.619285,2.81952,0.7997650000000003,20150559.534891+9974.624478i,3.550149-0.001163i
0.28,3.255083,2.556812,0.6982710000000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.3,2.887475,2.292642,0.594833,20150559.534891+9974.624478i,3.550149-0.001163i
0.32,2.511348,2.024561,0.4867870000000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.34,2.122264,1.749557,0.3727069999999999,20150559.534891+9974.624478i,3.550149-0.001163i
0.36,1.734447,1.476953,0.2574940000000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.38,1.38208,1.229858,0.15222200000000008,20150559.534891+9974.624478i,3.550149-0.001163i
0.4,1.100568,1.032454,0.06811400000000001,20150559.534891+9974.624478i,3.550149-0.001163i
0.42,0.90559,0.895476,0.010113999999999956,20150559.534891+9974.624478i,3.550149-0.001163i
0.44,0.786334,0.811394,-0.02505999999999997,20150559.534891+9974.624478i,3.550149-0.001163i
0.46,0.715008,0.7609,-0.045892000000000044,20150559.534891+9974.624478i,3.550149-0.001163i
0.48,0.662818,0.72396,-0.06114200000000003,20150559.534891+9974.624478i,3.550149-0.001163i
0.5,0.611276,0.687677,-0.07640099999999994,20150559.534891+9974.624478i,3.550149-0.001163i
