q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,68.945112,140.053997,79.399844,-71.108885000000015,-10.454732000000007,-60.65415300000001
0.02,68.68988,139.490981,79.099034,-70.801101,-10.409154000000001,-60.391947
0.04,67.929686,137.816209,78.203182,-69.88652299999998,-10.273495999999994,-59.61302699999999
0.06,66.680846,135.071945,76.731798,-68.391099,-10.050951999999995,-58.340147
0.08,64.969928,131.326783,74.716647,-66.35685500000001,-9.746718999999999,-56.61013600000001
0.1,62.832854,126.672967,72.200664,-63.840113,-9.367810000000006,-54.472303
0.12,60.31369,121.222848,69.236501,-60.909158,-8.922811000000003,-51.986346999999995
0.14,57.463197,115.104624,65.884773,-57.641427,-8.421575999999995,-49.219851000000006
0.16,54.337185,108.457599,62.212088,-54.120414000000004,-7.874903000000003,-46.245511
0.18,50.994769,101.42718,58.288938,-50.43241100000001,-7.294169000000004,-43.138242000000005
0.2,47.496572,94.159836,54.187543,-46.663264,-6.690970999999998,-39.972293
0.22,43.902974,86.798268,49.979743,-42.89529399999999,-6.076768999999999,-36.818524999999994
0.24,40.272458,79.476977,45.735009,-39.204519000000005,-5.462550999999998,-33.74196800000001
0.26,36.660114,72.318416,41.518655,-35.658302,-4.858541000000002,-30.799760999999997
0.28,33.116364,65.42987,37.390304,-32.313506,-4.273940000000003,-28.039565999999994
0.3,29.685933,58.901149,33.402661,-29.215215999999998,-3.7167280000000034,-25.498487999999995
0.32,26.407087,52.803139,29.600614,-26.396052,-3.1935269999999996,-23.202525
0.34,23.311163,47.187234,26.020675,-23.876070999999996,-2.709512,-21.166558999999996
0.36,20.422368,42.085572,22.690757,-21.663204,-2.2683890000000027,-19.394814999999998
0.38,17.757841,37.512028,19.630272,-19.754187,-1.8724310000000024,-17.881756
0.4,15.327952,33.463834,16.8505,-18.135882,-1.5225480000000005,-16.613334
0.42,13.136794,29.9237,14.355211,-16.786906000000002,-1.2184170000000005,-15.568489
0.44,11.182837,26.862285,12.141467,-15.679448,-0.9586300000000012,-14.720818
0.46,9.45969,24.24089,10.200561,-14.7812,-0.7408710000000003,-14.040329
0.48,7.95694,22.014196,8.519046,-14.057255999999999,-0.5621059999999991,-13.495149999999999
0.5,6.661011,20.132953,7.079782,-13.471942,-0.41877099999999956,-13.053171
