q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,174.979838,199.332124,52.708864,-24.352285999999992,122.270974,-146.62326
0.02,150.234398,170.972372,45.287888,-20.73797400000001,104.94650999999999,-125.684484
0.04,96.543608,109.318281,29.184256,-12.774672999999993,67.359352,-80.134025
0.06,49.380526,55.052722,15.033919,-5.672196,34.346607000000006,-40.018803000000005
0.08,22.782066,24.614941,7.048816,-1.8328750000000014,15.73325,-17.566125
0.1,10.530964,11.008134,3.367454,-0.4771699999999992,7.1635100000000005,-7.64068
0.12,4.826013,5.026444,1.650201,-0.20043100000000003,3.1758119999999996,-3.3762429999999997
0.14,2.25492,2.457842,0.873766,-0.20292200000000005,1.3811539999999998,-1.5840759999999998
0.16,1.308624,1.501828,0.586967,-0.19320399999999993,0.721657,-0.9148609999999999
0.18,1.05874,1.245113,0.510829,-0.1863729999999999,0.547911,-0.7342839999999999
0.2,0.940672,1.172765,0.474334,-0.2320930000000001,0.466338,-0.698431
0.22,0.779459,1.062923,0.424856,-0.28346400000000005,0.354603,-0.638067
0.24,0.644375,0.941941,0.383623,-0.297566,0.26075200000000004,-0.5583180000000001
0.26,0.519287,0.787682,0.345799,-0.26839499999999994,0.17348800000000003,-0.44188299999999997
0.28,0.373081,0.600152,0.301913,-0.22707100000000002,0.07116800000000001,-0.29823900000000003
0.3,0.276544,0.494083,0.27296,-0.21753899999999998,0.0035840000000000316,-0.22112300000000001
0.32,0.257561,0.476189,0.267251,-0.218628,-0.009690000000000032,-0.20893799999999996
0.34,0.250452,0.454532,0.265163,-0.20407999999999998,-0.014710999999999974,-0.189369
0.36,0.214077,0.419684,0.25423,-0.205607,-0.04015300000000002,-0.165454
0.38,0.177942,0.395832,0.243306,-0.21789000000000003,-0.065364,-0.15252600000000002
0.4,0.162375,0.364647,0.238593,-0.202272,-0.07621800000000001,-0.126054
0.42,0.154677,0.335423,0.236205,-0.18074600000000002,-0.08152799999999999,-0.09921800000000003
0.44,0.153249,0.336199,0.235695,-0.18295000000000003,-0.08244599999999999,-0.10050400000000004
0.46,0.151613,0.337616,0.235228,-0.18600300000000003,-0.083615,-0.10238800000000003
0.48,0.134278,0.307531,0.230104,-0.173253,-0.095826,-0.077427
0.5,0.111047,0.270945,0.223204,-0.15989799999999998,-0.112157,-0.04774099999999998
