q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,182.298089,229.323011,163.705577,-47.024922000000004,18.592512,-65.617434
0.02,177.34077,222.861137,159.29524,-45.52036700000002,18.045529999999985,-63.56589700000001
0.04,163.304075,204.586169,146.802839,-41.282094,16.501236000000006,-57.78333000000001
0.06,142.468743,177.532603,128.245992,-35.063860000000005,14.222750999999988,-49.28661099999999
0.08,117.964319,145.868299,106.39563,-27.903980000000004,11.568689000000006,-39.47266900000001
0.1,93.004226,113.875744,84.101566,-20.871517999999995,8.902659999999997,-29.774177999999992
0.12,70.198973,85.028325,63.685991,-14.829352,6.512981999999994,-21.342333999999994
0.14,51.142472,61.421833,46.576571,-10.279361000000002,4.565900999999997,-14.845261999999998
0.16,36.348498,43.671116,33.247384,-7.3226179999999985,3.1011140000000026,-10.423732000000001
0.18,25.483834,31.211799,23.421333,-5.7279649999999975,2.062501000000001,-7.790465999999999
0.2,17.754861,22.825345,16.408634,-5.070484,1.346226999999999,-6.416710999999999
0.22,12.28458,17.171704,11.438391,-4.887123999999998,0.8461890000000007,-5.733312999999999
0.24,8.362694,13.164685,7.87992,-4.801991000000001,0.48277399999999915,-5.284765
0.26,5.53071,10.123949,5.319979,-4.593239,0.210731,-4.80397
0.28,3.537195,7.734743,3.526097,-4.197547999999999,0.011098000000000052,-4.208646
0.3,2.236357,5.904392,2.359708,-3.6680349999999997,-0.12335099999999999,-3.5446839999999997
0.32,1.499227,4.61066,1.699535,-3.111433,-0.20030799999999993,-2.911125
0.34,1.174379,3.80414,1.407528,-2.629761,-0.23314899999999983,-2.396612
0.36,1.097244,3.380539,1.336674,-2.283295,-0.2394299999999998,-2.0438650000000003
0.38,1.122909,3.203073,1.358909,-2.080164,-0.236,-1.844164
0.4,1.15393,3.141702,1.388544,-1.987772,-0.2346140000000001,-1.753158
0.42,1.147148,3.102587,1.387444,-1.9554390000000001,-0.24029599999999984,-1.7151430000000003
0.44,1.100174,3.037129,1.352769,-1.9369550000000002,-0.2525950000000001,-1.68436
0.46,1.029106,2.934136,1.297435,-1.90503,-0.2683289999999998,-1.6367010000000002
0.48,0.950115,2.804907,1.234276,-1.854792,-0.2841609999999999,-1.570631
0.5,0.871401,2.669567,1.16939,-1.7981659999999997,-0.29798899999999995,-1.5001769999999999
