q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,179.352881,211.173023,74.758721,-31.820142000000004,104.59416,-136.41430200000002
0.02,166.616099,195.956451,69.461165,-29.340351999999996,97.154934,-126.495286
0.04,133.936424,156.989764,55.8726,-23.05334000000002,78.06382399999998,-101.117164
0.06,94.174005,109.678818,39.349659,-15.504813000000013,54.82434599999999,-70.329159
0.08,59.508036,68.371052,24.961998,-8.863016000000009,34.546037999999996,-43.409054000000005
0.1,35.557888,39.551937,15.04152,-3.994049000000004,20.516368,-24.510417000000004
0.12,21.269316,22.132336,9.136828,-0.8630199999999988,12.132488,-12.995508
0.14,12.827998,12.107283,5.649254,0.7207149999999984,7.178743999999999,-6.458029000000001
0.16,7.312664,6.369302,3.360136,0.9433619999999996,3.952528,-3.0091660000000005
0.18,3.641331,3.404554,1.825198,0.23677700000000002,1.816133,-1.579356
0.2,1.576085,2.308344,0.954607,-0.732259,0.621478,-1.353737
0.22,0.746652,2.182382,0.600351,-1.43573,0.14630100000000001,-1.5820310000000002
0.24,0.564602,2.306967,0.518883,-1.7423650000000002,0.045719000000000065,-1.7880840000000002
0.26,0.568917,2.354385,0.517377,-1.7854680000000003,0.05154000000000003,-1.8370080000000002
0.28,0.5708,2.26548,0.516514,-1.6946800000000002,0.054285999999999945,-1.7489660000000002
0.3,0.535673,2.056104,0.501664,-1.5204309999999999,0.034008999999999956,-1.55444
0.32,0.461718,1.789584,0.471537,-1.327866,-0.009818999999999967,-1.318047
0.34,0.363669,1.596831,0.431376,-1.2331619999999999,-0.06770699999999996,-1.165455
0.36,0.277944,1.589888,0.395794,-1.311944,-0.11784999999999995,-1.194094
0.38,0.232189,1.747587,0.376435,-1.515398,-0.144246,-1.371152
0.4,0.220387,1.929986,0.371214,-1.7095989999999999,-0.150827,-1.558772
0.42,0.21863,2.0117,0.370372,-1.7930699999999997,-0.151742,-1.641328
0.44,0.213138,1.980883,0.368095,-1.767745,-0.154957,-1.6127879999999999
0.46,0.204567,1.910118,0.364552,-1.705551,-0.159985,-1.545566
0.48,0.195013,1.860339,0.360623,-1.6653259999999999,-0.16561000000000003,-1.4997159999999998
0.5,0.182212,1.833605,0.355426,-1.6513929999999999,-0.173214,-1.478179
