q_inverse_angstroms,debye,propo{e=0.380}_VATPaseLiRotor,propo{e=0.380}_VATPaseLiRotor_relDiffDebye,propo{e=0.390}_VATPaseLiRotor,propo{e=0.390}_VATPaseLiRotor_relDiffDebye,propo{e=0.400}_VATPaseLiRotor,propo{e=0.400}_VATPaseLiRotor_relDiffDebye,propo{e=0.410}_VATPaseLiRotor,propo{e=0.410}_VATPaseLiRotor_relDiffDebye,propo{e=0.420}_VATPaseLiRotor,propo{e=0.420}_VATPaseLiRotor_relDiffDebye,propo{e=0.430}_VATPaseLiRotor,propo{e=0.430}_VATPaseLiRotor_relDiffDebye,propo{e=0.440}_VATPaseLiRotor,propo{e=0.440}_VATPaseLiRotor_relDiffDebye,propo{e=0.450}_VATPaseLiRotor,propo{e=0.450}_VATPaseLiRotor_relDiffDebye,strat{a=0.15}_VATPaseLiRotor,strat{a=0.15}_VATPaseLiRotor_relDiffDebye,strat{a=0.20}_VATPaseLiRotor,strat{a=0.20}_VATPaseLiRotor_relDiffDebye,strat{a=0.25}_VATPaseLiRotor,strat{a=0.25}_VATPaseLiRotor_relDiffDebye,strat{a=0.30}_VATPaseLiRotor,strat{a=0.30}_VATPaseLiRotor_relDiffDebye,strat{a=0.35}_VATPaseLiRotor,strat{a=0.35}_VATPaseLiRotor_relDiffDebye,strat{a=0.40}_VATPaseLiRotor,strat{a=0.40}_VATPaseLiRotor_relDiffDebye,strat{a=0.45}_VATPaseLiRotor,strat{a=0.45}_VATPaseLiRotor_relDiffDebye,strat{a=0.50}_VATPaseLiRotor,strat{a=0.50}_VATPaseLiRotor_relDiffDebye
0,174.930111,38.399961,78.04839842581475,37.407684,78.61564039137893,36.493902,79.13801015080819,35.606387,79.64536419919153,34.771231,80.12278686543564,33.962325,80.58520353880071,33.205752,81.01770369310519,32.475411,81.43520814435429,86.352076,50.63624237910648,142.527386,18.5232404042778,82.992423,52.55681110269232,167.026834,4.517962605077179,218.715905,25.03045001783597,327.30161,87.10421443681582,267.513419,52.925884212124,532.593127,204.46052080764986
0.02,148.179635,32.548147,78.03466920403737,31.708072,78.60159933583316,30.934479,79.12366365324088,30.183145,79.63070633829001,29.47616,80.10781980938204,28.79142,80.56992109610744,28.151002,81.00211139000308,27.53281,81.41930232180691,33.087834,77.67045788714488,50.200126,66.12211522858725,68.788489,53.577636360084156,178.436163,20.41881666127738,127.307512,14.085689305416354,402.136359,171.38436331011346,271.706431,83.36286966829148,563.798796,280.48332080180927
0.04,87.685683,19.314659,77.9728476312376,18.818781,78.53836526539914,18.362211,79.05905460073795,17.918844,79.56468674595374,17.50171,80.0404018065298,17.097763,80.50107792397534,16.720022,80.93186774858103,16.355449,81.34764029835976,21.057511,75.98523467052198,61.631576,29.71306843786573,151.136093,72.36119720935514,107.974622,23.138257359528122,179.413207,104.60946515065636,266.94323,204.4319447223785,353.645347,303.310249633341,199.206009,127.18190950283184
0.06,32.698267,7.285581,77.71875494196681,7.102575,78.27843597949702,6.934176,78.79344492477232,6.770746,79.29325734602388,6.617083,79.76319968272324,6.468373,80.21799442765575,6.329402,80.64300471948559,6.195366,81.05292246833754,7.620612,76.69414100753413,12.81682,60.80275447013752,36.756229,12.41032743417257,16.207699,50.43254433025456,60.072685,83.71825332516856,93.716916,186.61126291494284,62.190588,90.19536417633385,92.713564,183.54274555284536
0.08,6.071169,1.45981,75.9550425955858,1.42833,76.47355888132911,1.399495,76.94850859859115,1.371641,77.40729997797787,1.345577,77.83660774391225,1.320481,78.24997129877293,1.297148,78.6342959650769,1.274763,79.00300584615583,26.102678,329.94484258303464,10.851028,78.73045537029193,4.335412,28.590161137006735,8.889696,46.42478244305175,42.713875,603.5527260071331,20.005201,229.51151582174697,22.111252,264.2008977183801,79.235371,1205.1089666586452
0.1,2.254545,0.621749,72.42241782710038,0.612067,72.85186146206884,0.603308,73.24036557265435,0.594957,73.61077290539775,0.58725,73.95261571625316,0.579935,74.27707142682893,0.573238,74.57411584155561,0.566914,74.85461589810804,1.397934,37.99485040218757,1.624671,27.937965310073647,2.621594,16.280402475887605,32.419207,1337.9489874897154,5.038191,123.46819424761983,17.073826,657.30695106995,10.4003,361.30372203704076,10.169371,351.06090142356885
0.12,4.502549,1.107702,75.3983354761936,1.08538,75.89409909808866,1.06498,76.34717578864772,1.04532,76.78381734435315,1.026969,77.19138647908107,1.009343,77.58285362358077,0.993,77.945825797787,0.977362,78.29314017459889,1.978689,56.05402628599933,1.957811,56.517719185288165,3.552151,21.107999046762185,5.49292,21.995785054199292,7.965724,76.9158758738661,13.381613,197.20083001872936,13.031625,189.42772194150467,10.232817,127.26719909100379
0.14,3.983063,0.988702,75.17734467167605,0.969475,75.66006362440162,0.951925,76.10067930133167,0.935035,76.52472481605237,0.91929,76.92002360997051,0.90419,77.29912883627499,0.890208,77.65016521204913,0.876852,77.98548504003075,1.833611,53.96480045633223,6.115384,53.53470432177446,3.494438,12.267568953842806,9.33348,134.32920845088316,6.825154,71.35440739953147,7.519562,88.78842739871298,9.801202,146.07198028251122,11.245833,182.34132877135008
0.16,1.714695,0.49142,71.34067574699874,0.485127,71.70767979144979,0.47949,72.03642630322011,0.474172,72.34656892333622,0.46932,72.62953469859072,0.464771,72.8948296927442,0.46066,73.13458078550413,0.456834,73.3577108465354,2.155062,25.68194343600465,7.973698,365.02135948375656,6.406367,273.6155409562634,12.80408,646.7263857420706,6.946907,305.13951460755413,2.382827,38.9650637576945,15.153501,783.7432313035263,18.049093,952.6124471115853
0.18,0.452906,0.218005,51.86528771974758,0.218824,51.68445549407603,0.219737,51.482868409780394,0.220782,51.252136204863696,0.221918,51.00131153042794,0.22317,50.72487447726459,0.224487,50.434085660159056,0.2259,50.12210039169276,1.503148,231.8896194795388,1.140301,151.77431961599095,2.171436,379.44518288563194,5.470415,1107.8477653199561,15.845188,3398.559966085678,7.275306,1506.3611433719138,3.823601,744.2372147862912,14.764695,3159.9910356674454
