q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0,175.138217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.482213,84.30827179198701,73.917362,57.794841545063804,50.93702,70.91610222342278,136.723233,21.934095629168134,80.907501,53.80362870771946,99.508764,43.18272407672165,177.890037,1.5712275979148569,239.095112,36.51795484477269
0.02,161.059383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.14811,90.59470505981014,13.007534,91.92376516182233,65.425789,59.377846989516904,60.385588,62.5072523716299,148.011843,8.101074123697591,239.181586,48.50521686153486,161.782322,0.4488648761308099,129.625859,19.516729428921263
0.04,125.470537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.797944,95.37903946326459,26.151301,79.15741685237228,87.807618,30.01734104318051,79.382307,36.73231270222427,76.695525,38.873677571014134,88.193933,29.709448043567388,82.044271,34.610727775876185,220.085045,75.4077493109
0.06,83.50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.390273,82.76774777538716,6.794692,91.86340340224547,35.48588,57.505904538965765,68.438795,18.045017117564722,28.862852,65.4369346859736,57.302895,31.380180220312383,86.7187,3.8450424804679884,119.704881,43.34576570640895
0.08,48.75987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.264446,95.35592281111495,10.898169,77.6493066942139,13.785424,71.72793118603474,14.823342,69.59929958796035,39.132621,19.74420563467458,70.278242,44.13131536240766,52.601179,7.878013210453602,57.24888,17.409829025385015
0.1,26.52572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.373157,79.74359602679965,5.008039,81.12006384746579,47.885452,80.5246078146041,9.040857,65.91663864355047,10.408047,60.762433592754505,101.844048,283.94451875387364,58.904521,122.06568191174453,34.1372,28.694715921000448
0.12,14.549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652989,95.51190166816421,3.345315,77.00711241542318,24.694018,69.72595402391599,2.568104,82.34900851563991,29.88737,105.42069688763354,44.023274,202.5790367086578,21.189537,45.63909294348401,17.449758,19.934990896842315
0.14,8.171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384165,95.29892137004995,0.590771,92.77065603765513,9.231262,12.964191208647033,4.201781,48.58224235203591,15.824527,93.64685931505332,8.510408,4.143004128319559,9.745575,19.25790837029763,13.424645,64.27918140425518
0.16,4.31685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881338,56.41873125079629,12.70099,194.2189327866384,2.732749,36.69576195605591,6.833475,58.29771708537477,8.366168,93.80261069993168,14.708165,240.71522058908693,19.931397,361.711595260433,13.594348,214.9136059858462
0.18,1.979464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107993,94.5443311926865,3.515429,77.59499541289966,5.068779,156.06825888220246,3.602427,81.99002356193394,2.139363,8.077893813678855,4.561629,130.44768684856103,13.381991,576.0411404299346,30.450881,1438.3397222682504
