q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,17.89474,69.35994206333747,31.118264,46.7181187405707,48.262585,17.36295690392261,565.863425,868.89298901455345,87.021461,49.001472319408876,280.652979,380.544759893518,782.739482,1240.2364648937742,1234.829627,2014.3224943859134
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,99.58429,82.48028027089256,21.712466,60.21363529275325,46.374569,15.022295699835325,295.315137,441.14146888025243,80.294201,47.132728491686606,269.340892,393.5457335747657,160.186161,193.52838238640172,146.239488,167.97221486352746
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,13.35585,70.22892621311634,374.149991,734.0050980973026,36.642071,18.322398091830166,142.423551,217.47152340068126,181.961725,305.6047306134491,213.304411,375.4696525454208,118.001675,163.03354510576753,282.120016,528.8641915784319
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,13.344564,59.9068558812435,17.711551,46.786439271473704,27.346534,17.838564915985668,40.99932,23.18061837996473,58.554272,75.92368443546513,165.133659,396.1366732659524,80.624045,142.231327724316,99.105442,197.75785623712125
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,56.303365,141.05958923760232,166.021833,610.8128416028742,18.134506,22.358165140097135,107.064206,358.38918367330336,107.223638,359.07178252740965,126.284001,440.67762039339857,406.359037,1639.8026306635074,298.854051,1179.5262730043482
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,3.961841,75.8034602684751,9.516861,41.87674232613077,13.396689,18.18108862536823,70.860783,332.77500315294424,21.610566,31.984327195296576,31.50965,92.44197284834081,119.927611,632.4456495019265,104.028443,535.3431029307266
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,2.52346,78.51761443073926,7.234741,38.41016078886171,233.255544,1885.7202144577936,17.773741,51.30905866159085,138.56479,1079.6114244345642,231.385854,1869.803417094257,116.49592,891.7376422395259,80.877651,588.5169104000487
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,39.254945,365.8268559912442,8.868923,5.244893786462672,44.89436,432.74813072694604,11.315005,34.271827528358735,13.645959,61.932571245620714,56.357129,568.7734300675487,27.518372,226.55240532772333,89.832939,966.0209952866632
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,2.227313,61.894877488802734,89.401287,1429.4873211774486,36.232283,519.8659921507978,43.840026,650.020119140899,173.304902,2864.919848490551,15.447041,164.26972308808283,352.313794,5927.424202505311,196.100989,3254.917881057555
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,1.204622,68.99226442427981,35.12127,804.0438023242766,3.873694,0.2886554842482714,5.325002,37.06893445095739,146.620957,3674.1165813965226,9.30733,139.57658714183196,45.279598,1065.5256186246881,134.075808,3351.19647620999
