q_inverse_angstroms,debye,propo{e=0.380}_XyloseIsomerase,propo{e=0.380}_XyloseIsomerase_relDiffDebye,propo{e=0.390}_XyloseIsomerase,propo{e=0.390}_XyloseIsomerase_relDiffDebye,propo{e=0.400}_XyloseIsomerase,propo{e=0.400}_XyloseIsomerase_relDiffDebye,propo{e=0.410}_XyloseIsomerase,propo{e=0.410}_XyloseIsomerase_relDiffDebye,propo{e=0.420}_XyloseIsomerase,propo{e=0.420}_XyloseIsomerase_relDiffDebye,propo{e=0.430}_XyloseIsomerase,propo{e=0.430}_XyloseIsomerase_relDiffDebye,propo{e=0.440}_XyloseIsomerase,propo{e=0.440}_XyloseIsomerase_relDiffDebye,propo{e=0.450}_XyloseIsomerase,propo{e=0.450}_XyloseIsomerase_relDiffDebye,strat{a=0.15}_XyloseIsomerase,strat{a=0.15}_XyloseIsomerase_relDiffDebye,strat{a=0.20}_XyloseIsomerase,strat{a=0.20}_XyloseIsomerase_relDiffDebye,strat{a=0.25}_XyloseIsomerase,strat{a=0.25}_XyloseIsomerase_relDiffDebye,strat{a=0.30}_XyloseIsomerase,strat{a=0.30}_XyloseIsomerase_relDiffDebye,strat{a=0.35}_XyloseIsomerase,strat{a=0.35}_XyloseIsomerase_relDiffDebye,strat{a=0.40}_XyloseIsomerase,strat{a=0.40}_XyloseIsomerase_relDiffDebye,strat{a=0.45}_XyloseIsomerase,strat{a=0.45}_XyloseIsomerase_relDiffDebye,strat{a=0.50}_XyloseIsomerase,strat{a=0.50}_XyloseIsomerase_relDiffDebye
0,180.1075,62.615668,65.23428063795234,61.013156,66.12403370209458,59.529573,66.94775453548574,58.04622,67.77134766736532,56.681757,68.5289302222284,55.37683,69.25345696320252,54.131426,69.94493510819927,52.94553,70.60337298557806,253.030768,40.48874588787253,241.04922,33.83630331885124,382.423383,112.33062643143678,140.305683,22.098922587898894,83.593267,53.58701497716641,134.037094,25.57939341781991,586.362549,225.56253848396096,378.930903,110.39151784351013
0.02,159.882205,55.615403,65.21476358172569,54.19307,66.10437665655161,52.876318,66.92795298888954,51.559798,67.75138421439709,50.348819,68.50880371583568,49.190705,69.23315824922479,48.08544,69.92445782193208,47.033008,70.58271244132517,31.683797,80.18303725545942,123.173189,22.96003861092609,549.673666,243.7991526324021,97.438897,39.055821127810944,193.63102,21.108549885210806,492.305183,207.9174339633357,813.485314,408.8029114934961,1168.780206,631.0258236681186
0.04,111.592756,38.895753,65.14491227369633,37.903763,66.03384990330376,36.985478,66.85673933888684,36.067424,67.67942177178597,35.223035,68.43609185528136,34.415571,69.15967287338974,33.645018,69.85017737172832,32.911359,70.50762058426086,12.5837,88.72355119538403,343.866432,208.14404476218868,38.266979,65.70836641045051,65.839279,41.00040059947976,188.416364,68.84282703798443,546.322795,389.5683327329957,408.248515,265.8378282188855,311.610431,179.23894181805136
0.06,61.195467,21.433403,64.97550545696465,20.890873,65.86205805080301,20.388754,66.68257470769852,19.886867,67.50271225154634,19.425351,68.25687922276988,18.984114,68.97790811858663,18.56314,69.665825084724,18.162415,70.32065299869352,5.753058,90.59888210347344,15.871065,74.06496628255161,168.798076,175.8342803397513,52.511456,14.190611536635544,37.534328,38.66485568285638,55.056371,10.031945666825292,133.024671,117.37667432131862,361.109618,490.092102736956
0.08,27.247811,9.656682,64.55978794039639,9.417271,65.43843099909934,9.195817,66.25117151612656,8.974596,67.06305691859063,8.771292,67.80918658016233,8.57704,68.52209522445675,8.391825,69.20183790176759,8.215633,69.84846599236907,1.284652,95.28530200095706,152.852211,460.9706078774549,54.47791,99.93499661312244,205.645638,654.7235188911139,93.840995,244.3982894625921,427.760314,1469.8887297772287,97.510049,257.8637894985399,343.562663,1160.8817016530245
0.1,11.574057,4.209001,63.63417771313896,4.109807,64.49121513744058,4.018184,65.28283902524413,3.926792,66.07246707010343,3.842933,66.797009898949,3.762931,67.48822819863423,3.686774,68.14622564931207,3.614446,68.77114049118646,0.576851,95.01600000760322,2.110809,81.76258333616295,54.354831,369.62643263291335,48.226748,316.6797174059192,605.230756,5129.201445957973,61.8147,434.07979587451496,59.808569,416.7467984648771,16.14731,39.51296420952482
0.12,6.187235,2.33069,62.330669515542894,2.279841,63.15250673362173,2.232982,63.909856341322104,2.186355,64.66345629348167,2.143679,65.35319896528902,2.10307,66.00953414570483,2.064515,66.63267194473784,2.027998,67.2228709593219,57.083053,822.5939050318923,4.58408,25.910685467741246,31.854463,414.8416538243658,90.902378,1369.19226439597,197.509925,3092.2163131027028,75.759123,1124.442307428116,162.116874,2520.1829088437726,36.018781,482.1466454724929
0.14,3.919418,1.537287,60.77767158287276,1.50686,61.553985821364286,1.47891,62.26710190135372,1.451191,62.97432424916147,1.42591,63.619343484160154,1.401941,64.23088836148632,1.379269,64.80934159102192,1.35788,65.35506036865677,97.380496,2384.565208405942,51.808735,1221.8476569735608,7.75368,97.82733048631201,92.898578,2270.2135878337044,65.337044,1567.0088263104371,13.503188,244.52023234061792,38.02604,870.196085235104,68.080757,1637.0118981950895
0.16,2.193003,0.93327,57.44328667129046,0.918389,58.12185391447253,0.904834,58.73995612409102,0.89151,59.347524832387364,0.879473,59.896406890460256,0.868171,60.41177326250807,0.857591,60.894216742977555,0.847718,61.34442132546103,112.80373,5043.801900863792,5.152163,134.9364319155058,2.002087,8.705688045114398,100.477603,4481.735775099259,64.354295,2834.528361338311,216.490525,9771.875460270689,55.774328,2443.285531301143,127.895931,5731.999819425691
0.18,0.971833,0.506067,47.92654705077929,0.502182,48.326307091856314,0.498808,48.67348608248537,0.495665,48.996895557158474,0.492995,49.271634118207544,0.490653,49.51262202456594,0.488625,49.721299852958275,0.486896,49.899211078446605,4.216706,333.8920370063581,26.029891,2578.432508465961,8.314721,755.5709674398792,139.741226,14279.139831637742,49.260203,4968.7929922116255,87.205149,8873.264851059803,146.404785,14964.808974381402,162.514151,16622.4359535023
